name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"33,144,103,000","33,215,034,000","33,432,700,000","33,531,958,000","33,169,831,000","33,376,660,000","33,900,012,000","34,813,846,000","33,396,480,000","34,108,122,000","33,773,508,000","33,779,651,000","33,559,373,000","33,613,808,000","33,956,567,000","33,914,517,000","35,279,409,000","34,775,225,000","35,431,152,000","36,016,322,000","36,029,146,000","36,474,249,000"
	CurrentAssets,"782,978,000","789,634,000","844,729,000","800,567,000","830,856,000","976,566,000","1,606,886,000","2,553,513,000","927,614,000","1,381,356,000","817,779,000","742,919,000","711,042,000","903,254,000","1,112,503,000","958,167,000","1,931,388,000","853,560,000","1,125,461,000","1,169,077,000","1,370,263,000","1,704,919,000"
		CashCashEquivalentsAndShortTermInvestments,"195,648,000","195,711,000","232,452,000","221,319,000","220,571,000","278,422,000","119,055,000","1,952,142,000","244,491,000","701,898,000","175,091,000","138,715,000","123,007,000","298,781,000","486,208,000","381,140,000","1,427,651,000","273,329,000","550,131,000","274,941,000","313,747,000","486,792,000"
			CashAndCashEquivalents,"195,648,000","195,711,000","232,452,000","221,319,000","220,571,000","278,422,000","119,055,000","1,952,142,000","244,491,000","701,898,000","175,091,000","138,715,000","123,007,000","298,781,000","486,208,000","381,140,000","1,427,651,000","273,329,000","550,131,000","274,941,000","313,747,000","486,792,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"0","0","601,938,000","741,515,000"
		Receivables,"386,933,000","410,728,000","437,903,000","407,819,000","379,950,000","446,843,000","406,588,000","391,191,000","445,631,000","463,892,000","447,264,000","421,543,000","406,051,000","465,956,000","454,937,000","399,819,000","351,907,000","392,121,000","365,895,000","368,946,000","335,464,000","371,808,000"
			AccountsReceivable,"383,103,000","406,952,000","434,011,000","404,150,000","376,155,000","442,581,000","405,005,000","387,739,000","441,696,000","457,118,000","442,710,000","420,321,000","405,030,000","448,399,000","436,550,000","382,207,000","330,761,000","370,765,000","344,742,000","328,840,000","307,080,000","349,626,000"
				GrossAccountsReceivable,"411,048,000","434,883,000","458,380,000","429,060,000","398,550,000","467,779,000","445,844,000","420,180,000","459,310,000","471,801,000","456,404,000","436,202,000","417,037,000","461,919,000","449,809,000","394,944,000","341,242,000","384,185,000","358,760,000","342,441,000","316,797,000","361,303,000"
				AllowanceForDoubtfulAccountsReceivable,"-27,945,000","-27,931,000","-24,369,000","-24,910,000","-22,395,000","-25,198,000","-40,839,000","-32,441,000","-17,614,000","-14,683,000","-13,694,000","-15,881,000","-12,007,000","-13,520,000","-13,259,000","-12,737,000","-10,481,000","-13,420,000","-14,018,000","-13,601,000","-9,717,000","-11,677,000"
			DuefromRelatedPartiesCurrent,"3,830,000","3,776,000","3,892,000","3,669,000","3,795,000","4,262,000","1,583,000","3,452,000","3,935,000","6,774,000","4,554,000","1,222,000","1,021,000","17,557,000","18,387,000","17,612,000","21,146,000","21,356,000","21,153,000","40,106,000","28,384,000","22,182,000"
