name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"424,973,000","78,271,000","135,750,000","83,890,000","127,062,000","64,431,000","107,788,000","73,513,000","65,833,000","67,178,000","79,700,000","115,078,000","72,922,000","71,353,000","102,553,000","73,401,000","67,251,000","93,160,000","94,034,000","96,381,000","99,719,000","96,259,000","102,118,000","82,311,000","87,345,000","89,635,000","100,772,000","103,575,000","88,034,000","79,605,000","63,859,000","86,149,000","2,719,000","65,844,000","68,979,000","19,955,000","20,938,000","28,232,000","34,896,000","23,805,000","27,762,000","25,310,000","26,985,000","20,659,000","21,881,000","24,902,000","10,959,000","27,547,000","28,066,000","25,136,000","22,930,000","34,075,000","22,295,000","19,718,000","15,664,000","14,503,000","15,254,985","8,870,015","8,815,654","5,197,555","2,365,700","1,063,300"
	CashFlowFromContinuingOperatingActivities,"424,973,000","78,271,000","135,750,000","83,890,000","127,062,000","64,431,000","107,788,000","73,513,000","65,833,000","67,178,000","79,700,000","115,078,000","72,922,000","71,353,000","102,553,000","73,401,000","67,251,000","93,160,000","94,034,000","96,381,000","99,719,000","96,259,000","102,118,000","82,311,000","87,345,000","89,635,000","100,772,000","103,575,000","88,034,000","79,605,000","63,859,000","86,149,000","2,719,000","65,844,000","68,979,000","19,955,000","20,938,000","28,232,000","34,896,000","23,805,000","27,762,000","25,310,000","26,985,000","20,659,000","21,881,000","24,902,000","10,959,000","27,547,000","28,066,000","25,136,000","22,930,000","34,075,000","22,295,000","19,718,000","15,664,000","14,503,000","15,254,985","8,870,015","8,815,654","5,197,555","2,365,700","1,063,300"
		NetIncomeFromContinuingOperations,"229,227,000","56,056,000","44,369,000","40,878,000","87,924,000","-1,469,000","29,170,000","13,798,000","-413,000","-15,847,000","4,657,000","81,294,000","45,737,000","43,578,000","54,114,000","30,056,000","17,164,000","30,718,000","35,791,000","5,322,000","23,206,000","12,829,000","988,000","20,945,000","49,510,000","26,003,000","11,348,000","17,167,000","60,891,000","25,324,000","34,113,000","7,670,000","-89,821,000","14,239,000","43,586,000","-48,880,000","15,303,000","-8,332,000",,,,,,,,,,,"17,120,000","13,542,000","15,954,000","17,049,000","11,222,000","8,135,000","6,870,000","6,652,000","7,478,316","6,818,684","3,657,578","3,220,421","1,281,969","812,031"
		OperatingGainsLosses,"-37,521,000","-3,000","-971,000","248,000","-36,795,000","28,043,000","-11,671,000","-2,809,000","44,000","314,000","15,469,000","-14,057,000","-15,100,000","-17,513,000","-13,802,000","-436,000","-6,123,000","-20,723,000","-24,799,000","-10,499,000","-14,737,000","-16,731,000","-13,924,000","-18,974,000","-36,377,000","-7,731,000","-5,730,000","-8,449,000","-67,604,000","-12,867,000","-11,841,000","-1,899,000","6,813,000","-1,741,000","-33,490,000","-2,820,000","404,000","-180,000","17,384,000","31,501,000","81,000","-1,450,000","554,000","1,642,000","317,000","223,000","12,789,000","123,000",,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,021,000",,,,"1,642,000",,,"12,764,000","123,000",,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-37,702,000","-175,000","-971,000","249,000","-36,805,000","-1,134,000","-11,646,000","-10,061,000","44,000","314,000","12,612,000","-19,637,000","-29,776,000","-8,730,000","-13,802,000","-436,000","-722,000","605,000","-24,909,000","-8,707,000","-15,273,000","-16,217,000","-13,142,000","-12,604,000","-12,276,000","-12,532,000","-7,029,000","-7,970,000","-63,337,000","-11,364,000","-11,588,000","-1,687,000","1,174,000","-1,741,000","-35,895,000","-2,097,000","709,000","-180,000",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"256,645,000","69,108,000","64,402,000","63,061,000","60,074,000","57,087,000","55,054,000","52,170,000","53,160,000","52,236,000","48,867,000","43,907,000","41,342,000","41,349,000","41,437,000","40,379,000","53,980,000","62,117,000","63,132,000","63,673,000","64,220,000","64,994,000","68,049,000","65,300,000","64,263,000","64,664,000","65,173,000","64,493,000","64,671,000","66,296,000","63,380,000","62,069,000","61,968,000","60,549,000","59,263,000","67,469,000","12,551,000","28,316,000","28,375,000","27,995,000","27,832,000","27,898,000","27,832,000","27,789,000","27,992,000","28,257,000","28,059,000","28,439,000","16,000,000","14,907,000","13,211,000","12,746,000","9,864,000","8,252,000","7,188,000","5,695,000","4,205,577","3,388,423","7,449,186","-3,449,602","379,140","273,860"
			DepreciationAndAmortization,"256,645,000","69,108,000","64,402,000","63,061,000","60,074,000","57,087,000","55,054,000","52,170,000","53,160,000","52,236,000","48,867,000","43,907,000","41,342,000","41,349,000","41,437,000","40,379,000","53,980,000","62,117,000","63,132,000","63,673,000","64,220,000","64,994,000","68,049,000","65,300,000","64,263,000","64,664,000","65,173,000","64,493,000","64,671,000","66,296,000","63,380,000","62,069,000","61,968,000","60,549,000","59,263,000","67,469,000","12,551,000","28,316,000","28,375,000","27,995,000","27,832,000","27,898,000","27,832,000","27,789,000","27,992,000","28,257,000","28,059,000","28,439,000","16,000,000","14,907,000","13,211,000","12,746,000","9,864,000","8,252,000","7,188,000","5,695,000","4,205,577","3,388,423","7,449,186","-3,449,602","379,140","273,860"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,253,000","5,422,000","3,078,000","8,454,000","6,856,000","4,763,000","4,558,000","4,829,000","4,829,000","551,000","442,000","514,000","779,000","800,000","727,000","568,000","535,000","667,391","579,609",,,"0","0"
		AssetImpairmentCharge,"17,171,000","127,000","4,797,000","4,438,000","7,804,000","6,735,000","11,558,000","8,080,000","21,052,000","41,007,000","10,865,000","5,954,000","2,970,000","4,491,000","1,188,000","1,283,000","1,453,000","16,057,000","20,134,000","37,737,000","15,996,000","34,376,000","46,879,000","16,533,000","12,732,000","12,131,000","13,512,000","20,832,000","33,766,000","1,658,000","-5,625,000","12,727,000","27,627,000","1,707,000","1,281,000","4,837,000","-1,272,000","2,103,000","2,405,000","1,070,000","140,000","9,937,000","9,693,000","6,749,000","5,266,000","524,000","20,603,000","17,589,000",,,,,,,,,,,,,,
