name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
MarketCap,"373,111,895","191,527,468","385,952,521","432,934,265","408,921,731","367,016,001","287,854,060","141,881,704","224,096,521","239,194,612","308,069,747","327,341,871","355,655,390","212,944,043","559,728,000","557,520,000","549,240,000","548,136,000","555,223,680","557,520,000","554,290,800"
EnterpriseValue,"391,504,895","206,276,468","398,739,521","446,023,265","422,313,731","375,819,001","302,428,060","156,940,704","234,165,521","238,348,612","299,069,747","307,054,871","336,845,390","212,970,511","559,452,846","557,116,644","548,678,566","547,468,837","554,442,119","556,493,406","553,070,978"
PeRatio,,,,,,,,,,,,,,"143.571","112.667","144.286","165.833",,,,
PsRatio,"5.703","3.052","6.613","7.803","7.699","7.097",,,,,,,,,,,,,,,
PbRatio,"1.406","0.718","1.355","1.491","1.387","1.185","0.916","0.456","0.706","0.735","0.857","0.887","1.018","0.65","1.292","1.292","1.276",,,,
EnterprisesValueRevenueRatio,"6.205","12.973","23.992","27.436","29.497","28.344","23.084","12.468","20.975","21.138","26.049","35.076","40.85",,,,,,,,
EnterprisesValueEBITDARatio,"-19.773","-348.44","-27.008","-107.761","-1,384.635","-28.454","-141.322","-52.789","-66.638","-26.88","-35.181","-49.887","-34.888","-63.417","-181.769","-1,721.738","-2,785.962","-4,380.136","-3,862.874","-3,855.274","-1,965.713"
