name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"1,877,881,000","446,159,000","466,709,000","466,814,000","498,199,000","437,553,000","424,262,000","439,743,000","427,216,000","536,668,000","560,810,000","497,647,000","495,781,000","493,886,000","495,095,000","519,300,000","478,674,000","416,413,000","484,175,000","476,120,000","515,036,000","446,176,000","488,445,000","549,275,000","625,539,000","608,344,000","722,066,000","743,613,000","810,303,000","786,772,000","918,927,000","973,089,000","927,407,000","840,201,000","894,798,000","853,297,000","820,372,000","718,552,000","780,949,000","734,217,000","672,545,000","594,893,000","574,197,000","602,208,000","545,838,000","470,420,000","501,298,000","516,274,000","464,303,000","435,170,000","452,262,000","484,036,000","450,683,000","435,100,000","525,691,000","515,795,000","500,120,000","435,815,000","481,611,000","485,424,000","432,041,000","344,004,000","342,363,000","337,263,000","311,063,000","289,509,000","288,725,000","263,111,000","235,970,000","210,737,000","226,038,000","192,862,000","194,653,000","166,628,000","162,065,000","172,754,000","163,761,000","140,669,000","136,461,000","130,608,000","141,549,000","138,849,000","145,662,000","141,681,000","132,223,000","104,254,000","100,464,000","104,039,000","111,020,000","106,500,000","100,400,000","98,900,000","93,100,000","98,300,000","110,000,000","98,900,000","86,100,000","86,200,000","90,600,000","95,200,000","97,400,000","94,100,000","96,800,000","80,500,000","66,600,000","74,200,000","77,100,000","71,500,000","54,400,000","55,200,000","66,900,000","63,400,000","49,400,000","55,500,000","65,500,000","59,400,000","47,600,000","56,900,000","60,300,000","45,600,000","39,500,000","41,600,000","43,700,000","43,500,000","31,600,000","36,500,000","44,800,000","34,300,000","28,800,000","41,900,000","58,100,000","54,600,000","28,900,000","34,700,000","37,400,000","31,800,000","21,800,000","30,100,000","34,600,000","29,900,000","20,200,000","22,800,000","28,000,000","32,800,000","22,900,000","28,600,000","35,600,000"
	OperatingRevenue,"1,877,881,000","446,159,000","466,709,000","466,814,000","498,199,000","437,553,000","424,262,000","439,743,000","427,216,000","536,668,000","560,810,000","497,647,000","495,781,000","493,886,000","495,095,000","519,300,000","478,674,000","416,413,000","484,175,000","476,120,000","515,036,000","446,176,000","488,445,000","549,275,000","625,539,000","608,344,000","722,066,000","743,613,000","810,303,000","786,772,000","918,927,000","973,089,000","927,407,000","840,201,000","894,798,000","853,297,000","820,372,000","718,552,000","780,949,000","734,217,000","672,545,000","594,893,000","574,197,000","602,208,000","545,838,000","470,420,000","501,298,000","516,274,000","464,303,000","435,170,000","452,262,000","484,036,000","450,683,000","435,100,000","525,691,000","515,795,000","500,120,000","435,815,000","481,611,000","485,424,000","432,041,000","344,004,000","342,363,000","337,263,000","311,063,000","289,509,000","288,725,000","263,111,000","235,970,000","210,737,000","226,038,000","192,862,000","194,653,000","166,628,000","162,065,000","172,754,000","163,761,000","140,669,000","136,461,000","130,608,000","141,549,000","138,849,000","145,662,000","141,681,000","132,223,000","104,254,000","100,464,000","104,039,000","111,020,000","106,500,000","100,400,000","98,900,000","93,100,000","98,300,000","110,000,000","98,900,000","86,100,000","86,200,000","90,600,000","95,200,000","97,400,000","94,100,000","96,800,000","80,500,000","66,600,000","74,200,000","77,100,000","71,500,000","54,400,000","55,200,000","66,900,000","63,400,000","49,400,000","55,500,000","65,500,000","59,400,000","47,600,000","56,900,000","60,300,000","45,600,000","39,500,000","41,600,000","43,700,000","43,500,000","31,600,000","36,500,000","44,800,000","34,300,000","28,800,000","41,900,000","58,100,000","54,600,000","28,900,000","34,700,000","37,400,000","31,800,000","21,800,000","30,100,000","34,600,000","29,900,000","20,200,000","22,800,000","28,000,000","32,800,000","22,900,000","28,600,000","35,600,000"
CostOfRevenue,"1,624,993,000","400,679,000","387,546,000","406,966,000","429,802,000","380,896,000","379,261,000","410,092,000","384,679,000","489,916,000","581,197,000","448,586,000","453,798,000","466,299,000","462,060,000","471,665,000","448,946,000","397,585,000","442,876,000","421,235,000","461,465,000","401,321,000","437,374,000","513,832,000","530,306,000","510,864,000","615,944,000","575,300,000","642,758,000","623,323,000","709,287,000","731,234,000","709,192,000","650,710,000","696,993,000","647,805,000","618,508,000","558,177,000","608,421,000","563,348,000","511,387,000","471,590,000","443,451,000","449,112,000","419,722,000","371,619,000","383,805,000","390,655,000","340,800,000","335,465,000","344,528,000","369,991,000","340,538,000","329,298,000","405,443,000","388,199,000","381,830,000","337,149,000","371,451,000","367,911,000","326,031,000","264,402,000","266,741,000","249,038,000","239,106,000","229,192,000","232,549,000","213,777,000","195,403,000","177,534,000","186,943,000","158,657,000","161,784,000","140,994,000","134,042,000","142,382,000","135,535,000","116,506,000","110,416,000","100,685,000","110,782,000","110,106,000","117,111,000","112,636,000","107,482,000","83,450,000","70,220,000","79,611,000","84,530,000","79,700,000","74,600,000","72,400,000","65,500,000","69,300,000","79,100,000","70,700,000","62,500,000","61,800,000","64,300,000","71,000,000","75,600,000","65,400,000","73,700,000","60,400,000","50,300,000","54,500,000","55,900,000","53,400,000","39,100,000","42,500,000","47,600,000","45,400,000","33,800,000","39,900,000","48,400,000","43,000,000","32,100,000","38,500,000","41,400,000","28,900,000","24,300,000","28,400,000","31,800,000","30,300,000","22,400,000","24,200,000","29,200,000","21,400,000","19,500,000","31,400,000","45,200,000","44,100,000",,,,,,,,,,,,,,,
GrossProfit,"252,888,000","45,480,000","79,163,000","59,848,000","68,397,000","56,657,000","45,001,000","29,651,000","42,537,000","46,752,000","-20,387,000","49,061,000","41,983,000","27,587,000","33,035,000","47,635,000","29,728,000","18,828,000","41,299,000","54,885,000","53,571,000","44,855,000","51,071,000","35,443,000","95,233,000","97,480,000","106,122,000","168,313,000","167,545,000","163,449,000","209,640,000","241,855,000","218,215,000","189,491,000","197,805,000","205,492,000","201,864,000","160,375,000","172,528,000","170,869,000","161,158,000","123,303,000","130,746,000","153,096,000","126,116,000","98,801,000","117,493,000","125,619,000","123,503,000","99,705,000","107,734,000","114,045,000","110,145,000","105,802,000","120,248,000","127,596,000","118,290,000","98,666,000","110,160,000","117,513,000","106,010,000","79,602,000","75,622,000","88,225,000","71,957,000","60,317,000","56,176,000","49,334,000","40,567,000","33,203,000","39,095,000","34,205,000","32,869,000","25,634,000","28,023,000","30,372,000","28,226,000","24,163,000","26,045,000","29,923,000","30,767,000","28,743,000","28,551,000","29,045,000","24,741,000","20,804,000","30,244,000","24,428,000","26,490,000","26,800,000","25,800,000","26,500,000","27,600,000","29,000,000","30,900,000","28,200,000","23,600,000","24,400,000","26,300,000","24,200,000","21,800,000","28,700,000","23,100,000","20,100,000","16,300,000","19,700,000","21,200,000","18,100,000","15,300,000","12,700,000","19,300,000","18,000,000","15,600,000","15,600,000","17,100,000","16,400,000","15,500,000","18,400,000","18,900,000","16,700,000","15,200,000","13,200,000","11,900,000","13,200,000","9,200,000","12,300,000","15,600,000","12,900,000","9,300,000","10,500,000","12,900,000","10,500,000",,,,,,,,,,,,,,,
OperatingExpense,"227,911,000","46,519,000","91,735,000","44,079,000","45,578,000","42,874,000","42,839,000","49,396,000","47,719,000","55,741,000","59,717,000","54,255,000","51,618,000","49,301,000","53,730,000","49,187,000","49,365,000","45,977,000","50,414,000","44,354,000","44,181,000","45,005,000","54,930,000","47,299,000","56,853,000","49,381,000","60,366,000","54,849,000","59,605,000","56,799,000","57,401,000","59,937,000","56,904,000","56,629,000","61,052,000","51,756,000","55,527,000","52,085,000","53,778,000","47,056,000","51,111,000","47,316,000","48,278,000","43,474,000","44,442,000","37,734,000","43,751,000","37,564,000","38,129,000","37,376,000","35,602,000","37,739,000","35,847,000","36,422,000","38,622,000","37,899,000","36,825,000","33,896,000","35,976,000","31,908,000","29,712,000","26,066,000","27,740,000","27,634,000","24,058,000","22,353,000","25,595,000","20,999,000","19,907,000","18,710,000","19,738,000","15,486,000","16,038,000","16,677,000","16,276,000","14,322,000","13,483,000","12,706,000","11,475,000","12,588,000","11,488,000","10,911,000","11,722,000","10,876,000","10,619,000","10,516,000","22,264,000","19,050,000","19,291,000","18,500,000","18,100,000","17,400,000","18,700,000","17,800,000","17,700,000","17,100,000","16,600,000","15,900,000","15,200,000","14,500,000","100,000","32,300,000","14,500,000","14,200,000","14,100,000","14,100,000","13,900,000","13,100,000","13,700,000","13,900,000","12,700,000","12,300,000","12,300,000","10,400,000","10,900,000","10,300,000","11,000,000","10,600,000","11,300,000","9,600,000","9,700,000","8,300,000","7,800,000","8,200,000","8,600,000","8,400,000","8,300,000","7,600,000","8,000,000","6,700,000","7,000,000","7,000,000",,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"227,911,000","46,519,000","91,735,000","44,079,000","45,578,000","42,874,000","42,839,000","49,396,000","47,719,000","55,741,000","59,717,000","54,255,000","51,618,000","49,301,000","53,730,000","49,187,000","49,365,000","45,977,000","50,414,000","44,354,000","44,181,000","45,005,000","54,930,000","47,299,000","56,853,000","49,381,000","60,366,000","54,849,000","59,605,000","56,799,000","57,401,000","59,937,000","56,904,000","56,629,000","61,052,000","51,756,000","55,527,000","52,085,000","53,778,000","47,056,000","51,111,000","47,316,000","48,278,000","43,474,000","44,442,000","37,734,000","43,751,000","37,564,000","38,129,000","37,376,000","35,602,000","37,739,000","35,847,000","36,422,000","38,622,000","37,899,000","36,825,000","33,896,000","35,976,000","31,908,000","29,712,000","26,066,000","27,740,000","27,634,000","24,058,000","22,353,000","25,595,000","20,999,000","19,907,000","18,710,000","19,738,000","15,486,000","16,038,000","16,677,000","16,276,000","14,322,000","13,483,000","12,706,000","11,475,000","12,588,000","11,488,000","10,911,000","11,722,000","10,876,000","10,619,000","10,516,000","10,393,000","9,995,000","10,243,000","9,900,000","9,700,000","9,500,000","10,300,000","10,300,000","10,300,000","10,400,000","10,300,000","9,800,000","9,600,000","9,300,000","-5,700,000","24,900,000","8,300,000","8,900,000","8,800,000","8,800,000","8,700,000","8,300,000","9,400,000","9,800,000","8,800,000","8,400,000","8,900,000","7,800,000","7,600,000","7,400,000","8,200,000","7,700,000","8,200,000","6,900,000","7,200,000","6,500,000","6,300,000","6,800,000","7,300,000","6,800,000","6,600,000","5,900,000","6,200,000","5,300,000","5,500,000","5,200,000",,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,871,000","9,055,000","9,048,000","8,600,000","8,400,000","7,900,000","8,400,000","7,500,000","7,400,000","6,700,000","6,300,000","6,100,000","5,600,000","5,200,000","5,800,000","7,400,000","6,200,000","5,300,000","5,300,000","5,300,000","5,200,000","4,800,000","4,300,000","4,100,000","3,900,000","3,900,000","3,400,000","2,600,000","3,300,000","2,900,000","2,800,000","2,900,000","3,100,000","2,700,000","2,500,000","1,800,000","1,500,000","1,400,000","1,300,000","1,600,000","1,700,000","1,700,000","1,800,000","1,400,000","1,500,000","1,800,000",,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,871,000","9,055,000","9,048,000","8,600,000","8,400,000","7,900,000","8,400,000","7,500,000","7,400,000","6,700,000","6,300,000","6,100,000","5,600,000","5,200,000","5,800,000","7,400,000","6,200,000","5,300,000","5,300,000","5,300,000","5,200,000","4,800,000","4,300,000","4,100,000","3,900,000","3,900,000","3,400,000","2,600,000","3,300,000","2,900,000","2,800,000","2,900,000","3,100,000","2,700,000","2,500,000","1,800,000","1,500,000","1,400,000","1,300,000","1,600,000","1,700,000","1,700,000","1,800,000","1,400,000","1,500,000","1,800,000",,,,,,,,,,,,,,,
OperatingIncome,"24,977,000","-1,039,000","-12,572,000","15,769,000","22,819,000","13,783,000","2,162,000","-19,745,000","-5,182,000","-8,989,000","-80,104,000","-5,194,000","-9,635,000","-21,714,000","-20,695,000","-1,552,000","-19,637,000","-27,149,000","-9,115,000","10,531,000","9,390,000","-150,000","-3,859,000","-11,856,000","38,380,000","48,099,000","45,756,000","113,464,000","107,940,000","106,650,000","152,239,000","181,918,000","161,311,000","132,862,000","136,753,000","153,736,000","146,337,000","108,290,000","118,750,000","123,813,000","110,047,000","75,987,000","82,468,000","109,622,000","81,674,000","61,067,000","73,742,000","88,055,000","85,374,000","62,329,000","72,132,000","76,306,000","74,298,000","69,380,000","81,626,000","89,697,000","81,465,000","64,770,000","74,184,000","85,605,000","76,298,000","53,536,000","47,882,000","60,591,000","47,899,000","37,964,000","30,581,000","28,335,000","20,660,000","14,493,000","19,357,000","18,719,000","16,831,000","8,957,000","11,747,000","16,050,000","14,743,000","11,457,000","14,570,000","17,335,000","19,279,000","17,832,000","16,829,000","18,169,000","14,122,000","10,288,000","7,980,000","5,378,000","7,199,000","8,300,000","7,700,000","9,100,000","8,900,000","11,200,000","13,200,000","11,100,000","7,000,000","8,500,000","11,100,000","9,700,000","21,700,000","-3,600,000","8,600,000","5,900,000","2,200,000","5,600,000","7,300,000","5,000,000","1,600,000","-1,200,000","6,600,000","5,700,000","3,300,000","5,200,000","6,200,000","6,100,000","4,500,000","7,800,000","7,600,000","7,100,000","5,500,000","4,900,000","4,100,000","5,000,000","600,000","3,900,000","7,300,000","5,300,000","1,300,000","3,800,000","5,900,000","3,500,000","-101,000,000","34,700,000","37,400,000","31,800,000","-102,000,000","30,100,000","34,600,000","29,900,000","-89,900,000","22,800,000","28,000,000","32,800,000","-103,400,000","28,600,000","35,600,000"
NetNonOperatingInterestIncomeExpense,"-35,092,000","-8,647,000","-8,445,000","-8,954,000","-9,046,000","-9,888,000","-9,696,000","-8,836,000","-11,100,000","-11,185,000","-10,354,000","-9,293,000","-8,351,000","-6,820,000","-7,909,000","-7,240,000","-5,852,000","-6,779,000","-3,324,000","-6,653,000","-5,554,000","-4,931,000","-4,915,000","-5,641,000","-4,765,000","-6,097,000","-6,183,000","-6,167,000","-6,161,000","-5,932,000","-3,179,000","-547,000","-357,000","-332,000","55,000","-812,000","-310,000","-573,000","-562,000","-458,000","-1,062,000","-201,000","78,000","-183,000","-123,000","20,000","-131,000","6,000","-3,767,000","-1,538,000","-1,297,000","-1,427,000","-2,117,000","-2,246,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
