name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
OperatingCashFlow,"102,532,000","23,214,000","22,737,000","38,514,000","18,067,000","21,020,000","6,247,000","-73,682,000","200,811,000","18,590,000","35,656,000","23,102,000","20,117,000","16,431,000","12,899,000","19,608,000","25,854,000","19,751,000","34,879,000","17,439,000","3,778,000","38,145,000","67,033,000","17,962,000","12,630,000","23,914,000","34,577,000","22,628,000","11,051,000","23,804,000","12,234,000","28,224,000","8,038,000","11,144,000","24,718,000","15,531,000","10,729,000","10,581,000","20,310,000","5,190,000","9,386,000","14,025,000","7,509,000","11,448,000","9,931,000","9,175,000","15,787,000","-1,818,000","9,668,000","7,079,000","13,049,000","7,400,000","-1,326,000","8,460,000","6,740,000","4,417,000","6,567,000","-7,986,000","10,378,000","3,742,000","4,032,000","4,921,000","3,768,000","5,171,000","6,937,000","775,000","357,000","8,321,000","-5,688,000","580,000","3,085,000","2,904,000","1,529,000","-3,652,000","11,423,000","9,259,000","1,232,000","-1,171,000","5,486,000","1,159,000","-3,775,000","2,191,000","9,818,000","3,920,000","3,186,000","4,625,000","8,630,000","6,881,000","11,213,000","15,212,000","-1,500,000","4,800,000","1,600,000","-10,900,000","-14,300,000","-1,700,000","1,100,000","3,800,000","6,000,000","500,000","7,100,000","2,700,000","-1,400,000","300,000","-1,600,000","800,000","2,000,000","3,700,000","-1,100,000","-2,000,000","-1,900,000","-100,000","-1,300,000","1,100,000","-400,000","400,000","-600,000","-3,000,000","-1,400,000","700,000","400,000","300,000","-2,200,000"
	CashFlowFromContinuingOperatingActivities,"102,532,000","23,214,000","22,737,000","38,514,000","18,067,000","21,020,000","6,247,000","-73,682,000","200,811,000","18,590,000","35,656,000","23,102,000","20,117,000","16,431,000","12,899,000","19,608,000","25,854,000","19,751,000","34,879,000","17,439,000","3,778,000","38,145,000","67,033,000","17,962,000","12,630,000","23,914,000","34,577,000","22,628,000","11,051,000","23,804,000","12,234,000","28,224,000","8,038,000","11,144,000","24,718,000","15,531,000","10,729,000","10,581,000","20,310,000","5,190,000","9,386,000","14,025,000","7,509,000","11,448,000","9,931,000","9,175,000","15,787,000","-1,818,000","9,668,000","7,079,000","13,049,000","7,400,000","-1,326,000","8,460,000","6,740,000","4,417,000","6,567,000","-7,986,000","10,378,000","3,742,000","4,032,000","4,921,000","3,768,000","5,171,000","6,937,000","775,000","357,000","8,321,000","-5,688,000","580,000","3,085,000","2,904,000","1,529,000","-3,652,000","11,423,000","9,259,000","1,232,000","-1,171,000","5,486,000","1,159,000","-3,775,000","2,191,000","9,818,000","3,920,000","3,186,000","4,625,000","8,630,000","6,881,000","11,213,000","15,212,000","-1,500,000","4,800,000","1,600,000","-10,900,000","-14,300,000","-1,700,000","1,100,000","3,800,000","6,000,000","500,000","7,100,000","2,700,000","-1,400,000","300,000","-1,600,000","800,000","2,000,000","3,700,000","-1,100,000","-2,000,000","-1,900,000","-100,000","-1,300,000","1,100,000","-400,000","400,000","-600,000","-3,000,000","-1,400,000","700,000","400,000","300,000","-2,200,000"
		NetIncomeFromContinuingOperations,"134,009,000","35,207,000","34,080,000","33,104,000","31,618,000","32,730,000","35,951,000","34,259,000","13,885,000","22,775,000","17,549,000","21,308,000","21,498,000","23,407,000","34,599,000","34,018,000","34,338,000","30,647,000","21,967,000","27,008,000","28,437,000","29,187,000","28,701,000","26,695,000","25,982,000","24,671,000","21,787,000","26,060,000","23,143,000","21,339,000","18,656,000","24,536,000","23,244,000","23,551,000","20,619,000","22,887,000","19,342,000","19,072,000",,,,,,,,"12,386,000","12,221,000","12,817,000","11,485,000","9,615,000","7,737,000","7,933,000","6,269,000","4,556,000","4,850,000","5,048,000","5,233,000","2,682,000","3,684,000","5,679,000","5,768,000","4,062,000","4,914,000","4,549,000","916,000","3,420,000","4,382,000","4,613,000","4,628,000","3,454,000","4,044,000","4,402,000","5,317,000","3,318,000","3,837,000","3,717,000","3,525,000","2,225,000","3,487,000","2,608,000","4,115,000","2,147,000","1,925,000","1,822,000","1,297,000","185,000","175,000","1,211,000","1,538,000","1,171,000","-9,000,000","1,300,000","2,700,000","1,400,000","1,500,000","2,500,000","2,400,000","1,200,000","1,200,000","2,300,000","2,200,000","1,000,000","1,000,000","2,000,000","1,900,000","800,000","100,000","1,500,000","1,800,000","1,000,000","700,000","1,100,000","800,000","600,000","900,000","1,200,000","1,400,000","1,000,000","800,000","900,000","1,000,000","800,000","400,000"
		OperatingGainsLosses,,,,,,,"0","0","0","-2,498,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-15,000",,,,,,,,,,,,,,,,,,,,,,,,,,"200,000","44,000","56,000","95,000","38,000","-110,000","-75,000","152,000","143,000","64,000","152,000","161,000","148,000","505,000","154,000","-1,153,000","265,000","121,000","819,000","317,000","158,000","496,000","203,000","120,000","128,000","11,800,000","300,000","200,000","200,000","100,000","200,000","200,000","100,000","100,000","100,000","100,000","100,000","300,000","0","0","200,000",,,,,,,,,,,,,,,,,"0"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","-15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,"0","0","0","0","0","-2,498,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"37,669,000","9,743,000","10,262,000","8,081,000","9,583,000","7,267,000","9,763,000","7,509,000","7,539,000","7,496,000","4,904,000","6,914,000","5,325,000","8,772,000","8,718,000","6,669,000","6,626,000","6,378,000","6,256,000","5,776,000","5,187,000","5,005,000","5,017,000","4,711,000","4,680,000","4,499,000","4,447,000","4,143,000","3,978,000","3,618,000","3,657,000","3,165,000","2,976,000","2,860,000","2,742,000","2,684,000","2,465,000","2,268,000","2,252,000","2,017,000","2,003,000","1,953,000","2,027,000","1,984,000","1,867,000","1,859,000","1,996,000","2,137,000","1,955,000","1,924,000","2,061,000","2,027,000","1,857,000","1,890,000","1,965,000","1,893,000","1,885,000","1,929,000","1,992,000","2,004,000","1,885,000","1,863,000","1,812,000","1,731,000","1,659,000","1,622,000","1,580,000","1,420,000","1,448,000","1,326,000","1,157,000","1,153,000","1,155,000","1,080,000","1,288,000","933,000","1,227,000","1,192,000","1,198,000","1,207,000","1,569,000","1,586,000","1,920,000","1,919,000","2,254,000","2,012,000","2,105,000","2,009,000","2,008,000","1,809,000","2,100,000","2,100,000","1,800,000","1,600,000","2,600,000","1,400,000","1,200,000","1,200,000","1,000,000","1,100,000","1,100,000","1,100,000","1,400,000","1,000,000","1,100,000","900,000","1,700,000","700,000","700,000","700,000","500,000","600,000","0","300,000","300,000","300,000","300,000","200,000","500,000","100,000","200,000","100,000","200,000"
			DepreciationAndAmortization,"37,669,000","9,743,000","10,262,000","8,081,000","9,583,000","7,267,000","9,763,000","7,509,000","7,539,000","7,496,000","4,904,000","6,914,000","5,325,000","8,772,000","8,718,000","6,669,000","6,626,000","6,378,000","6,256,000","5,776,000","5,187,000","5,005,000","5,017,000","4,711,000","4,680,000","4,499,000","4,447,000","4,143,000","3,978,000","3,618,000","3,657,000","3,165,000","2,976,000","2,860,000","2,742,000","2,684,000","2,465,000","2,268,000","2,252,000","2,017,000","2,003,000","1,953,000","2,027,000","1,984,000","1,867,000","1,859,000","1,996,000","2,137,000","1,955,000","1,924,000","2,061,000","2,027,000","1,857,000","1,890,000","1,965,000","1,893,000","1,885,000","1,929,000","1,992,000","2,004,000","1,885,000","1,863,000","1,812,000","1,731,000","1,659,000","1,622,000","1,580,000","1,420,000","1,448,000","1,326,000","1,157,000","1,153,000","1,155,000","1,080,000","1,288,000","933,000","1,227,000","1,192,000","1,198,000","1,207,000","1,569,000","1,586,000","1,920,000","1,919,000","2,254,000","2,012,000","2,105,000","2,009,000","2,008,000","1,809,000","2,100,000","2,100,000","1,800,000","1,600,000","2,600,000","1,400,000","1,200,000","1,200,000","1,000,000","1,100,000","1,100,000","1,100,000","1,400,000","1,000,000","1,100,000","900,000","1,700,000","700,000","700,000","700,000","500,000","600,000","0","300,000","300,000","300,000","300,000","200,000","500,000","100,000","200,000","100,000","200,000"
				Depreciation,,,,,,,,,,,,,,"8,772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,"-11,556,000","-201,000","-213,000","0","-8,445,000","-80,000","-162,000","-912,000","1,360,000","-238,000",,,"-3,642,000","1,110,000","1,364,000","1,110,000","8,674,000","-1,332,000","-1,480,000","-1,186,000","-4,864,000","61,000","357,000","-442,000","-2,644,000","-1,047,000","-488,000","-927,000","-198,000","241,000","-49,000","-626,000","31,000","1,021,000","-405,000","-380,000","-822,000","-678,000","-599,000","-285,000","-348,000","-1,165,000","-361,000","-123,000","1,090,000","-242,000","-297,000","-124,000","-901,000","180,000","146,000","187,000","-1,412,000","-212,000","143,000","192,000","516,000","-25,000","-40,000","-15,000","317,000","-69,000","221,000","-104,000","-1,215,000","168,000","306,000","268,000","-9,000","321,000","321,000","283,000","844,000","-434,000","311,000","564,000","-227,000","-503,000","514,000","227,000","-1,904,000","-835,000","-90,000","78,000","-583,000","454,000",,,,,,,,,,,,,,,,,,,"-400,000","0","0","-100,000",,,,"-100,000",,"-100,000","0","-100,000","100,000","-200,000",,,"300,000"
