name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
OperatingCashFlow,"317,031,000","58,847,000","205,312,000","47,848,000","5,024,000","1,971,000","239,779,000","-8,287,000","91,074,000","23,787,000","158,077,000","-25,352,000","-45,269,000","117,697,000","114,151,000","53,040,000","-6,280,000","23,569,000","134,025,000","57,351,000","-30,612,000","43,661,000","97,874,000","-25,867,000","-34,541,000","95,207,000","90,759,000","45,803,000","-33,529,000","-37,950,000","142,695,000","28,394,000","-38,267,000","8,891,000","69,041,000","-13,236,000","-38,613,000","17,472,000","65,763,000","27,776,000","-35,997,000","33,256,000","60,679,000","-41,078,000","-4,778,000","59,088,000","31,189,000","57,859,000","-18,636,000","8,428,000","43,008,000","16,583,000","-9,815,000","-48,945,000","88,520,000","37,033,000","-12,102,000","4,339,000","29,458,000","18,495,000","12,713,000","14,318,000","48,300,000","11,315,000","11,547,000","17,291,000","61,222,000","-17,706,000","17,829,000","50,328,000","1,084,000","24,010,000","-11,157,000","-3,458,000","58,649,000","519,000","-1,029,000","-2,245,000","28,799,000","-5,948,000","-20,178,000","456,000","-8,994,000","19,655,000","8,817,000","-8,940,000","36,981,000","14,489,000","10,407,000","12,713,000","6,700,000","14,700,000","2,300,000","-5,900,000","11,000,000","7,500,000","2,600,000","-7,200,000","16,800,000","3,300,000","1,300,000","-900,000"
	CashFlowFromContinuingOperatingActivities,"317,031,000","58,847,000","205,312,000","47,848,000","5,024,000","1,971,000","239,779,000","-8,287,000","91,074,000","23,787,000","158,077,000","-25,352,000","-45,269,000","117,697,000","114,151,000","53,040,000","-6,280,000","23,569,000","134,025,000","57,351,000","-30,612,000","43,661,000","97,874,000","-25,867,000","-34,541,000","95,207,000","90,759,000","45,803,000","-33,529,000","-37,950,000","142,695,000","28,394,000","-38,267,000","8,891,000","69,041,000","-13,236,000","-38,613,000","17,472,000","65,763,000","27,776,000","-35,997,000","33,256,000","60,679,000","-41,078,000","-4,778,000","59,088,000","31,189,000","57,859,000","-18,636,000","8,428,000","43,008,000","16,583,000","-9,815,000","-48,945,000","88,520,000","37,033,000","-12,102,000","4,339,000","29,458,000","18,495,000","12,713,000","14,318,000","48,300,000","11,315,000","11,547,000","17,291,000","61,222,000","-17,706,000","17,829,000","50,328,000","1,084,000","24,010,000","-11,157,000","-3,458,000","58,649,000","519,000","-1,029,000","-2,245,000","28,799,000","-5,948,000","-20,178,000","456,000","-8,994,000","19,655,000","8,817,000","-8,940,000","36,981,000","14,489,000","10,407,000","12,713,000","6,700,000","14,700,000","2,300,000","-5,900,000","11,000,000","7,500,000","2,600,000","-7,200,000","16,800,000","3,300,000","1,300,000","-900,000"
		NetIncomeFromContinuingOperations,"132,042,000","69,884,000","9,708,000","27,296,000","25,154,000","61,922,000","4,285,000","20,009,000","51,851,000","62,092,000","20,395,000","25,859,000","28,556,000","76,289,000","24,655,000","36,207,000","24,560,000","49,991,000","15,554,000","19,202,000","14,018,000","35,628,000","9,520,000","14,065,000","9,713,000","32,693,000","6,339,000","11,950,000","7,314,000","13,787,000","8,164,000","8,385,000","1,891,000","9,564,000","5,289,000","10,082,000","3,488,000","13,173,000","9,445,000","11,452,000","5,621,000","13,884,000","10,844,000","4,099,000","6,741,000","8,786,000","7,789,000","7,234,000","5,118,000","2,299,000","-2,809,000","5,832,000","5,385,000","8,166,000","9,708,000","11,929,000","10,987,000","13,156,000","13,301,000","12,153,000","13,645,000","8,393,000","13,355,000","12,113,000","10,497,000","10,541,000","10,926,000","7,183,000","7,284,000","4,590,000","3,549,000","3,612,000","2,811,000","9,238,000","8,036,000","7,476,000","1,713,000","-4,361,000","1,008,000","3,779,000","-3,164,000","-5,704,000","2,261,000","8,659,000","3,774,000","-4,337,000","9,156,000","7,415,000","2,800,000","-2,471,000","5,600,000","4,300,000","1,600,000","-2,100,000","3,900,000","3,800,000","2,100,000","-700,000","3,500,000","3,000,000",,
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000",,,,,,,,,,,,,,,,,,,,,,,"289,000","599,000","403,000","515,000","1,232,000","105,000","190,000","190,000","37,000","361,000","-61,000","-521,000","248,000","3,764,000","-13,000","147,000","327,000","3,784,000","358,000","449,000","896,000","204,000","121,000","932,000","299,000","1,500,000","200,000","100,000","100,000","100,000","100,000","100,000","200,000","200,000","200,000",,
		DepreciationAmortizationDepletion,"40,684,000","10,184,000","10,832,000","9,917,000","9,751,000","8,047,000","7,860,000","7,819,000","7,908,000","7,602,000","7,794,000","7,330,000","6,908,000","6,691,000","6,507,000","5,642,000","5,480,000","5,213,000","4,827,000","4,696,000","4,405,000","4,254,000","4,150,000","4,047,000","4,176,000","4,271,000","4,203,000","4,487,000","4,590,000","5,285,000","5,560,000","5,288,000","5,279,000","5,260,000","5,341,000","5,315,000","5,242,000","5,135,000","4,847,000","4,684,000","4,440,000","4,212,000","3,883,000","3,789,000","3,598,000","3,948,000","3,684,000","3,059,000","4,132,000","4,075,000","3,999,000","4,159,000","4,225,000","4,178,000","4,156,000","3,932,000","3,796,000","3,657,000","5,302,000","3,823,000","3,707,000","3,716,000","3,764,000","3,833,000","4,043,000","3,891,000","4,158,000","3,771,000","3,737,000","3,816,000","4,111,000","4,447,000","4,624,000","4,588,000","4,892,000","6,472,000","5,331,000","5,490,000","5,858,000","5,472,000","5,365,000","5,162,000","4,865,000","4,358,000","4,154,000","3,698,000","3,411,000","2,917,000","2,925,000","2,716,000","2,600,000","1,900,000","1,600,000","1,500,000","1,200,000","1,200,000","900,000","900,000","900,000","600,000","500,000","700,000"
			DepreciationAndAmortization,"40,684,000","10,184,000","10,832,000","9,917,000","9,751,000","8,047,000","7,860,000","7,819,000","7,908,000","7,602,000","7,794,000","7,330,000","6,908,000","6,691,000","6,507,000","5,642,000","5,480,000","5,213,000","4,827,000","4,696,000","4,405,000","4,254,000","4,150,000","4,047,000","4,176,000","4,271,000","4,203,000","4,487,000","4,590,000","5,285,000","5,560,000","5,288,000","5,279,000","5,260,000","5,341,000","5,315,000","5,242,000","5,135,000",,,,,"3,883,000",,,,"3,684,000","3,059,000","4,132,000","4,075,000","3,999,000","4,159,000","4,225,000","4,178,000","4,156,000","3,932,000","3,796,000","3,657,000","5,302,000","3,823,000","3,707,000","3,716,000","3,764,000","3,833,000","4,043,000","3,891,000","4,158,000","3,771,000","3,737,000","3,816,000","4,111,000","4,447,000","4,624,000","4,588,000","4,892,000","6,472,000","5,331,000","5,490,000","5,858,000","5,472,000","5,365,000","5,162,000","4,865,000","4,358,000","4,154,000","3,698,000","3,411,000","2,917,000","2,925,000","2,716,000","2,600,000","1,900,000","1,600,000","1,500,000","1,200,000","1,200,000","900,000","900,000","900,000","600,000","500,000","700,000"
		DeferredTax,"-8,229,000","10,006,000","-3,239,000","-1,211,000","-13,785,000","22,946,000","-12,404,000","2,089,000","-7,892,000","12,560,000","-3,799,000","399,000","-411,000","8,671,000","-3,942,000","-336,000","-7,371,000","7,116,000","3,922,000","-2,645,000","4,737,000","3,728,000","-4,254,000","-2,209,000","4,436,000","4,978,000","-6,829,000","-2,654,000","-10,844,000","5,594,000","-6,032,000","-476,000","-1,612,000","6,387,000","-5,438,000","869,000","-971,000","3,252,000","-8,002,000","1,258,000","-4,340,000","5,341,000","50,000","-1,475,000","-633,000","2,012,000","-513,000","-2,881,000","2,017,000","2,556,000","-1,573,000","-3,119,000","-19,000","314,000","1,401,000","1,031,000","782,000","2,149,000","3,998,000","-2,702,000","4,320,000","-1,246,000","272,000","3,474,000","-818,000","1,276,000","-5,902,000","2,048,000","2,056,000","-3,424,000","1,289,000","-199,000","560,000","518,000","-2,624,000","1,169,000","-1,120,000","-443,000","666,000","-166,000","-428,000","5,000","104,000","-1,760,000","-34,000","-144,000","312,000","381,000","574,000","688,000","300,000","400,000","600,000","300,000","2,000,000","300,000","300,000","100,000","400,000","-400,000","-500,000","-300,000"
			DeferredIncomeTax,"-8,229,000","10,006,000","-3,239,000","-1,211,000","-13,785,000","22,946,000","-12,404,000","2,089,000","-7,892,000","12,560,000","-3,799,000","399,000","-411,000","8,671,000","-3,942,000","-336,000","-7,371,000","7,116,000","3,922,000","-2,645,000","4,737,000","3,728,000","-4,254,000","-2,209,000","4,436,000","4,978,000","-6,829,000","-2,654,000","-10,844,000","5,594,000","-6,032,000","-476,000","-1,612,000","6,387,000","-5,438,000","869,000","-971,000","3,252,000","-8,002,000","1,258,000","-4,340,000","5,341,000","50,000","-1,475,000","-633,000","2,012,000","-513,000","-2,881,000","2,017,000","2,556,000","-1,573,000","-3,119,000","-19,000","314,000","1,401,000","1,031,000","782,000","2,149,000","3,998,000","-2,702,000","4,320,000","-1,246,000","272,000","3,474,000","-818,000","1,276,000","-5,902,000","2,048,000","2,056,000","-3,424,000","1,289,000","-199,000","560,000","518,000","-2,624,000","1,169,000","-1,120,000","-443,000","666,000","-166,000","-428,000","5,000","104,000","-1,760,000","-34,000","-144,000","312,000","381,000","574,000","688,000","300,000","400,000","600,000","300,000","2,000,000","300,000","300,000","100,000","400,000","-400,000","-500,000","-300,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,"20,000",,,,"19,000","19,000","19,000","21,000","31,000","103,000","104,000","313,000","316,000","417,000","468,000","496,000","510,000","522,000","568,000","588,000","441,000","468,000","548,000","622,000","657,000","637,000","550,000","478,000","507,000","502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-640,000","0","1,313,000","9,807,000","1,202,000","0",,,"3,342,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
