name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"2,701,000,000","558,000,000","734,000,000","622,000,000","787,000,000","584,000,000","985,000,000","661,000,000","756,000,000","653,000,000","807,000,000","664,000,000","715,000,000","512,000,000","727,000,000","664,000,000","659,000,000","452,000,000","626,895,000","483,182,000","488,017,000","446,092,000","477,549,000","386,534,000","480,525,000","437,656,000","501,490,000","371,476,000","462,965,000","460,794,000","473,900,000","428,554,000","401,393,000","362,283,000","398,790,000","278,839,000","273,401,000","286,626,000","248,099,000","200,116,000","162,130,000","162,212,000","188,180,000","171,465,000","156,295,000","127,514,000","195,775,000","159,448,000","163,950,000","84,257,000","177,583,000","124,215,000","151,400,000","118,058,000","167,246,000","129,644,000","148,319,000","67,792,000","129,940,000","101,677,000","69,982,000","48,756,000","96,836,000","60,551,000","68,107,000","55,922,000","95,831,000","47,167,000","39,285,000","26,259,000","-1,993,419,000","2,014,324,000","64,262,000","26,917,000","115,985,000","44,064,000","94,058,000","5,932,000","126,559,000","12,383,000","53,949,000","16,041,000","53,222,000","25,831,000","7,988,000","44,889,000","47,905,000","38,145,000","42,511,000","36,934,000","16,900,000","40,600,000","14,600,000","20,500,000","41,600,000","5,400,000"
	CashFlowFromContinuingOperatingActivities,"2,763,000,000","558,000,000","734,000,000","684,000,000","787,000,000","584,000,000","985,000,000","661,000,000","756,000,000","653,000,000","807,000,000","664,000,000","715,000,000","512,000,000","727,000,000","664,000,000","659,000,000","452,000,000","626,895,000","483,182,000","488,017,000","446,092,000","477,549,000","386,534,000","480,525,000","437,656,000","503,149,000","371,998,000","458,084,000","460,794,000","473,900,000","428,554,000","401,393,000","362,283,000","398,790,000","278,839,000","273,401,000","286,626,000","248,099,000","200,116,000","162,130,000","162,212,000","188,180,000","171,465,000","156,295,000","127,514,000","195,775,000","159,448,000","163,950,000","84,257,000","177,583,000","124,215,000","151,400,000","118,058,000","167,246,000","129,644,000","148,319,000","67,792,000","129,940,000","101,677,000","69,982,000","48,756,000","96,836,000","60,551,000","73,764,000","50,265,000","95,758,000","47,167,000","34,530,000","27,041,000","-1,979,477,000","19,228,000","-4,936,000","26,917,000","115,985,000","44,064,000","94,058,000","5,932,000","126,559,000","12,383,000","53,949,000","16,041,000","53,222,000","25,831,000","7,988,000","44,889,000","47,905,000","38,145,000","42,511,000","36,934,000","16,900,000","40,600,000","14,600,000","20,500,000","41,600,000","5,400,000"
		NetIncomeFromContinuingOperations,"1,458,000,000","421,000,000","353,000,000","350,000,000","334,000,000","121,000,000","508,000,000","162,000,000","201,000,000","185,000,000","131,000,000","273,000,000","246,000,000","210,000,000","213,000,000","164,000,000","180,000,000","114,000,000","98,104,000","115,194,000","112,114,000","119,138,000","124,710,000","98,365,000","86,058,000","47,840,000","142,725,000","104,301,000","153,148,000","125,112,000","152,587,000","108,037,000","35,357,000","102,793,000","-22,681,000","46,468,000","53,377,000","16,737,000","-9,644,000","43,178,000","117,084,000","50,270,000","48,939,000","51,383,000","31,014,000","40,124,000",,"-135,150,000","-97,614,000","-119,400,000","18,732,000","-31,138,000","-111,767,000","10,050,000","-63,817,000","-32,207,000","60,339,000","-13,173,000","-80,169,000","-67,013,000","-32,740,000","-42,891,000","-6,275,000","-15,561,000","-13,335,000","-6,722,000","-17,259,000","-28,066,000","-227,451,000","-128,761,000","-121,662,000","461,333,000","-39,594,000","-64,967,000","-148,840,000","-99,678,000","-80,831,000","-69,016,000","-34,902,000","-65,628,000","-68,598,000","-103,393,000","-103,049,000","-110,330,000","-84,733,000","-68,055,000","-59,036,000","-52,965,000","-59,230,000","-32,060,000","-32,900,000","-27,100,000","-20,800,000","-13,500,000","-7,300,000","-17,500,000"
		OperatingGainsLosses,"28,000,000","26,000,000","0","1,000,000","1,000,000","143,000,000","0",,,,"0","0","1,000,000","1,000,000","0","32,000,000","3,000,000","71,000,000","328,000","0","0","3,525,000","0","10,274,000","14,075,000","30,550,000","0","5,304,000",,,"0","0",,,"640,000","1,000","577,000","35,909,000","117,388,000","0","7,518,000","7,068,000",,,,,"-5,860,000","176,354,000","114,598,000","139,710,000","-20,189,000","60,511,000","158,204,000","-17,145,000","33,330,000","-6,300,000",,,"-533,000","-3,960,000","4,536,000","1,890,000",,,"7,374,000","-110,000","35,439,000","-6,851,000","200,482,000","94,010,000","-1,997,367,000","-498,979,000","-17,845,000","28,834,000","109,407,000","50,980,000","19,299,000","7,476,000","-36,985,000","13,678,000","2,367,000","29,557,000","10,109,000","8,210,000","10,658,000","751,000","423,000","756,000","667,000","2,002,000","3,700,000","-500,000","300,000","1,400,000","2,800,000","10,100,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","5,304,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,656,000,000","420,000,000","415,000,000","413,000,000","408,000,000","408,000,000","401,000,000","406,000,000","402,000,000","399,000,000","396,000,000","389,000,000","393,000,000","394,000,000","390,000,000","385,000,000","379,000,000","374,000,000","362,211,000","296,033,000","295,615,000","288,549,000","273,826,000","280,824,000","276,026,000","277,875,000","269,557,000","261,662,000","246,899,000","258,060,000","253,776,000","254,862,000","254,235,000","250,191,000","201,697,000","195,408,000","190,651,000","186,459,000","175,843,000","154,867,000","152,482,000","139,400,000","138,964,000","138,523,000","138,191,000","137,273,000","137,259,000","136,218,000","134,426,000","132,868,000","133,503,000","131,463,000","131,597,000","133,176,000","130,799,000","120,644,000","137,436,000","137,563,000","138,870,000","140,406,000","138,121,000","143,156,000","74,148,000","74,148,000","71,107,000","74,441,000","66,328,000","74,282,000","73,588,000","73,666,000","102,589,000","62,792,000","40,335,000","87,782,000","100,526,000","100,967,000","98,254,000","97,845,000","96,469,000","102,942,000","101,115,000","95,969,000","124,787,000","101,732,000","97,473,000","96,252,000","92,629,000","86,280,000","76,629,000","64,261,000","59,400,000","57,100,000","38,900,000","24,600,000","24,900,000","14,000,000"
			DepreciationAndAmortization,"1,656,000,000","420,000,000","415,000,000","413,000,000","408,000,000","408,000,000","401,000,000","406,000,000","402,000,000","399,000,000","396,000,000","389,000,000","393,000,000","394,000,000","390,000,000","385,000,000","379,000,000","374,000,000","362,211,000","296,033,000","295,615,000","288,549,000","273,826,000","280,824,000","276,026,000","277,875,000","269,557,000","261,662,000","246,899,000","258,060,000","253,776,000","254,862,000","254,235,000","250,191,000","201,697,000","195,408,000","190,651,000","186,459,000",,,,,,,,,,,,,,,,,,"120,644,000","137,436,000","137,563,000","138,870,000","140,406,000","138,121,000","143,156,000","74,148,000","74,148,000","71,107,000","74,441,000","66,328,000","74,282,000","73,588,000","73,666,000","102,589,000","62,792,000","40,335,000","87,782,000","100,526,000","100,967,000","98,254,000","97,845,000","96,469,000","102,942,000","101,115,000","95,969,000","124,787,000","101,732,000","97,473,000","96,252,000","92,629,000","86,280,000","76,629,000","64,261,000","59,400,000","57,100,000","38,900,000","24,600,000","24,900,000","14,000,000"
				Depreciation,"1,656,000,000","420,000,000","415,000,000","413,000,000","408,000,000","408,000,000","401,000,000","406,000,000","402,000,000","399,000,000","396,000,000","389,000,000","393,000,000","394,000,000","390,000,000","385,000,000","379,000,000","374,000,000","362,211,000","296,033,000","295,615,000","288,549,000","273,826,000","280,824,000","276,026,000","277,875,000","269,557,000","261,662,000","246,899,000","258,060,000","253,776,000","254,862,000","254,235,000","250,191,000","201,697,000","195,408,000","190,651,000","186,459,000",,,,,,,,,,,,,,,,,,,"131,896,000","132,033,000","132,347,000","135,540,000","133,324,000","138,693,000","71,618,000","72,161,000","69,374,000","72,091,000","64,042,000","72,192,000","72,712,000","72,172,000","101,055,000","60,587,000","37,522,000","84,822,000","82,893,000","80,389,000","80,513,000","80,357,000","76,761,000","77,280,000","76,172,000","71,715,000","101,119,000","78,525,000","74,756,000","74,091,000",,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,540,000","5,530,000","6,523,000","4,866,000","4,797,000","4,463,000","2,530,000","1,987,000","1,733,000","2,350,000","2,286,000","2,090,000","876,000","1,494,000","1,534,000","2,205,000","2,813,000","2,960,000","17,633,000","20,578,000","17,741,000","17,488,000","19,708,000","25,662,000","24,943,000","24,254,000","23,668,000","23,207,000","22,717,000","22,161,000",,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,540,000","5,530,000","6,523,000","4,866,000","4,797,000","4,463,000","2,530,000","1,987,000","1,733,000","2,350,000","2,286,000","2,090,000","876,000","1,494,000","1,534,000","2,205,000","2,813,000","2,960,000","17,633,000","20,578,000","17,741,000","17,488,000","19,708,000","25,662,000","24,943,000","24,254,000","23,668,000","23,207,000","22,717,000","22,161,000",,,,,,,,,,
