name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
			OtherReceivables,"66,343,000","64,743,000","59,440,000","56,824,000","44,686,000","40,218,000","39,593,000","37,389,000","38,882,000","24,767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,401,000","3,049,000","4,249,000","377,000",,,,"1,569,000",,,,,,,,,,"575,000",,,,,,,,,,,,,,,
		Inventory,"173,313,000","155,699,000","149,235,000","147,836,000","153,815,000","149,323,000","156,858,000","172,458,000","170,298,000","167,256,000","197,977,000","187,154,000","181,200,000","190,076,000","193,631,000","194,977,000","239,490,000","227,534,000","246,972,000","235,562,000","231,292,000","225,151,000","262,232,000","276,279,000","267,380,000","252,166,000","164,236,000","140,093,000","137,989,000","129,242,000","128,727,000","120,612,000","118,083,000","118,358,000","122,823,000","122,162,000","118,179,000","106,612,000","111,163,000","113,657,000","112,450,000","109,913,000","115,293,000","110,066,000","102,738,000","101,440,000","104,770,000","101,133,000","105,924,000","106,609,000","115,761,000","116,400,000","117,826,000","112,304,000","98,833,000","93,638,000","93,960,000","71,882,000","68,565,000","63,953,000","54,483,000","57,667,000","54,657,000","51,612,000","48,200,000","45,184,000","36,157,000","33,672,000","32,277,000","34,027,000","33,348,000","32,989,000","31,379,000","28,598,000","30,739,000","32,648,000","32,717,000","34,908,000","32,307,000","30,789,000","31,602,000","29,026,000","25,740,000","23,151,000","15,948,000","13,643,000","14,369,000"
			RawMaterials,"75,749,000","70,956,000","65,108,000","62,938,000","70,552,000","72,477,000","78,104,000","83,666,000","83,078,000","79,742,000","83,171,000","81,155,000","78,005,000","80,213,000","81,443,000","85,767,000","96,405,000","97,615,000","102,247,000","103,037,000","104,989,000","100,738,000","114,335,000","114,454,000","110,095,000","107,296,000","85,040,000","82,061,000","76,738,000","73,354,000","74,718,000","70,082,000","66,539,000","67,939,000","67,515,000","68,016,000","65,027,000","58,204,000","56,364,000","53,498,000","50,396,000","49,773,000","51,878,000","50,790,000","47,121,000","45,974,000","48,163,000","47,674,000","49,472,000","54,002,000","56,480,000","60,408,000","59,387,000","58,352,000","45,545,000","39,907,000","39,653,000","38,561,000","36,341,000","33,053,000","27,755,000","28,568,000","28,557,000","27,851,000","24,832,000","24,864,000","18,309,000","16,527,000","14,441,000","14,053,000","12,199,000","11,250,000","12,074,000","11,688,000","14,594,000","14,966,000","14,310,000","15,693,000","14,327,000","14,616,000","15,106,000","13,894,000","12,155,000","9,978,000","7,947,000",,
			WorkInProcess,"84,586,000","74,152,000","73,556,000","72,482,000","64,320,000","58,806,000","56,160,000","59,899,000","60,761,000","60,042,000","78,803,000","73,999,000","73,299,000","75,711,000","78,966,000","76,761,000","104,612,000","92,650,000","101,098,000","93,903,000","91,749,000","89,224,000","99,892,000","103,747,000","104,698,000","93,729,000","52,101,000","43,478,000","43,402,000","38,930,000","39,604,000","38,995,000","36,779,000","36,670,000","38,321,000","35,162,000","32,930,000","30,022,000","36,902,000","39,276,000","38,571,000","36,603,000","36,774,000","35,048,000","33,941,000","34,659,000","31,767,000","30,071,000","31,052,000","28,329,000","29,920,000","27,267,000","28,834,000","28,851,000","29,861,000","32,618,000","33,440,000","19,603,000","17,748,000","16,309,000","13,500,000","13,528,000","12,894,000","12,678,000","11,798,000","11,266,000","11,400,000","10,328,000","10,609,000","11,275,000","12,518,000","12,006,000","11,142,000","10,421,000","10,106,000","12,561,000","13,890,000","13,592,000","12,899,000","10,581,000","10,715,000","9,955,000","9,526,000","8,656,000","5,951,000",,
			FinishedGoods,"12,978,000","10,591,000","10,571,000","12,416,000","18,943,000","18,040,000","22,594,000","28,893,000","26,459,000","27,472,000","36,003,000","32,000,000","29,896,000","34,152,000","33,222,000","32,449,000","38,473,000","37,269,000","43,627,000","38,622,000","34,554,000","35,189,000","48,005,000","58,078,000","52,587,000","51,141,000","27,095,000","14,554,000","17,849,000","16,958,000","14,405,000","11,535,000","14,765,000","13,749,000","16,987,000","18,984,000","20,222,000","18,386,000","17,897,000","20,883,000","23,483,000","23,537,000","26,641,000","24,228,000","21,676,000","20,807,000","24,840,000","23,388,000","25,400,000","24,278,000","29,361,000","28,725,000","29,605,000","25,101,000","23,427,000","21,113,000","20,867,000","13,718,000","14,476,000","14,591,000","13,228,000","15,571,000","13,206,000","11,083,000","11,570,000","9,054,000","6,448,000","6,817,000","7,227,000","8,699,000","8,631,000","9,733,000","8,163,000","6,489,000","6,039,000","5,121,000","4,517,000","5,623,000","5,081,000","5,592,000","5,781,000","5,177,000","4,059,000","4,517,000","2,050,000",,
		PrepaidAssets,"27,743,000","27,610,000","18,352,000","18,020,000","14,047,000","15,896,000","44,537,000","15,660,000","14,598,000","17,852,000","23,704,000","24,978,000","25,696,000","15,104,000","12,008,000","13,903,000","17,071,000","17,786,000","16,167,000","21,367,000","20,664,000","22,026,000","23,246,000","22,358,000","18,241,000","20,888,000","12,103,000","12,279,000","10,733,000","11,780,000","9,121,000","8,898,000","5,165,000","6,717,000","8,028,000","9,572,000","11,322,000","12,636,000","7,622,000","7,227,000","6,983,000","7,469,000","5,426,000","6,354,000","6,400,000","6,078,000","9,412,000","9,151,000","10,607,000","13,313,000","10,843,000","11,299,000","5,809,000","6,754,000","5,460,000","6,164,000","3,654,000","5,044,000","3,063,000","3,473,000","1,523,000","2,343,000","3,074,000","2,929,000","1,601,000","1,488,000","4,883,000","6,094,000","5,987,000","1,037,000","1,328,000","2,474,000","3,426,000","3,591,000","716,000","849,000","1,287,000","3,339,000","3,768,000","1,168,000","2,124,000","2,316,000","2,947,000","2,428,000","930,000",,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,603,000","6,227,000","6,035,000","6,168,000","5,890,000","5,871,000","5,967,000","6,008,000","8,077,000","7,906,000","7,535,000","7,678,000","7,261,000","7,641,000","7,394,000","7,828,000","7,856,000","7,257,000","7,265,000","7,398,000","20,236,000","20,335,000","14,040,000","13,896,000","15,033,000","2,928,000","8,062,000","8,086,000","7,899,000","7,425,000","6,715,000","6,469,000","6,597,000","6,948,000","6,021,000","5,899,000","5,635,000","5,615,000","6,257,000","6,257,000","3,622,000","3,622,000","3,622,000","3,622,000","3,163,000","3,163,000","3,163,000","3,163,000","3,349,000","3,349,000","3,349,000","3,349,000","2,916,000","2,888,000","2,888,000","2,888,000","1,863,000","1,863,000","1,863,000",,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,603,000","6,227,000","6,035,000","6,168,000","5,890,000","5,871,000","5,967,000","6,008,000","8,077,000","7,906,000","7,535,000","7,678,000","7,261,000","7,641,000","7,394,000","7,828,000","7,856,000","7,257,000","7,265,000","7,398,000","20,236,000","20,335,000","14,040,000","13,896,000","15,033,000","2,928,000","8,062,000","8,086,000","7,899,000","7,425,000","6,715,000","6,469,000","6,597,000","6,948,000","6,021,000","5,899,000","5,635,000","5,615,000","6,257,000","6,257,000","3,622,000","3,622,000","3,622,000","3,622,000","3,163,000","3,163,000","3,163,000","3,163,000","3,349,000","3,349,000","3,349,000","3,349,000","2,916,000","2,888,000","2,888,000","2,888,000","1,863,000","1,863,000","1,863,000",,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,"0","0","439,752,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,033,000",,,,,,,,,,,,,,,"928,000","5,629,000","3,783,000","3,972,000","7,273,000","4,175,000","3,600,000","4,191,000","4,241,000","624,000","2,887,000","3,038,000","3,038,000",,,,,"279,000","279,000","279,000","3,305,000","5,018,000"
	TotalNonCurrentAssets,"2,113,252,000","2,129,233,000","1,905,563,000","1,924,896,000","1,934,115,000","1,958,920,000","1,950,342,000","1,943,953,000","1,937,205,000","1,937,698,000","1,905,748,000","1,927,867,000","1,930,001,000","1,910,431,000","1,927,329,000","1,936,938,000","2,318,297,000","2,316,436,000","2,325,172,000","2,320,838,000","2,308,759,000","2,315,236,000","2,355,828,000","2,368,644,000","2,378,577,000","2,407,532,000","619,361,000","610,725,000","610,406,000","605,326,000","604,352,000","600,631,000","605,616,000","608,170,000","609,278,000","608,861,000","613,176,000","621,742,000","630,238,000","631,997,000","634,043,000","616,391,000","558,804,000","568,848,000","558,497,000","565,467,000","562,881,000","559,357,000","566,809,000","577,373,000","599,542,000","601,692,000","604,223,000","613,360,000","614,520,000","613,390,000","605,747,000","482,627,000","406,776,000","403,344,000","306,254,000","306,501,000","307,857,000","313,879,000","315,991,000","316,908,000","319,984,000","324,227,000","321,901,000","317,459,000","312,871,000","306,794,000","301,182,000","243,879,000","244,332,000","244,979,000","242,398,000","243,699,000","242,077,000","191,716,000","191,327,000","188,645,000","191,249,000","192,670,000","149,757,000","151,706,000","154,522,000"
		NetPPE,"349,387,000","347,152,000","297,321,000","299,598,000","299,426,000","299,117,000","296,065,000","294,973,000","295,417,000","288,564,000","274,353,000","274,002,000","269,074,000","231,269,000","232,108,000","230,217,000","367,664,000","370,375,000","374,436,000","373,094,000","371,933,000","372,042,000","381,671,000","383,229,000","381,460,000","379,492,000","156,009,000","152,713,000","151,350,000","144,925,000","142,336,000","143,457,000","145,186,000","145,773,000","147,431,000","149,214,000","150,532,000","150,893,000","156,662,000","156,380,000","150,900,000","145,806,000","144,307,000","146,399,000","146,949,000","146,380,000","144,142,000","143,614,000","148,110,000","153,601,000","157,000,000","159,410,000","163,713,000","166,668,000","171,297,000","167,286,000","158,321,000","114,946,000","103,208,000","101,003,000","89,674,000","91,869,000","92,090,000","96,963,000","97,368,000","97,705,000","99,535,000","100,901,000","97,791,000","92,210,000","83,146,000","74,994,000","68,129,000","63,735,000","65,604,000","65,270,000","64,124,000","64,699,000","58,313,000","48,266,000","46,874,000","44,149,000","40,990,000","38,813,000","36,640,000","36,625,000","36,987,000"
			GrossPPE,"349,387,000","753,457,000","297,321,000","299,598,000","299,426,000","670,823,000","296,065,000","294,973,000","295,417,000","623,760,000","274,353,000","274,002,000","269,074,000","531,677,000",,,,"708,371,000",,,,"649,271,000",,,,"611,648,000",,,,"358,945,000",,,,"341,857,000",,,,"330,074,000",,,,"312,324,000",,,,"289,504,000",,,,"272,682,000",,,,"262,119,000","248,731,000","244,720,000","235,755,000","192,380,000","166,496,000","164,291,000","152,962,000","155,157,000","142,745,000","147,618,000","148,023,000","148,360,000","142,194,000","143,560,000","140,450,000","134,869,000","116,961,000","108,809,000","101,944,000","97,550,000","91,722,000","91,388,000","90,242,000","90,817,000","77,949,000","67,902,000","66,510,000","63,785,000","54,916,000","52,739,000","50,566,000","50,551,000","52,374,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,
				LandAndImprovements,,"13,980,000",,,,"11,598,000",,,,"11,541,000",,,,"11,544,000",,,,"19,577,000",,,,"20,046,000",,,,"21,774,000",,,,"10,816,000",,,,"13,016,000",,,,"12,499,000",,,,"11,075,000",,,,"10,332,000",,,,"10,175,000",,,,"11,671,000",,,,"6,024,000",,,,"5,328,000",,,,"5,328,000",,,,"4,659,000",,,,"4,659,000",,,,"4,659,000",,,,"3,749,000",,,,,
				BuildingsAndImprovements,,"98,007,000",,,,"102,037,000",,,,"96,539,000",,,,"95,886,000",,,,"138,605,000",,,,"132,277,000",,,,"130,184,000",,,,"89,258,000",,,,"87,359,000",,,,"87,357,000",,,,"75,229,000",,,,"71,160,000",,,,"68,489,000",,,,"68,346,000",,,,"55,568,000",,,,"44,935,000",,,,"44,009,000",,,,"25,067,000",,,,"15,380,000",,,,"14,752,000",,,,"12,374,000",,,,,
				MachineryFurnitureEquipment,,"442,242,000",,,,"407,026,000",,,,"365,638,000",,,,"337,895,000",,,,"456,317,000",,,,"404,342,000",,,,"345,258,000",,,,"212,943,000",,,,"201,441,000",,,,"163,758,000",,,,"160,418,000",,,,"145,583,000",,,,"135,783,000",,,,"119,399,000",,,,"85,792,000",,,,"73,683,000",,,,"81,678,000",,,,"69,497,000",,,,"55,944,000",,,,"50,880,000",,,,"43,621,000",,"52,739,000","50,566,000",,
				OtherProperties,"349,387,000","71,484,000","297,321,000","299,598,000","299,426,000","46,391,000","296,065,000","294,973,000","295,417,000","43,560,000","274,353,000","274,002,000","269,074,000","1,048,000",,,,"1,146,000",,,,"1,062,000",,,,"852,000",,,,"629,000",,,,"633,000",,,,"30,499,000",,,,"34,874,000",,,,"33,508,000",,,,"33,262,000",,,,"28,220,000",,,,"21,881,000",,,,"19,916,000",,,,"3,567,000",,,,"3,517,000",,,,"12,972,000",,,,"11,748,000",,,,"4,041,000",,,,,
				ConstructionInProgress,,"41,813,000",,,,"26,389,000",,,,"37,470,000",,,,"23,886,000",,,,"28,051,000",,,,"32,252,000",,,,"76,835,000",,,,"14,129,000",,,,"7,886,000",,,,"15,441,000",,,,"13,302,000",,,,"11,639,000",,,,"7,696,000",,,,"17,452,000",,,,"23,115,000",,,,"11,295,000",,,,"13,778,000",,,,"32,129,000",,,,"8,595,000",,,,"8,778,000",,,,,,,,,
				Leases,,"85,931,000",,,,"77,382,000",,,,"69,012,000",,,,"61,418,000",,,,"64,675,000",,,,"59,292,000",,,,"36,745,000",,,,"31,170,000",,,,"31,522,000",,,,"20,520,000",,,,"17,426,000",,,,"17,282,000",,,,"17,277,000",,,,"17,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-406,305,000",,,,"-371,706,000",,,,"-335,196,000",,,,"-300,408,000",,,,"-337,996,000",,,,"-277,229,000",,,,"-232,156,000",,,,"-214,020,000",,,,"-196,084,000",,,,"-179,181,000",,,,"-166,518,000",,,,"-143,124,000",,,,"-119,081,000",,,,"-95,451,000","-77,434,000","-77,434,000","-77,434,000","-77,434,000","-63,288,000","-63,288,000","-63,288,000","-63,288,000","-50,655,000","-50,655,000","-50,655,000","-50,655,000","-42,659,000","-42,659,000","-42,659,000","-42,659,000","-33,815,000","-33,815,000","-33,815,000","-33,815,000","-26,118,000","-26,118,000","-26,118,000","-26,118,000","-19,636,000","-19,636,000","-19,636,000","-19,636,000","-13,926,000","-13,926,000","-13,926,000","-13,926,000","-15,387,000"
		GoodwillAndOtherIntangibleAssets,"1,715,989,000","1,732,514,000","1,565,746,000","1,583,388,000","1,591,577,000","1,616,666,000","1,611,098,000","1,607,406,000","1,605,930,000","1,615,401,000","1,600,062,000","1,622,840,000","1,628,224,000","1,644,676,000","1,659,879,000","1,672,070,000","1,909,598,000","1,910,631,000","1,917,960,000","1,916,005,000","1,901,008,000","1,907,386,000","1,940,282,000","1,951,381,000","1,964,342,000","1,997,835,000","429,756,000","432,967,000","436,299,000","440,018,000","443,634,000","436,811,000","440,461,000","443,066,000","444,534,000","445,710,000","448,716,000","457,208,000","459,696,000","463,480,000","470,374,000","459,199,000","403,258,000","410,857,000","401,559,000","402,853,000","402,781,000","399,646,000","402,158,000","406,290,000","424,676,000","423,999,000","423,341,000","428,610,000","428,276,000","430,307,000","433,184,000","352,390,000","289,963,000","288,670,000","210,421,000","211,369,000","212,318,000","213,266,000","214,224,000","215,182,000","216,139,000","218,830,000","219,793,000","220,756,000","221,820,000","222,904,000","223,825,000","170,962,000","171,762,000","172,563,000","174,536,000","175,211,000","177,878,000","135,003,000","136,069,000","137,135,000","139,489,000","143,024,000","102,347,000","104,395,000","107,842,000"
			Goodwill,"923,594,000","924,704,000","849,686,000","853,309,000","852,243,000","859,442,000","851,679,000","844,972,000","839,395,000","839,617,000","825,318,000","831,368,000","829,306,000","832,338,000","834,520,000","835,558,000","995,200,000","990,238,000","987,316,000","981,333,000","969,413,000","967,326,000","977,335,000","980,839,000","979,501,000","1,013,570,000","354,139,000","354,107,000","354,061,000","354,393,000","354,583,000","347,126,000","347,251,000","346,656,000","346,614,000","344,909,000","344,671,000","349,035,000","347,803,000","347,290,000","349,471,000","338,653,000","308,557,000","311,816,000","308,123,000","307,451,000","305,942,000","302,381,000","302,778,000","303,926,000","303,994,000","302,137,000","300,669,000","302,221,000","299,858,000","298,834,000","298,816,000","248,540,000","208,786,000","207,378,000","155,039,000","155,039,000","155,039,000","155,039,000","155,039,000",,,,,,,,,,,,,,,,,,,,,,
