name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"24,969,000,000","24,689,000,000","24,033,000,000","23,937,000,000","24,467,000,000","24,564,000,000","23,837,000,000","23,183,000,000","23,078,000,000","23,251,000,000","22,892,000,000","23,068,000,000","23,109,000,000","22,549,000,000","22,498,000,000","22,626,000,000","23,235,000,000","22,742,000,000","22,445,000,000","21,782,000,000","21,183,000,000","21,208,000,000","4,128,802,000","3,962,798,000","3,982,939,000","3,926,316,000","4,033,736,000","3,341,784,000","3,236,651,000","3,305,832,000","3,106,715,000","2,978,637,000","3,061,892,000","3,066,797,000","2,842,021,000","2,648,167,000","2,426,705,000","2,499,153,000"
	CurrentAssets,"4,772,000,000","4,763,000,000","4,534,000,000","5,068,000,000","5,579,000,000","5,090,000,000","4,645,000,000","4,208,000,000","4,277,000,000","4,126,000,000","3,995,000,000","3,978,000,000","3,999,000,000","3,874,000,000","3,696,000,000","3,587,000,000","3,724,000,000","3,450,000,000","3,492,000,000","3,259,000,000","3,117,000,000","3,337,000,000","2,643,132,000","2,436,598,000","2,437,156,000","2,411,985,000","2,520,179,000","2,219,842,000","2,098,823,000","2,146,083,000","1,938,603,000","1,864,707,000","1,947,820,000","1,945,688,000","1,717,186,000","1,673,860,000","1,439,497,000","1,509,994,000"
		CashCashEquivalentsAndShortTermInvestments,"1,493,000,000","1,477,000,000","1,574,000,000","1,911,000,000","2,402,000,000","1,902,000,000","1,543,000,000","1,182,000,000","990,000,000","899,000,000","920,000,000","994,000,000","991,000,000","938,000,000","879,000,000","928,000,000","1,007,000,000","1,005,000,000","1,147,000,000","945,000,000","905,000,000","1,238,000,000","1,249,555,000","993,471,000","1,089,923,000","977,151,000","1,081,804,000","803,615,000","779,068,000","867,358,000","645,034,000","636,468,000","741,381,000","778,143,000","609,710,000","585,722,000","454,293,000","567,728,000"
			CashAndCashEquivalents,"1,387,000,000","1,366,000,000","1,470,000,000","1,807,000,000","2,305,000,000","1,814,000,000","1,464,000,000","1,109,000,000","927,000,000","837,000,000","863,000,000","938,000,000","936,000,000","891,000,000","827,000,000","879,000,000","960,000,000","959,000,000","1,103,000,000","902,000,000","862,000,000","1,198,000,000","1,209,677,000","955,684,000","1,053,212,000","977,151,000","1,081,804,000","803,615,000","779,068,000","867,358,000","645,034,000","636,468,000","741,381,000","778,143,000","609,710,000","585,722,000","454,293,000","567,728,000"
				CashFinancial,"1,387,000,000","1,366,000,000","1,470,000,000","1,807,000,000",,"1,814,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"106,000,000","111,000,000","104,000,000","104,000,000","97,000,000","88,000,000","79,000,000","73,000,000","63,000,000","62,000,000","57,000,000","56,000,000","55,000,000","47,000,000","52,000,000","49,000,000","47,000,000","46,000,000","44,000,000","43,000,000","43,000,000","40,000,000","39,878,000","37,787,000","36,711,000",,,,,,,,,,,,,
		Receivables,"2,662,000,000","2,609,000,000","2,386,000,000","2,345,000,000","2,425,000,000","2,466,000,000","2,492,000,000","2,424,000,000","2,683,000,000","2,638,000,000","2,579,000,000","2,465,000,000","2,526,000,000","2,463,000,000","2,364,000,000","2,224,000,000","2,295,000,000","2,040,000,000","1,915,000,000","1,886,000,000","1,807,000,000","1,741,000,000","1,234,071,000","1,278,486,000","1,197,899,000","1,199,838,000","1,185,083,000","1,153,989,000","1,050,581,000","1,020,612,000","1,049,947,000","981,231,000","964,897,000","940,376,000","911,718,000","893,715,000","800,017,000","762,970,000"
			AccountsReceivable,"1,227,000,000","1,275,000,000","1,141,000,000","1,146,000,000","1,159,000,000","1,181,000,000","1,152,000,000","1,105,000,000","1,309,000,000","1,312,000,000","1,176,000,000","1,120,000,000","1,202,000,000","1,279,000,000","1,089,000,000","1,077,000,000","1,235,000,000","1,229,000,000","1,044,000,000","1,087,000,000","1,027,000,000","998,000,000","552,326,000","624,585,000","531,303,000","553,652,000","556,719,000","506,239,000","451,702,000","444,941,000","474,717,000","440,711,000","435,068,000","408,959,000","398,438,000","377,548,000","334,869,000","346,732,000"
			TaxesReceivable,"43,000,000","58,000,000","56,000,000","69,000,000","64,000,000","56,000,000","78,000,000","53,000,000","49,000,000","56,000,000","65,000,000","64,000,000","65,000,000","69,000,000","66,000,000","52,000,000","45,000,000","47,000,000","56,000,000","41,000,000","28,000,000","34,000,000","26,568,000","21,059,000","22,302,000","34,089,000","56,184,000","64,550,000","44,156,000","45,357,000","17,394,000","16,885,000","16,444,000","16,171,000","16,373,000","26,504,000","20,675,000","17,597,000"
			OtherReceivables,"1,422,000,000","1,309,000,000","1,219,000,000","1,161,000,000","1,233,000,000","1,263,000,000","1,292,000,000","1,285,000,000","1,341,000,000","1,286,000,000","1,351,000,000","1,294,000,000","1,272,000,000","1,130,000,000","1,221,000,000","1,109,000,000","1,032,000,000","779,000,000","828,000,000","771,000,000","765,000,000","723,000,000","660,798,000","645,460,000","648,625,000","614,381,000","574,474,000","584,851,000","556,287,000","532,312,000","559,848,000","525,682,000","515,131,000","516,942,000","499,138,000","491,510,000","446,072,000","400,610,000"
