name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
OperatingCashFlow,"287,264,000","45,874,000","71,195,000","96,092,000","74,103,000","34,294,000","91,190,000","108,023,000","147,015,000","27,123,000","54,630,000","65,315,000","47,436,000","24,842,000","53,025,000","56,037,000","60,845,000","40,395,000","9,703,000","38,329,000","5,334,000","19,586,000","2,704,000","34,356,000","24,133,000","12,695,000","20,069,000","6,492,000","948,000","5,860,000","18,193,000","29,611,000","15,644,000","21,432,000","-19,686,000","30,503,000","4,925,000","21,682,000","30,457,000","26,533,000","19,742,000","5,318,000","19,442,000","25,799,000","8,757,000","18,689,000","26,041,000","19,557,000","4,578,000","10,325,000","17,588,000","9,983,000","8,294,000","10,406,000","11,072,000","11,014,000","15,109,000","9,476,000","7,660,000","4,125,000","2,644,000","4,220,000"
	CashFlowFromContinuingOperatingActivities,"287,264,000","45,874,000","71,195,000","96,092,000","74,103,000","34,294,000","91,190,000","108,023,000","147,015,000","27,123,000","31,334,000","65,315,000","47,436,000","24,842,000","53,025,000","56,037,000","60,845,000","40,395,000","9,703,000","38,329,000","5,334,000","19,586,000","2,704,000","34,356,000","24,133,000","12,695,000","20,069,000","6,492,000","948,000","5,860,000","18,193,000","29,611,000","15,644,000","21,432,000","-19,686,000","30,503,000","4,925,000","21,682,000","30,457,000","26,533,000","19,742,000","5,318,000","19,442,000","25,799,000","8,757,000","18,689,000","26,041,000","19,557,000","4,578,000","10,325,000","17,588,000","9,983,000","8,294,000","10,406,000","11,072,000","11,014,000","15,109,000","9,476,000","7,660,000","4,125,000","2,644,000","4,220,000"
		NetIncomeFromContinuingOperations,"197,976,000","50,088,000","48,961,000","48,344,000","50,583,000","49,837,000","46,162,000","43,312,000","40,689,000","41,201,000","27,326,000","27,828,000","28,925,000","27,607,000","26,559,000","20,350,000","22,326,000","23,293,000","11,222,000","14,274,000","12,381,000","2,956,000","21,006,000","11,184,000","11,363,000","9,290,000","14,437,000","13,157,000","13,235,000","15,088,000","10,796,000","8,371,000","1,533,000","13,041,000","13,349,000","10,612,000","12,404,000","-12,511,000","1,665,000","13,036,000","12,279,000","12,828,000",,,,"12,746,000","11,672,000","9,887,000","9,619,000","9,348,000","8,693,000","7,686,000","8,184,000","7,923,000","7,859,000","6,797,000","6,519,000","6,334,000","6,229,000","4,466,000","5,695,000","4,137,000"
		OperatingGainsLosses,,"4,054,000",,"-50,000","441,000","-236,000",,,,,,,,,,,,,"349,000",,,,"-16,470,000",,,,"183,000",,,,"86,000","10,000","5,733,000","-1,000","215,000","35,000","-381,000","3,967,000","154,000","55,000","194,000","9,000","69,000","2,664,000","2,000","-3,000","160,000","221,000","1,000","21,000","0","7,000","3,000","61,000","264,000","55,000","5,000","152,000","103,000","0","0","14,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"0",,,,"-16,655,000",,,,,,,,"0","0","0","0","0","0","13,000","2,824,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,"4,054,000",,,,,,,,,,,,,,,,,,,,,"185,000",,,,,,,,,,,"-1,000","215,000","35,000","-14,000","1,143,000",,"55,000","194,000","9,000","69,000","122,000","2,000","-3,000","160,000","221,000","1,000","21,000","0","7,000","3,000","61,000",,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"57,002,000","14,676,000","14,602,000","13,929,000","13,795,000","13,659,000","13,489,000","13,757,000","13,605,000","13,720,000","10,953,000","14,319,000","13,438,000","12,344,000","12,199,000","11,902,000","11,621,000","11,622,000","11,760,000","11,448,000","10,750,000","10,514,000","9,701,000","10,912,000","9,771,000","8,298,000","7,926,000","7,289,000","6,379,000","6,517,000","5,087,000","4,677,000","7,804,000","8,862,000","8,713,000","8,797,000","8,668,000","7,764,000","7,319,000","7,179,000","7,042,000","6,924,000","7,219,000","6,179,000","5,546,000","5,059,000","4,395,000","4,260,000","4,023,000","3,955,000","3,975,000","3,347,000","3,214,000","3,018,000","2,561,000","2,376,000","2,199,000","2,000,000","1,965,000","1,827,000","1,654,000","1,532,000"
			DepreciationAndAmortization,"57,002,000","14,676,000","14,602,000","13,929,000","13,795,000","13,659,000","13,489,000","13,757,000","13,605,000","13,720,000","10,953,000","14,319,000","13,438,000","12,344,000","12,199,000","11,902,000","11,621,000","11,622,000","11,760,000","11,448,000","10,750,000","10,514,000","9,701,000","10,912,000","9,771,000","8,298,000","7,926,000","7,289,000","6,379,000","6,517,000","5,087,000","4,677,000","7,804,000","8,862,000","8,713,000","8,797,000","8,668,000","7,764,000","7,319,000","7,179,000","7,042,000","6,924,000","7,219,000","6,179,000","5,546,000","5,059,000","4,395,000","4,260,000","4,023,000","3,955,000","3,975,000","3,347,000","3,214,000","3,018,000","2,561,000","2,376,000","2,199,000","2,000,000","1,965,000","1,827,000","1,654,000","1,532,000"
				Depreciation,,,,,,,,,,,,,"13,438,000","12,344,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,353,000","2,178,000","1,993,000",,,,
