name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"3,061,240,000","718,467,000","811,527,000","816,560,000","714,686,000","652,670,000","706,639,000","664,351,000","527,803,000","583,907,000","693,747,000","786,986,000","691,867,000","577,509,000","649,385,000","714,505,000","622,224,000","550,515,000","604,645,000","637,834,000","536,563,000","473,380,000","519,829,000","524,025,000","476,867,000","437,894,000","470,579,000","481,373,000","425,148,000","395,162,000","461,951,000","453,422,000","395,462,000","353,315,000","375,402,000","360,580,000","341,543,000","335,644,000","351,246,000","316,356,000","302,377,000","297,622,000","319,402,000","299,507,000","279,802,000","262,593,000","283,815,000","260,223,000","244,228,000","250,003,000","285,563,000","264,820,000","248,614,000","233,697,000","255,719,000","280,703,000","264,450,000","247,063,000","263,707,000","246,317,000","237,133,000","170,417,000","166,755,000","161,653,000","153,803,000","146,970,000","144,318,000","137,390,000","132,245,000","117,206,000","113,079,000","99,924,000","87,022,000","81,055,000","70,105,000","53,061,000","48,141,000","33,100,000","21,594,000","17,889,000","17,525,000","17,040,000","17,728,000","15,681,000","15,939,000","14,823,000","13,858,000","14,026,000","12,918,000","11,938,000","10,800,000","11,800,000","10,700,000","8,200,000","4,100,000","3,100,000","2,600,000","2,000,000","1,900,000","1,600,000","1,100,000","800,000"
	OperatingRevenue,"3,061,240,000","718,467,000","811,527,000","816,560,000","714,686,000","652,670,000","706,639,000","664,351,000","527,803,000","583,907,000","693,747,000","786,986,000","691,867,000","577,509,000","649,385,000","714,505,000","622,224,000","550,515,000","604,645,000","637,834,000","536,563,000","473,380,000","519,829,000","524,025,000","476,867,000","437,894,000","470,579,000","481,373,000","425,148,000","395,162,000","461,951,000","453,422,000","395,462,000","353,315,000","375,402,000","360,580,000","341,543,000","335,644,000","351,246,000","316,356,000","302,377,000","297,622,000","319,402,000","299,507,000","279,802,000","262,593,000","283,815,000","260,223,000","244,228,000","250,003,000","285,563,000","264,820,000","248,614,000","233,697,000","255,719,000","280,703,000","264,450,000","247,063,000","263,707,000","246,317,000","237,133,000","170,417,000","166,755,000","161,653,000","153,803,000","146,970,000","144,318,000","137,390,000","132,245,000","117,206,000","113,079,000","99,924,000","87,022,000","81,055,000","70,105,000","53,061,000","48,141,000","33,100,000","18,594,000","17,889,000","17,525,000","17,040,000","17,728,000","15,681,000","15,939,000","14,823,000","13,858,000","14,026,000","12,918,000","11,938,000","10,800,000","11,800,000","10,700,000","8,200,000","4,100,000","3,100,000","2,600,000","2,000,000","1,900,000","1,600,000","1,100,000","800,000"
CostOfRevenue,"1,923,904,000","458,153,000","510,497,000","484,438,000","470,816,000","434,516,000","459,634,000","407,598,000","350,011,000","359,456,000","403,758,000","405,081,000","393,811,000","353,833,000","395,334,000","388,236,000","361,512,000","343,324,000","377,482,000","364,815,000","317,346,000","296,607,000","321,001,000","300,159,000","281,759,000","271,626,000","290,100,000","282,313,000","258,079,000","251,357,000","289,690,000","274,814,000","242,637,000","226,338,000","235,995,000","223,551,000","214,295,000","219,087,000","225,094,000","200,378,000","192,589,000","193,998,000","203,919,000","190,534,000","175,392,000","170,884,000","181,435,000","167,439,000","160,836,000","165,861,000","186,276,000","173,493,000","165,053,000","153,548,000","166,480,000","191,999,000","179,425,000","165,953,000","177,756,000","165,079,000","160,411,000","120,664,000","115,874,000","112,488,000","105,761,000","101,353,000","100,450,000","95,779,000","92,157,000","82,372,000","78,265,000","69,192,000","61,128,000","56,674,000","47,115,000","34,723,000","32,134,000","20,005,000","8,012,000","7,848,000","6,743,000","7,006,000","6,923,000","7,147,000","6,939,000","7,092,000","6,050,000","5,408,000","6,487,000","6,812,000","5,400,000","6,000,000","5,600,000","5,800,000","4,000,000","2,400,000","1,900,000","2,000,000","6,200,000","900,000","800,000","400,000"
GrossProfit,"1,137,336,000","260,314,000","301,030,000","332,122,000","243,870,000","218,154,000","247,005,000","256,753,000","177,792,000","224,451,000","289,989,000","381,905,000","298,056,000","223,676,000","254,051,000","326,269,000","260,712,000","207,191,000","227,163,000","273,019,000","219,217,000","176,773,000","198,828,000","223,866,000","195,108,000","166,268,000","180,479,000","199,060,000","167,069,000","143,805,000","172,261,000","178,608,000","152,825,000","126,977,000","139,407,000","137,029,000","127,248,000","116,557,000","126,152,000","115,978,000","109,788,000","103,624,000","115,483,000","108,973,000","104,410,000","91,709,000","102,380,000","92,784,000","83,392,000","84,142,000","99,287,000","91,327,000","83,561,000","80,149,000","89,239,000","88,704,000","85,025,000","81,110,000","85,951,000","81,238,000","76,722,000","49,753,000","50,881,000","49,165,000","48,042,000","45,617,000","43,868,000","41,611,000","40,088,000","34,834,000","34,814,000","30,732,000","25,894,000","24,381,000","22,990,000","18,338,000","16,007,000","13,095,000","13,582,000","10,041,000","10,782,000","10,034,000","10,805,000","8,534,000","9,000,000","7,731,000","7,808,000","8,618,000","6,431,000","5,126,000","5,400,000","5,800,000","5,100,000","2,400,000","100,000","700,000","700,000","0","-4,300,000","700,000","300,000","400,000"
OperatingExpense,"888,432,000","223,611,000","233,444,000","217,628,000","213,749,000","207,705,000","196,205,000","189,214,000","174,509,000","192,849,000","182,776,000","187,915,000","180,159,000","167,582,000","175,841,000","175,356,000","170,343,000","161,719,000","154,274,000","156,118,000","150,240,000","135,487,000","140,722,000","133,398,000","135,798,000","124,379,000","125,255,000","128,786,000","119,889,000","111,642,000","122,772,000","127,876,000","118,697,000","102,595,000","104,874,000","101,003,000","99,448,000","97,399,000","99,298,000","91,783,000","89,934,000","87,782,000","92,485,000","88,851,000","85,610,000","74,492,000","81,219,000","72,522,000","66,850,000","65,913,000","76,829,000","69,242,000","65,537,000","60,567,000","67,480,000","69,936,000","67,727,000","69,004,000","54,895,000","62,804,000","60,773,000","37,681,000","36,289,000","36,035,000","35,794,000","33,289,000","29,159,000","27,767,000","27,566,000","23,112,000","23,363,000","20,758,000","18,528,000","17,868,000","17,298,000","14,648,000","13,223,000","11,944,000","14,485,000","10,656,000","9,829,000","9,888,000","10,556,000","9,472,000","10,630,000","11,379,000","12,817,000","13,545,000","12,724,000","12,325,000","11,700,000","11,400,000","12,100,000","10,200,000","7,900,000","6,200,000","5,400,000","3,400,000","-400,000","2,500,000","2,100,000","1,400,000"
	SellingGeneralAndAdministration,"752,949,000","190,621,000","198,419,000","183,719,000","180,190,000","174,444,000","162,654,000","156,802,000","144,267,000","162,033,000","153,285,000","160,069,000","152,392,000","140,942,000","148,546,000","148,895,000","144,080,000","135,717,000","128,764,000","131,413,000","127,062,000","113,850,000","119,116,000","113,278,000","116,283,000","105,091,000","107,016,000","110,793,000","103,376,000","94,362,000","104,136,000","108,555,000","101,349,000","86,445,000","88,659,000","86,073,000","83,209,000","79,730,000","83,268,000","75,620,000","73,836,000","71,906,000","76,575,000","74,027,000","70,831,000","59,548,000","66,112,000","58,233,000","53,298,000","51,365,000","61,690,000","54,802,000","51,996,000","47,664,000","54,320,000","55,439,000","53,114,000","54,554,000","53,088,000","49,326,000","48,202,000","29,731,000","28,509,000","28,647,000","28,731,000","26,470,000","23,227,000","21,994,000","21,921,000","18,087,000","18,764,000","16,543,000","15,095,000","14,314,000","14,155,000","11,581,000","10,127,000","9,188,000","8,756,000","8,137,000","7,727,000","7,579,000","7,994,000","7,227,000","8,504,000","9,200,000","10,263,000","10,921,000","10,020,000","9,592,000","8,700,000","8,900,000","9,800,000","7,800,000","6,100,000","4,900,000","4,300,000","2,500,000","-1,200,000","2,000,000","1,900,000","1,100,000"
		GeneralAndAdministrativeExpense,"752,949,000","190,621,000","198,419,000","183,719,000","180,190,000","174,444,000","162,654,000","156,802,000","144,267,000","162,033,000","153,285,000","160,069,000","152,392,000","140,942,000","148,546,000","148,895,000","144,080,000","135,717,000","128,764,000","131,413,000","127,062,000","113,850,000","119,116,000","113,278,000","116,283,000","105,091,000","107,016,000","110,793,000","103,376,000","94,362,000","104,136,000","108,555,000","101,349,000","86,445,000","88,659,000","86,073,000","83,209,000","79,730,000","83,268,000","75,620,000","73,836,000","71,906,000","76,575,000","74,027,000","70,831,000","59,548,000","66,112,000","58,233,000","53,298,000","51,365,000","61,690,000","54,802,000","51,996,000","47,664,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"495,936,000","126,765,000","128,679,000","119,421,000","121,071,000","115,668,000","110,373,000","101,577,000","90,952,000","101,240,000","102,045,000","101,354,000","98,550,000","92,795,000","89,895,000","93,108,000","91,723,000","85,706,000","78,170,000","82,134,000","78,620,000","71,863,000","75,446,000","71,899,000","73,838,000","67,237,000","67,004,000","67,070,000","64,760,000","60,328,000","64,691,000","64,587,000","60,368,000","53,574,000","54,946,000","52,819,000","51,752,000","48,727,000","49,431,000","45,549,000","44,809,000","44,266,000","44,412,000","43,969,000","43,758,000","36,335,000","37,757,000","35,007,000","31,448,000","32,172,000","35,033,000","34,733,000","31,085,000","28,596,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"257,013,000","63,856,000","69,740,000","64,298,000","59,119,000","58,776,000","52,281,000","55,225,000","53,315,000","60,793,000","51,240,000","58,715,000","53,842,000","48,147,000","58,651,000","55,787,000","52,357,000","50,011,000","50,594,000","49,279,000","48,442,000","41,987,000","43,670,000","41,379,000","42,445,000","37,854,000","40,012,000","43,723,000","38,616,000","34,034,000","39,445,000","43,968,000","40,981,000","32,871,000","33,713,000","33,254,000","31,457,000","31,003,000","33,837,000","30,071,000","29,027,000","27,640,000","32,163,000","30,058,000","27,073,000","23,213,000","28,355,000","23,226,000","21,850,000","19,193,000","26,657,000","20,069,000","20,911,000","19,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"135,483,000","32,990,000","35,025,000","33,909,000","33,559,000","33,261,000","33,551,000","32,412,000","30,242,000","30,816,000","29,491,000","27,846,000","27,767,000","26,640,000","27,295,000","26,461,000","26,263,000","26,002,000","25,510,000","24,705,000","23,178,000","21,637,000","21,606,000","20,120,000","19,515,000","19,288,000","18,239,000","17,993,000","16,513,000","17,280,000","18,636,000","19,321,000","17,348,000","16,150,000","16,215,000","14,930,000","16,239,000","17,669,000","16,030,000","16,163,000","16,098,000","15,876,000","15,910,000","14,824,000","14,779,000","14,944,000","15,107,000","14,289,000","13,552,000","14,548,000","15,139,000","14,440,000","13,541,000","12,903,000","13,160,000","14,497,000","14,613,000","14,450,000","13,998,000","13,478,000","12,571,000","7,950,000","7,780,000","7,388,000","7,063,000","6,819,000","5,932,000","5,773,000","5,645,000","5,025,000","4,599,000","4,215,000","3,433,000","3,554,000","3,143,000","3,067,000","3,096,000","2,756,000","2,729,000","2,519,000","2,102,000","2,309,000","2,562,000","2,245,000","2,126,000","2,179,000","2,554,000","2,624,000","2,704,000","2,733,000","3,000,000","2,500,000","2,300,000","2,400,000","1,800,000","1,300,000","1,100,000","900,000","800,000","500,000","200,000","300,000"
