name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"1,973,200,000","1,983,764,000","1,814,707,000","1,741,380,000","1,782,898,000","1,766,910,000","1,764,306,000","1,820,126,000","1,753,861,000","1,854,009,000","1,886,730,000","1,889,898,000","1,919,676,000","1,914,504,000","1,884,628,000","1,911,585,000","2,905,323,000","2,941,188,000","2,908,363,000","2,344,251,000","2,315,519,000","2,334,572,000","2,297,979,000","2,314,173,000","2,323,673,000","2,357,737,000","2,577,305,000","2,570,664,000","2,607,710,000","2,154,859,000","2,207,422,000","2,322,634,000","2,609,349,000","2,660,767,000","2,329,951,000","2,524,841,000","2,071,113,000","2,062,476,000","1,983,264,000","1,942,024,000","1,882,760,000","1,856,179,000","1,657,709,000","1,795,601,000","2,330,603,000","2,444,006,000","2,924,082,000","2,391,965,000","2,492,188,000","2,470,144,000","2,621,463,000","2,550,173,000","2,432,643,000","2,573,232,000","2,690,172,000","2,949,313,000","3,066,441,000","4,023,113,000","4,026,472,000","3,689,869,000","3,625,422,000","3,974,253,000","3,983,208,000","3,858,625,000","3,209,835,000","3,172,899,000","2,979,138,000","3,118,663,000","2,705,908,000","2,592,874,000","2,457,509,000","2,429,087,000","2,201,638,000","2,100,217,000","2,214,928,000","2,226,411,000","2,368,192,000","2,391,318,000","2,598,923,000","2,692,453,000","7,528,835,000","7,537,508,000","6,394,666,000","6,768,748,000","17,885,321,000","19,195,222,000","20,525,479,000","21,534,977,000","1,888,544,000","341,166,000","243,000,000","196,800,000","189,000,000","64,300,000","63,600,000","61,400,000","63,900,000"
	CurrentAssets,"1,267,700,000","1,268,735,000","1,264,410,000","1,189,067,000","1,235,550,000","1,217,940,000","1,206,126,000","1,249,648,000","1,185,495,000","1,278,589,000","1,298,146,000","1,295,382,000","1,315,267,000","1,317,034,000","1,235,982,000","1,228,915,000","2,408,528,000","2,446,153,000","2,406,020,000","1,844,090,000","1,817,224,000","1,842,342,000","1,794,968,000","1,944,655,000","1,946,057,000","1,967,924,000","1,941,140,000","1,930,507,000","1,939,984,000","1,490,607,000","1,522,987,000","1,597,043,000","1,790,198,000","1,803,199,000","1,861,743,000","2,053,291,000","1,615,199,000","1,643,464,000","1,530,489,000","1,530,611,000","1,473,683,000","1,447,781,000","1,363,690,000","1,525,140,000","2,060,098,000","2,177,957,000","2,656,904,000","2,120,243,000","1,743,440,000","1,709,058,000","1,896,758,000","1,816,875,000","1,701,836,000","1,624,835,000","1,507,951,000","1,373,110,000","929,419,000","1,749,573,000","1,536,009,000","1,191,271,000","1,098,433,000","1,332,364,000","1,346,096,000","1,340,167,000","1,129,497,000","1,228,275,000","1,126,871,000","1,288,287,000","1,162,212,000","1,006,123,000","857,764,000","796,897,000","827,397,000","880,407,000","761,156,000","683,320,000","665,982,000","604,304,000","607,757,000","610,712,000","674,550,000","1,090,559,000","984,167,000","1,016,861,000","1,100,262,000","1,186,432,000","1,262,992,000","1,212,151,000","167,606,000","182,842,000","184,900,000","175,900,000","174,900,000","53,700,000","53,300,000","51,300,000","54,200,000"
		CashCashEquivalentsAndShortTermInvestments,"1,209,600,000","1,205,805,000","1,198,421,000","1,122,989,000","1,181,176,000","1,166,907,000","1,150,359,000","1,194,573,000","1,138,632,000","1,218,059,000","1,230,011,000","1,224,942,000","1,252,990,000","1,269,669,000","1,178,966,000","1,171,275,000","2,356,462,000","2,414,751,000","2,365,727,000","1,808,443,000","1,786,372,000","1,797,907,000","1,757,711,000","1,906,996,000","1,895,829,000","1,915,430,000","1,890,958,000","1,884,809,000","1,871,322,000","1,424,684,000","1,474,718,000","1,545,471,000","1,717,208,000","1,723,285,000","1,806,814,000","1,997,462,000","1,562,447,000","1,556,436,000","1,492,252,000","1,438,018,000","1,385,843,000","1,346,209,000","1,234,924,000","1,394,750,000","1,946,840,000","2,060,866,000","2,549,143,000","1,337,279,000","1,550,431,000","1,477,166,000","1,432,306,000","1,308,352,000","942,386,000","789,068,000","652,319,000","621,565,000","484,510,000","1,376,722,000","1,122,407,000","750,825,000","670,953,000","699,840,000","659,814,000","682,963,000","759,433,000","854,832,000","748,180,000","881,539,000","820,712,000","737,425,000","605,707,000","573,785,000","657,867,000","723,686,000","598,838,000","512,203,000","475,138,000","403,904,000","327,036,000","281,652,000","305,755,000","726,697,000","714,783,000","798,174,000","909,930,000","1,026,275,000","1,091,300,000","1,044,815,000","123,640,000","156,480,000","160,100,000","154,700,000","108,900,000","22,800,000","18,100,000","22,900,000","12,200,000"
			CashAndCashEquivalents,"758,500,000","223,487,000","256,869,000","216,497,000","246,811,000","401,194,000","145,701,000","306,701,000","498,693,000","508,196,000","109,288,000","751,580,000","779,625,000","357,415,000","231,571,000","256,396,000","1,703,722,000","465,851,000","286,822,000","242,426,000","454,592,000","231,945,000","177,785,000","170,966,000","234,025,000","228,659,000","177,871,000","187,286,000","705,879,000","191,608,000","233,949,000","237,361,000","267,053,000","339,223,000","117,591,000","578,301,000","78,620,000","130,736,000","270,455,000","315,621,000","1,353,040,000","1,313,349,000","1,202,788,000","1,220,165,000","1,440,826,000","1,559,628,000","2,060,195,000","862,923,000","1,090,030,000","1,477,166,000","1,432,306,000","1,308,352,000","942,386,000","789,068,000","403,525,000","621,017,000","483,025,000","1,376,722,000","1,061,312,000","656,517,000","523,024,000","501,184,000","439,250,000","426,425,000","431,250,000","476,826,000","309,944,000","449,579,000","389,377,000","330,641,000","231,447,000","326,272,000","406,684,000","393,787,000","380,824,000","397,626,000","317,977,000","282,288,000","212,650,000","177,293,000","186,117,000","306,054,000","565,717,000","450,014,000","363,649,000","460,362,000","497,549,000","1,013,527,000","108,383,000","70,382,000","69,500,000","92,200,000","108,900,000","22,800,000","18,100,000","22,900,000","12,200,000"
			OtherShortTermInvestments,"451,100,000","982,318,000","941,552,000","906,492,000","934,365,000","765,713,000","1,004,658,000","887,872,000","639,939,000","709,863,000","1,120,723,000","473,362,000","473,365,000","912,254,000","947,395,000","914,879,000","652,740,000","1,948,900,000","2,078,905,000","1,566,017,000","1,331,780,000","1,565,962,000","1,579,926,000","1,736,030,000","1,661,804,000","1,686,771,000","1,713,087,000","1,697,523,000","1,165,443,000","1,233,076,000","1,240,769,000","1,308,110,000","1,450,155,000","1,384,062,000","1,689,223,000","1,419,161,000","1,483,827,000","1,425,700,000","1,221,797,000","1,122,397,000","32,803,000","32,860,000","32,136,000","174,585,000","506,014,000","501,238,000","488,948,000","474,356,000","460,401,000",,,,,,"248,794,000","548,000","1,485,000",,"61,095,000","94,308,000","147,929,000","198,656,000","220,564,000","256,538,000","328,183,000","378,006,000","438,236,000","431,960,000","431,335,000","406,784,000","374,260,000","247,513,000","251,183,000","329,899,000","218,014,000","114,577,000","157,161,000","121,616,000","114,386,000","104,359,000","119,638,000","420,643,000","149,066,000","348,160,000","546,281,000","565,913,000","593,751,000","31,288,000","15,257,000","86,098,000","90,600,000","62,500,000",,,,,
		Receivables,"6,700,000","12,953,000","9,153,000","9,785,000","6,315,000","8,214,000","6,356,000","5,338,000","5,047,000","17,356,000","22,852,000","24,634,000","25,413,000","10,480,000","12,069,000","10,488,000","10,113,000","11,458,000","16,610,000","13,454,000","13,316,000","28,379,000","19,481,000","17,190,000","30,136,000","35,736,000","33,172,000","28,790,000","35,495,000","38,269,000","24,114,000","23,310,000","42,822,000","53,515,000","29,425,000","28,396,000","28,848,000","26,533,000","11,270,000","12,653,000","13,553,000","14,974,000","14,831,000","14,516,000","15,852,000","14,874,000","16,826,000","16,194,000","58,528,000","63,133,000","73,247,000","77,372,000","80,783,000","111,702,000","88,889,000","125,138,000","174,354,000","208,799,000","220,232,000","205,996,000","219,562,000","409,848,000","406,844,000","377,036,000","265,511,000","271,883,000","271,210,000","279,985,000","257,735,000","198,317,000","183,418,000","147,946,000","107,209,000","100,120,000","99,660,000","101,122,000","119,423,000","134,124,000","206,000,000","247,098,000","282,702,000","314,923,000","228,376,000","189,622,000","161,150,000","128,011,000","83,507,000","55,685,000","33,872,000","22,727,000","20,000,000","16,500,000","13,200,000","9,800,000","8,500,000","4,300,000","4,100,000"
			AccountsReceivable,"5,200,000","5,284,000","5,062,000","4,956,000","5,135,000","4,642,000","6,356,000","5,338,000","5,047,000","1,524,000","4,142,000","5,257,000","5,995,000","6,029,000","8,397,000","6,403,000","6,117,000","5,111,000","12,584,000","9,496,000","8,054,000","13,051,000","15,767,000","15,086,000","16,188,000","12,638,000","14,714,000","14,418,000","14,656,000","13,448,000","16,081,000","13,810,000","15,437,000","13,631,000","14,823,000","13,556,000","13,617,000","11,477,000","11,270,000","12,653,000","13,553,000","14,974,000","14,831,000","14,516,000","15,852,000","14,874,000","16,826,000","16,194,000","58,528,000","63,133,000","73,247,000","77,372,000","80,783,000","83,749,000","68,189,000","125,138,000","174,354,000","208,799,000","220,232,000","205,996,000","219,562,000","329,848,000","326,844,000","297,036,000","265,511,000","271,883,000","271,210,000","279,985,000","257,735,000","198,317,000","183,418,000","147,946,000","107,209,000","100,120,000","99,660,000","101,122,000","119,423,000","134,124,000","206,000,000","247,098,000","282,702,000","314,923,000","228,376,000","189,622,000","161,150,000",,,,,,,,,,,,
			TaxesReceivable,"1,500,000","7,669,000","4,091,000","4,829,000","1,180,000","3,572,000",,,,"1,111,000","3,989,000","4,656,000","4,697,000","4,451,000","3,672,000","4,085,000","3,996,000","6,347,000","4,026,000","3,958,000","5,262,000","15,328,000","3,714,000","2,104,000","13,948,000","23,098,000","18,458,000","14,372,000","20,839,000","24,821,000","8,033,000","9,500,000","27,385,000","39,884,000","14,602,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,"14,721,000","14,721,000","14,721,000","14,721,000",,,,,,,,,,,,,,,,,,,,,,,"14,840,000","15,231,000","15,056,000",,,,,,,,,,,,,,,,"27,953,000","20,700,000",,,,,,,"80,000,000","80,000,000","80,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"50,300,000","48,996,000","55,702,000","54,664,000","46,528,000","40,574,000","44,610,000","47,034,000","38,897,000","41,535,000","43,799,000","44,106,000","35,327,000","34,805,000","40,337,000","42,590,000","37,746,000","15,787,000","20,004,000","20,745,000","16,076,000","14,385,000","16,043,000","18,194,000","15,718,000","14,823,000","16,018,000","16,060,000","21,401,000","16,190,000","12,789,000","16,889,000","17,300,000","13,502,000","13,941,000","15,663,000","12,272,000","15,413,000",,,,,,"115,874,000","97,406,000",,"90,935,000","85,021,000","134,481,000","167,716,000","151,003,000","167,160,000","172,807,000","22,775,000","29,135,000","160,203,000","28,207,000","25,344,000","31,814,000","37,441,000","96,536,000","73,416,000","87,485,000","75,197,000","82,828,000","80,079,000","90,191,000","87,266,000","64,867,000","51,324,000","57,666,000","63,683,000","51,118,000","45,935,000","56,121,000","63,471,000","65,396,000","56,618,000","74,721,000","81,962,000","86,093,000","48,939,000","41,008,000","29,065,000","29,182,000",,,,,,,,,,,,
