name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
				Leases,"12,507,000","11,660,000","11,844,000","11,091,000","10,174,000","9,984,000","9,218,000","9,183,000","8,276,000","6,621,000","5,859,000","5,402,000",
			AccumulatedDepreciation,"-19,601,000","-18,486,000","-19,263,000","-18,075,000","-16,909,000","-15,706,000","-15,086,000","-13,876,000","-12,812,000","-11,784,000","-11,100,000","-10,250,000",
		GoodwillAndOtherIntangibleAssets,"127,995,000","127,995,000","127,995,000","127,253,000","117,578,000","113,932,000","89,226,000","82,038,000","77,704,000","74,740,000","74,748,000","70,740,000","56,106,000"
			Goodwill,"74,265,000","74,265,000","73,785,000","73,364,000","68,179,000","66,444,000","49,093,000","45,372,000","42,837,000","41,233,000","41,233,000","42,392,000","30,892,000"
			OtherIntangibleAssets,"53,730,000","53,730,000","54,210,000","53,889,000","49,399,000","47,488,000","40,133,000","36,666,000","34,867,000","33,507,000","33,515,000","28,348,000","25,214,000"
		NonCurrentDeferredAssets,"2,099,000","3,848,000","2,011,000","1,987,000","1,969,000","2,097,000",,,,,,,
			NonCurrentDeferredTaxesAssets,"2,099,000","3,848,000","2,011,000","1,987,000","1,969,000","2,097,000",,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,"1,639,000","2,100,000","1,400,000",,,
		OtherNonCurrentAssets,"5,412,000","4,828,000","6,041,000","5,691,000","4,786,000","4,814,000","8,756,000","3,932,000","4,246,000","3,355,000","1,559,000","2,611,000","2,464,000"
TotalLiabilitiesNetMinorityInterest,"389,504,000","416,053,000","415,353,000","419,827,000","414,605,000","405,804,000","390,771,000","386,745,000","382,802,000","376,639,000","278,672,000","270,177,000","32,863,000"
	CurrentLiabilities,"68,605,000","71,635,000","76,531,000","82,822,000","88,440,000","89,015,000","83,269,000","80,461,000","48,983,000","51,192,000","50,593,000","43,033,000","29,547,000"
		PayablesAndAccruedExpenses,"49,269,000","47,850,000","46,407,000","45,187,000","44,339,000","50,867,000","39,902,000","37,259,000","34,220,000","36,970,000","35,090,000","28,374,000","29,547,000"
			Payables,"15,337,000","14,750,000","13,669,000","11,892,000","11,968,000","13,407,000","11,208,000","10,379,000","11,487,000","11,935,000","8,053,000","7,779,000","4,390,000"
				AccountsPayable,"10,910,000","10,553,000","9,763,000","8,321,000","8,581,000","9,761,000","7,773,000","7,224,000","8,312,000","8,653,000","4,744,000","4,902,000","4,390,000"
				TotalTaxPayable,"912,000","1,102,000","1,120,000","897,000","872,000","982,000","1,018,000","866,000","906,000","1,130,000","1,200,000","876,000",
				OtherPayable,"3,515,000","3,095,000","2,786,000","2,674,000","2,515,000","2,664,000","2,417,000","2,289,000","2,269,000","2,152,000","2,109,000","2,001,000",
			CurrentAccruedExpenses,"33,932,000","33,100,000","32,738,000","33,295,000","32,371,000","37,460,000","28,694,000","26,880,000","22,733,000","25,035,000","27,037,000","20,595,000","25,157,000"
		CurrentDebtAndCapitalLeaseObligation,"16,379,000","16,118,000","15,399,000","15,233,000","14,606,000","14,106,000","13,897,000","13,369,000","12,975,000","12,285,000","13,611,000","13,152,000",
			CurrentCapitalLeaseObligation,"16,379,000","16,118,000","15,399,000","15,233,000","14,606,000","14,106,000","13,897,000","13,369,000","12,975,000","12,285,000","13,611,000","13,152,000",
		CurrentDeferredLiabilities,"2,957,000","7,667,000","14,725,000","22,402,000","29,495,000","24,042,000","29,470,000","29,833,000","1,788,000","1,937,000","1,892,000","1,507,000",
			CurrentDeferredRevenue,"2,957,000","7,667,000","14,725,000","22,402,000","29,495,000","24,042,000","29,470,000","29,833,000","1,788,000","1,937,000","1,892,000","1,507,000",
		OtherCurrentLiabilities,,,,,,,,,,,,,"12,371,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"320,899,000","344,418,000","338,822,000","337,005,000","326,165,000","316,789,000","307,502,000","306,284,000","333,819,000","325,447,000","228,079,000","227,144,000","3,316,000"
		LongTermDebtAndCapitalLeaseObligation,"315,593,000","339,125,000","329,981,000","329,273,000","319,226,000","304,892,000","298,599,000","301,263,000","330,939,000","322,570,000","227,388,000","226,453,000",
			LongTermDebt,"56,501,000","51,372,000","42,742,000","38,113,000","24,971,000","8,277,000","696,000","642,000","27,562,000","18,526,000",,,
			LongTermCapitalLeaseObligation,"259,092,000","287,753,000","287,239,000","291,160,000","294,255,000","296,615,000","297,903,000","300,621,000","303,377,000","304,044,000","227,388,000","226,453,000",
		OtherNonCurrentLiabilities,"5,306,000","5,293,000","8,841,000","7,732,000","6,939,000","11,897,000","8,903,000","5,021,000","2,880,000","2,877,000","691,000","691,000","3,316,000"
TotalEquityGrossMinorityInterest,"117,932,000","114,244,000","113,847,000","109,982,000","104,719,000","101,172,000","89,339,000","82,501,000","76,185,000","71,111,000","84,356,000","86,488,000","65,288,000"
	StockholdersEquity,"113,743,000","110,199,000","109,596,000","105,607,000","100,163,000","96,579,000","89,339,000","82,501,000","76,185,000","71,111,000","71,104,000","73,315,000","55,856,000"
		CapitalStock,"29,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000",,,
			CommonStock,"29,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000",,,
		AdditionalPaidInCapital,"98,124,000","95,595,000","92,843,000","90,099,000","87,305,000","84,671,000","81,451,000","79,012,000","76,976,000","74,882,000",,,
		RetainedEarnings,"15,655,000","14,641,000","16,790,000","15,545,000","12,895,000","11,945,000","7,925,000","3,518,000","-819,000","-3,799,000",,,
		TreasuryStock,"65,000","65,000","65,000","65,000","65,000","65,000","65,000","57,000",,,,,
	MinorityInterest,"4,189,000","4,045,000","4,251,000","4,375,000","4,556,000","4,593,000",,,,"0","13,252,000","13,173,000","9,432,000"
TotalCapitalization,"170,244,000","161,571,000","152,338,000","143,720,000","125,134,000","104,856,000","90,035,000","83,143,000","103,747,000","89,637,000","71,104,000","73,315,000","55,856,000"
CommonStockEquity,"113,743,000","110,199,000","109,596,000","105,607,000","100,163,000","96,579,000","89,339,000","82,501,000","76,185,000","71,111,000","71,104,000","73,315,000","55,856,000"
CapitalLeaseObligations,"275,471,000","303,871,000","302,638,000","306,393,000","308,861,000","310,721,000","311,800,000","313,990,000","316,352,000","316,329,000","240,999,000","239,605,000",
NetTangibleAssets,"-14,252,000","-17,796,000","-18,399,000","-21,646,000","-17,415,000","-17,353,000","113,000","463,000","-1,519,000","-3,629,000","-3,644,000","2,575,000","-250,000"
WorkingCapital,"12,907,000","4,206,000","-1,572,000","-9,344,000","-16,741,000","-29,416,000","-29,818,000","-28,031,000","-2,976,000","-12,509,000","-16,692,000","-10,825,000","-424,000"
InvestedCapital,"170,244,000","161,571,000","152,338,000","143,720,000","125,134,000","104,856,000","90,035,000","83,143,000","103,747,000","89,637,000","71,104,000","73,315,000","55,856,000"
TangibleBookValue,"-14,252,000","-17,796,000","-18,399,000","-21,646,000","-17,415,000","-17,353,000","113,000","463,000","-1,519,000","-3,629,000","-3,644,000","2,575,000","-250,000"
TotalDebt,"331,972,000","355,243,000","345,380,000","344,506,000","333,832,000","318,998,000","312,496,000","314,632,000","343,914,000","334,855,000","240,999,000","239,605,000",
NetDebt,"52,874,000","46,182,000","39,035,000","35,234,000","19,366,000","8,234,000",,,"22,730,000","18,124,000",,,
ShareIssued,"28,829,000","28,502,000","28,467,000","28,358,000","28,280,000","28,246,000","28,122,000","27,970,000","28,476,000","28,435,000","28,000,000","28,000,000","28,000,000"
OrdinarySharesNumber,"28,826,000","28,499,000","28,464,000","28,355,000","28,277,000","28,243,000","28,119,000","27,968,000","27,908,000","27,853,000","28,000,000","28,000,000","28,000,000"
TreasurySharesNumber,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,000","568,000","582,000",,,
