name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"371,375,000","74,813,000","112,135,000","99,889,000","84,538,000","79,634,000","67,896,000","61,809,000","68,989,000","51,922,000","59,699,000","118,407,000","31,340,000","17,938,000","34,448,000","40,305,000","33,720,000","25,872,000","36,759,000","32,316,000","17,420,000","9,674,000","16,490,000"
	CashFlowFromContinuingOperatingActivities,"371,375,000","74,813,000","112,135,000","99,889,000","84,538,000","79,634,000","67,896,000","61,809,000","68,989,000","51,922,000","59,699,000","118,407,000","31,340,000","17,938,000","34,448,000","40,305,000","33,720,000","25,872,000","36,759,000","32,316,000","17,420,000","9,674,000","16,490,000"
		NetIncomeFromContinuingOperations,"284,460,000","71,273,000","69,742,000","74,175,000","69,270,000","65,202,000","54,895,000","55,741,000","44,720,000","57,166,000","37,589,000","25,992,000","14,383,000","14,527,000","13,915,000","20,590,000","18,675,000","10,524,000","11,209,000","7,850,000","2,354,000","4,413,000","-2,688,000"
		OperatingGainsLosses,"3,666,000","1,612,000","104,000","739,000","1,211,000","2,873,000","1,652,000","758,000","-137,000","1,054,000","2,451,000","4,572,000","150,000","4,000","224,000","167,000","202,000","6,195,000","319,000","-65,000",,,
			EarningsLossesFromEquityInvestments,"296,000","57,000","104,000","70,000","65,000","92,000","193,000","0","0","0","0","-2,837,000","150,000","4,000","224,000","167,000","202,000","137,000","319,000","-65,000","173,000","0",
		DepreciationAmortizationDepletion,"25,062,000","10,607,000","5,384,000","4,377,000","4,694,000","4,385,000","4,229,000","3,936,000","4,166,000","4,050,000","5,620,000","7,768,000","5,263,000","5,222,000","5,360,000","5,574,000","5,931,000","6,412,000","6,570,000","7,055,000","8,131,000","8,154,000","8,654,000"
			DepreciationAndAmortization,"25,062,000","10,607,000","5,384,000","4,377,000","4,694,000","4,385,000","4,229,000","3,936,000","4,166,000","4,050,000","5,620,000","7,768,000","5,263,000","5,222,000","5,360,000","5,574,000","5,931,000","6,412,000","6,570,000","7,055,000","8,131,000","8,154,000","8,654,000"
		DeferredTax,"21,113,000","7,894,000","3,372,000","5,493,000","4,354,000","6,269,000","9,160,000","13,532,000","4,725,000","7,182,000","-4,055,000","235,000","1,715,000","1,360,000","-835,000","2,746,000","-1,156,000","3,361,000","2,305,000","5,237,000","913,000","2,736,000","-1,048,000"
			DeferredIncomeTax,"21,113,000","7,894,000","3,372,000","5,493,000","4,354,000","6,269,000","9,160,000","13,532,000","4,725,000","7,182,000","-4,055,000","235,000","1,715,000","1,360,000","-835,000","2,746,000","-1,156,000","3,361,000","2,305,000","5,237,000","913,000","2,736,000","-1,048,000"
		AmortizationOfSecurities,"-385,000","452,000","602,000","371,000","-1,810,000","-2,720,000","-3,090,000","-837,000","-2,702,000","4,971,000","-478,000","477,000","-428,000","-1,458,000","3,133,000","-139,000","-246,000","124,000","135,000","-490,000","-86,000","-179,000","-60,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,"2,418,000",,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,"-3,090,000","-837,000","-2,702,000","4,971,000","-478,000","477,000","-428,000","-1,458,000","3,133,000","-139,000","-246,000","124,000","135,000","-490,000","-86,000","-179,000","-60,000"
		StockBasedCompensation,"21,819,000","4,792,000","5,719,000","4,303,000","7,005,000","9,471,000","8,332,000","4,741,000","6,674,000","2,772,000","8,196,000","5,185,000","4,819,000","3,924,000","2,828,000","5,084,000","5,181,000","4,253,000","2,854,000","5,811,000","4,909,000","3,605,000","3,132,000"
		OtherNonCashItems,"11,512,000","-2,235,000","3,975,000","3,211,000","6,561,000","3,483,000","10,557,000","3,105,000","6,432,000","-4,326,000","21,180,000","1,396,000","609,000","593,000","1,261,000","819,000","761,000","995,000","1,361,000","-35,000","3,676,000","1,640,000","1,284,000"
