name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
OperatingCashFlow,"1,427,000,000","419,000,000","140,000,000","121,000,000","747,000,000","-936,000,000","421,000,000","356,000,000","508,000,000","-76,000,000","459,000,000","302,000,000","418,000,000","131,000,000","234,000,000","580,000,000","653,000,000","401,000,000","455,300,000","567,500,000","605,000,000","-49,800,000","1,107,600,000","819,700,000","1,006,100,000","652,600,000","559,300,000","1,203,200,000","429,500,000","1,053,700,000","712,400,000","1,098,800,000","1,030,800,000","786,600,000","321,300,000","1,652,200,000","1,318,300,000","-28,400,000","860,100,000","1,075,000,000","1,022,700,000","324,300,000","1,096,900,000","1,595,600,000"
	CashFlowFromContinuingOperatingActivities,"1,438,000,000","419,000,000","140,000,000","121,000,000","758,000,000","-697,000,000","572,000,000","261,000,000","884,000,000","-100,000,000","561,000,000","302,000,000","418,000,000","131,000,000","234,000,000","580,000,000","-771,000,000","363,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,"-11,000,000","0","0","0","-11,000,000","-239,000,000","-151,000,000","95,000,000","-376,000,000","24,000,000","-102,000,000","0","0","0","0","0","1,424,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-1,182,000,000","-403,000,000","-578,000,000","-600,000,000","181,000,000","670,000,000","-636,000,000","-875,000,000","-139,000,000","-811,000,000","-374,000,000","-954,000,000","117,000,000","-44,000,000","-333,000,000","-36,000,000","-149,000,000","236,000,000","-144,100,000","-1,582,200,000","-892,500,000","190,800,000","-1,169,200,000","-1,924,000,000","343,100,000","-933,300,000","-529,000,000","-2,068,100,000","-430,900,000","-1,245,900,000","-260,700,000","-1,589,600,000","-419,700,000","-1,043,900,000","938,100,000","-922,500,000","-2,828,400,000","927,200,000","-1,167,100,000","282,000,000","-1,954,900,000","464,100,000","-1,540,000,000","-517,500,000"
	CashFlowFromContinuingInvestingActivities,"-1,282,000,000","-403,000,000","-360,000,000","-700,000,000","181,000,000","76,000,000","-496,000,000","-733,000,000","-158,000,000","-570,000,000","124,000,000","-954,000,000","245,000,000","-44,000,000","-333,000,000","-36,000,000","182,000,000","-129,000,000","1,116,900,000","-1,582,200,000","-892,500,000","190,800,000","-1,169,200,000","-1,924,000,000","343,100,000","-933,300,000","-529,000,000","-2,068,100,000","-430,900,000","-1,245,900,000","-260,700,000","-1,589,600,000","-419,700,000","-1,043,900,000","938,100,000","-922,500,000","-2,828,400,000","927,200,000","-1,167,100,000","282,000,000","-1,954,900,000","464,100,000","-1,540,000,000","-517,500,000"
		NetBusinessPurchaseAndSale,"-874,000,000","-258,000,000","-530,000,000","-242,000,000","156,000,000","149,000,000","-272,000,000","-25,000,000","-226,000,000","-184,000,000","-171,000,000","-477,000,000","-285,000,000","-64,000,000","205,000,000","134,000,000","63,000,000","-74,000,000","88,800,000","77,600,000","-426,900,000","175,500,000","46,800,000","168,500,000","268,600,000","-2,300,000","-168,600,000","-899,700,000","-649,600,000","-553,500,000","-290,700,000","-636,900,000","-576,400,000","-644,500,000","-46,100,000","-166,700,000","-441,200,000","-31,800,000","-320,500,000","137,100,000","43,200,000","-212,700,000","-422,100,000","-300,000"
			PurchaseOfBusiness,"-3,120,000,000","-766,000,000","-952,000,000","-632,000,000","-770,000,000","-232,000,000","-489,000,000","-210,000,000","-436,000,000","-318,000,000","-297,000,000","-698,000,000","-628,000,000","-165,000,000","-365,000,000","-245,000,000","-573,000,000","-192,000,000","-352,500,000","-406,200,000","-1,122,600,000","-486,700,000","-860,900,000","-541,000,000","-491,300,000","-278,700,000","-1,602,600,000","-2,641,900,000","-2,392,700,000","-1,354,400,000","-1,269,000,000","-1,491,000,000","-1,785,700,000","-1,277,200,000","-921,700,000","-1,397,300,000","-1,412,300,000","-623,600,000","-1,457,900,000","-353,600,000","-761,700,000","-457,300,000","-1,039,900,000","-1,056,100,000"
			SaleOfBusiness,"2,246,000,000","508,000,000","422,000,000","390,000,000","926,000,000","381,000,000","217,000,000","185,000,000","210,000,000","134,000,000","126,000,000","221,000,000","343,000,000","101,000,000","570,000,000","379,000,000","636,000,000","118,000,000","441,300,000","483,800,000","695,700,000","662,200,000","907,700,000","709,500,000","759,900,000","276,400,000","1,434,000,000","1,742,200,000","1,743,100,000","800,900,000","978,300,000","854,100,000","1,209,300,000","632,700,000","875,600,000","1,230,600,000","971,100,000","591,800,000","1,137,400,000","490,700,000","804,900,000","244,600,000","617,800,000","1,055,800,000"
		NetInvestmentPurchaseAndSale,"-615,000,000","-250,000,000","112,000,000","-427,000,000","-50,000,000","-572,000,000","-257,000,000","-750,000,000","-101,000,000","-189,000,000","290,000,000","-591,000,000","486,000,000","-80,000,000","-557,000,000","-257,000,000","22,000,000","112,000,000","740,500,000","-1,514,800,000","-259,500,000","779,800,000","-281,900,000","-1,882,200,000","-90,300,000","-833,900,000","-320,500,000","-1,376,200,000","771,300,000","-673,400,000","-404,800,000","-527,900,000","398,500,000","-561,900,000","1,172,800,000","-691,800,000","-2,031,400,000","1,593,300,000","-2,318,600,000","95,200,000","-2,725,600,000","947,100,000","-1,617,200,000","-962,400,000"
			PurchaseOfInvestment,"-8,110,000,000","-2,187,000,000","-2,335,000,000","-1,869,000,000","-1,719,000,000","-2,186,000,000","-1,803,000,000","-2,051,000,000","-1,519,000,000","-1,538,000,000","-248,000,000","-2,114,000,000","-1,606,000,000","-2,542,000,000","-2,474,000,000","-1,640,000,000","-2,635,000,000","-2,266,000,000","1,539,300,000","-3,884,500,000","-3,218,900,000","-3,281,900,000","-4,266,300,000","-3,339,700,000","-3,209,600,000","-4,221,500,000","-3,901,600,000","-4,222,800,000","-2,639,000,000","-2,951,700,000","-3,823,100,000","-3,124,800,000","-3,001,200,000","-3,064,600,000","-4,762,800,000","-3,810,600,000","-5,676,800,000","-4,812,200,000","-3,680,300,000","-5,139,600,000","-4,271,000,000","-4,243,200,000","-5,413,800,000","-4,027,000,000"
			SaleOfInvestment,"7,495,000,000","1,937,000,000","2,447,000,000","1,442,000,000","1,669,000,000","1,614,000,000","1,546,000,000","1,301,000,000","1,418,000,000","1,349,000,000","538,000,000","1,523,000,000","2,092,000,000","2,462,000,000","1,917,000,000","1,383,000,000","2,657,000,000","2,378,000,000","-798,800,000","2,369,700,000","2,959,400,000","4,061,700,000","3,984,400,000","1,457,500,000","3,119,300,000","3,387,600,000","3,581,100,000","2,846,600,000","3,410,300,000","2,278,300,000","3,418,300,000","2,596,900,000","3,399,700,000","2,502,700,000","5,935,600,000","3,118,800,000","3,645,400,000","6,405,500,000","1,361,700,000","5,234,800,000","1,545,400,000","5,190,300,000","3,796,600,000","3,064,600,000"
