name,ttm,03/31/2022,12/31/2021
MarketCap,"2,286,290,691","3,459,264,987","4,143,410,565"
EnterpriseValue,"2,395,027,691","3,636,601,987","4,823,889,565"
ForwardPeRatio,"27.933","44.843",
PsRatio,"4.242","5.83","8.028"
PbRatio,"1.421","2.124","3.506"
EnterprisesValueRevenueRatio,"4.444","26.476","33.348"
EnterprisesValueEBITDARatio,"39.057","764.313","249.761"
