name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017
TotalAssets,"863,646,000","898,248,000","929,422,000","819,149,000","833,721,000","856,022,000","880,224,000","769,429,000","781,629,000","799,728,000","797,328,000","616,066,000","591,482,000","557,051,000","550,792,000","481,585,000","449,870,000","416,402,000","298,711,000","257,205,000"
	CurrentAssets,"533,819,000","531,452,000","572,770,000","521,804,000","495,416,000","539,321,000","597,433,000","466,310,000","458,471,000","486,330,000","485,487,000","482,404,000","442,597,000","413,436,000","398,313,000","417,006,000","386,723,000","358,121,000","235,506,000","197,762,000"
		CashCashEquivalentsAndShortTermInvestments,"234,750,000","266,930,000","312,115,000","231,331,000","222,926,000","306,988,000","388,325,000","286,492,000","241,584,000","300,581,000","297,283,000","314,208,000","291,608,000","276,859,000","258,326,000","297,516,000","287,257,000","266,374,000","131,096,000","110,608,000"
			CashAndCashEquivalents,"137,721,000","193,878,000","249,677,000","129,785,000","124,737,000","140,031,000","200,346,000","143,455,000","96,840,000","165,989,000","151,779,000","170,932,000","143,829,000","167,496,000","173,341,000","297,516,000","287,257,000","266,374,000","131,096,000","110,608,000"
				CashFinancial,,,,,,,,,,,,,,,,"297,516,000","287,257,000","266,374,000","131,096,000","110,608,000"
			OtherShortTermInvestments,"97,029,000","73,052,000","62,438,000","101,546,000","98,189,000","166,957,000","187,979,000","143,037,000","144,744,000","134,592,000","145,504,000","143,276,000","147,779,000","109,363,000","84,985,000",,,,,
		Receivables,"27,561,000","27,624,000","27,624,000","27,667,000",,,,,,,,,,,,,,,,
			TaxesReceivable,"27,561,000","27,624,000","27,624,000","27,667,000",,,,,,,,,,,,,,,,
		Inventory,"213,004,000","183,458,000","184,129,000","212,294,000","215,628,000","182,422,000","156,786,000","124,816,000","165,077,000","147,236,000","148,502,000","118,216,000","110,100,000","103,167,000","106,701,000","85,092,000","82,222,000","80,094,000","87,576,000","67,592,000"
		PrepaidAssets,"58,504,000","53,440,000","48,902,000","50,512,000","56,862,000","49,911,000","52,322,000","55,002,000","51,810,000","38,513,000","39,702,000","49,980,000","40,639,000","33,160,000","33,036,000","34,148,000","17,244,000","11,653,000","16,584,000","19,312,000"
		RestrictedCash,,,,,,,,,,,,"0","250,000","250,000","250,000","250,000","0",,"250,000","250,000"
	TotalNonCurrentAssets,"329,827,000","366,796,000","356,652,000","297,345,000","338,305,000","316,701,000","282,791,000","303,119,000","323,158,000","313,398,000","311,841,000","133,662,000","148,885,000","143,615,000","152,479,000","64,579,000","63,147,000","58,281,000","63,205,000","59,443,000"
		NetPPE,"247,770,000","249,393,000","235,824,000","205,524,000","205,075,000","203,867,000","206,836,000","202,984,000","198,813,000","186,648,000","194,086,000","54,888,000","52,715,000","44,888,000","37,629,000","34,169,000","32,374,000","30,875,000","29,545,000","26,733,000"
			GrossPPE,"247,770,000","249,393,000","235,824,000","284,114,000","205,075,000","203,867,000","206,836,000","256,401,000","198,813,000","186,648,000","194,086,000","85,978,000","52,715,000","44,888,000","37,629,000","54,580,000","32,374,000","30,875,000","29,545,000","37,392,000"
				Properties,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				BuildingsAndImprovements,,,,"430,000",,,,"430,000",,,,"402,000",,,,"402,000",,,,
				MachineryFurnitureEquipment,,,,"111,747,000",,,,"79,813,000",,,,"56,228,000",,,,"37,731,000",,,,"21,081,000"
				OtherProperties,"247,770,000","249,393,000","235,824,000","118,565,000","205,075,000","203,867,000","206,836,000","132,615,000","198,813,000","186,648,000","194,086,000","54,888,000","52,715,000","44,888,000","37,629,000","34,169,000","32,374,000","30,875,000","29,545,000",
				ConstructionInProgress,,,,"9,254,000",,,,"5,973,000",,,,"1,381,000",,,,"356,000",,,,"1,618,000"
				Leases,,,,"44,118,000",,,,"37,570,000",,,,"27,967,000",,,,"16,091,000",,,,"14,693,000"
			AccumulatedDepreciation,,,,"-78,590,000",,,,"-53,417,000",,,,"-31,090,000",,,,"-20,411,000",,,,"-10,659,000"
		InvestmentsAndAdvances,"48,019,000","82,182,000","88,420,000","59,035,000","79,621,000","62,395,000","41,592,000","95,097,000","86,919,000","96,657,000","90,532,000","53,372,000","62,919,000","66,734,000","83,870,000",,,,,
			InvestmentinFinancialAssets,,,"88,420,000","59,035,000",,,,"95,097,000","86,919,000","96,657,000","90,532,000","53,372,000","62,919,000","66,734,000","83,870,000",,,,,
				AvailableForSaleSecurities,,,"88,420,000","59,035,000",,,,"95,097,000","86,919,000","96,657,000","90,532,000","53,372,000","62,919,000","66,734,000","83,870,000",,,,,
		NonCurrentAccountsReceivable,"26,091,000","27,054,000","27,054,000","27,054,000","48,584,000","44,896,000",,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,"333,000","34,357,000","27,047,000","23,865,000","22,175,000","17,436,000","16,383,000","15,234,000","14,107,000","14,216,000","14,493,000","21,357,000","19,991,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,"333,000","34,357,000","27,047,000","23,865,000","22,175,000","17,436,000","16,383,000","15,234,000","14,107,000","14,216,000","14,493,000","21,357,000","19,991,000"
		OtherNonCurrentAssets,"7,947,000","8,167,000","5,354,000","5,732,000","5,025,000","5,543,000","34,363,000","4,705,000","3,069,000","3,046,000","3,358,000","3,227,000","15,815,000","15,610,000","15,746,000","16,303,000","16,557,000","12,913,000","12,303,000","12,719,000"
TotalLiabilitiesNetMinorityInterest,"474,140,000","437,166,000","450,827,000","358,300,000","404,339,000","422,488,000","451,637,000","368,392,000","359,049,000","360,818,000","388,714,000","220,066,000","216,347,000","203,762,000","217,289,000","166,513,000","163,129,000","145,305,000","178,222,000","153,122,000"
	CurrentLiabilities,"316,987,000","276,641,000","298,233,000","228,313,000","264,194,000","274,709,000","295,062,000","212,155,000","203,930,000","220,071,000","242,894,000","182,631,000","189,052,000","177,159,000","191,995,000","142,232,000","143,688,000","129,759,000","158,971,000","133,918,000"
		PayablesAndAccruedExpenses,"236,507,000","208,769,000","223,818,000","158,882,000","180,907,000","201,067,000","222,624,000","150,780,000","138,896,000","160,029,000","183,613,000","151,123,000","157,032,000","138,886,000","165,741,000","112,139,000","117,315,000","96,607,000","117,986,000","80,969,000"
			Payables,"161,191,000","142,210,000","148,654,000","89,240,000","102,914,000","118,925,000","148,905,000","98,203,000","91,718,000","102,202,000","129,995,000","105,389,000","114,115,000","100,757,000","120,207,000","91,415,000","81,605,000","59,931,000","63,025,000","47,940,000"
				AccountsPayable,"145,604,000","124,431,000","129,229,000","73,499,000","83,098,000","96,788,000","129,547,000","85,177,000","82,890,000","86,092,000","112,161,000","90,883,000","99,727,000","86,815,000","105,662,000","79,782,000","74,286,000","55,145,000","58,519,000","44,238,000"
				TotalTaxPayable,"8,864,000","9,316,000","10,705,000","9,937,000","11,942,000","12,002,000","11,637,000","7,134,000","4,657,000","8,189,000","8,904,000","6,956,000","6,597,000","5,589,000","8,399,000","7,066,000","7,319,000","4,786,000","4,506,000","3,702,000"
				OtherPayable,"6,723,000","8,463,000","8,720,000","5,804,000","7,874,000","10,135,000","7,721,000","5,892,000","4,171,000","7,921,000","8,930,000","7,550,000","7,791,000","8,353,000","6,146,000","4,567,000",,,,
			CurrentAccruedExpenses,"75,316,000","66,559,000","75,164,000","69,642,000","77,993,000","82,142,000","73,719,000","52,577,000","47,178,000","57,827,000","53,618,000","45,734,000","42,917,000","38,129,000","45,534,000","20,724,000","35,710,000","36,676,000","54,961,000","33,029,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"22,082,000","10,683,000","20,692,000","13,645,000","20,850,000","12,368,000","17,723,000","11,987,000","14,661,000","10,967,000","14,797,000","9,494,000","8,734,000","14,009,000","7,019,000","10,680,000","5,142,000","9,615,000","4,848,000","9,632,000"
		CurrentDebtAndCapitalLeaseObligation,"27,333,000","26,716,000","25,881,000","25,702,000","25,668,000","25,718,000","25,531,000","24,333,000","23,066,000","23,475,000","23,042,000",,,,,,,,,
			CurrentCapitalLeaseObligation,"27,333,000","26,716,000","25,881,000","25,702,000","25,668,000","25,718,000","25,531,000","24,333,000","23,066,000","23,475,000","23,042,000",,,,,,,,,
		CurrentDeferredLiabilities,"28,301,000","27,609,000","26,078,000","28,057,000","30,593,000","27,212,000","23,282,000","21,649,000","23,583,000","21,666,000","18,855,000","19,230,000","20,622,000","22,417,000","17,474,000","15,684,000","16,953,000","18,584,000","13,884,000","12,340,000"
			CurrentDeferredRevenue,"28,301,000","27,609,000","26,078,000","28,057,000","30,593,000","27,212,000","23,282,000","21,649,000","23,583,000","21,666,000","18,855,000","19,230,000","20,622,000","22,417,000","17,474,000","15,684,000","16,953,000","18,584,000","13,884,000","12,340,000"
		OtherCurrentLiabilities,"2,764,000","2,864,000","1,764,000","2,027,000","6,176,000","8,344,000","5,902,000","3,406,000","3,724,000","3,934,000","2,587,000","2,784,000","2,664,000","1,847,000","1,761,000","3,729,000","4,278,000","4,953,000","22,253,000","30,977,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"157,153,000","160,525,000","152,594,000","129,987,000","140,145,000","147,779,000","156,575,000","156,237,000","155,119,000","140,747,000","145,820,000","37,435,000","27,295,000","26,603,000","25,294,000","24,281,000","19,441,000","15,546,000","19,251,000","19,204,000"
		LongTermDebtAndCapitalLeaseObligation,"148,695,000","151,704,000","144,014,000","121,623,000","127,922,000","134,341,000","140,298,000","140,175,000","142,568,000","125,925,000","131,694,000",,,,,,,,,
			LongTermCapitalLeaseObligation,"148,695,000","151,704,000","144,014,000","121,623,000","127,922,000","134,341,000","140,298,000","140,175,000","142,568,000","125,925,000","131,694,000",,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,"0","0","0","0","24,439,000","16,811,000","16,420,000","15,635,000","15,288,000","11,664,000","10,752,000","11,354,000","11,781,000"
		OtherNonCurrentLiabilities,"8,458,000","8,821,000","8,580,000","8,364,000","12,223,000","13,438,000","16,277,000","16,062,000","12,551,000","14,822,000","14,126,000","12,996,000","10,484,000","10,183,000","9,659,000","8,993,000","7,777,000","4,794,000","7,897,000","7,423,000"
TotalEquityGrossMinorityInterest,"389,506,000","461,082,000","478,595,000","460,849,000","429,382,000","433,534,000","428,587,000","401,037,000","422,580,000","438,910,000","408,614,000","396,000,000","375,135,000","353,289,000","333,503,000","315,072,000","286,741,000","271,097,000","120,489,000","104,083,000"
	StockholdersEquity,"389,506,000","461,082,000","478,595,000","460,849,000","429,382,000","433,534,000","428,587,000","401,037,000","422,580,000","438,910,000","408,614,000","396,000,000","375,135,000","353,289,000","333,503,000","315,072,000","286,741,000","271,097,000","120,489,000","104,083,000"
		CapitalStock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","42,223,000","42,223,000"
			PreferredStock,,,,,,,,,,,,,,,"0","0","0",,"42,222,000","42,222,000"
			CommonStock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000","1,000"
		AdditionalPaidInCapital,"492,320,000","463,143,000","437,246,000","416,755,000","406,891,000","392,205,000","367,760,000","348,750,000","327,039,000","308,687,000","290,720,000","279,511,000","265,547,000","250,699,000","243,086,000","235,312,000","225,265,000","219,108,000","29,920,000","27,002,000"
		RetainedEarnings,"-70,098,000","7,942,000","38,854,000","40,681,000","19,213,000","38,059,000","59,098,000","49,557,000","94,024,000","127,927,000","116,496,000","116,674,000","109,495,000","102,447,000","90,471,000","79,758,000","61,474,000","51,987,000","48,346,000","34,858,000"
		TreasuryStock,"30,042,000","10,996,000",,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-2,676,000","991,000","2,493,000","3,411,000","3,276,000","3,268,000","1,727,000","2,728,000","1,515,000","2,294,000","1,396,000","-187,000","91,000","141,000","-56,000",,,,,
TotalCapitalization,"389,506,000","461,082,000","478,595,000","460,849,000","429,382,000","433,534,000","428,587,000","401,037,000","422,580,000","438,910,000","408,614,000","396,000,000","375,135,000","353,289,000","333,503,000","315,072,000","286,741,000","271,097,000","120,489,000","104,083,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,"42,222,000","42,222,000"
CommonStockEquity,"389,506,000","461,082,000","478,595,000","460,849,000","429,382,000","433,534,000","428,587,000","401,037,000","422,580,000","438,910,000","408,614,000","396,000,000","375,135,000","353,289,000","333,503,000","315,072,000","286,741,000","271,097,000","78,267,000","61,861,000"
CapitalLeaseObligations,"176,028,000","178,420,000","169,895,000","147,325,000","153,590,000","160,059,000","165,829,000","164,508,000","165,634,000","149,400,000","154,736,000",,,,,,,,,
