name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"577,387,000","157,472,000","154,906,000","139,647,000","125,362,000","111,765,000","93,412,000","63,877,000","106,360,000","151,012,000","126,867,000","184,862,000","175,698,000","164,542,000","166,487,000","176,409,000","202,867,000","154,968,000","147,700,000","151,397,000","147,782,000","129,112,000","130,831,000","125,610,000","118,033,000","118,768,000","111,988,000","108,335,000","101,258,000","99,436,000","104,670,000","98,738,000","91,787,000","89,857,000","89,350,000","87,841,000","83,557,000","82,951,000","138,755,000","62,842,000","60,480,000","59,730,000","59,949,000","58,084,000","57,151,000","54,777,000","62,338,000","61,710,000","58,835,000","56,241,000","50,826,000","48,767,000","49,235,000","49,267,000","55,982,000","57,500,000","52,040,000","49,673,000","49,578,000","45,124,000","42,655,000","39,656,000","38,047,000","36,297,000","39,666,000","35,157,000","32,795,000","31,004,000","30,723,000","28,595,000","23,733,000","23,320,000","21,605,000","18,921,000","17,052,000","15,472,000","14,564,000","13,902,000","13,769,000","13,060,000","11,491,000","10,438,000","9,316,000","9,121,000","9,153,000","8,945,000","8,664,000","8,820,000","9,560,000","9,439,000","9,300,000","9,200,000","8,600,000","8,300,000","7,600,000","7,400,000","7,100,000","6,300,000"
	OperatingRevenue,"549,944,000","148,167,000","145,892,000","131,556,000","124,329,000","111,087,000","92,444,000","63,695,000","105,944,000","143,439,000","118,481,000","173,398,000","169,972,000","164,198,000","166,052,000","176,044,000","202,221,000","150,347,000","142,992,000","147,141,000","142,537,000","124,671,000","123,586,000","119,313,000","112,016,000","113,693,000","106,441,000","103,899,000","96,145,000","94,583,000","100,059,000","93,907,000","87,319,000","85,095,000","84,553,000","81,848,000","79,001,000","78,183,000","119,411,000","62,842,000","60,480,000","59,730,000","59,949,000","58,084,000","57,151,000","54,777,000","62,338,000","61,710,000","58,835,000","56,241,000","50,826,000","48,767,000","49,235,000","49,267,000","55,982,000","57,500,000","52,040,000","49,673,000","49,578,000","45,124,000","42,655,000","39,656,000","38,047,000","36,297,000","39,666,000","35,157,000","32,795,000","31,004,000","30,723,000","28,595,000","23,733,000","23,320,000","21,605,000","18,921,000","17,052,000","15,472,000","14,564,000","13,902,000","13,769,000","13,060,000","11,491,000","10,438,000","9,316,000","9,121,000","9,153,000","8,945,000","8,664,000","8,820,000","9,560,000","9,439,000","9,300,000","9,200,000","8,600,000","8,300,000","7,600,000","7,400,000","7,100,000","6,300,000"
CostOfRevenue,"55,365,000","13,939,000","12,933,000","13,815,000","14,678,000","15,313,000","16,406,000","13,759,000","15,329,000","13,093,000","15,512,000","14,663,000","14,771,000","15,793,000","8,890,000","6,968,000","7,334,000","7,564,000","12,891,000","6,340,000","6,072,000","6,350,000","5,915,000","5,626,000","5,580,000","5,481,000","5,810,000","5,496,000","5,770,000","6,357,000","6,961,000","5,948,000","5,539,000","6,449,000","6,412,000","6,579,000","5,990,000","7,035,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"522,022,000","143,533,000","141,973,000","125,832,000","110,684,000","96,452,000","77,006,000","50,118,000","91,031,000","137,919,000","111,355,000","170,199,000","160,927,000","148,749,000","157,597,000","169,441,000","195,533,000","147,404,000","134,809,000","145,057,000","141,710,000","122,762,000","124,916,000","119,984,000","112,453,000","113,287,000","106,178,000","102,839,000","95,488,000","93,079,000","97,709,000","92,790,000","86,248,000","83,408,000","82,938,000","81,262,000","77,567,000","75,916,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"190,222,000","52,962,000","48,495,000","39,670,000","49,095,000","48,900,000","73,468,000","57,800,000","56,366,000","55,990,000","42,433,000","56,734,000","54,585,000","51,873,000","51,706,000","50,047,000","50,558,000","50,008,000","46,623,000","46,764,000","43,808,000","39,134,000","38,585,000","36,692,000","34,666,000","35,173,000","33,016,000","30,980,000","29,605,000","45,615,000","24,295,000","27,917,000","23,081,000","22,789,000","20,951,000","19,905,000","19,827,000","19,474,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"46,250,000","13,224,000","10,496,000","11,154,000","11,376,000","11,336,000","11,142,000","10,034,000","10,432,000","10,988,000","10,831,000","11,600,000","12,230,000","12,130,000","12,165,000","11,424,000","12,976,000","12,324,000","9,596,000","12,070,000","10,660,000","11,057,000","10,234,000","9,091,000","9,000,000","9,218,000","8,101,000","7,482,000","7,756,000","26,260,000","6,306,000","6,719,000","7,079,000","7,462,000","6,145,000","6,764,000","6,051,000","6,652,000","5,023,000","5,670,000","5,852,000","6,625,000","5,279,000","4,703,000","5,181,000","6,741,000","-3,216,000","4,087,000","4,744,000","12,613,000","6,537,000","3,557,000","4,278,000","4,125,000","4,844,000","3,718,000","3,938,000","4,413,000","3,887,000","3,023,000","2,828,000","3,232,000",,"2,253,000","5,295,000","2,481,000","1,251,000","1,115,000","1,899,000","1,280,000","1,031,000","1,078,000","1,486,000","1,120,000","924,000","929,000","1,150,000","856,000","614,000","589,000","567,000","522,000","440,000","493,000","1,010,000","563,000","468,000","393,000","495,000","494,000","500,000","500,000","600,000","600,000","300,000","600,000","600,000","600,000"
		GeneralAndAdministrativeExpense,"46,250,000","13,224,000","10,496,000","11,154,000","11,376,000","11,336,000","11,142,000","10,034,000","10,432,000","10,988,000","10,831,000","11,600,000","12,230,000","12,130,000","12,165,000","11,424,000","12,976,000","12,324,000","9,596,000","12,070,000","10,660,000","11,057,000","10,234,000","9,091,000","9,000,000","9,218,000","8,101,000","7,482,000","7,756,000","26,260,000","6,306,000","6,719,000","7,079,000","7,462,000","6,145,000","6,764,000","6,051,000","6,652,000","5,023,000","5,670,000","5,852,000","6,625,000","5,279,000","4,703,000","5,181,000","6,741,000","4,430,000","4,076,000","4,633,000","5,089,000","3,216,000","3,557,000","4,278,000","4,125,000","4,844,000","3,718,000","3,938,000","4,413,000","3,887,000","3,023,000","2,828,000","3,232,000",,"2,253,000","5,295,000","2,481,000","1,251,000","1,115,000","1,899,000","1,280,000","1,031,000","1,078,000","1,486,000","1,120,000","924,000","929,000","1,150,000","856,000","614,000","589,000","567,000","522,000","440,000","493,000","1,010,000","563,000","468,000","393,000","495,000","494,000","500,000","500,000","600,000","600,000","300,000","600,000","600,000","600,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0","0","18,578,000",,,,,,,,,,,,,,,,,,,,,,,,,,"3,718,000","3,938,000","4,413,000","3,887,000","3,023,000","2,828,000","3,232,000",,"2,253,000","5,295,000","2,481,000","1,251,000","1,115,000","1,899,000","1,280,000","1,031,000","1,078,000","1,486,000","1,120,000","924,000","929,000","1,150,000","856,000","614,000","589,000","567,000","522,000","440,000","493,000","1,010,000","563,000","468,000","393,000","495,000","494,000","500,000","500,000","600,000","600,000","300,000","600,000","600,000","600,000"
			OtherGandA,"46,250,000","13,224,000","10,496,000","11,154,000","11,376,000","11,336,000","11,142,000","10,034,000","10,432,000","10,988,000","10,831,000","11,600,000","12,230,000","12,130,000","12,165,000","11,424,000","12,976,000","12,324,000","9,596,000","12,070,000","10,660,000","11,057,000","10,234,000","9,091,000","9,000,000","9,218,000","8,101,000","7,482,000","7,756,000","7,682,000","6,306,000","6,719,000","7,079,000","7,462,000","6,145,000","6,764,000","6,051,000","6,652,000","5,023,000","5,670,000","5,852,000","6,625,000","5,279,000","4,703,000","5,181,000","6,741,000","4,430,000","4,076,000","4,633,000","5,089,000","3,216,000","3,557,000","4,278,000","4,125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000","111,000","7,524,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
