name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
OperatingCashFlow,"356,706,000","128,087,000","70,501,000","95,624,000","62,494,000","78,306,000","5,795,000","2,065,000","-31,631,000","89,044,000","102,268,000","127,506,000","87,372,000","122,384,000","83,446,000","151,134,000","140,784,000","108,964,000","90,792,000","120,038,000","105,499,000","74,771,000","90,429,000","63,241,000","83,455,000","69,077,000","93,638,000","64,415,000","62,889,000","57,518,000","82,087,000","53,854,000","72,824,000","41,530,000","75,745,000","45,649,000","72,554,000","40,172,000","61,852,000","41,963,000","61,481,000","41,959,000","60,348,000","43,121,000","57,326,000","35,004,000","53,251,000","52,497,000","41,151,000","33,492,000","35,951,000","35,849,000","41,696,000","35,321,000","35,879,000","46,874,000","37,439,000","26,064,000","38,130,000","35,772,000","30,186,000","27,502,000","26,615,000","24,009,000","29,916,000","25,022,000","24,777,000","23,844,000","22,491,000","23,419,000","25,875,000","14,282,000","14,808,000","29,451,000","3,561,000","13,860,000","15,132,000","18,449,000","18,695,000","11,334,000","8,997,000","6,829,000","10,522,000","8,758,000","6,860,000","6,689,000","3,921,000","8,251,000","10,068,000","8,442,000","8,600,000","8,100,000","7,700,000","9,000,000","3,100,000","9,800,000","5,200,000","1,300,000"
	CashFlowFromContinuingOperatingActivities,"356,706,000","128,087,000","70,501,000","95,624,000","62,494,000","78,306,000","5,795,000","2,065,000","-31,631,000","89,044,000","102,268,000","127,506,000","87,372,000","122,384,000","83,446,000","151,134,000","140,784,000","108,964,000","90,792,000","120,038,000","105,499,000","74,771,000","90,429,000","63,241,000","83,455,000","69,077,000","93,644,000","64,427,000","62,818,000","57,063,000","82,053,000","53,865,000","72,828,000","41,406,000","75,286,000","44,921,000","72,721,000","38,511,000","56,696,000","42,147,000","59,474,000","41,798,000","55,792,000","42,933,000","57,124,000","31,439,000","53,251,000","52,592,000","40,596,000","33,492,000","35,951,000","35,849,000","41,696,000","35,321,000","35,905,000","46,874,000","37,439,000","26,064,000","38,130,000","35,772,000","30,186,000","27,502,000","26,615,000","24,009,000","29,916,000","25,022,000","24,777,000","23,844,000","22,491,000","23,419,000","25,875,000","14,282,000","14,808,000","29,451,000","3,561,000","13,860,000","15,132,000","18,449,000","18,695,000","11,334,000","8,997,000","6,829,000","10,522,000","8,758,000","6,860,000","6,689,000","3,921,000","8,251,000","10,068,000","8,442,000","8,600,000","8,100,000","7,700,000","9,000,000","3,100,000","9,800,000","5,200,000","1,300,000"
		NetIncomeFromContinuingOperations,"137,418,000","42,192,000","44,557,000","32,117,000","18,552,000","3,380,000","-19,977,000","-85,904,000","-62,965,000","37,118,000","36,297,000","34,003,000","66,594,000","65,349,000","54,031,000","91,833,000","91,581,000","29,538,000","65,563,000","62,954,000","80,535,000","53,916,000","58,141,000","57,526,000","55,135,000","54,180,000","52,750,000","50,054,000","48,698,000","42,831,000","52,139,000","42,708,000","40,763,000","40,142,000","62,385,000","40,812,000","31,564,000","40,876,000","37,223,000","34,210,000","40,496,000","21,937,000","36,622,000","43,132,000","1,154,000","21,655,000","34,174,000","34,948,000","19,560,000","29,091,000","13,365,000","-75,361,000","25,995,000","24,095,000","35,293,000","36,058,000","31,410,000","27,122,000","27,129,000","26,350,000","28,275,000","22,910,000","22,424,000","20,373,000","20,794,000","18,698,000","18,112,000","17,813,000","17,322,000","15,813,000","15,314,000","15,354,000","11,715,000","11,330,000","10,438,000","9,631,000","8,867,000","8,658,000","8,644,000","8,412,000","7,226,000","6,877,000","6,149,000","6,054,000","5,569,000","5,808,000","5,622,000","5,856,000","6,445,000","6,249,000","6,100,000","6,100,000","5,600,000","5,400,000","5,000,000","4,900,000","4,700,000","4,600,000"
		OperatingGainsLosses,"-13,946,000","106,000","-14,323,000","-369,000","640,000","1,230,000","-48,513,000","1,044,000","1,702,000","200,000","-4,743,000","-13,868,000","-10,244,000","-6,817,000","-344,000","-7,749,000","-385,000","-51,000","-13,466,000","-1,032,000","-26,497,000","-1,996,000","-1,548,000","-1,818,000","-2,356,000","-212,000","-268,000","-244,000","-198,000","-24,088,000","-1,274,000","-300,000","-487,000","-641,000","-8,100,000","-351,000","-466,000","-4,890,000","-798,000","97,000","-277,000","-47,000","-616,000","-676,000","-781,000","-774,000","-1,331,000","-706,000","-423,000","-8,701,000","-222,000","-229,000","-225,000","-219,000",,,,,,,,,"-193,000","-566,000",,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-555,000","0","0","-8,468,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-16,382,000","-787,000","-511,000","-201,000","-49,877,000","0","-22,000","-220,000","-5,648,000","-14,303,000","-9,774,000","-6,328,000","-349,000","-7,729,000",,,"-13,480,000","-997,000","-25,461,000","-2,004,000","-1,430,000","-1,615,000",,,"0","95,000","0","-23,924,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"3,734,000","106,000","2,059,000","418,000","1,151,000","1,431,000","1,364,000","1,044,000","1,724,000","420,000","905,000","435,000","-470,000","-489,000","5,000","-20,000","88,000","-51,000","14,000","-35,000","-59,000","8,000","-118,000","-203,000","-86,000","-212,000","-268,000","-339,000","-198,000","-164,000","-395,000","-300,000","-267,000","-311,000","-5,083,000","-351,000","-466,000","-351,000","-359,000","-342,000","-277,000","-47,000","-616,000","-676,000","-781,000","-774,000","-776,000","-706,000","-423,000","-233,000","-222,000","-229,000","-225,000","-219,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"163,112,000","39,957,000","40,202,000","42,514,000","40,439,000","40,230,000","41,918,000","41,935,000","42,342,000","43,658,000","44,412,000","45,027,000","42,297,000","39,684,000","39,487,000","38,568,000","37,527,000","37,267,000","36,961,000","34,639,000","33,117,000","28,122,000","28,396,000","27,643,000","25,714,000","26,003,000","24,962,000","23,546,000","21,898,000","19,403,000","18,037,000","17,469,000","16,050,000","15,375,000","14,854,000","11,926,000","14,392,000","12,822,000","11,905,000","13,276,000","12,616,000","12,457,000","12,040,000","11,752,000","12,073,000","12,062,000","13,934,000","13,457,000","12,305,000","12,403,000","11,337,000","11,920,000","11,834,000","12,629,000","11,645,000","9,548,000","11,164,000","11,472,000","10,933,000","10,630,000","9,805,000","8,959,000","8,628,000","8,544,000","8,431,000","8,265,000","8,156,000","7,880,000","7,632,000","7,274,000","9,628,000","6,020,000","5,956,000","5,060,000","4,728,000","4,074,000","3,870,000","3,687,000","4,106,000","3,658,000","3,248,000","2,898,000","2,727,000","2,574,000","2,574,000","2,574,000","2,574,000","2,571,000","2,619,000","2,696,000","2,700,000","2,500,000","2,500,000","2,300,000","2,100,000","2,000,000","1,800,000","1,400,000"
			DepreciationAndAmortization,"163,112,000","39,957,000","40,202,000","42,514,000","40,439,000","40,230,000","41,918,000","41,935,000","42,342,000","43,658,000","44,412,000","45,027,000","42,297,000","39,684,000","39,487,000","38,568,000","37,527,000","37,267,000","36,961,000","34,639,000","33,117,000","28,122,000","28,396,000","27,643,000","25,714,000","26,003,000","24,962,000","23,546,000","21,898,000","19,403,000","18,037,000","17,469,000","16,050,000","15,375,000","14,854,000","11,926,000","14,392,000","12,822,000","11,905,000","13,276,000","12,616,000","12,457,000","12,040,000","11,752,000","12,073,000","12,062,000","13,934,000","13,457,000","12,305,000","12,403,000","11,337,000","11,920,000","11,834,000","12,629,000","11,645,000","9,548,000","11,164,000","11,472,000","10,933,000","10,630,000","9,805,000","8,959,000","8,628,000","8,544,000","8,431,000","8,265,000","8,156,000","7,880,000","7,632,000","7,274,000","9,628,000","6,020,000","5,956,000","5,060,000","4,728,000","4,074,000","3,870,000","3,687,000","4,106,000","3,658,000","3,248,000","2,898,000","2,727,000","2,574,000","2,574,000","2,574,000","2,574,000","2,571,000","2,619,000","2,696,000","2,700,000","2,500,000","2,500,000","2,300,000","2,100,000","2,000,000","1,800,000","1,400,000"
