name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"4,898,313,000","4,744,276,000","4,526,318,000","4,439,083,000","4,350,834,000","4,926,711,000","4,095,356,000","3,961,535,000","4,184,385,000","4,657,666,000","4,314,124,000","4,333,336,000","3,814,053,000","3,321,155,000","3,460,786,000","3,406,961,000","3,157,375,000","3,140,029,000","3,177,921,000","3,036,685,000","2,597,836,000","2,712,872,000","2,437,473,000","2,420,487,000","2,232,219,000","2,192,714,000","2,165,745,000","2,072,950,000","1,923,037,000","2,051,559,000","1,966,033,000","1,994,509,000","1,557,160,000","1,598,115,000","1,514,506,000","1,492,226,000","1,491,378,000","1,551,536,000","1,471,638,000","1,425,693,000","1,488,696,000","1,506,329,000","1,382,263,000","1,444,116,000","1,385,687,000","1,409,372,000","1,410,397,000","1,271,619,000","1,332,565,000","1,412,679,000","1,421,604,000","1,408,695,000","1,336,510,000","1,440,124,000","1,697,013,000","1,854,873,000","1,822,821,000","1,886,156,000","1,804,903,000","1,745,296,000","1,273,270,000","1,108,139,000","964,241,000","927,764,000","890,677,000","894,352,000","664,341,000","663,256,000","688,527,000","618,475,000","389,861,000","347,371,000","310,221,000","303,773,000","218,439,000","211,887,000","201,993,000","66,559,000","67,157,000","78,574,000","75,423,000","61,391,000","56,512,000","55,865,000","55,116,000","60,890,000","63,389,000","76,344,000","87,648,000","96,800,000","100,400,000","102,300,000","115,700,000","133,400,000","143,400,000","145,800,000","65,900,000","70,000,000","66,800,000","68,300,000","65,500,000"
	CurrentAssets,"3,125,829,000","3,308,423,000","3,038,291,000","2,901,688,000","2,813,191,000","3,365,935,000","2,654,733,000","2,551,757,000","2,472,635,000","2,918,732,000","2,733,255,000","2,701,750,000","2,235,529,000","2,087,587,000","2,216,488,000","2,165,142,000","1,869,942,000","1,890,186,000","1,925,262,000","1,820,278,000","1,445,246,000","1,584,988,000","1,346,249,000","1,333,802,000","1,133,907,000","1,131,010,000","1,086,943,000","1,090,465,000","1,036,098,000","1,105,916,000","1,004,419,000","973,804,000","801,589,000","840,375,000","745,000,000","736,333,000","721,382,000","813,179,000","728,041,000","684,053,000","715,121,000","753,970,000","649,086,000","733,375,000","688,436,000","728,014,000","645,920,000","600,549,000","612,242,000","658,586,000","655,713,000","620,548,000","593,499,000","682,349,000","673,049,000","738,083,000","711,306,000","802,484,000","765,461,000","763,021,000","826,418,000","688,471,000","566,173,000","531,237,000","497,515,000","508,943,000","308,462,000","306,539,000","341,729,000","344,766,000","207,095,000","179,974,000","156,159,000","167,954,000","116,291,000","109,524,000","97,404,000","39,866,000","31,811,000","41,141,000","42,723,000","26,117,000","23,167,000","23,875,000","21,731,000","24,085,000","25,917,000","22,321,000","33,273,000","39,800,000","44,500,000","47,900,000","60,300,000","82,000,000","107,700,000","111,500,000","37,600,000","42,800,000","50,200,000","53,600,000","55,400,000"
		CashCashEquivalentsAndShortTermInvestments,"1,630,970,000","1,803,888,000","1,718,152,000","1,559,572,000","1,485,289,000","1,831,309,000","1,417,866,000","1,275,330,000","1,268,101,000","1,451,722,000","1,730,855,000","1,558,461,000","1,216,297,000","1,054,357,000","1,129,272,000","1,163,369,000","885,646,000","819,144,000","1,062,241,000","1,065,254,000","763,587,000","734,414,000","661,296,000","680,067,000","548,532,000","457,518,000","528,834,000","538,075,000","480,712,000","468,010,000","451,187,000","408,370,000","292,300,000","209,826,000","244,471,000","189,865,000","155,272,000","191,187,000","191,770,000","178,554,000","180,668,000","170,663,000","180,945,000","225,506,000","220,746,000","187,235,000","178,709,000","202,587,000","185,279,000","183,528,000","220,210,000","160,516,000","158,675,000","181,341,000","173,863,000","255,607,000","237,097,000","267,591,000","251,435,000","282,293,000","419,489,000","321,058,000","255,366,000","232,723,000","223,735,000","219,932,000","52,798,000","50,333,000","72,984,000","124,198,000","36,892,000","32,011,000","19,268,000","19,245,000","12,851,000","13,080,000","13,930,000","12,021,000","15,338,000","20,546,000","22,123,000","8,818,000","5,304,000","5,619,000","4,732,000","7,151,000","11,239,000","5,040,000","7,394,000","15,800,000","21,200,000","24,300,000","35,800,000","55,600,000","60,800,000","97,300,000","11,700,000","7,500,000","27,700,000","20,400,000","46,300,000"
			CashAndCashEquivalents,"1,630,970,000","1,803,888,000","1,718,152,000","1,559,572,000","1,485,289,000","1,831,309,000","1,417,866,000","1,275,330,000","1,268,101,000","1,451,722,000","1,730,855,000","1,558,461,000","1,216,297,000","1,054,357,000","1,129,272,000","1,163,369,000","885,646,000","819,144,000","1,062,241,000","1,065,254,000","763,587,000","734,414,000","661,296,000","680,067,000","548,532,000","457,518,000","528,834,000","538,075,000","480,712,000","468,010,000","451,187,000","408,370,000","292,300,000","209,826,000","244,471,000","189,865,000","155,272,000","191,187,000","191,770,000","178,554,000","180,668,000","170,663,000","180,945,000","225,506,000","220,746,000","187,235,000","178,709,000","202,587,000","185,279,000","183,528,000","220,210,000","160,516,000","158,675,000","181,341,000","173,863,000","255,607,000","237,097,000","267,591,000","251,435,000","282,293,000","419,489,000","321,058,000","255,366,000","232,723,000","223,735,000","219,932,000","52,798,000","50,333,000","72,984,000","124,198,000","36,892,000","32,011,000","19,268,000","19,245,000","12,851,000","13,080,000","13,930,000","12,021,000","15,338,000","20,546,000","22,123,000","8,818,000","5,304,000","5,619,000","4,732,000","7,151,000","11,239,000","5,040,000","7,394,000","15,000,000","17,900,000","21,300,000","35,800,000","55,600,000","60,800,000","97,300,000","11,700,000","7,500,000","27,700,000","20,400,000","46,300,000"
				CashFinancial,"1,630,970,000","1,803,888,000","1,718,152,000","1,559,572,000","339,883,000","411,054,000","409,683,000","410,459,000","558,580,000","665,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,"1,048,500,000",,"1,145,406,000","1,420,255,000","1,008,183,000","864,871,000","709,521,000","786,081,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800,000","3,300,000","3,000,000",,,,,,,,,
		Receivables,"180,070,000","203,010,000","152,564,000","138,563,000","111,384,000","117,517,000","119,725,000","114,755,000","92,860,000","201,935,000","662,997,000","836,713,000","715,612,000","693,616,000","813,759,000","697,008,000","707,242,000","744,879,000","547,383,000","437,104,000","370,873,000","502,989,000","377,339,000","371,348,000","354,978,000","423,299,000","330,144,000","325,848,000","298,190,000","375,579,000","321,361,000","328,371,000","315,652,000","390,563,000","317,882,000","325,516,000","355,095,000","370,836,000","316,087,000","286,721,000","296,300,000","349,543,000","243,125,000","280,394,000","259,298,000","288,765,000","266,095,000","226,105,000","244,756,000","282,905,000","241,047,000","243,075,000","225,287,000","261,084,000","265,989,000","298,537,000","273,272,000","290,378,000","312,075,000","264,135,000","205,910,000","212,631,000","164,171,000","148,756,000","145,360,000","180,584,000","137,551,000","119,665,000","114,276,000","124,930,000","83,666,000","80,077,000","77,140,000","75,648,000","50,697,000","40,758,000","36,184,000","8,380,000","7,739,000","7,702,000","8,563,000","9,623,000","9,092,000","10,749,000","10,471,000","10,602,000","9,105,000","6,516,000","8,696,000","8,700,000","8,400,000","7,000,000","8,400,000","3,100,000","1,300,000","1,200,000","700,000","600,000","500,000","500,000","200,000"
			AccountsReceivable,"180,070,000","203,010,000","152,564,000","138,563,000","111,384,000","117,517,000","119,725,000","114,755,000","92,860,000","201,935,000","662,997,000","836,713,000","715,612,000","693,616,000","813,759,000","697,008,000","707,242,000","744,879,000","547,383,000","437,104,000","370,873,000","502,989,000","377,339,000","371,348,000","354,978,000","423,299,000","330,144,000","325,848,000","298,190,000","375,579,000","321,361,000","328,371,000","315,652,000","390,563,000","317,882,000","325,516,000","355,095,000","370,836,000","316,087,000","286,721,000","296,300,000","349,543,000","243,125,000","280,394,000","259,298,000","288,765,000","266,095,000","226,105,000","244,756,000","282,905,000","241,047,000","243,075,000","225,287,000","261,084,000","265,989,000","298,537,000","273,272,000","290,378,000","312,075,000","264,135,000","205,910,000","212,631,000","164,171,000","148,756,000","145,360,000","153,468,000","130,047,000","113,826,000","114,276,000","110,306,000","83,373,000","79,684,000","77,140,000","75,648,000","49,968,000","40,758,000","36,184,000","8,380,000","7,739,000","7,702,000","8,318,000","9,623,000","8,206,000","8,823,000","9,385,000",,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"184,344,000","207,479,000","157,068,000","143,167,000","116,101,000","123,443,000","124,089,000","119,279,000","96,827,000","229,873,000","689,216,000","861,650,000","740,176,000","717,903,000","837,185,000","720,176,000","730,879,000","765,837,000","567,416,000","456,469,000","389,760,000","521,358,000","396,203,000","389,700,000","375,672,000",,"350,283,000","344,680,000","317,693,000","396,125,000","344,284,000","350,760,000","338,412,000","412,642,000","338,569,000","344,523,000","374,806,000","578,118,000","335,091,000","303,931,000","313,255,000","364,330,000","258,506,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
