name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalAssets,"2,071,468,000","2,114,985,000","1,838,411,000","1,832,029,000","1,825,966,000","1,884,488,000","1,843,872,000","1,849,815,000","1,762,865,000","1,651,889,000","1,628,321,000","1,639,473,000","1,671,338,000","1,671,235,000","1,629,920,000","1,593,739,000","1,591,605,000","1,566,434,000","1,531,128,000","1,505,314,000","1,491,923,000","1,496,564,000","1,472,893,000","1,473,289,000","1,456,280,000","1,453,856,000","1,413,307,000","1,456,202,000","1,443,059,000","1,455,491,000","1,420,893,000","1,405,132,000","1,365,678,000","1,343,551,000","1,321,595,000","1,304,219,000","1,298,230,000","1,284,769,000","1,234,244,000","1,213,631,000","1,170,755,000","1,154,294,000","1,115,679,000","1,089,570,000","1,011,429,000","959,682,000","912,235,000","868,170,000","830,252,000","813,029,000","816,531,000","809,338,000","806,648,000","832,591,000","862,308,000","828,277,000","806,295,000","818,812,000","773,390,000","723,896,000","719,706,000","721,220,000","680,868,000","673,010,000","634,956,000","608,336,000","582,196,000","561,622,000","590,662,000","582,415,000","560,700,000","557,124,000","548,810,000","525,151,000","488,676,000","473,764,000","462,565,000","458,714,000","437,026,000","447,184,000","433,118,000","424,619,000","423,338,000","408,030,000","403,058,000","389,350,000","367,306,000","347,364,000","329,139,000","318,800,000","297,500,000","279,100,000","264,100,000","249,800,000","237,600,000","225,200,000","216,800,000","204,500,000","190,600,000","181,900,000","172,700,000","169,200,000","158,000,000","151,500,000","144,900,000","137,100,000","132,800,000","125,300,000","113,200,000"
	CurrentAssets,"873,478,000","931,549,000","835,778,000","814,316,000","812,824,000","849,506,000","787,306,000","1,095,820,000","1,070,494,000","947,358,000","929,534,000","935,090,000","966,219,000","1,022,220,000","976,736,000","928,490,000","915,789,000","894,090,000","855,560,000","838,115,000","830,533,000","834,647,000","810,772,000","820,654,000","793,493,000","799,740,000","879,030,000","926,680,000","916,222,000","947,820,000","906,502,000","885,168,000","848,959,000","828,595,000","798,617,000","780,107,000","774,842,000","767,700,000","772,772,000","763,651,000","733,878,000","719,549,000","689,235,000","666,144,000","696,861,000","650,718,000","619,363,000","578,005,000","540,373,000","532,178,000","518,475,000","504,861,000","503,284,000","529,023,000","559,250,000","520,963,000","506,756,000","545,210,000","521,471,000","473,520,000","471,550,000","477,094,000","439,079,000","431,108,000","392,656,000","362,306,000","347,353,000","328,728,000","389,721,000","392,304,000","367,717,000","363,941,000","354,977,000","331,125,000","297,185,000","284,534,000","276,510,000","277,966,000","261,038,000","277,597,000","269,181,000","263,758,000","279,537,000","284,439,000","289,214,000","284,559,000","269,165,000","250,803,000","237,640,000","231,000,000","210,300,000","205,400,000","190,100,000","174,400,000","164,100,000","151,700,000","154,200,000","149,200,000","144,300,000","143,200,000","134,700,000","131,600,000","120,800,000","114,200,000","108,900,000","100,700,000","96,500,000","92,000,000","83,300,000"
		CashCashEquivalentsAndShortTermInvestments,"142,883,000","211,106,000","230,697,000","264,531,000","298,883,000","320,155,000","290,172,000","608,309,000","584,014,000","432,599,000","432,189,000","439,653,000","480,063,000","530,782,000","482,409,000","428,423,000","414,524,000","412,052,000","385,417,000","368,434,000","365,418,000","358,400,000","352,929,000","340,324,000","328,608,000","332,918,000","411,295,000","422,800,000","443,269,000","471,193,000","447,754,000","401,513,000","410,110,000","393,412,000","344,114,000","323,550,000","327,305,000","335,162,000","363,664,000","350,727,000","377,406,000","366,112,000","335,883,000","319,708,000","385,054,000","350,662,000","338,747,000","316,275,000","295,570,000","288,661,000","276,363,000","250,714,000","241,492,000","235,620,000","275,584,000","248,342,000","237,656,000","288,677,000","276,099,000","241,101,000","245,085,000","250,477,000","223,327,000","211,152,000","193,825,000","175,710,000","180,690,000","156,943,000","220,740,000","226,608,000","200,290,000","191,907,000","198,782,000","194,673,000","172,225,000","168,091,000","157,889,000","153,878,000","143,385,000","159,614,000","148,724,000","150,511,000","163,247,000","159,764,000","158,739,000","154,802,000","150,890,000","140,490,000","128,138,000","128,800,000","121,300,000","60,700,000","61,200,000","51,500,000","41,100,000","31,700,000","34,400,000","31,900,000","34,200,000","32,700,000","30,200,000","30,200,000","28,800,000","23,600,000","16,300,000","12,000,000","5,800,000","11,900,000","30,000,000"
			CashAndCashEquivalents,"142,883,000","211,106,000","230,697,000","250,421,000","266,712,000","260,232,000","197,319,000","471,205,000","254,441,000","194,616,000","222,773,000","191,761,000","228,766,000","259,386,000","311,381,000","217,619,000","250,365,000","290,164,000","294,194,000","263,150,000","279,008,000","285,283,000","300,652,000","285,261,000","265,400,000","251,129,000","229,235,000","232,784,000","239,548,000","274,030,000","259,455,000","237,496,000","240,701,000","230,263,000","190,208,000","169,580,000","172,054,000","161,996,000","311,536,000","271,402,000","238,510,000","142,608,000","196,511,000","207,367,000","254,594,000","219,447,000","226,844,000","185,418,000","184,618,000","201,465,000","232,700,000","221,723,000","227,448,000","229,400,000","213,665,000","222,025,000","205,865,000","194,839,000","183,471,000","161,380,000","137,316,000","100,287,000","53,377,000","54,666,000","58,527,000","55,864,000","47,607,000","44,639,000","74,682,000","76,216,000","53,104,000","46,199,000","45,564,000","53,446,000","34,015,000","28,062,000","36,854,000","40,240,000","66,200,000","60,580,000","40,500,000","49,089,000","74,787,000","69,686,000","76,561,000","75,277,000","62,433,000","60,126,000","47,788,000","45,300,000","54,700,000","60,700,000","61,200,000","51,500,000","41,100,000","31,700,000","34,400,000","31,900,000","34,200,000","32,700,000","30,200,000","30,200,000","28,800,000","23,600,000","16,300,000","12,000,000","5,800,000","11,900,000","30,000,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,787,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,831,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,"0","0","14,110,000","32,171,000","59,923,000","92,853,000","137,104,000","329,573,000","237,983,000","209,416,000","247,892,000","251,297,000","271,396,000","171,028,000","210,804,000","164,159,000","121,888,000","91,223,000","105,284,000","86,410,000","73,117,000","52,277,000","55,063,000","63,208,000","81,789,000","182,060,000","190,016,000","203,721,000","197,163,000","188,299,000","164,017,000","169,409,000","163,149,000","153,906,000","153,970,000","155,251,000","173,166,000","52,128,000","79,325,000","138,896,000","223,504,000","139,372,000","112,341,000","130,460,000","131,215,000","111,903,000","130,857,000","110,952,000","87,196,000","43,663,000","28,991,000","14,044,000","6,220,000","61,919,000","26,317,000","31,791,000","93,838,000","92,628,000","79,721,000","107,769,000","150,190,000","169,950,000","156,486,000","135,298,000","119,846,000","133,083,000","112,304,000","146,058,000","150,392,000","147,186,000","145,708,000","153,218,000","141,227,000","138,210,000","140,029,000","121,035,000","113,638,000","77,185,000","99,034,000","108,224,000","101,422,000","88,460,000","90,078,000","82,178,000","79,525,000","88,457,000","80,364,000","80,350,000","83,500,000","66,600,000",,,,,,,,,,,,,,,,,,
		Receivables,"312,939,000","341,275,000","279,196,000","258,641,000","241,088,000","266,869,000","214,620,000","211,766,000","213,015,000","248,872,000","224,305,000","222,565,000","215,012,000","242,955,000","239,468,000","249,910,000","242,291,000","248,825,000","235,177,000","230,958,000","224,267,000","228,686,000","206,171,000","222,243,000","207,308,000","216,244,000","185,658,000","205,568,000","190,992,000","202,329,000","187,726,000","210,820,000","181,545,000","180,680,000","182,723,000","172,880,000","172,123,000","187,060,000","182,604,000","188,258,000","155,386,000","157,056,000","158,608,000","148,939,000","132,148,000","127,214,000","121,503,000","111,008,000","104,818,000","103,957,000","90,790,000","91,393,000","90,917,000","121,548,000","123,096,000","130,183,000","128,595,000","131,283,000","121,291,000","116,575,000","110,398,000","117,235,000","103,329,000","103,503,000","94,184,000","95,733,000","84,730,000","85,218,000","87,362,000","87,312,000","75,921,000","85,091,000","81,628,000","77,970,000","68,313,000","61,760,000","62,229,000","62,981,000","55,518,000","59,660,000","60,174,000","53,624,000","53,348,000","60,908,000","66,133,000","74,704,000","65,116,000","63,280,000","62,574,000","58,300,000","53,900,000","49,900,000","47,200,000","45,600,000","42,300,000","41,100,000","40,100,000","37,400,000","36,700,000","37,500,000","34,700,000","33,400,000","31,600,000","32,400,000","33,500,000","28,800,000","28,500,000","29,100,000","39,500,000"
			AccountsReceivable,"312,939,000","341,275,000","279,196,000","258,641,000","241,088,000","266,869,000","214,620,000","211,766,000","213,015,000","248,872,000","224,305,000","222,565,000","215,012,000","242,955,000","239,468,000","249,910,000","242,291,000","248,825,000","235,177,000","230,958,000","224,267,000","228,686,000","206,171,000","222,243,000","207,308,000","216,244,000","185,658,000","205,568,000","190,992,000","202,329,000","187,726,000","210,820,000","181,545,000","180,680,000","182,723,000","172,880,000","172,123,000","187,060,000","182,604,000","188,258,000","155,386,000","157,056,000","158,608,000","148,939,000","132,148,000","127,214,000","121,503,000","111,008,000","104,818,000","103,957,000","90,790,000","91,393,000","90,917,000","121,548,000","123,096,000","130,183,000","128,595,000","131,283,000","121,291,000","116,575,000","110,398,000","117,235,000","103,329,000","103,503,000","94,184,000","95,733,000","84,730,000","85,218,000","87,362,000","87,312,000","75,921,000","85,091,000","81,628,000","77,970,000","68,313,000","61,760,000","62,229,000","62,981,000","55,518,000","59,660,000","60,174,000","53,624,000","53,348,000","60,908,000",,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"348,287,000",,,,"273,388,000",,,,"252,415,000",,,,"246,445,000",,,,"253,816,000",,,,"232,394,000",,,,"220,610,000",,,,"207,127,000",,,,"185,111,000",,,,"191,930,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
