name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
OperatingCashFlow,"-352,095,000","-227,936,000","-53,151,000","-134,571,000","63,563,000","-124,410,000","63,247,000","120,555,000","-96,050,000","-21,437,000","81,593,000","5,560,000","81,854,000","99,598,000","43,440,000","37,662,000","64,962,000","3,170,000","4,377,000","11,838,000","-5,916,000","-35,402,000","-43,827,000","-11,043,000","14,683,000","5,904,000","66,616,000","20,306,000","-53,700,000","17,751,000","-35,733,000","27,046,000","-5,936,000","-5,921,000","88,000","18,307,000","14,000","7,966,000","32,157,000","-26,554,000","-2,561,000","-17,862,000","11,753,000","25,137,000","10,242,000","-22,661,000","3,976,000","16,923,000","6,008,000","-19,708,000","1,867,000","9,659,000","8,371,000","3,458,000","-2,716,000","12,706,000","9,191,000","776,000","4,536,000","3,999,000","5,422,000","-292,000","7,279,000","2,580,000"
	CashFlowFromContinuingOperatingActivities,"-352,095,000","-227,936,000","-53,151,000","-134,571,000","63,563,000","-124,410,000","63,247,000","120,555,000","-96,050,000","-21,437,000","81,593,000","5,560,000","81,854,000","99,598,000","43,440,000","37,662,000","64,962,000","3,170,000","4,377,000","11,838,000","-5,916,000","-35,402,000","-43,827,000","-11,043,000","14,683,000","5,904,000","66,616,000","20,306,000","-53,700,000","17,751,000","-35,733,000","27,046,000","-5,936,000","-5,921,000","88,000","18,307,000","14,000","7,966,000","32,157,000","-26,554,000","-2,561,000","-17,862,000","11,753,000","25,137,000","10,242,000","-22,661,000","3,976,000","16,923,000","6,008,000","-19,708,000","1,867,000","9,659,000","8,371,000","3,458,000","-2,716,000","12,706,000","9,191,000","776,000","4,536,000","3,999,000","5,422,000","-292,000","7,279,000","2,580,000"
		NetIncomeFromContinuingOperations,"183,503,000","76,972,000","41,932,000","25,437,000","39,162,000","18,428,000","27,674,000","26,601,000","18,450,000","15,807,000","23,706,000","26,345,000","23,710,000","10,646,000","18,220,000","19,342,000","26,274,000","14,595,000","-783,000","6,079,000","14,660,000","16,666,000","21,996,000","13,532,000","6,971,000","16,662,000","34,689,000","13,699,000","26,702,000","23,056,000","31,242,000","20,863,000","16,549,000","16,574,000","13,335,000","7,699,000","8,426,000","7,040,000","4,914,000","899,000",,,,,,"10,696,000","11,569,000","7,217,000","7,715,000","7,733,000","7,604,000","3,863,000","2,358,000","1,231,000","5,346,000","7,172,000","6,848,000","5,024,000","7,740,000","5,807,000","5,501,000","4,071,000","4,958,000","4,809,000"
		OperatingGainsLosses,"-8,236,000","-5,674,000","-3,022,000","-343,000","803,000","-1,544,000","3,762,000","-712,000","-2,771,000","940,000","2,009,000","-1,572,000","-872,000","179,000","1,504,000","1,597,000","432,000","935,000","1,685,000","726,000","246,000","1,099,000","-466,000","698,000","259,000","47,000","468,000","-2,007,000","-80,000","710,000","-1,070,000","-235,000","238,000","-219,000","-356,000","241,000","5,000","-436,000","76,000","202,000",,,,,,,,"1,000",,,,,"22,000","0",,,,,"-220,000","-198,000","-79,000","1,000","-1,000","2,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000",,,"1,000","62,000","1,000",,,"22,000",,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-6,772,000","-5,419,000","-2,783,000","45,000","1,385,000","-1,808,000","2,287,000","618,000","697,000","-117,000","989,000","-561,000","-21,000","-180,000","-290,000","178,000","-667,000","218,000","529,000","91,000","-57,000","1,099,000","-466,000","698,000","259,000","47,000","468,000","-2,007,000","-80,000","710,000","-1,070,000","-235,000","238,000","-219,000","-356,000","241,000","5,000","-436,000","76,000","202,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,464,000","-255,000","-239,000","-388,000","-582,000","264,000","1,475,000","-1,330,000","-3,468,000","1,057,000","1,020,000","-1,011,000","-851,000","359,000","1,794,000","1,419,000","1,099,000","717,000","1,156,000","635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"30,930,000","8,368,000","8,133,000","7,548,000","6,881,000","6,877,000","6,910,000","7,517,000","7,500,000","7,083,000","7,063,000","6,826,000","6,017,000","6,076,000","6,163,000","5,946,000","5,660,000","5,982,000","5,602,000","4,602,000","4,589,000","4,057,000","3,909,000","3,802,000","3,744,000","3,585,000","3,200,000","2,753,000","2,203,000","2,085,000","1,998,000","1,847,000","1,774,000","1,670,000","1,527,000","1,393,000","1,935,000","1,926,000","2,019,000","1,955,000","1,957,000","1,967,000","1,612,000","1,535,000","1,463,000","1,386,000","1,322,000","1,282,000","1,203,000","1,178,000","1,117,000","1,121,000","1,010,000","955,000","876,000","812,000","743,000","784,000","600,000","537,000","461,000","432,000","401,000","346,000"
			DepreciationAndAmortization,"30,930,000","8,368,000","8,133,000","7,548,000","6,881,000","6,877,000","6,910,000","7,517,000","7,500,000","7,083,000","7,063,000","6,826,000","6,017,000","6,076,000","6,163,000","5,946,000","5,660,000","5,982,000","5,602,000","4,602,000","4,589,000","4,057,000","3,909,000","3,802,000","3,744,000","3,585,000","3,200,000","2,753,000","2,203,000","2,085,000","1,998,000","1,847,000","1,774,000","1,670,000","1,527,000","1,393,000","1,935,000","1,926,000","2,019,000","1,955,000","1,957,000","1,967,000","1,612,000","1,535,000","1,463,000","1,386,000","1,322,000","1,282,000","1,203,000","1,178,000","1,117,000","1,121,000","1,010,000","955,000","876,000","812,000","743,000","784,000","600,000","537,000","461,000","432,000","401,000","346,000"
