name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
MarketCap,"651,124,339","598,717,688","612,685,601","620,962,087","640,869,601","584,550,241","421,823,866","352,039,069","330,910,823","239,931,850","388,705,121","339,141,776","411,847,609","432,777,854","359,314,474","366,928,043","371,597,478","371,253,784","390,061,275","357,932,861","349,564,894","348,849,406","335,205,885","364,682,561","341,066,897","326,487,044","311,450,571","331,731,253","412,124,721","464,944,335","451,597,663","442,257,303","484,352,399","489,540,885","434,483,858","477,316,444","559,839,424","579,265,260","512,298,550","584,447,565","564,094,470","518,822,222","368,676,670","325,465,011","390,521,772","405,600,652","331,344,406","201,687,253","140,007,480","135,340,200","121,622,081","114,412,049","107,992,041","85,431,723","79,590,238","95,532,625","107,093,898","116,221,219","107,648,627","95,755,092","100,124,146","94,056,016","86,010,627","82,492,562","82,974,878","81,965,844","83,927,385","86,846,598","91,833,588","90,001,687","95,109,891","87,569,209","81,488,014","70,680,355","66,330,795","60,241,410","64,808,449","53,064,636","52,629,680","48,280,119","53,282,114","38,275,962","22,835,091","28,043,203","22,545,082","11,444,204","11,444,204","15,028,867","17,882,352","64,373,548","73,676,455","77,246,982","94,964,011","152,504,009","212,879,453","387,776,643","508,545,930","547,007,875","598,210,909","1,177,199,654","1,146,490,098","1,059,520,635","1,170,006,476","945,930,480","916,058,992","816,487,362","788,038,388","797,888,867","753,601,110","600,879,270","213,348,765","446,245,956","475,997,358","522,382,383","553,378,366","583,043,465","465,468,652","456,641,209","334,286,929","328,145,918","240,902,921","166,060,994","142,190,953","140,373,703","111,622,463","99,783,717","69,341,227","61,982,989","61,643,724","54,187,479","45,156,232","39,737,484","43,349,983","61,412,476","117,406,204","142,693,695","148,112,443","146,306,193"
PeRatio,"9.414","5.827","4.07","3.156","1.184","2.733","2.392","3.63",,,,,,,"3.306","4.282","6.103","14.413","4.868","4.721","4.356","10.275",,,,"47.5",,"7.745","40.105","24.912","12.313","808.001","12.643","8.136","7.407","5.658","7.493","7.911","6.993","10.142","9.886","9.272","8.454","7.463","7.014","7.085","7.745","8.764","7.325","7.895","8.559","9.065","11.389","9.616","7.187","9.691","11.429","14.922","22.175","34.304","58.929","110.714",,,,"17.308","4.259","4.407","4.39","67.273",,,,,,,,,,,,"12.138","7.241",,,,,,,,,,,,"28.906",,"16.856","7.186","9.672","4.228","5.303","7.794","9.924","6.153","11.165","12.059","33.333","21.094","19.923","8.866","1.759","3.684","3.734","4.213","4.587","4.98","4.566","4.635","3.695","4.624","4.147","3.365","3.281","3.814","4.044","4.008","2.785","3.309","4.557","93.75","78.125","4.297","4.688","3.427",,,,
ForwardPeRatio,"9.921","9.814","9.276","8.628","9.843","10.225","8.475","9.225","10.03","4.093","8.482","8.231","7.943","8.091","8.17","9.814","8.703","8.961",,,,,,,,,,"7.457","8.104","8.467","8.17","7.553","7.38","7.53","6.605","5.163","6.583","7.072","6.627","8.013","7.31","6.93","6.863","5.921","7.128","7.246","9.346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.686","1.184","1.426","1.449","1.869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.374","4.156","3.179","2.543","1.077","2.191","1.941","2.667",,,,,,"15.384","2.577","3.182","4.019","6.707","3.579","3.57","3.368","6.128","16.108",,"66.141","10.48","72.6","5.056","12.271","10.886","7.734","19.606","7.972","6.01","5.334","5.076","6.067","6.534","5.776","6.92","6.721","6.055","5.827","5.144","5.897","5.866","5.759","6.144","6.135","6.253","4.657","4.886","4.888","4.578","3.66","6.102","6.254","10.41","9.335","7.601","8.214","8.312","8.944","7.806","7.852","3.872","2.611","2.702","2.455","2.507","2.307","3.487","2.579","2.002","1.619","3.143","2.581","2.275","2.297","2.275","1.746","1.008","0.601","0.226","0.433","0.364",,,,"1.184","1.005","1.48","1.445","2.151","2.739","3.969","4.885","5.22","5.479","1.976","2.385","10.627","3.331","5.478","14.518","7.487","15.421","14.507","13.702","9.345","2.644","5.537","5.84","6.837","7.707",,"155.156","6.972","5.562","2.271","2.258","4.44","4.146","5.068","4.832","4.729","3.286",,,,,,,,,,,
PbRatio,"0.961","0.902","0.92","0.959","1.028","1.274","0.984","0.896","0.88","0.571","0.922","0.766","0.904","1.145","0.889","0.94","0.925","0.893","1.008","1.01","0.932","0.977","0.87","0.955","0.912","0.854","0.745","0.712","0.831","0.934","0.895","0.879","0.99","1.028","0.922","0.959","0.973","1.043","0.913","1.113","1.079","1.397","0.998","0.881","1.009","1.058","1.133","1.098","0.939","0.954","0.958","0.938","0.957","0.836","0.807","0.976","1.063","1.179","1.074","0.981","1.035","0.992","0.922","0.872","0.877","0.873","0.894","0.925","0.945","1.009","1.022","1.129","1.023","0.723","0.645","0.527","0.551","0.418","0.409","0.346","0.61","0.488","0.291","0.407","0.485","0.385","0.257","0.302","0.359","0.359","0.373","0.258","0.306","0.471","0.654","1.031","1.224","1.297","1.39","2.897","2.884","2.874","3.215","2.621","3.176","2.301","3.008","2.771","2.618","2.532","0.834","1.744","1.781","1.813","2.187","2.38","2.545","2.506","1.884","2.303","1.909","1.333","1.171","1.148","0.923","0.829","0.576","0.508","0.502",,,,,,,,,
