name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalAssets,"7,860,100,000","8,002,600,000","3,571,400,000","3,524,900,000","3,582,300,000","3,676,300,000","3,530,600,000","2,934,400,000","3,069,200,000","2,911,300,000","2,816,500,000","2,814,000,000","2,904,900,000","2,695,400,000","2,516,300,000","2,520,900,000","2,429,400,000","2,356,700,000","2,269,800,000","2,367,000,000","2,399,700,000","2,336,100,000","2,326,500,000","2,372,100,000","2,335,500,000","2,305,900,000","2,243,400,000","2,311,800,000","2,177,600,000","2,192,000,000","1,925,500,000","1,935,900,000","1,883,100,000","1,888,600,000","1,775,500,000","1,755,300,000","1,657,600,000","1,661,400,000","1,490,200,000","1,490,400,000","1,482,600,000","1,419,400,000","1,308,900,000","1,338,200,000","1,441,500,000","1,486,300,000","1,326,500,000","1,338,700,000","1,346,600,000","1,400,900,000","1,271,600,000","1,426,300,000","1,472,300,000","1,654,300,000","2,064,500,000","2,163,400,000","2,019,700,000","2,016,300,000","1,915,357,000","1,987,556,000","1,978,212,000","2,030,837,000","1,930,747,000","1,974,287,000","1,963,756,000","1,930,800,000","1,782,181,000","1,888,499,000","1,938,975,000","1,897,959,000","1,793,917,000","1,937,606,000","1,881,042,000","1,814,279,000","1,676,093,000","1,691,230,000","1,619,168,000","1,605,644,000","1,503,873,000","1,532,560,000","1,504,372,000"
	CurrentAssets,"1,813,900,000","1,929,400,000","1,150,500,000","1,132,500,000","1,317,600,000","1,405,700,000","1,298,000,000","1,591,700,000","1,753,200,000","1,602,600,000","1,448,000,000","1,529,500,000","1,628,600,000","1,553,000,000","1,375,500,000","1,386,000,000","1,326,600,000","1,302,100,000","1,220,700,000","1,318,000,000","1,348,600,000","1,332,400,000","1,337,100,000","1,379,500,000","1,369,300,000","1,343,000,000","1,282,000,000","1,344,800,000","1,284,300,000","1,276,700,000","1,091,200,000","1,123,500,000","1,095,600,000","1,108,600,000","1,010,800,000","1,071,700,000","984,200,000","986,400,000","864,900,000","855,200,000","852,100,000","792,500,000","670,200,000","710,300,000","819,000,000","877,300,000","763,400,000","768,600,000","778,200,000","815,600,000","700,600,000","821,300,000","851,400,000","1,019,700,000","979,400,000","1,095,600,000","1,159,500,000","1,192,422,000","1,138,020,000","1,223,762,000","1,237,668,000","1,293,064,000","1,188,168,000","1,230,970,000","1,217,844,000","1,185,180,000","1,009,519,000","1,116,385,000","1,174,008,000","1,143,506,000","1,039,296,000","1,187,188,000","1,068,956,000","1,012,009,000","856,498,000","929,791,000","873,534,000","849,783,000","764,633,000","805,142,000","799,855,000"
		CashCashEquivalentsAndShortTermInvestments,"296,800,000","189,900,000","330,600,000","102,300,000","27,800,000","1,400,000","4,100,000","613,200,000","388,600,000","3,500,000","1,800,000","9,600,000","10,900,000","8,300,000","6,800,000","2,500,000","4,800,000","4,700,000","2,800,000","2,700,000","3,100,000","3,400,000","3,700,000","1,800,000","4,400,000","2,800,000","3,900,000","1,900,000","1,100,000","2,900,000","11,100,000","7,000,000","6,100,000","5,400,000","1,300,000","67,000,000","100,000","6,200,000","5,900,000","8,700,000","4,300,000","11,400,000","8,200,000","23,200,000","7,900,000","21,300,000","9,100,000","27,000,000","29,400,000","84,700,000","33,700,000","41,900,000","35,700,000","91,600,000","21,400,000","34,800,000","25,700,000","53,354,000","40,794,000","48,680,000","94,497,000","129,170,000","133,475,000","89,097,000","59,874,000","58,107,000","26,907,000","12,862,000","41,052,000","29,738,000","19,878,000","16,519,000","47,623,000","108,302,000","50,395,000","26,120,000","39,622,000","24,112,000","53,139,000","68,598,000","79,567,000"
			CashAndCashEquivalents,"284,300,000","178,900,000","330,600,000","102,300,000","27,800,000","1,400,000","4,100,000","613,200,000","388,600,000","3,500,000","1,800,000","9,600,000","10,900,000","8,300,000","6,800,000","2,500,000","4,800,000","4,700,000","2,800,000","2,700,000","3,100,000","3,400,000","3,700,000","1,800,000","4,400,000","2,800,000","3,900,000","1,900,000","1,100,000","2,900,000","11,100,000","7,000,000","6,100,000","5,400,000","1,300,000","67,000,000","100,000","6,200,000","5,900,000","8,700,000","4,300,000","11,400,000","8,200,000","23,200,000","7,900,000","21,300,000","9,100,000","27,000,000","29,400,000","84,700,000","33,700,000","41,900,000","35,700,000","91,600,000","21,400,000","34,800,000","25,700,000","53,354,000","40,794,000","48,680,000","94,497,000","129,170,000","133,475,000","89,097,000","59,874,000","57,194,000","25,998,000","11,049,000","39,253,000","28,093,000","18,255,000","14,879,000","45,986,000","106,711,000","48,804,000","24,575,000","38,077,000","22,613,000","51,640,000","67,143,000","78,112,000"
			OtherShortTermInvestments,"12,500,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"913,000","909,000","1,813,000","1,799,000","1,645,000","1,623,000","1,640,000","1,637,000","1,591,000","1,591,000","1,545,000","1,545,000","1,499,000","1,499,000","1,455,000","1,455,000"
		Receivables,"392,300,000","469,500,000","206,900,000","258,700,000","306,600,000","337,400,000","245,500,000","202,800,000","154,100,000","348,000,000","261,100,000","271,200,000","274,000,000","343,300,000","252,100,000","257,100,000","261,500,000","321,800,000","240,500,000","237,400,000","254,200,000","321,000,000","240,800,000","244,300,000","226,900,000","295,200,000","236,100,000","246,200,000","249,600,000","262,600,000","199,700,000","227,400,000","220,000,000","236,600,000","177,400,000","201,000,000","194,200,000","223,700,000","76,900,000","77,700,000","77,800,000","79,000,000","74,600,000","67,600,000","84,700,000","102,600,000","84,600,000","81,500,000","89,800,000","79,000,000","82,000,000","85,800,000","76,400,000","146,000,000","162,700,000","200,100,000","222,300,000","253,883,000","241,489,000","263,219,000","257,032,000","299,769,000","247,261,000","265,164,000","250,628,000","289,453,000","225,110,000","262,615,000","253,167,000","253,556,000","224,291,000","236,425,000","215,295,000","208,082,000","198,430,000","216,450,000","182,211,000","187,280,000","175,075,000","175,048,000","170,809,000"
			AccountsReceivable,"91,500,000","117,100,000","57,900,000","71,800,000","99,600,000","118,300,000","92,500,000","58,600,000","59,900,000","95,200,000","80,100,000","85,800,000","83,700,000","96,900,000","85,700,000","81,400,000","79,200,000","95,300,000","78,300,000","80,300,000","80,100,000","98,700,000","81,600,000","80,700,000","99,700,000","89,400,000","104,900,000","99,500,000","98,900,000","108,200,000","87,900,000","96,900,000","89,000,000","96,700,000","77,700,000","83,300,000","78,800,000","95,300,000","76,900,000","77,700,000","77,800,000","79,000,000","74,600,000","67,600,000","84,700,000","102,600,000","84,600,000","81,500,000","89,800,000","79,000,000","82,000,000","85,800,000","76,400,000","82,200,000","99,500,000","105,500,000","118,500,000","132,830,000","241,489,000","146,083,000","141,312,000","167,562,000","247,261,000","162,468,000","250,628,000","167,203,000","143,149,000","150,183,000","151,329,000","148,196,000","137,146,000","140,062,000","117,922,000","114,201,000","112,050,000","113,877,000","93,275,000","96,090,000","94,472,000","89,888,000","84,592,000"
				GrossAccountsReceivable,,,,,,,,"89,000,000","90,900,000","137,600,000","114,000,000","118,700,000","116,500,000","131,600,000","115,300,000","113,300,000","111,400,000","130,100,000","110,300,000","114,000,000","116,200,000","140,300,000","113,300,000","110,700,000","99,700,000","120,800,000","104,900,000",,"98,900,000","108,200,000",,"96,900,000","89,000,000","96,700,000","77,700,000","83,300,000","78,800,000","95,300,000","78,300,000","79,000,000","79,000,000","80,300,000","75,900,000","68,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,"-1,300,000","-1,500,000","-1,400,000","-1,500,000","-1,400,000","-1,400,000","-1,300,000","-1,200,000","-1,400,000","-1,600,000","-1,600,000","-1,600,000","-1,500,000","-1,500,000","-1,900,000","-1,400,000","-1,100,000","-1,200,000","-1,300,000","-1,100,000",,"-1,000,000","-1,200,000",,"-1,100,000","-900,000","-1,000,000","-1,000,000","-900,000","-800,000","-1,000,000","-1,400,000","-1,300,000","-1,200,000","-1,300,000","-1,300,000","-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,195,000",,,,,,,,,,,,,,,,,,,
