name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"3,571,718,000","3,534,701,000","3,503,002,000","3,486,010,000","3,475,789,000","3,475,776,000","3,453,732,000","3,520,833,000","1,245,242,000","1,922,825,000","1,972,253,000","1,975,438,000","1,988,609,000","1,971,756,000","1,983,356,000","1,980,266,000","1,930,149,000","1,904,775,000"
	CurrentAssets,"1,535,289,000","1,460,900,000","1,417,728,000","1,350,039,000","1,301,254,000","1,265,845,000","1,232,751,000","1,258,547,000","504,503,000","493,440,000","531,138,000","529,545,000","537,798,000","530,310,000","535,897,000","522,276,000","472,029,000","441,365,000"
		CashCashEquivalentsAndShortTermInvestments,"177,109,000","251,678,000","253,855,000","238,995,000","259,821,000","201,421,000","171,462,000","141,895,000","53,636,000","35,290,000","40,627,000","24,336,000","28,354,000","41,832,000","18,014,000","30,833,000","17,122,000","23,712,000"
			CashAndCashEquivalents,"177,109,000","251,678,000","253,855,000","238,995,000","259,821,000","201,421,000","171,462,000","141,895,000","53,636,000","35,290,000","40,627,000","24,336,000","28,354,000","41,832,000","18,014,000","30,833,000","17,122,000","23,712,000"
		Receivables,"658,292,000","584,440,000","590,777,000","576,090,000","528,142,000","559,545,000","516,245,000","517,110,000","218,903,000","219,874,000","236,381,000","256,379,000","258,650,000","249,948,000","277,926,000","254,342,000","227,473,000","202,024,000"
			AccountsReceivable,"658,292,000","584,440,000","590,777,000","576,090,000","528,142,000","559,545,000","516,245,000","517,110,000","218,903,000","219,874,000","236,381,000","256,379,000","258,650,000","249,948,000","277,926,000","254,342,000","227,473,000","202,024,000"
				GrossAccountsReceivable,,"592,102,000",,,,"569,737,000",,"528,789,000","230,182,000","227,946,000","240,368,000","260,103,000","262,971,000","255,126,000","283,380,000","259,271,000","232,484,000","206,777,000"
				AllowanceForDoubtfulAccountsReceivable,,"-7,662,000",,,,"-10,192,000",,"-11,679,000","-11,279,000","-8,072,000","-3,987,000","-3,724,000","-4,321,000","-5,178,000","-5,454,000","-4,929,000","-5,011,000","-4,753,000"
		Inventory,"625,540,000","542,910,000","497,473,000","467,594,000","435,272,000","430,112,000","471,331,000","527,642,000","206,948,000","211,342,000","219,614,000","234,254,000","232,933,000","218,319,000","219,133,000","215,164,000","210,941,000","201,591,000"
			RawMaterials,"222,722,000","186,516,000","164,030,000","155,054,000","132,447,000","137,038,000","140,875,000","163,037,000","47,542,000","50,099,000","49,752,000","55,817,000","57,951,000","52,057,000","48,735,000","54,429,000","51,036,000","45,408,000"
			WorkInProcess,"17,245,000","13,615,000","11,676,000","13,064,000","11,956,000","9,509,000","11,051,000","9,890,000","13,438,000","13,325,000","14,603,000","13,273,000","12,332,000","11,416,000","11,130,000","10,816,000","12,914,000","10,879,000"
			FinishedGoods,"491,692,000","421,702,000","401,088,000","364,789,000","349,994,000","323,144,000","354,584,000","385,208,000","170,370,000","175,774,000","179,548,000","189,090,000","188,174,000","180,624,000","184,871,000","173,839,000","171,307,000","167,416,000"
			InventoriesAdjustmentsAllowances,"-106,119,000","-78,923,000","-79,321,000","-65,313,000","-59,125,000","-39,579,000","-35,179,000","-30,493,000","-24,402,000","-27,856,000","-24,289,000","-23,926,000","-25,524,000","-25,778,000","-25,603,000","-23,920,000","-24,316,000","-22,112,000"
		PrepaidAssets,"70,848,000","78,372,000","72,123,000","67,360,000","78,019,000","74,767,000","73,713,000","71,900,000","25,016,000","26,934,000","34,516,000","14,576,000","17,861,000","20,211,000","20,824,000","21,937,000","16,493,000","14,038,000"
		RestrictedCash,"3,500,000","3,500,000","3,500,000",,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,"276,580,000",,,,,,,
	TotalNonCurrentAssets,"2,036,429,000","2,073,801,000","2,085,274,000","2,135,971,000","2,174,535,000","2,209,931,000","2,220,981,000","2,262,286,000","740,739,000","1,429,385,000","1,441,115,000","1,445,893,000","1,450,811,000","1,441,446,000","1,447,459,000","1,457,990,000","1,458,120,000","1,463,410,000"
		NetPPE,"874,582,000","892,271,000","892,445,000","937,826,000","958,584,000","977,017,000","987,104,000","1,069,034,000","235,114,000","248,181,000","249,385,000","250,573,000","244,886,000","244,328,000","236,067,000","233,530,000","220,055,000","211,832,000"
			GrossPPE,"1,508,495,000","1,511,138,000","1,450,299,000","1,479,622,000","1,463,286,000","1,471,507,000","1,482,484,000","1,532,996,000","666,874,000","674,903,000","669,498,000","664,226,000",,"636,672,000","618,797,000","601,314,000","576,197,000","559,051,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0"
				LandAndImprovements,,"134,913,000",,,,"140,209,000",,,,"13,498,000",,,,"13,607,000","13,623,000","13,610,000","13,552,000","13,557,000"
				BuildingsAndImprovements,,"309,821,000",,,,"316,529,000",,,,"107,914,000",,,,"105,036,000","104,026,000","99,110,000","99,339,000","99,233,000"
				MachineryFurnitureEquipment,,"950,946,000",,,,"892,288,000",,,,"553,491,000",,,,"518,029,000","501,148,000","488,594,000","463,306,000","446,261,000"
				OtherProperties,"1,508,495,000","115,458,000","1,450,299,000","1,479,622,000","1,463,286,000","122,481,000","1,482,484,000","1,532,996,000",,,,,,,,,,
			AccumulatedDepreciation,"-633,913,000","-618,867,000","-557,854,000","-541,796,000","-504,702,000","-494,490,000","-495,380,000","-463,962,000","-431,760,000","-426,722,000","-420,113,000","-413,653,000",,"-392,344,000","-382,730,000","-367,784,000","-356,142,000","-347,219,000"
		GoodwillAndOtherIntangibleAssets,"1,084,582,000","1,104,337,000","1,114,754,000","1,126,161,000","1,143,730,000","1,159,603,000","1,170,118,000","1,130,369,000","475,644,000","1,149,820,000","1,162,104,000","1,163,807,000","1,175,994,000","1,188,673,000","1,204,163,000","1,217,039,000","1,234,481,000","1,248,598,000"
			Goodwill,"705,097,000","702,867,000","701,475,000","690,134,000","686,455,000","680,594,000","660,329,000","644,381,000","291,718,000","911,113,000","910,693,000","905,885,000","905,255,000","904,985,000","906,766,000","906,731,000","909,037,000","910,088,000"
			OtherIntangibleAssets,"379,485,000","401,470,000","413,279,000","436,027,000","457,275,000","479,009,000","509,789,000","485,988,000","183,926,000","238,707,000","251,411,000","257,922,000","270,739,000","283,688,000","297,397,000","310,308,000","325,444,000","338,510,000"
		OtherNonCurrentAssets,"77,265,000","77,193,000","78,075,000","71,984,000","72,221,000","73,311,000","63,759,000","62,883,000","29,981,000","31,384,000","29,626,000","31,513,000","29,931,000","8,445,000","7,229,000","7,421,000","3,584,000","2,980,000"
TotalLiabilitiesNetMinorityInterest,"1,794,146,000","1,780,394,000","1,791,250,000","1,827,053,000","1,846,683,000","1,863,201,000","1,867,700,000","1,936,237,000","852,948,000","886,611,000","930,447,000","943,701,000","983,406,000","990,229,000","1,018,596,000","1,044,738,000","268,707,000","264,741,000"
	CurrentLiabilities,"831,875,000","802,325,000","756,679,000","686,578,000","632,435,000","622,560,000","574,407,000","558,349,000","198,752,000","199,681,000","206,453,000","201,104,000","212,273,000","201,995,000","217,145,000","225,751,000","159,020,000","151,065,000"
		PayablesAndAccruedExpenses,"713,110,000","645,955,000","605,357,000","554,942,000","507,830,000","492,173,000","448,483,000","443,878,000","163,286,000","156,366,000","166,037,000","170,538,000","183,391,000","161,449,000","180,157,000","195,675,000","134,858,000","112,270,000"
			Payables,"508,825,000","473,561,000","430,576,000","391,213,000","333,765,000","299,666,000","262,092,000","274,964,000","118,791,000","120,291,000","114,185,000","128,664,000","124,100,000","131,058,000","127,103,000","131,221,000","108,083,000","101,258,000"
				AccountsPayable,"508,825,000","473,561,000","430,576,000","391,213,000","333,765,000","299,666,000","262,092,000","274,964,000","118,791,000","120,291,000","114,185,000","128,664,000","124,100,000","131,058,000","127,103,000","131,221,000","108,083,000","98,826,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,"2,432,000"
			CurrentAccruedExpenses,"204,285,000","172,394,000","174,781,000","163,729,000","174,065,000","192,507,000","186,391,000","168,914,000","44,495,000","36,075,000","51,852,000","41,874,000","59,291,000","30,391,000","53,054,000","64,454,000","26,775,000","11,012,000"
		CurrentProvisions,,,,,,,,,,,,,,,,,,"2,978,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"56,127,000","93,131,000","90,516,000","69,315,000","61,380,000","70,303,000","60,566,000","48,044,000","30,770,000","38,470,000","40,416,000","30,566,000","28,882,000","40,546,000","36,988,000","25,926,000","24,162,000","30,289,000"
		CurrentDebtAndCapitalLeaseObligation,"62,638,000","63,239,000","60,806,000","62,321,000","63,225,000","60,084,000","65,358,000","66,427,000","4,696,000","4,845,000",,,,,,"4,150,000",,"1,041,000"
			CurrentDebt,"26,850,000","26,850,000","26,850,000","26,850,000","26,850,000","26,850,000","31,470,000","31,656,000",,,,,,,,"4,150,000",,
				OtherCurrentBorrowings,"26,850,000","26,850,000","26,850,000","26,850,000","26,850,000","26,850,000","31,470,000","31,656,000",,,,,,,,,,
			CurrentCapitalLeaseObligation,"35,788,000","36,389,000","33,956,000","35,471,000","36,375,000","33,234,000","33,888,000","34,771,000","4,696,000","4,845,000",,,,,,,,"1,041,000"
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,"4,487,000"
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,"4,487,000"
		OtherCurrentLiabilities,"296,200,000","301,914,000",,,,"296,044,000","280,845,000","251,729,000","69,331,000","79,390,000","92,268,000","72,440,000","88,173,000","70,937,000","90,042,000","90,380,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"962,271,000","978,069,000","1,034,571,000","1,140,475,000","1,214,248,000","1,240,641,000","1,293,293,000","1,377,888,000","654,196,000","686,930,000","723,994,000","742,597,000","771,133,000","788,234,000","801,451,000","818,987,000","109,687,000","113,676,000"
		LongTermProvisions,,,,,,,,,,,,,,,,,,"92,000"
		LongTermDebtAndCapitalLeaseObligation,"762,833,000","771,178,000","815,743,000","916,170,000","982,332,000","989,317,000","1,069,951,000","1,157,395,000","559,532,000","559,821,000","588,580,000","613,301,000","637,647,000","666,108,000","687,543,000","703,187,000",,"3,742,000"
			LongTermDebt,"691,241,000","697,657,000","743,572,000","838,826,000","899,469,000","905,764,000","989,690,000","1,071,727,000","555,453,000","555,291,000","584,874,000","609,457,000","634,040,000","658,623,000","683,206,000","703,187,000",,
			LongTermCapitalLeaseObligation,"71,592,000","73,521,000","72,171,000","77,344,000","82,863,000","83,553,000","80,261,000","85,668,000","4,079,000","4,530,000","3,706,000","3,844,000","3,607,000","7,485,000","4,337,000",,,"3,742,000"
		NonCurrentDeferredLiabilities,"129,340,000","137,971,000","139,377,000","144,418,000","139,715,000","156,283,000","141,047,000","156,622,000","55,059,000","84,060,000","97,588,000","91,022,000","96,469,000","101,724,000","93,138,000","93,672,000","92,916,000","96,985,000"
			NonCurrentDeferredTaxesLiabilities,"129,340,000","137,971,000","139,377,000","144,418,000","139,715,000","156,283,000","141,047,000","156,622,000","55,059,000","84,060,000","97,588,000","91,022,000","96,469,000","101,724,000","93,138,000","93,672,000","92,916,000","96,985,000"
		EmployeeBenefits,,,,,,,,,,,,,,,,,,"12,650,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,"12,650,000"
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,"92,000"
		OtherNonCurrentLiabilities,"70,098,000","68,920,000","79,451,000","79,887,000","92,201,000","95,041,000","82,295,000","63,871,000","39,605,000","43,049,000","37,826,000","38,274,000","37,017,000","20,402,000","20,770,000","22,128,000","16,771,000","207,000"
TotalEquityGrossMinorityInterest,"1,777,572,000","1,754,307,000","1,711,752,000","1,658,957,000","1,629,106,000","1,612,575,000","1,586,032,000","1,584,596,000","392,294,000","1,036,214,000","1,041,806,000","1,031,737,000","1,005,203,000","981,527,000","964,760,000","935,528,000","1,661,442,000","1,640,034,000"
	StockholdersEquity,"1,792,231,000","1,770,645,000","1,726,997,000","1,674,315,000","1,644,769,000","1,625,971,000","1,599,549,000","1,598,698,000","388,767,000","1,032,960,000","1,038,801,000","1,028,926,000","1,002,449,000","979,069,000","962,547,000","933,475,000","1,656,551,000","1,635,285,000"
		CapitalStock,"2,033,000","2,029,000","2,019,000","2,017,000","2,010,000","2,004,000","1,998,000","1,998,000","775,000","775,000","775,000","775,000","774,000","774,000","773,000","773,000",,"0"
			CommonStock,"2,033,000","2,029,000","2,019,000","2,017,000","2,010,000","2,004,000","1,998,000","1,998,000","775,000","775,000","775,000","775,000","774,000","774,000","773,000","773,000",,"0"
		AdditionalPaidInCapital,"2,318,539,000","2,315,399,000","2,314,592,000","2,310,267,000","2,302,406,000","2,293,179,000","2,288,930,000","2,283,096,000","971,235,000","969,174,000","971,075,000","968,593,000","966,938,000","965,372,000","967,044,000","962,188,000",,"0"
		RetainedEarnings,"-503,921,000","-525,158,000","-568,607,000","-625,435,000","-632,685,000","-638,457,000","-645,863,000","-637,861,000","-528,253,000","107,048,000","110,458,000","100,233,000","76,454,000","55,829,000","33,257,000","7,994,000",,
		GainsLossesNotAffectingRetainedEarnings,"-24,420,000","-21,625,000","-21,007,000","-12,534,000","-26,962,000","-30,755,000","-45,516,000","-48,535,000","-54,990,000","-44,037,000","-43,507,000","-40,675,000","-41,717,000","-42,906,000","-38,527,000","-37,480,000","-29,372,000","-26,415,000"
		OtherEquityInterest,,,,,,,,,,"1,032,960,000","923,744,000","1,028,926,000","1,002,449,000","979,069,000","962,547,000","933,475,000","1,685,923,000","1,661,700,000"
	MinorityInterest,"-14,659,000","-16,338,000","-15,245,000","-15,358,000","-15,663,000","-13,396,000","-13,517,000","-14,102,000","3,527,000","3,254,000","3,005,000","2,811,000","2,754,000","2,458,000","2,213,000","2,053,000","4,891,000","4,749,000"
TotalCapitalization,"2,483,472,000","2,468,302,000","2,470,569,000","2,513,141,000","2,544,238,000","2,531,735,000","2,589,239,000","2,670,425,000","944,220,000","1,588,251,000","1,623,675,000","1,638,383,000","1,636,489,000","1,637,692,000","1,645,753,000","1,636,662,000","1,656,551,000","1,635,285,000"
CommonStockEquity,"1,792,231,000","1,770,645,000","1,726,997,000","1,674,315,000","1,644,769,000","1,625,971,000","1,599,549,000","1,598,698,000","388,767,000","1,032,960,000","1,038,801,000","1,028,926,000","1,002,449,000","979,069,000","962,547,000","933,475,000","1,656,551,000","1,635,285,000"
CapitalLeaseObligations,"107,380,000","109,910,000","106,127,000","112,815,000","119,238,000","116,787,000","114,149,000","120,439,000","8,775,000","9,375,000","3,706,000","3,844,000","3,607,000","7,485,000","4,337,000",,,"4,783,000"
NetTangibleAssets,"707,649,000","666,308,000","612,243,000","548,154,000","501,039,000","466,368,000","429,431,000","468,329,000","-86,877,000","-116,860,000","-123,303,000","-134,881,000","-173,545,000","-209,604,000","-241,616,000","-283,564,000","422,070,000","386,687,000"
