name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalRevenue,"856,955,000","203,829,000","225,466,000","212,919,000","214,741,000","226,176,000","250,029,000","255,630,000","260,313,000","223,745,000","263,186,000","264,304,000","261,851,000","260,246,000","253,398,000","253,486,000","244,624,000","226,442,000","222,846,000","219,467,000","199,046,000","178,719,000","190,058,000","183,455,000","171,001,000","156,080,000","153,508,000","153,428,000","155,056,000","142,276,000","138,808,000","136,057,000","125,940,000","118,671,000","122,659,000","119,207,000","112,348,000","109,323,000","113,991,000","107,407,000","101,102,000","97,419,000","97,141,000","86,801,000","79,045,000","72,182,000","75,133,000","70,707,000","65,921,000","62,176,000","62,917,000","58,699,000","56,218,000","48,117,000","44,662,000","43,151,000","44,112,000","42,282,000","42,411,000","41,406,000","39,759,000","36,803,000","38,262,000","35,507,000","37,985,000","34,793,000","34,447,000","32,748,000","29,178,000","25,847,000","25,198,000","22,849,000","20,368,000","19,956,000","17,633,000","15,863,000","15,482,000","15,069,000","39,993,000","5,243,000","2,268,000","3,367,000","3,818,000","3,090,000","2,753,000","2,084,000","3,412,000","1,781,000","1,862,000"
	OperatingRevenue,"856,955,000","203,829,000","225,466,000","212,919,000","214,741,000","226,176,000","250,029,000","255,630,000","260,313,000","223,745,000","263,186,000","264,304,000","261,851,000","260,246,000","253,398,000","253,486,000","244,624,000","226,442,000","222,846,000","219,467,000","199,046,000","178,719,000","190,058,000","183,455,000","171,001,000","156,080,000","153,508,000","153,428,000","155,056,000","142,276,000","138,808,000","136,057,000","125,940,000","118,671,000","122,659,000","119,207,000","112,348,000","109,323,000","113,991,000","107,407,000","101,102,000","97,419,000","97,141,000","86,801,000","79,045,000","72,182,000","75,133,000","70,707,000","65,921,000","62,176,000","62,917,000","58,699,000","56,218,000","48,117,000","44,662,000","43,151,000","44,112,000","42,282,000","42,411,000","41,406,000","39,759,000","36,803,000","38,262,000","35,507,000","37,985,000","34,793,000","34,447,000","32,748,000","29,178,000","25,847,000","25,198,000","22,849,000","20,368,000","19,956,000","17,633,000","15,863,000","15,482,000","15,069,000","39,993,000","5,243,000","2,268,000","3,367,000","3,818,000","3,090,000","2,753,000","2,084,000","3,412,000","1,781,000","1,862,000"
PretaxIncome,"295,943,000","52,737,000","88,842,000","57,328,000","97,036,000","94,849,000","83,010,000","72,176,000","-41,922,000","-21,318,000","90,456,000","112,099,000","99,356,000","105,250,000","91,091,000","108,550,000","89,860,000","91,287,000","94,885,000","88,534,000","76,914,000","65,375,000","74,535,000","66,656,000","60,746,000","39,260,000","52,466,000","57,990,000","59,280,000","54,759,000","58,198,000","57,642,000","52,172,000","44,350,000","47,368,000","52,198,000","36,614,000","51,623,000","49,417,000","50,886,000","46,129,000","42,143,000","40,788,000","33,615,000","25,782,000","18,283,000","18,551,000","14,605,000","12,303,000","11,490,000","9,621,000","8,132,000","9,845,000","9,311,000","5,219,000","11,476,000","8,856,000","12,255,000","9,905,000","13,512,000","12,848,000","11,508,000","12,192,000","12,194,000","9,623,000","10,080,000","11,711,000","11,499,000","9,988,000","7,993,000","9,081,000","7,879,000","6,509,000","5,877,000","5,315,000","4,905,000","-3,019,000","4,441,000","2,573,000","2,794,000","2,427,000","2,078,000","2,094,000","2,047,000","1,166,000","537,000","-5,960,000","-3,000,000","-4,567,000"
TaxProvision,"74,292,000","13,087,000","23,712,000","13,938,000","23,555,000","22,911,000","22,834,000","15,060,000","-7,606,000","-4,631,000","16,539,000","23,958,000","21,387,000","22,411,000","19,200,000","22,998,000","18,424,000","19,342,000","50,143,000","29,850,000","25,819,000","22,833,000","26,149,000","23,931,000","21,866,000","14,132,000","17,713,000","20,876,000","21,343,000","19,709,000","20,357,000","20,810,000","18,754,000","16,089,000","17,012,000","18,724,000","12,542,000","18,479,000","17,982,000","18,316,000","16,506,000","15,062,000","15,043,000","11,905,000","9,074,000","6,344,000","6,475,000","5,074,000","4,187,000","3,890,000","3,194,000","2,779,000","3,363,000","3,186,000","1,732,000","3,911,000","3,056,000","4,225,000","3,367,000","4,668,000","4,463,000","3,922,000","4,134,000","4,157,000","3,282,000","3,437,000","3,966,000","3,915,000","3,401,000","2,717,000","3,054,000","2,643,000","2,149,000","1,940,000","1,701,000","1,573,000","-6,876,000","1,410,000","701,000","700,000","608,000","520,000","0","0","0","0","0","0","0"
NetIncomeCommonStockholders,"202,396,000","35,337,000","60,817,000","39,078,000","67,164,000","68,159,000","57,739,000","54,678,000","-36,753,000","-19,125,000","71,480,000","85,703,000","75,532,000","80,401,000","69,454,000","83,114,000","68,999,000","69,507,000","42,305,000","56,246,000","48,658,000","40,104,000","45,949,000","40,287,000","36,443,000","22,690,000","32,316,000","34,676,000","35,500,000","32,612,000","35,397,000","34,394,000","30,984,000","25,827,000","27,921,000","31,039,000","21,635,000","33,062,000","31,429,000","32,536,000","29,622,000","27,085,000","25,740,000","21,703,000","16,654,000","11,879,000","12,054,000","9,526,000","8,062,000","7,545,000","6,372,000","5,312,000","1,985,000","5,100,000","3,387,000","7,313,000","5,684,000","7,882,000","5,353,000","8,242,000","8,205,000","7,622,000","8,070,000","7,870,000","6,341,000","6,643,000","7,745,000","7,584,000","6,587,000","5,276,000","6,027,000","5,236,000","4,360,000","3,937,000","3,614,000","3,183,000","3,581,000","2,757,000","1,592,000","1,814,000","1,543,000","1,558,000","2,094,000","2,047,000","1,166,000","537,000","-5,960,000","-3,000,000","-4,567,000"
	NetIncome,"221,651,000","39,650,000","65,130,000","43,390,000","73,481,000","71,938,000","60,176,000","57,116,000","-34,316,000","-16,687,000","73,917,000","88,141,000","77,969,000","82,839,000","71,891,000","85,552,000","71,436,000","71,945,000","44,742,000","58,684,000","51,095,000","42,542,000","48,386,000","42,725,000","38,880,000","25,128,000","34,753,000","37,114,000","37,937,000","35,050,000","37,834,000","36,832,000","33,421,000","28,265,000","30,359,000","33,476,000","24,073,000","33,143,000","31,429,000","32,536,000","29,622,000","27,085,000","25,740,000","21,703,000","16,654,000","11,879,000","12,054,000","9,526,000","8,062,000","7,545,000","6,372,000","5,312,000","6,438,000","6,030,000","3,387,000","7,313,000","5,684,000","7,882,000","5,353,000","8,242,000","8,205,000","7,622,000","8,070,000","7,870,000","6,341,000","6,643,000","7,745,000","7,584,000","6,587,000","5,276,000","6,027,000","5,236,000","4,360,000","3,937,000","3,614,000","3,332,000","3,857,000","3,031,000","1,872,000","2,094,000","1,819,000","1,558,000","2,094,000","2,047,000","1,166,000","537,000","-5,960,000","-3,000,000","-4,567,000"
		NetIncomeIncludingNoncontrollingInterests,"221,651,000","39,650,000","65,130,000","43,390,000","73,481,000","71,938,000","60,176,000","57,116,000","-34,316,000","-16,687,000","73,917,000","88,141,000","77,969,000","82,839,000","71,891,000","85,552,000","71,436,000","71,945,000","44,742,000","58,684,000","51,095,000","42,542,000","48,386,000","42,725,000","38,880,000","25,128,000","34,753,000","37,114,000","37,937,000","35,050,000","37,834,000","36,832,000","33,421,000","28,265,000","30,359,000","33,476,000","24,073,000","33,143,000","31,429,000","32,536,000","29,622,000","27,085,000","25,740,000","21,703,000","16,654,000","11,879,000","12,054,000","9,526,000","8,062,000","7,545,000","6,372,000","5,312,000","6,438,000","6,030,000","3,387,000","7,313,000","5,684,000","7,882,000","5,353,000","8,242,000","8,205,000","7,622,000","8,070,000","7,870,000","6,341,000","6,643,000","7,745,000","7,584,000","6,587,000","5,276,000","6,027,000","5,236,000","4,360,000","3,937,000","3,614,000","3,332,000","3,857,000","3,031,000","1,872,000","2,094,000","1,819,000","1,558,000","2,094,000","2,047,000","1,166,000","537,000","-5,960,000","-3,000,000","-4,567,000"
			NetIncomeContinuousOperations,"221,651,000","39,650,000","65,130,000","43,390,000","73,481,000","71,938,000","60,176,000","57,116,000","-34,316,000","-16,687,000","73,917,000","88,141,000","77,969,000","82,839,000","71,891,000","85,552,000","71,436,000","71,945,000","44,742,000","58,684,000","51,095,000","42,542,000","48,386,000","42,725,000","38,880,000","25,128,000","34,753,000","37,114,000","37,937,000","35,050,000","37,841,000","36,832,000","33,418,000","28,261,000","30,356,000","33,474,000","24,072,000","33,144,000","31,435,000","32,570,000","29,623,000","27,081,000","25,745,000","21,710,000","16,708,000","11,939,000","12,076,000","9,531,000","8,116,000","7,600,000","6,427,000","5,353,000","6,482,000","6,125,000","3,487,000","7,565,000","5,800,000","8,030,000","6,538,000","8,844,000","8,385,000","7,586,000","8,058,000","8,037,000","6,341,000","6,643,000","7,745,000","7,584,000","6,587,000","5,276,000","6,027,000","5,236,000","4,360,000","3,937,000","3,614,000","3,332,000","3,857,000","3,031,000","1,872,000","2,094,000","1,819,000","1,558,000","2,094,000","2,047,000","1,166,000","537,000","-5,960,000","-3,000,000","-4,567,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,000","4,000","3,000","2,000","1,000","-1,000","-6,000","-34,000","-1,000","4,000","-5,000","-7,000","-54,000","-60,000","-22,000","-5,000","-54,000","-55,000","-55,000","-41,000","-44,000","-95,000","-100,000","-252,000","-116,000","-148,000","-1,185,000","-602,000","-180,000","36,000","12,000","-167,000",,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"19,255,000","4,313,000","4,313,000","4,312,000","6,317,000","3,779,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,437,000","2,438,000","2,438,000","2,437,000","2,438,000","81,000",,,,,,,,,,,,,"0",,"-4,453,000","930,000",,,,,,,,,,,,,,,,,,,,,"0","149,000","276,000","274,000","280,000","280,000","276,000",,,,,,,,
