name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"853,460,000","784,410,000","758,327,000","783,430,000","773,972,000","434,388,000","425,942,496","411,860,310","431,966,689","236,125,587","206,299,439","181,182,998","159,738,069","139,964,858","135,797,695","133,380,492","135,226,296","133,900,334","132,127,085","128,739,982","126,804,399","126,451,216","124,603,168","122,462,290","114,280,674","113,097,574","111,956,372","112,877,819","112,994,528","112,461,860","75,256,906","74,488,872","62,617,224"
	CurrentAssets,"142,965,000","150,325,000","237,790,000","344,617,000","396,042,000","109,096,000","137,481,893","172,620,970","219,506,043","54,323,767","52,423,479","39,272,270","33,118,406","30,958,105","27,104,384","24,741,314","26,662,305","26,957,968","24,625,549","21,258,216","19,119,894","19,243,353","19,266,501","18,602,060","16,787,611","25,393,210","33,126,891","38,344,571","47,097,648","50,225,182","14,678,761","14,338,054","11,628,361"
		CashCashEquivalentsAndShortTermInvestments,"29,730,000","72,788,000","170,836,000","280,323,000","340,967,000","67,247,000","94,184,714","127,729,081","169,486,159","9,471,676","7,205,735","4,752,836","3,761,283","7,554,388","2,850,063","1,134,285","3,039,341","2,184,259","2,069,344","675,184","2,023,788","3,908,177","3,496,313","1,719,089","266,129","11,279,413","18,999,957","23,546,130","32,417,713","36,259,252","1,758,202","1,923,823","2,444,754"
			CashAndCashEquivalents,"29,730,000","72,788,000","170,836,000","280,323,000","340,967,000","67,247,000","84,184,714","107,727,885","149,486,159","9,471,676","7,205,735","4,752,836","3,761,283","7,554,388","2,850,063","1,134,285","3,039,341","2,184,259","2,069,344","675,184","2,023,788","3,908,177","3,496,313","1,719,089","266,129","8,029,413","15,250,752","16,046,925","24,918,508","36,259,252","1,758,202","1,923,823","2,444,754"
			OtherShortTermInvestments,,,,,,,"10,000,000","20,001,196","20,000,000",,,,,,,,,,,,,"0",,"0","0","3,250,000","3,749,205","7,499,205","7,499,205",,,,
		Receivables,"61,458,000","34,780,000","32,217,000","33,962,000","28,818,000","18,438,000","21,644,451","22,651,347","20,295,397","18,580,840","19,500,754","19,356,428","15,558,276","12,326,703","14,421,584","11,120,231","12,099,217","12,721,521","12,390,110","11,514,646","8,718,873","8,886,790","8,669,359","8,226,216","7,133,456","7,030,719","7,029,355","6,297,531","6,533,594","5,360,400","4,230,006","5,371,892","3,497,596"
			AccountsReceivable,"61,458,000","34,780,000","32,217,000","33,962,000","28,818,000","18,438,000","21,644,451","22,651,347","20,295,397","18,580,840","19,500,754","19,356,428","15,558,276","12,326,703","13,130,215","11,120,231","12,099,217","12,721,521","12,390,110","11,514,646","8,718,873","8,886,790","8,669,359","8,226,216","7,133,456","7,030,719","7,029,355","6,297,531","6,533,594","5,360,400","4,230,006","5,371,892","3,497,596"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,800,312","6,916,720","5,719,825","4,544,549","5,880,596","3,741,373"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-502,781","-383,126","-359,425","-314,543","-508,704","-243,777"
			OtherReceivables,,,,,,,,,,,,,,,"1,291,369",,,,,,,,,,,,,,,,,,
		Inventory,"45,311,000","35,574,000","29,305,000","24,597,000","21,825,000","19,119,000","17,510,839","18,692,994","16,005,370","12,542,269","13,306,994","13,225,832","11,109,216","9,317,232","8,709,111","10,290,471","9,874,896","10,118,394","8,690,803","7,686,101","7,607,293","5,402,735","6,320,806","7,864,626","8,183,496","6,853,447","6,802,023","7,811,256","7,427,084","7,314,151","6,865,621","5,752,833","5,512,225"
			RawMaterials,"17,713,000","16,162,000","12,990,000","12,953,000","11,605,000","11,219,000","8,396,668","8,700,626","6,053,980","5,872,653","5,326,663","4,858,757","3,925,169","3,922,324","3,775,602","3,315,334","3,281,964","3,276,114","2,866,186","2,724,355","2,535,869","2,477,560","2,831,488","3,168,216","2,764,122","2,655,468","2,799,308","2,720,674","3,321,347","3,480,425","3,341,203","2,720,604","2,236,846"
			FinishedGoods,"27,741,000","19,704,000","16,649,000","11,941,000","10,744,000","8,365,000","9,589,548","10,251,820","10,092,896","6,842,359","8,006,604","8,471,453","7,310,660","5,442,338","4,952,142","7,003,331","6,690,399","7,105,425","6,116,330","5,151,634","5,283,959","3,219,634","3,704,215","4,798,854","5,462,715","4,374,494","4,041,331","5,167,106","4,171,224","3,905,219","3,613,578","3,137,265","3,459,707"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,"-1",,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-143,000","-292,000","-334,000","-297,000","-524,000","-465,000","-475,377","-259,452","-141,506","-172,743","-26,273","-104,378","-126,613","-47,430","-18,633","-28,194","-97,467","-263,145","-291,713","-189,888","-212,535","-294,459","-214,896","-102,444","-43,341","-176,515","-38,616","-76,524","-65,487","-71,493","-89,160","-105,036","-184,328"
