name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-10,777,000","-26,753,000","-11,636,000","9,439,000","18,173,000","-22,000","-5,226,000","8,900,000","10,575,000","-388,000"
	CashFlowFromContinuingOperatingActivities,"-10,777,000","-26,753,000","-11,636,000","9,439,000","18,173,000","-22,000","-5,226,000","8,900,000","10,575,000","-388,000"
		NetIncomeFromContinuingOperations,"-82,638,000","-26,558,000","-24,023,000","-11,665,000","-20,392,000","3,313,000","-5,785,000","-9,807,000","-14,776,000","-20,260,000"
		OperatingGainsLosses,,,"0","66,000","0","-10,217,000","0",,,
		DepreciationAmortizationDepletion,"6,434,000","1,667,000","1,646,000","1,352,000","1,769,000","2,002,000","2,287,000","6,719,000","3,017,000","3,181,000"
			DepreciationAndAmortization,"6,434,000","1,667,000","1,646,000","1,352,000","1,769,000","2,002,000","2,287,000","6,719,000","3,017,000","3,181,000"
				Depreciation,"1,184,000","376,000","326,000","297,000","185,000","115,000","194,000","106,000","102,000","58,000"
				AmortizationCashFlow,"5,250,000","1,291,000","1,320,000","1,055,000","1,584,000","1,887,000","2,093,000","6,613,000","2,915,000","3,123,000"
					AmortizationOfIntangibles,"5,250,000","1,291,000","1,320,000","1,055,000","1,584,000","1,887,000","2,093,000","6,613,000","2,915,000","3,123,000"
		ProvisionandWriteOffofAssets,"4,469,000","3,123,000","926,000","222,000","198,000","82,000","288,000","-76,000","798,000","824,000"
		StockBasedCompensation,"54,174,000","14,193,000","14,352,000","10,934,000","14,695,000","4,912,000","2,108,000","3,526,000","4,015,000","2,016,000"
		OtherNonCashItems,"1,928,000","1,787,000","100,000","-98,000","309,000","231,000","550,000","745,000","1,015,000","1,371,000"
		ChangeInWorkingCapital,"4,790,000","-20,965,000","-4,637,000","8,628,000","21,594,000","-345,000","-4,674,000","8,081,000","16,506,000","12,480,000"
			ChangeInReceivables,"-25,612,000","-8,686,000","-12,514,000","-1,442,000","-2,970,000","-2,278,000","1,310,000","-1,968,000","-3,535,000","-3,220,000"
				ChangesInAccountReceivables,"-25,612,000","-8,686,000","-12,514,000","-1,442,000","-2,970,000","-2,278,000","1,310,000","-1,968,000","-3,535,000","-3,220,000"
			ChangeInPrepaidAssets,"-4,063,000","338,000","-1,084,000","784,000","-4,271,000",,,"-800,000",,
			ChangeInPayablesAndAccruedExpense,"10,158,000","-11,507,000","5,763,000","5,357,000","10,545,000","-7,519,000","-14,611,000","754,000","-1,024,000","2,103,000"
				ChangeInPayable,"10,158,000","-11,507,000","5,763,000","5,357,000","10,545,000","-7,519,000","-14,611,000","754,000","-1,024,000","2,103,000"
					ChangeInAccountPayable,"10,158,000","-11,507,000","5,763,000","5,357,000","13,519,000","-10,493,000","2,964,000","754,000","5,215,000","-4,136,000"
			ChangeInOtherCurrentAssets,,,,,,"-1,829,000",,,,"-1,222,000"
			ChangeInOtherWorkingCapital,"24,307,000","-1,110,000","3,198,000","3,929,000","18,290,000","11,281,000","9,670,000","10,095,000","21,707,000","14,819,000"
InvestingCashFlow,"-13,340,000","1,117,000","-14,384,000","7,000","-80,000","7,633,000","360,000","17,000","-356,000","21,000"
	CashFlowFromContinuingInvestingActivities,"-13,340,000","1,117,000","-14,384,000","7,000","-80,000","7,633,000","360,000","17,000","-356,000","21,000"
		CapitalExpenditureReported,"-825,000","-515,000","-143,000","-87,000","-80,000","-135,000","-140,000","-271,000","-356,000","-77,000"
		NetBusinessPurchaseAndSale,"-14,220,000","21,000","-14,241,000",,,,,,,
			PurchaseOfBusiness,,,"-14,241,000",,,,,,,
			SaleOfBusiness,,"21,000",,,,,,,,
		NetOtherInvestingChanges,"1,705,000","1,611,000","0","94,000","0","7,768,000",,"288,000","0","98,000"
FinancingCashFlow,"-1,073,000","-5,119,000","7,349,000","141,000","-3,444,000","199,012,000","101,857,000","953,000","-10,802,000","1,860,000"
