name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"224,074,000","57,879,000","48,193,000","62,870,000","55,132,000","50,347,000","40,245,000","34,767,000","27,376,000","16,399,000","14,905,000","12,583,000","10,635,000","8,722,000"
	SellingGeneralAndAdministration,"40,755,000","11,767,000","9,754,000","8,872,000","10,362,000","11,953,000","10,724,000","10,097,000","9,924,000","3,141,000","3,036,000","1,844,000","1,946,000","1,633,000"
		GeneralAndAdministrativeExpense,"40,755,000","11,767,000","9,754,000","8,872,000","10,362,000","11,953,000","10,724,000","10,097,000","9,924,000","3,141,000","3,036,000","1,844,000","1,946,000","1,633,000"
			OtherGandA,"40,755,000","11,767,000","9,754,000","8,872,000","10,362,000","11,953,000","10,724,000","10,097,000","9,924,000","3,141,000","3,036,000","1,844,000","1,946,000","1,633,000"
	ResearchAndDevelopment,"183,319,000","46,112,000","38,439,000","53,998,000","44,770,000","38,394,000","29,521,000","24,670,000","17,452,000","13,258,000","11,869,000","10,739,000","8,689,000","7,089,000"
OperatingIncome,"-224,074,000","-57,879,000","-48,193,000","-62,870,000","-55,132,000","-50,347,000","-40,245,000","-34,767,000","-27,376,000","-16,399,000","-14,905,000","-12,583,000","-10,635,000","-8,722,000"
NetNonOperatingInterestIncomeExpense,,,,,,"143,000",,,,"164,000",,,,"74,000"
	InterestIncomeNonOperating,,,,,,"143,000",,,,"164,000",,,,"74,000"
OtherIncomeExpense,"52,310,000","426,000","88,000","51,681,000","115,000","-44,000","315,000","120,000","84,000",,"-139,000","12,000","49,000","-12,000"
	GainOnSaleOfSecurity,"728,000","426,000","88,000","99,000","115,000",,"315,000","120,000","84,000",,,"12,000","49,000",
	SpecialIncomeCharges,,,"0","51,582,000",,,,,,,,,,
		GainOnSaleOfBusiness,,,"0","51,582,000",,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,"-44,000",,,,,,,,"-12,000"
