name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"916,034,752","1,121,172,885","1,466,828,187","2,137,019,232"
EnterpriseValue,"240,734,752","397,372,885","692,028,187","2,133,796,232"
PbRatio,"1.38","1.643","1.989",
EnterprisesValueEBITDARatio,"-0.779","-6.828","-16.36","-12.11"
