name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"2,350,679,000","477,682,000","659,593,000","828,585,000","384,819,000","310,990,000","479,741,000","557,094,000","427,281,000","152,570,000","348,749,000","392,398,000","324,316,000","78,330,000","277,675,000","223,162,000","139,397,000","-20,035,000","189,025,000","297,000,000","149,386,000","75,472,000","121,866,000","394,192,000","191,550,000","140,768,000","260,969,000","287,452,000","271,871,000","61,012,000","160,061,000","320,163,000","111,459,000","143,164,000","193,103,000","312,763,000","198,820,000","115,112,000","222,109,000","140,938,000","238,649,000","73,762,000","185,036,000","268,851,000","160,949,000","55,443,000","60,599,000","204,047,000","129,511,000","57,159,000","150,757,000","174,529,000","-30,792,000","21,560,000","773,108,000","374,525,000","191,380,000","213,947,000","349,718,000","492,834,000","279,994,000","357,221,000","434,174,000","567,816,000","323,068,000","238,956,000","364,676,000","613,081,000","318,387,000","423,607,000","486,516,000","463,715,000","389,934,000","279,524,000","389,767,000","418,692,000","317,140,000","272,584,000","243,452,000","302,916,000","351,522,000","61,220,000","32,587,000","82,627,000","27,509,000","9,221,000","-9,691,000","-283,000","-13,358,000","10,057,000","21,069,000","23,800,000","-17,600,000","21,800,000","102,803,000","-31,400,000","54,300,000","94,000,000","167,788,000","58,900,000","-24,400,000","96,700,000","1,356,000","9,400,000","89,000,000","54,100,000","61,781,000","53,100,000","16,300,000","28,100,000","26,300,000","75,400,000","14,200,000","1,400,000","24,800,000","53,400,000","17,700,000","57,400,000","27,900,000","-9,300,000","15,900,000","13,000,000","27,700,000","36,000,000","30,000,000","25,700,000","36,400,000","37,600,000","12,800,000","26,000,000","39,900,000","50,100,000"
	CashFlowFromContinuingOperatingActivities,"2,350,679,000","477,682,000","659,593,000","828,585,000","384,819,000","310,990,000","479,741,000","557,094,000","427,281,000","152,570,000","348,749,000","392,398,000","324,316,000","78,330,000","277,675,000","223,162,000","139,397,000","-20,035,000","189,025,000","297,000,000","149,386,000","75,472,000","121,866,000","394,192,000","191,550,000","140,768,000","260,969,000","287,452,000","271,871,000","61,012,000","160,061,000","320,163,000","111,459,000","143,164,000","193,103,000","312,763,000","198,820,000","115,112,000","222,109,000","140,938,000","238,649,000","73,762,000","185,036,000","268,851,000","160,949,000","55,443,000","60,599,000","204,047,000","129,511,000","57,159,000","150,757,000","174,529,000","-30,792,000","21,560,000","773,108,000","374,525,000","191,380,000","213,947,000","349,718,000","492,834,000","279,994,000","357,221,000","434,174,000","567,816,000","323,068,000","238,956,000","364,676,000","613,081,000","318,387,000","423,607,000","486,516,000","463,715,000","389,934,000","279,524,000","389,767,000","418,692,000","317,140,000","272,584,000","243,452,000","302,916,000","351,522,000","61,220,000","32,587,000","82,627,000","27,509,000","9,221,000","-9,691,000","-283,000","-13,358,000","10,057,000","21,069,000","23,800,000","-17,600,000","21,800,000","102,803,000","-31,400,000","54,300,000","94,000,000","167,788,000","58,900,000","-24,400,000","96,700,000","1,356,000","9,400,000","89,000,000","54,100,000","61,781,000","53,100,000","16,300,000","28,100,000","26,300,000","75,400,000","14,200,000","1,400,000","24,800,000","53,400,000","17,700,000","57,400,000","27,900,000","-9,300,000","15,900,000","13,000,000","27,700,000","36,000,000","30,000,000","25,700,000","36,400,000","37,600,000","12,800,000","26,000,000","39,900,000","50,100,000"
		NetIncomeFromContinuingOperations,"1,383,603,000","590,638,000","294,430,000","261,297,000","237,238,000","229,525,000","312,150,000","151,678,000","71,260,000","-4,418,000","119,306,000","165,207,000","216,709,000","180,722,000","132,357,000","161,920,000","180,076,000","166,396,000","154,589,000","162,054,000","109,004,000","123,447,000","152,789,000","220,650,000","108,966,000","119,511,000","109,745,000","152,607,000","123,035,000","118,307,000","110,711,000","188,539,000","179,961,000","169,673,000","130,379,000","136,974,000","115,957,000","116,615,000","165,489,000","100,947,000","108,838,000","135,318,000","117,926,000","77,308,000","83,082,000","116,487,000","126,851,000","93,619,000","110,207,000","118,610,000","134,294,000","97,722,000","97,387,000","-20,346,000","40,326,000","-27,880,000","80,257,000","188,438,000","184,124,000","180,463,000","190,633,000","188,426,000","198,056,000","174,308,000","165,452,000","161,702,000","167,424,000","122,518,000","134,079,000","120,871,000","116,121,000","97,799,000","109,484,000","115,428,000","93,208,000","76,469,000","95,840,000","71,703,000","72,980,000","40,544,000","27,374,000","34,396,000","-67,351,000","-47,246,000","9,598,000","10,266,000","20,326,000","7,092,000","6,636,000","4,346,000","-43,432,000","-1,400,000","5,600,000","2,500,000","-3,384,000","12,300,000","22,700,000","25,700,000","24,247,000","25,600,000","20,700,000","28,500,000","25,263,000","24,100,000","21,400,000","19,500,000","17,182,000","14,800,000","15,300,000","13,600,000","11,600,000","6,100,000","11,100,000","6,300,000","13,000,000","12,700,000","12,500,000","13,400,000","9,400,000","9,900,000","12,700,000","14,500,000","11,100,000","13,100,000","11,800,000","10,600,000","7,800,000","1,400,000","12,700,000","14,200,000","14,500,000","12,000,000"
		OperatingGainsLosses,"-655,150,000","-418,277,000","-62,705,000","-88,793,000","-85,375,000","-73,774,000","-216,304,000","-57,213,000","-20,334,000","136,598,000","31,078,000","-20,498,000","-120,413,000","-80,064,000","-29,333,000","-63,339,000","-82,347,000","-88,818,000","-76,524,000","-200,322,000","-49,348,000","-78,997,000","-116,525,000","-201,031,000","-24,771,000","-23,979,000","-3,209,000","-76,830,000","-49,408,000","-25,105,000","-1,819,000","-138,375,000","-134,647,000","-111,660,000","-44,061,000","-59,111,000","-55,181,000","-30,903,000","-193,477,000","41,017,000","-87,529,000","-47,491,000","-52,069,000","4,912,000","-35,109,000","-43,215,000","-33,931,000","-5,204,000","-11,534,000","-5,912,000","-23,512,000","22,172,000","4,327,000","212,091,000","108,764,000","220,030,000","82,163,000","-54,026,000","40,846,000","-812,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-655,150,000","-418,277,000","-62,705,000","-88,793,000","-85,375,000","-73,774,000","-216,304,000","-57,213,000","-20,334,000","136,598,000","31,078,000","-20,498,000","-120,413,000","-80,064,000","-29,333,000","-63,339,000","-82,347,000","-88,818,000","-76,524,000","-200,322,000","-49,348,000","-78,997,000","-116,525,000","-201,031,000","-24,771,000","-23,979,000","-3,209,000","-76,830,000","-49,408,000","-25,105,000","-1,819,000","-138,375,000","-134,647,000","-111,660,000","-44,061,000","-59,111,000","-55,181,000","-30,903,000","-193,477,000","41,017,000","-87,529,000","-47,491,000","-52,069,000","4,912,000","-35,109,000","-43,215,000","-33,931,000","-5,204,000","-11,534,000","-5,912,000","-20,421,000","-4,083,000","-33,896,000","96,808,000","108,764,000","220,030,000","82,163,000","-54,026,000","40,846,000","-812,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,091,000","26,255,000","38,223,000","115,283,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,135,000","-26,265,000","2,316,000","-7,261,000","13,985,000","3,805,000","-12,810,000","-8,102,000","-18,447,000","20,519,000","-11,158,000","-5,552,000","-3,900,000","-11,086,000","-10,615,000","-14,402,000","-11,956,000","-16,979,000",,,,,,,,,,,,,,,,,,,"-6,900,000",,,,"6,000,000","-1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,135,000","-26,265,000","2,316,000","-7,261,000","13,985,000","3,805,000","-12,810,000","-8,102,000","-18,447,000","20,519,000","-11,158,000","-5,552,000","-3,900,000","-11,086,000","-10,615,000","-14,402,000","-11,956,000","-16,979,000",,,,,,,,,,,,,,,,,,,"-6,900,000",,,,"6,000,000","-1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"46,301,000","11,438,000","10,194,000","13,364,000","11,305,000","11,817,000","11,816,000","12,111,000","14,048,000","11,683,000","10,834,000","11,100,000","12,512,000","14,828,000","8,063,000","8,806,000","10,288,000","9,434,000","8,607,000","9,375,000","11,728,000","10,780,000","10,141,000","9,157,000","9,110,000","8,766,000","8,071,000","9,079,000","6,802,000","8,171,000","6,519,000","7,934,000","7,428,000","6,187,000","5,621,000","5,768,000","7,406,000","4,989,000","5,693,000","5,243,000","8,380,000","7,447,000","7,448,000","6,701,000","6,558,000","6,468,000","7,050,000","7,990,000","6,988,000","5,379,000","5,756,000","6,045,000","6,520,000","6,144,000","5,949,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"8,726,000","2,392,000","-127,000","6,021,000","440,000","2,191,000","340,000","687,000","396,000","892,000","487,000","-56,000","718,000","892,000","3,915,000","2,523,000","702,000","1,177,000","1,683,000","764,000","569,000","1,227,000","880,000","13,000","-61,000","737,000","133,000","129,000","14,000","137,000","240,000","252,000","216,000","11,000","5,009,000","1,214,000","-830,000","-17,000","50,134,000","-50,063,000","27,690,000","-27,710,000","17,069,000","-15,329,000","-64,000","5,000","-4,198,000","8,732,000","19,029,000","3,356,000","-150,000","66,000","45,000","62,000","34,902,000","-43,768,000","27,668,000","-9,990,000","-11,121,000","-704,000","14,039,000","-28,305,000","67,149,000","6,641,000","5,907,000","16,426,000","-12,871,000","-1,558,000","196,795,000","-200,796,000","149,911,000","-698,032,000","694,037,000","-152,288,000","-490,775,000","657,577,000","172,473,000","-384,920,000","634,350,000","-558,407,000","-61,437,000","218,076,000","-239,981,000","-448,623,000","50,369,000","32,052,000","134,491,000","-199,209,000","-27,166,000","37,800,000","195,089,000","-198,800,000","18,000,000","36,800,000","349,956,000","-33,200,000","-108,000,000","-137,400,000","379,855,000","-260,900,000","72,400,000","88,900,000","223,932,000","-240,700,000","107,200,000","52,100,000","23,673,000","49,900,000","20,700,000","25,500,000","343,000,000","-239,400,000","24,400,000","8,000,000","9,900,000","36,000,000","21,400,000","45,500,000","6,200,000","-22,600,000","10,300,000","4,400,000","1,300,000","21,900,000","34,500,000","15,300,000","16,800,000","42,800,000","15,200,000","5,400,000","24,100,000","41,600,000"
