name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
OperatingCashFlow,"2,842,700,000","747,700,000","853,400,000","611,700,000","629,900,000","449,200,000","509,700,000","455,800,000","501,800,000","371,700,000","395,500,000","396,000,000","380,600,000","403,400,000","481,500,000","487,500,000","302,400,000","359,518,000","364,959,000","350,131,000","344,992,000","322,560,000","290,802,000","222,123,000","223,967,000","202,592,000","210,477,000","149,886,000","181,528,000","178,510,000","184,838,000","192,046,000","165,788,000","203,341,000","153,868,000","154,924,000","164,431,000","125,001,000","128,907,000","63,300,000","128,971,000","102,460,000","55,939,000","154,754,000","83,305,000","152,537,000","138,677,000","158,129,000","133,318,000","108,028,000","100,927,000","128,025,000","115,067,000","44,086,000","-2,919,000","144,394,000","123,093,000","87,172,000","132,098,000","105,407,000","122,630,000","71,944,000","107,090,000","120,932,000","129,803,000","114,264,000","119,998,000","109,064,000","93,997,000","57,262,000","110,483,000","80,490,000","104,475,000","95,116,000","102,864,000","77,295,000","67,805,000","56,688,000","74,980,000","57,257,000","71,262,000","67,301,000","57,367,000","38,082,000","16,076,000","-18,175,000","101,578,000","81,737,000","89,224,000","76,847,000","61,670,000","61,445,000","39,731,000","32,453,000","20,871,000","25,174,000","24,139,000","11,252,000","33,866,000","37,829,000","53,594,000","27,961,000","14,620,000","20,124,000","14,881,000","19,800,000","13,200,000","20,700,000","19,700,000","10,400,000","11,600,000","6,300,000","14,800,000","9,100,000","10,600,000","9,500,000","5,300,000"
	CashFlowFromContinuingOperatingActivities,"2,842,700,000","747,700,000","853,400,000","611,700,000","629,900,000","449,200,000","509,700,000","455,800,000","501,800,000","371,700,000","395,500,000","396,000,000","380,600,000","403,400,000","481,500,000","487,500,000","302,400,000","359,518,000","364,959,000","350,131,000","344,992,000","322,560,000","291,768,000","217,805,000","217,971,000","202,592,000","210,477,000","149,886,000","181,528,000","178,510,000","184,838,000","192,046,000","165,788,000","203,341,000","153,868,000","154,924,000","164,431,000","125,001,000","128,907,000","63,300,000","128,971,000","102,460,000","55,939,000","154,754,000","83,305,000","152,537,000","138,677,000","158,129,000","133,318,000","108,028,000","100,927,000","128,025,000","115,067,000","44,086,000","-2,919,000","144,394,000","123,093,000","87,172,000","132,098,000","105,407,000","122,630,000","71,944,000","107,090,000","120,932,000","129,803,000","114,264,000","119,998,000","109,064,000","93,997,000","57,262,000","110,483,000","80,490,000","104,475,000","95,116,000","102,864,000","77,295,000","67,805,000","56,688,000","74,980,000","57,257,000","71,262,000","67,301,000","57,367,000","38,082,000","16,076,000","-18,175,000","101,578,000","81,737,000","89,224,000","76,847,000","61,670,000","61,445,000","39,731,000","32,453,000","20,871,000","25,174,000","24,139,000","11,252,000","33,866,000","37,829,000","53,594,000","27,961,000","14,620,000","20,124,000","14,881,000","19,800,000","13,200,000","20,700,000","19,700,000","10,400,000","11,600,000","6,300,000","14,800,000","9,100,000","10,600,000","9,500,000","5,300,000"
		NetIncomeFromContinuingOperations,"1,285,500,000","437,900,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,175,000","33,919,000","-113,363,000","67,355,000","61,211,000","64,899,000","130,460,000","98,580,000","84,798,000","92,038,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000",,,,,,,,"125,528,000","100,776,000","103,080,000","89,566,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","19,206,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","28,189,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,700,000","12,800,000","11,500,000","10,800,000","9,400,000","8,600,000","7,500,000","7,000,000","5,800,000","3,600,000","2,800,000"
		OperatingGainsLosses,"113,400,000","11,800,000","16,100,000","85,200,000","300,000","79,400,000","142,100,000","45,100,000","25,700,000","-700,000","400,000","-100,000","1,100,000","1,500,000","900,000","5,100,000","5,300,000","-412,000","2,156,000","-760,000","9,316,000","43,934,000","52,000","49,000","-391,000","383,000","-139,000","-244,000","-16,567,000","32,297,000","95,000","92,000","21,000","177,000","-2,789,000","-163,000","276,000","120,000","242,000","16,000","121,000","-64,000","-178,000","-35,000","61,000","28,000","-330,000","92,000","-36,000","0","-1,338,000","85,183,000","-4,400,000","-79,344,000","32,169,000","-17,571,000","-2,532,000","-312,000","-175,000","26,763,000","-450,000","0","0","-65,000","-299,000","11,506,000","8,280,000","3,959,000","5,212,000","743,000","5,366,000","-18,787,000","26,750,000","5,826,000","45,330,000","8,519,000","8,718,000","13,417,000","5,979,000","47,711,000","21,502,000","3,687,000","6,892,000","9,012,000","4,209,000","36,378,000","2,649,000","9,345,000","8,752,000","14,189,000","552,000","1,369,000","166,000","27,277,000","498,000","905,000","1,088,000","7,219,000","6,532,000","507,000","40,000","4,654,000","599,000","-1,837,000","8,463,000","10,300,000","1,400,000","1,200,000","800,000","4,100,000","1,400,000","400,000","800,000","700,000","300,000","100,000","100,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-468,000","0","0","0","-2,225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,000","49,000","-88,000","0","-100,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-2,500,000",,,,,,,"0","-200,000","-1,500,000","0","-200,000","-800,000",,"600,000","1,000,000","5,200,000",,,,,"0","0","7,000","82,000","327,000","-95,000","0","-13,959,000","-18,522,000","33,000","57,000","-11,000","-33,000","-2,639,000","-264,000","16,000","-115,000",,,,,,,,,,,,"86,970,000","-86,970,000","85,030,000","-5,485,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,"200,000",,,,"0","0","0","0","0","100,000","0","100,000","33,000","56,000","56,000","55,000","55,000","55,000","56,000","56,000","56,000","56,000","56,000","177,000","188,000","62,000","35,000","32,000","-34,000","-150,000","101,000","260,000","235,000","229,000","32,000","121,000","135,000","-14,000","13,000","61,000","28,000","-280,000","43,000","52,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,143,500,000","293,200,000","300,600,000","277,500,000","272,200,000","287,800,000","286,900,000","285,800,000","292,800,000","310,900,000","300,000,000","297,600,000","307,100,000","238,700,000","243,900,000","221,000,000","172,800,000","156,868,000","154,676,000","152,555,000","151,801,000","128,283,000","114,968,000","112,816,000","113,141,000","75,509,000","76,178,000","71,109,000","60,375,000","73,186,000","73,303,000","70,821,000","60,988,000","45,435,000","45,242,000","48,052,000","50,410,000","63,629,000","64,012,000","51,211,000","25,245,000","24,254,000","24,642,000","25,177,000","25,351,000","26,459,000","27,177,000","27,813,000","25,163,000","22,020,000","22,739,000","22,447,000","22,851,000","23,836,000","23,646,000","24,507,000","24,057,000","23,712,000","23,814,000","25,893,000","26,898,000","28,379,000","29,582,000","29,691,000","28,519,000","27,576,000","27,085,000","27,914,000","28,107,000","29,101,000","30,524,000","31,288,000","29,553,000","28,671,000","-2,743,000","26,868,000","58,831,000","28,181,000","27,825,000","27,842,000","27,228,000","26,451,000","27,973,000","27,072,000","27,543,000","29,255,000","26,219,000","26,246,000","22,606,000","20,698,000","16,446,000","15,541,000","15,787,000","15,948,000","16,717,000","16,653,000","15,833,000","14,488,000","13,987,000","13,123,000","12,170,000","10,330,000","10,051,000","9,987,000","9,785,000","9,400,000","7,800,000","6,700,000","6,100,000","5,400,000","4,400,000","3,900,000","3,400,000","2,900,000","2,000,000","1,400,000","1,400,000"
			DepreciationAndAmortization,"1,143,500,000","293,200,000","300,600,000","277,500,000","272,200,000","287,800,000","286,900,000","285,800,000","292,800,000","310,900,000","300,000,000","297,600,000","307,100,000","238,700,000","243,900,000","221,000,000","172,800,000","156,868,000","154,676,000","152,555,000","151,801,000","128,283,000","114,968,000","112,816,000","113,141,000","75,509,000","76,178,000","71,109,000","60,375,000","73,186,000","73,303,000","70,821,000","60,988,000","45,435,000","45,242,000","48,052,000","50,410,000","63,629,000","64,012,000","51,211,000","25,245,000","24,254,000","24,642,000","25,177,000","25,351,000","26,459,000","27,177,000","27,813,000","25,163,000","22,020,000","22,739,000","22,447,000","22,851,000","23,836,000","23,646,000","24,507,000","24,057,000","23,712,000","23,814,000","25,893,000","26,898,000","28,379,000","29,582,000","29,691,000","28,519,000","27,576,000","27,085,000","27,914,000","28,107,000","29,101,000","30,524,000","31,288,000","29,553,000","28,671,000","-2,743,000","26,868,000","58,831,000","28,181,000","27,825,000","27,842,000","27,228,000","26,451,000","27,973,000","27,072,000","27,543,000","29,255,000","26,219,000","26,246,000","22,606,000","20,698,000","16,446,000","15,541,000","15,787,000","15,948,000","16,717,000","16,653,000","15,833,000","14,488,000","13,987,000","13,123,000","12,170,000","10,330,000","10,051,000","9,987,000","9,785,000","9,400,000","7,800,000","6,700,000","6,100,000","5,400,000","4,400,000","3,900,000","3,400,000","2,900,000","2,000,000","1,400,000","1,400,000"
