name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
TotalRevenue,"3,961,000","2,111,000","155,000","5,535,000","1,167,000"
	OperatingRevenue,"3,961,000","2,111,000","155,000","5,535,000","1,167,000"
CostOfRevenue,"52,932,000","17,441,000","12,502,000","2,381,000","1,241,000"
GrossProfit,"-48,971,000","-15,330,000","-12,347,000","3,154,000","-74,000"
OperatingExpense,"146,790,000","43,229,000","35,497,000","37,314,000","45,175,000"
	SellingGeneralAndAdministration,"105,739,000","32,426,000","23,444,000","19,483,000","9,514,000"
	ResearchAndDevelopment,"41,051,000","10,803,000","12,053,000","17,831,000","35,661,000"
OperatingIncome,"-195,761,000","-58,559,000","-47,844,000","-34,160,000","-45,249,000"
NetNonOperatingInterestIncomeExpense,"-45,000","-28,000","-5,000","-7,000","-1,222,000"
	InterestExpenseNonOperating,"45,000","28,000","5,000","7,000","1,222,000"
OtherIncomeExpense,"8,276,000","-3,983,000","5,897,000","1,842,000","62,169,000"
	GainOnSaleOfSecurity,,,"3,749,000",,
	EarningsFromEquityInterest,"2,607,000","-4,185,000","1,940,000","0",
	OtherNonOperatingIncomeExpenses,"1,920,000","202,000","-4,644,000","1,842,000","62,169,000"
PretaxIncome,"-187,530,000","-62,570,000","-41,952,000","-32,325,000","15,698,000"
TaxProvision,"6,000","0","6,000","0","0"
NetIncomeCommonStockholders,"-187,536,000","-62,570,000","-51,787,000","-32,325,000","16,793,000"
	NetIncome,"-187,536,000","-62,570,000","-51,787,000","-32,325,000","16,793,000"
		NetIncomeIncludingNoncontrollingInterests,"-187,536,000","-62,570,000","-41,958,000","-32,325,000","15,698,000"
			NetIncomeContinuousOperations,"-187,536,000","-62,570,000","-41,958,000","-32,325,000","15,698,000"
		MinorityInterests,,,,,"1,095,000"
DilutedNIAvailtoComStockholders,"-187,536,000","-62,570,000","-51,787,000","-32,325,000","16,793,000"
BasicEPS,,"-0.19","-0.14","-0.097",
DilutedEPS,,"-0.19","-0.14","-0.097",
BasicAverageShares,,"334,919,905","302,162,066","334,919,914",
DilutedAverageShares,,"334,919,905","302,162,066","334,919,914",
TotalOperatingIncomeAsReported,"-195,761,000","-58,559,000","-47,844,000","-34,160,000","-45,249,000"
TotalExpenses,"199,722,000","60,670,000","47,999,000","39,695,000","46,416,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-187,536,000","-62,570,000","-51,787,000","-32,325,000","16,793,000"
NormalizedIncome,"-189,785,400","-62,570,000","-51,787,000","-32,325,000","16,793,000"
InterestExpense,"45,000","28,000","5,000","7,000","1,222,000"
NetInterestIncome,"-45,000","-28,000","-5,000","-7,000","-1,222,000"
EBIT,"-187,485,000","-62,542,000","-41,947,000","-32,318,000","16,920,000"
EBITDA,"-173,333,000"
ReconciledCostOfRevenue,"52,932,000","17,441,000","12,502,000","2,381,000","1,241,000"
ReconciledDepreciation,"14,152,000","3,348,000","3,650,000","3,629,000","3,461,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-187,536,000","-62,570,000","-51,787,000","-32,325,000","16,793,000"
TotalUnusualItemsExcludingGoodwill,"3,749,000",,"3,749,000",,
TotalUnusualItems,"3,749,000",,"3,749,000",,
NormalizedEBITDA,"-177,082,000","-59,194,000","-38,297,000","-28,689,000","20,381,000"
TaxRateForCalcs,"0.4","0","0.27","0","0"
TaxEffectOfUnusualItems,"1,499,600","0","0","0","0"
