name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalRevenue,"127,567,000","35,666,000","26,485,000","28,100,000","37,317,000","32,160,000","38,786,000","53,507,000","23,670,000","-102,053,000","21,517,000","17,045,000","19,573,000","36,576,526","-18,006,667","19,668,738","5,995,834","12,126,033","7,073,018","8,260,452","4,567,395","2,471,803","2,116,635","0","0","0","0"
	OperatingRevenue,"127,567,000","35,666,000","26,485,000","28,100,000","37,317,000","32,160,000","38,786,000","53,507,000","23,670,000","-102,053,000","21,517,000","17,045,000","19,573,000","36,576,526","-18,006,667","19,668,738","5,995,834","12,126,033","7,073,018","8,260,452","4,567,395","2,471,803","2,116,635","0","0","0","0"
CostOfRevenue,"44,961,661"
GrossProfit,"131,963,321",,,,,,,,,,,"39,448,000","38,125,000","29,052,783","19,512,867",,"18,636,341","13,830,238","8,457,893","6,720,837","3,830,649","1,882,404",,"0","0","0","0"
OperatingExpense,"5,698,000","1,985,000","4,072,000","4,758,000","-5,116,000","407,000","-942,000","2,050,000","1,898,000","2,394,000","166,000","-1,154,000","351,000","-2,736,009","-8,134,791","677,886","-171,279","766,619","152,973","1,058,513","997,064","859,294","577,436","132,631","0","0","0"
	SellingGeneralAndAdministration,"8,082,000","1,985,000","1,759,000","2,212,000","2,126,000","2,520,000","2,408,000","2,050,000","1,898,000","2,394,000","1,958,000","2,191,000","1,968,000","1,496,749","921,105","1,297,449","832,919","766,619","626,761","788,828","728,830","593,430","469,913","132,631","0","0","0"
		GeneralAndAdministrativeExpense,"8,082,000","1,985,000","1,759,000","2,212,000","2,126,000","2,520,000","2,408,000","2,050,000","1,898,000","2,394,000","1,958,000","2,191,000","1,968,000","1,496,749","921,105","1,297,449","832,919","766,619","626,761","788,828","728,830","593,430","469,913","132,631","0","0","0"
			SalariesAndWages,"445,182",,,,,,,,,,,"159,000","106,000","105,140","75,245",,"66,911","68,250","71,149","68,250","68,250","67,812",,"68,753","0","0","0"
			OtherGandA,"6,132,910",,,,,,,,,,,"2,032,000","1,862,000","1,391,609","845,860",,"766,008","698,369","555,612","720,578","660,580","525,618",,"789,646",,,
	OtherTaxes,,,,,,,,,,,,,,"0","0",,"0","309","4,882","0",,,,,,,"0"
