name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"451,529,000","472,833,000","507,997,000","572,229,000","548,838,000","605,554,000","593,057,000","628,209,000","601,793,000","669,604,000","716,892,000","685,975,000","784,617,000","863,560,000","891,464,000","967,732,000","678,924,000","735,230,000","805,359,000","849,896,000","536,614,000","364,557,000","398,624,000","467,985,000","644,574,000","713,386,000","891,689,000","663,004,000","704,709,000","786,206,000","831,527,000","598,882,000","629,391,000","649,635,000","360,259,000","375,224,000","131,497,000","145,994,000","165,319,000","179,899,000","124,213,000","143,445,000","26,388,000","36,423,000","17,531,000","26,200,000"
	CurrentAssets,"185,535,000","198,087,000","230,666,000","296,353,000","252,513,000","310,829,000","289,279,000","322,838,000","301,345,000","366,468,000","418,475,000","378,744,000","467,077,000","572,299,000","690,756,000","768,618,000","559,673,000","626,940,000","698,898,000","715,771,000","428,819,000","279,410,000","331,348,000","399,537,000","463,971,000","539,701,000","615,440,000","388,197,000","441,704,000","491,172,000","526,751,000","279,643,000","309,337,000","328,596,000","358,518,000","373,443,000","130,392,000","144,872,000","163,300,000","177,918,000","122,175,000","141,515,000","25,091,000","35,372,000","16,466,000","25,221,000"
		CashCashEquivalentsAndShortTermInvestments,"122,241,000","143,428,000","171,949,000","230,204,000","190,922,000","240,229,000","224,702,000","261,436,000","228,360,000","296,659,000","354,103,000","315,913,000","406,782,000","520,146,000","604,378,000","682,242,000","463,811,000","563,731,000","627,971,000","671,530,000","408,827,000","266,183,000","318,778,000","378,501,000","445,490,000","528,588,000","605,887,000","377,643,000","433,375,000","482,677,000","516,585,000","273,232,000","303,654,000","323,228,000","356,624,000","372,240,000","129,634,000","144,097,000","162,479,000","176,903,000","120,983,000","140,248,000","22,028,000","32,137,000","13,926,000","22,299,000"
			CashAndCashEquivalents,"122,241,000","143,428,000","171,949,000","230,204,000","190,922,000","240,229,000","224,702,000","261,436,000","163,309,000","161,833,000","201,481,000","108,607,000","123,308,000","221,876,000","290,853,000","468,321,000","374,114,000","464,198,000","611,472,000","491,786,000","276,049,000","216,186,000","243,724,000","228,379,000","220,373,000","278,756,000","355,443,000","236,261,000","291,542,000","482,677,000","516,585,000","273,232,000","303,654,000","323,228,000","356,624,000","372,240,000","129,634,000","144,097,000","162,479,000","176,903,000","120,983,000","138,236,000","19,992,000","26,870,000","4,602,000","10,508,000"
			OtherShortTermInvestments,,,,,,"0","0",,"65,051,000","134,826,000","152,622,000","207,306,000","283,474,000","298,270,000","313,525,000","213,921,000","89,697,000","99,533,000","16,499,000","179,744,000","132,778,000","49,997,000","75,054,000","150,122,000","225,117,000","249,832,000","250,444,000","141,382,000","141,833,000",,,,,,,,,"0","0","0","0","2,012,000","2,036,000","5,267,000","9,324,000","11,791,000"
		Receivables,"34,476,000","33,674,000","31,257,000","29,826,000","26,441,000","30,597,000","29,661,000","25,679,000","31,911,000","34,658,000","28,564,000","26,624,000","24,205,000","15,163,000","18,236,000","14,222,000","14,716,000","8,213,000","26,338,000","28,945,000","4,111,000","3,367,000","2,083,000","3,906,000","5,863,000","5,283,000","5,751,000","5,061,000","2,827,000","2,222,000","6,589,000","4,666,000","3,346,000","3,871,000",,,,,,,,,,,,
			AccountsReceivable,"27,296,000","26,868,000","25,777,000","24,180,000","21,727,000","26,511,000","20,265,000","18,204,000","25,081,000","20,562,000","16,816,000","15,375,000","16,096,000","12,889,000","14,495,000","12,304,000","12,936,000","6,181,000","0","1,143,000","2,378,000","121,000",,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"973,000",,,,,,,,,,,,,,,,,,
			TaxesReceivable,"5,519,000","4,307,000","3,185,000","3,545,000","2,968,000","2,202,000","8,054,000","6,364,000","5,915,000","11,920,000","9,897,000","9,634,000","6,337,000",,,,,,,,,,,,,,,"152,000","191,000","231,000","45,000","438,000","411,000","950,000",,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,"9,000","64,000","52,000","770,000","2,882,000","1,258,000","2,749,000","3,671,000","3,241,000","3,836,000","3,936,000","2,636,000","1,991,000","6,544,000","4,228,000","2,935,000","2,921,000",,,,,,,,,,,,
