name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalAssets,"3,321,548,000","3,119,977,000","2,777,329,000","2,912,124,000","3,008,423,000","2,985,393,000","3,010,689,000","3,064,601,000","3,242,658,000","3,407,329,000","3,405,254,000","3,530,695,000","3,422,026,000","3,201,350,000","3,189,803,000","3,016,463,000","2,899,204,000","2,890,139,000","2,758,990,000","2,691,799,000","2,639,561,000","2,603,047,000","2,695,495,000","2,812,695,000","2,796,792,000","2,852,008,000","2,870,490,000","2,747,016,000","2,738,723,000","2,694,262,000","2,456,612,000","2,353,564,000","2,263,720,000","2,167,798,000","2,045,530,000","1,972,240,000","1,861,315,000","1,881,566,000","1,862,928,000","1,885,441,000","1,834,653,000","1,717,701,000","1,485,178,000","1,350,300,000","1,215,213,000","1,167,933,000","1,144,724,000","1,102,533,000","1,007,310,000","977,297,000","957,510,000","965,478,000","1,004,401,000","1,056,790,000","1,041,857,000","1,046,027,000","1,014,251,000","1,031,591,000","1,047,148,000","1,133,370,000","1,128,497,000","1,128,410,000","1,039,869,000","958,717,000","849,621,000","840,234,000","783,933,000","737,208,000","688,735,000","565,933,000","421,873,000","386,997,000","383,004,000","366,878,000","357,249,000","338,010,000","323,829,000","344,510,000","368,579,000","340,344,000","325,679,000","338,211,000","332,406,000","343,428,000","363,793,000","388,874,000","391,008,000","378,009,000","377,718,000","365,696,000","296,900,000","257,300,000","245,800,000","220,700,000","196,500,000","185,600,000","186,100,000","155,500,000","108,500,000","102,600,000","93,700,000","109,200,000","105,600,000","99,700,000","82,900,000","76,100,000"
	CurrentAssets,"1,523,575,000","1,324,454,000","1,177,993,000","1,306,280,000","1,396,752,000","1,357,726,000","1,366,413,000","1,398,339,000","1,557,601,000","1,712,551,000","1,728,775,000","1,882,541,000","1,819,457,000","1,687,944,000","1,681,235,000","1,512,610,000","1,400,805,000","1,375,098,000","1,274,372,000","1,220,977,000","1,163,545,000","1,111,448,000","1,186,861,000","1,302,541,000","1,295,367,000","1,326,586,000","1,431,092,000","1,369,858,000","1,426,630,000","1,445,514,000","1,260,193,000","1,189,277,000","1,124,543,000","1,153,436,000","1,078,842,000","1,067,443,000","981,304,000","1,006,059,000","1,054,724,000","1,110,893,000","1,080,555,000","980,005,000","797,136,000","687,290,000","560,525,000","558,807,000","568,210,000","535,523,000","502,162,000","472,983,000","471,853,000","487,500,000","527,462,000","581,593,000","576,609,000","595,149,000","597,111,000","610,464,000","628,152,000","717,475,000","717,999,000","730,319,000","686,368,000","620,961,000","536,505,000","540,439,000","497,765,000","460,952,000","424,149,000","381,225,000","253,232,000","221,695,000","221,797,000","209,113,000","197,022,000","178,856,000","164,214,000","188,132,000","197,382,000","169,365,000","152,304,000","163,312,000","166,004,000","177,249,000","198,210,000","220,457,000","230,262,000","222,865,000","228,431,000","224,072,000","199,800,000","170,700,000","164,100,000","149,700,000","135,700,000","129,800,000","132,400,000","107,800,000","71,800,000","68,400,000","61,100,000","82,800,000","80,800,000","75,700,000","60,100,000","55,300,000"
		CashCashEquivalentsAndShortTermInvestments,"209,526,000","148,146,000","259,693,000","315,911,000","316,070,000","312,048,000","259,543,000","215,556,000","137,540,000","181,620,000","86,117,000","111,346,000","126,572,000","131,726,000","205,569,000","148,316,000","131,712,000","124,541,000","127,915,000","123,807,000","89,073,000","82,026,000","91,698,000","92,664,000","72,661,000","64,847,000","64,918,000","72,948,000","47,275,000","191,463,000","144,728,000","130,963,000","94,369,000","217,305,000","166,260,000","203,534,000","205,049,000","198,773,000","230,303,000","169,005,000","163,790,000","207,775,000","183,245,000","146,285,000","101,326,000","168,976,000","150,902,000","135,779,000","145,840,000","149,095,000","144,306,000","128,526,000","139,189,000","153,986,000","152,110,000","165,698,000","176,500,000","187,009,000","176,601,000","165,695,000","162,096,000","161,558,000","153,494,000","140,502,000","121,305,000","133,069,000","120,678,000","95,453,000","98,277,000","158,175,000","45,745,000","33,977,000","27,520,000","34,389,000","22,225,000","21,717,000","16,181,000","24,763,000","20,197,000","21,343,000","12,402,000","19,852,000","21,264,000","22,662,000","19,535,000","18,892,000","13,445,000","15,450,000","9,888,000","20,004,000","29,900,000","13,000,000","15,500,000","22,500,000","23,100,000","25,800,000","17,900,000","19,800,000","15,200,000","15,100,000","15,600,000","21,500,000","21,700,000","21,500,000","1,800,000","2,100,000"
			CashAndCashEquivalents,"209,526,000","148,146,000","259,693,000","315,911,000","316,070,000","312,048,000","259,543,000","215,556,000","137,540,000","181,620,000","86,117,000","111,346,000","126,572,000","131,726,000","205,569,000","148,316,000","131,712,000","124,541,000","127,915,000","123,807,000","89,073,000","82,026,000","91,698,000","92,664,000","72,661,000","64,847,000","64,918,000","72,948,000","47,275,000","191,463,000","144,728,000","130,963,000","94,369,000","217,305,000","166,260,000","203,534,000","205,049,000","198,773,000","230,303,000","169,005,000","163,790,000","207,775,000","183,245,000","146,285,000","101,326,000","168,976,000","150,902,000","135,779,000","145,840,000","149,095,000","136,731,000","120,951,000","131,614,000","146,411,000","144,535,000","158,123,000","146,225,000","187,009,000","176,601,000","165,695,000","162,096,000","161,558,000","153,494,000","140,502,000","121,305,000","133,069,000","120,678,000","95,453,000","98,277,000","158,175,000","45,745,000","33,977,000","27,520,000","34,389,000","22,225,000","21,717,000","16,181,000","24,763,000","20,197,000","21,343,000","12,402,000","19,852,000","21,264,000","22,662,000","19,535,000","18,892,000","13,445,000","15,450,000","9,888,000","20,004,000","29,900,000","13,000,000","15,500,000","22,500,000","23,100,000","25,800,000","17,900,000","19,800,000","15,200,000","15,100,000","15,600,000","21,500,000","21,700,000","21,500,000","1,800,000","2,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","7,575,000","7,575,000","7,575,000","7,575,000","7,575,000","7,575,000","30,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"186,757,000","140,186,000","149,281,000","160,435,000","187,171,000","172,481,000","155,677,000","162,677,000","214,597,000","183,704,000","232,688,000","242,543,000","213,749,000","203,535,000","189,617,000","218,565,000","202,929,000","195,790,000","167,846,000","159,298,000","179,266,000","166,365,000","159,028,000","139,976,000","162,248,000","167,588,000","218,562,000","184,189,000","214,317,000","178,195,000","161,315,000","166,168,000","135,855,000","103,293,000","114,414,000","89,576,000","76,598,000","89,615,000","92,141,000","95,875,000","90,291,000","98,160,000","73,313,000","70,743,000","53,566,000","43,513,000","67,889,000","54,620,000","48,449,000","38,869,000","41,407,000","49,098,000","52,557,000","55,274,000","55,199,000","52,441,000","57,900,000","48,781,000","55,527,000","63,116,000","58,595,000","74,441,000","80,829,000","58,350,000","53,714,000","63,473,000","48,776,000","50,612,000","44,184,000","30,296,000","32,878,000","38,399,000","27,199,000","24,492,000","26,316,000","22,543,000","22,416,000","24,935,000","29,632,000","23,421,000","26,203,000","26,403,000","19,391,000","17,285,000","21,841,000","20,350,000","28,413,000","29,193,000","24,270,000","29,767,000","25,200,000","18,300,000","24,100,000","19,500,000","19,100,000","18,800,000","25,900,000","20,900,000","20,000,000","18,200,000","14,600,000","23,100,000","16,500,000","14,600,000","16,300,000","16,400,000"
			AccountsReceivable,"186,757,000","106,483,000","149,281,000","160,435,000","187,171,000","141,027,000","155,677,000","162,677,000","214,597,000","151,367,000","220,378,000","226,178,000","195,120,000","160,729,000","177,162,000","201,197,000","185,936,000","162,476,000","153,526,000","142,556,000","165,249,000","126,358,000","147,516,000","127,510,000","150,374,000","120,517,000","204,404,000","174,392,000","208,177,000","131,254,000","161,315,000","166,168,000","135,855,000","70,217,000","114,414,000","89,576,000","76,598,000","59,733,000","92,141,000","95,875,000","90,291,000","98,160,000","73,313,000","70,743,000","53,566,000","43,513,000","67,889,000","54,620,000","48,449,000","38,869,000","41,407,000","49,098,000","52,557,000","55,274,000","55,199,000","52,441,000","57,900,000","48,781,000","55,527,000","63,116,000","58,595,000","74,441,000","80,829,000","58,350,000","53,714,000","63,473,000","48,776,000","50,612,000","44,184,000","30,296,000","32,878,000","38,399,000","27,199,000","24,492,000","26,316,000","22,543,000","22,416,000","24,935,000","29,632,000","23,421,000","26,203,000","26,403,000","19,391,000","17,285,000","21,841,000",,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"188,669,000",,,,,,"156,939,000","163,989,000","216,276,000",,,,,"160,729,000",,,,"162,476,000",,,,"126,358,000",,,,"120,517,000",,,,"131,254,000",,,,"70,217,000",,,,"59,733,000",,,,"99,120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,912,000",,,,,,"-1,262,000","-1,312,000","-1,679,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-960,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,"0","12,310,000","16,365,000","18,629,000","12,885,000","12,455,000","17,368,000","16,993,000","11,914,000","14,320,000","16,742,000","14,017,000","10,166,000","11,512,000","12,466,000","11,874,000","10,611,000","14,158,000","9,797,000","6,140,000","8,168,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
