name,ttm,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"3,160,311,000","1,373,837,000","867,540,000","540,287,000","283,972,000","223,230,000","186,365,000"
	OperatingRevenue,"3,160,311,000","1,373,837,000","867,540,000","540,287,000","283,972,000","223,230,000","186,365,000"
CostOfRevenue,"2,853,891,000","1,241,695,000","797,248,000","487,165,000","250,435,000","197,975,000","166,600,000"
GrossProfit,"306,420,000","132,142,000","70,292,000","53,122,000","33,537,000","25,255,000","19,765,000"
OperatingExpense,"243,683,000","87,727,000","66,957,000","49,664,000","32,093,000","24,831,000","21,686,000"
	SellingGeneralAndAdministration,"231,924,000","84,545,000","63,760,000","46,887,000","29,810,000","23,015,000","20,053,000"
		GeneralAndAdministrativeExpense,"40,240,000","14,657,000","12,286,000","8,160,000","4,734,000","5,277,000","3,981,000"
			OtherGandA,"40,240,000","14,657,000","12,286,000","8,160,000","4,734,000","5,277,000","3,981,000"
		SellingAndMarketingExpense,"191,684,000","69,888,000","51,474,000","38,727,000","25,076,000","17,738,000","16,072,000"
	ResearchAndDevelopment,"11,759,000","3,182,000","3,197,000","2,777,000","2,283,000","1,816,000","1,633,000"
OperatingIncome,"62,737,000","44,415,000","3,335,000","3,458,000","1,444,000","424,000","-1,921,000"
NetNonOperatingInterestIncomeExpense,"-21,126,000","-7,196,000","-6,178,000","-5,495,000","-1,918,000","-1,627,000","-1,312,000"
	InterestExpenseNonOperating,"21,126,000","7,196,000","6,178,000","5,495,000","1,918,000","1,627,000","1,312,000"
OtherIncomeExpense,"8,139,000","5,668,000","15,649,000","-13,185,000","241,000","47,000","289,000"
	GainOnSaleOfSecurity,,"5,664,000","15,649,000","-13,185,000",,,
	OtherNonOperatingIncomeExpenses,"11,000","4,000","0",,"241,000","47,000","289,000"
PretaxIncome,"49,750,000","42,887,000","12,806,000","-15,222,000","-233,000","-1,156,000","-2,944,000"
TaxProvision,"2,069,000","1,899,000","0","81,000","0","163,000","0"
NetIncomeCommonStockholders,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
	NetIncome,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
		NetIncomeIncludingNoncontrollingInterests,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
			NetIncomeContinuousOperations,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
DilutedNIAvailtoComStockholders,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
BasicEPS,,"0.17","0.05","-0.13","-0.004",,"-0.012"
DilutedEPS,,"0.16","0.05","-0.13","-0.004",,"-0.012"
BasicAverageShares,,"240,120,000","238,395,000","115,985,000","58,567,000",,"238,345,171"
DilutedAverageShares,,"259,607,000","261,897,000","115,985,000","58,567,000",,"238,345,171"
TotalOperatingIncomeAsReported,"62,737,000","44,415,000","3,335,000","3,458,000","1,444,000","424,000","-1,921,000"
TotalExpenses,"3,097,574,000","1,329,422,000","864,205,000","536,829,000","282,528,000","222,806,000","188,286,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
NormalizedIncome,"39,891,026.774","35,573,216","-2,843,000","-5,677,950","-233,000","-1,319,000","-2,944,000"
InterestExpense,"21,126,000","7,196,000","6,178,000","5,495,000","1,918,000","1,627,000","1,312,000"
NetInterestIncome,"-21,126,000","-7,196,000","-6,178,000","-5,495,000","-1,918,000","-1,627,000","-1,312,000"
EBIT,"70,876,000","50,083,000","18,984,000","-9,727,000","1,685,000","471,000","-1,632,000"
EBITDA,"71,388,000"
ReconciledCostOfRevenue,"2,853,891,000","1,241,695,000","797,248,000","487,165,000","250,435,000","197,975,000","166,600,000"
ReconciledDepreciation,"512,000","119,000","90,000",,"130,000","126,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"47,681,000","40,988,000","12,806,000","-15,303,000","-233,000","-1,319,000","-2,944,000"
TotalUnusualItemsExcludingGoodwill,"8,128,000","5,664,000","15,649,000","-13,185,000",,,
TotalUnusualItems,"8,128,000","5,664,000","15,649,000","-13,185,000",,,
NormalizedEBITDA,"63,260,000","44,538,000","3,425,000","3,458,000","1,815,000","597,000","-1,632,000"
TaxRateForCalcs,"0.042","0.044","0","0.27","0","0.27","0"
TaxEffectOfUnusualItems,"338,026.774","249,216","0","-3,559,950","0","0","0"
