name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
TotalAssets,"2,849,410,000","2,160,906,341","1,799,534,233","1,806,347,289","1,727,114,191","1,677,038,745","1,222,566,609","1,065,126,369","1,096,942,967","1,252,634,838","1,214,151,556","1,226,182,755","1,211,171,148","1,167,577,075","1,377,434,210","1,093,294,587","1,187,114,769","1,223,063,612","1,189,298,950","1,250,870,713","1,234,263,231","1,159,650,656","1,127,745,188","1,070,294,615","1,016,167,651","1,039,317,490","1,031,487,510","1,013,725,812","997,111,772","984,105,928","941,506,420","830,871,021","798,769,932","814,889,080","806,663,110","783,799,749","768,870,920","794,535,412","704,532,190","705,351,306","698,710,332","583,194,821","559,457,206","486,732,343","465,819,038","388,045,494","319,910,659","292,221,114","258,806,175","261,051,300","225,952,263","216,565,212","207,904,017","213,667,161","197,231,404","188,067,528","143,798,855","136,179,326","131,911,581","129,550,997","127,467,667","1,052,043"
TotalLiabilitiesNetMinorityInterest,"1,531,854,000","1,418,975,578","1,054,712,668","1,062,219,728","999,231,444","959,234,221","696,589,668","574,653,175","651,198,059","681,760,129","641,706,576","643,103,050","627,009,834","604,609,788","766,452,267","434,988,094","545,603,067","581,788,238","558,905,534","542,925,739","505,055,942","548,494,398","508,389,979","572,043,943","511,819,737","530,949,735","515,753,833","498,909,031","477,496,324","453,279,299","394,056,844","385,096,605","360,138,908","369,096,950","365,397,605","352,707,720","346,557,618","377,200,168","285,829,585","290,191,749","286,567,067","248,907,866","228,012,731","229,932,010","216,600,540","207,566,335","141,481,838","158,411,756","129,112,815","131,952,108","121,736,076","122,284,850","120,095,277","122,241,998","102,062,077","93,061,235","49,561,111","42,706,973","36,711,522","36,948,326","36,737,031","1,050,646"
TotalEquityGrossMinorityInterest,"1,317,556,000","741,930,763","744,821,565","744,127,561","727,882,747","717,804,524","525,976,941","490,473,194","445,744,908","570,874,709","572,444,980","583,079,705","584,161,314","562,967,287","610,981,943","658,306,493","641,511,702","641,275,374","630,393,416","707,944,974","729,207,289","611,156,258","619,355,209","498,250,672","504,347,914","508,367,755","515,733,677","514,816,781","519,615,448","530,826,629","547,449,576","445,774,416","438,631,024","445,792,130","441,265,505","431,092,029","422,313,302","417,335,244","418,702,605","415,159,557","412,143,265","334,286,955","331,444,475","256,800,333","249,218,498","180,479,159","178,428,821","133,809,358","129,693,360","129,099,192","104,216,187","94,280,362","87,808,740","91,425,163","95,169,327","95,006,293","94,237,744","93,472,353","95,200,059","92,602,671","90,730,636","1,397"
	StockholdersEquity,"1,317,556,000","741,930,763","744,821,565","744,127,561","727,882,747","717,804,524","525,976,941","490,473,194","445,744,908","570,874,709","572,444,980","583,079,705","584,161,314","562,967,287","610,981,943","658,306,493","641,511,702","641,275,374","630,393,416","707,944,974","729,207,289","611,156,258","619,355,209","498,250,672","504,347,914","508,367,755","515,733,677","514,816,781","519,615,448","530,826,629","547,449,576","445,774,416","438,631,024","445,792,130","441,265,505","431,092,029","422,313,302","417,335,244","418,702,605","415,159,557","412,143,265","334,286,955","331,444,475","256,800,333","249,218,498","180,479,159","178,428,821","133,809,358","129,693,360","129,099,192","104,216,187","94,280,362","87,808,740","91,425,163","95,169,327","95,006,293","94,237,744","93,472,353","95,200,059","92,602,671","90,730,636","1,397"
		CapitalStock,"111,000","65,316","65,316","65,316","65,316","65,316","47,962","47,962","48,289","48,951","49,419","50,314","50,691","51,284","51,284","48,051","48,025","47,741","47,741","47,746","47,681","40,401","40,405","33,630","33,576","33,375","33,321","33,272","33,226","32,950","32,906","27,940","27,904","27,697","27,678","27,600","27,563","27,285","27,320","27,289","27,263","22,775","22,715","18,625","18,570","14,929","14,885","12,074","11,935","11,703","9,828","8,333","7,047","6,917","6,917","6,917","6,804","6,804","6,804","6,733","6,687",
			CommonStock,"111,000","65,316","65,316","65,316","65,316","65,316","47,962","47,962","48,289","48,951","49,419","50,314","50,691","51,284","51,284","48,051","48,025","47,741","47,741","47,746","47,681","40,401","40,405","33,630","33,576","33,375","33,321","33,272","33,226","32,950","32,906","27,940","27,904","27,697","27,678","27,600","27,563","27,285","27,320","27,289","27,263","22,775","22,715","18,625","18,570","14,929","14,885","12,074","11,935","11,703","9,828","8,333","7,047","6,917","6,917","6,917","6,804","6,804","6,804","6,733","6,687",
		AdditionalPaidInCapital,"1,597,257,000","1,027,686,768","1,027,707,047","1,027,707,047","1,027,707,047","1,027,707,047","846,636,727","846,636,727","848,982,942","853,766,370","866,351,909","875,245,919","879,033,345","884,894,249","880,865,664","825,264,541","823,786,656","823,614,881","822,780,495","821,351,998","819,123,942","686,835,054","684,618,304","553,234,755","550,903,360","549,242,439","547,444,138","544,771,957","542,136,742","542,119,994","540,704,815","410,823,140","408,613,927","409,042,893","408,501,259","406,567,839","404,748,852","403,322,097","398,842,128","397,340,547","396,320,487","318,297,269","316,103,812","248,967,897","247,760,609","183,602,755","182,663,381","140,279,496","138,107,049","136,769,259","115,370,671","100,628,226","87,972,856","87,836,786","87,121,265","87,013,500","86,949,189","86,949,189","87,599,046","86,617,869","85,972,950","1,500"
		RetainedEarnings,"-279,812,000","-285,821,321","-282,950,798","-283,644,802","-299,889,616","-309,967,839","-320,707,748","-356,211,495","-403,286,323","-282,940,612","-293,956,348","-292,216,528","-294,922,722","-321,978,246","-269,935,005","16,144,459","6,571,435","8,305,431","-4,483,783","-150,341","2,265,568","5,884,512","6,553,437","8,851,309","7,628,164","16,127,141","13,665,361","6,138,723","10,976,071","12,926,514","13,283,742","6,132,527","7,134,163","8,610,735","10,432,313","8,098,018","6,714,859","6,783,161",,,,,,,,,,,"-81,945","1,070,452","1,902,083","2,205,265","2,320,044","2,115,157","4,589,197","3,848,381","3,526,071","1,738,797","1,714,052","1,331,578","690,594","-103"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,"-183,150,558","-188,894,414","-190,692,679","-187,951,037","-113,304,429","-92,229,902","-81,603,709","-71,856,937","-63,869,022","-54,217,186","-57,035,200",,,,"-24,252,829",,"10,872,277","13,441,662","36,721,540","24,426,948","24,496,590","17,536,887","13,985,862","19,833,157","17,791,721","15,795,515","9,119,425","15,317,948","7,813,811","1,439,319","-3,138,525","-4,249,445","-6,482,212","-8,343,679","-8,752,222","-13,066,395","-8,561,462","-2,491,207","1,466,303","3,451,948","4,137,495","3,755,680","6,516,360","5,880,157","4,646,491","4,060,405",
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,833,157","17,791,721","15,795,515","8,107,776","12,567,885","3,077,418","9,683,695","5,105,851","-4,249,445","-6,482,212","-8,991,043","-9,200,386","-13,918,688","-9,413,755","-2,495,336","1,109,808",,,,"7,134,980",,,,
