name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,01/31/2021
TotalAssets,"337,468,175","338,024,536","338,288,968","338,602,338","338,948,499","90,000"
	CurrentAssets,"1,363,481","1,983,244","2,256,271","2,578,112","2,932,651","25,000"
		CashCashEquivalentsAndShortTermInvestments,"977,606","1,524,181","1,710,629","1,927,681","2,907,051","25,000"
			CashAndCashEquivalents,"977,606","1,524,181","1,710,629","1,927,681","2,907,051","25,000"
				CashFinancial,"977,606","1,524,181","1,710,629","1,927,681","2,907,051","25,000"
		PrepaidAssets,"385,875","459,063","545,642","650,431","25,600",
	TotalNonCurrentAssets,"336,104,694","336,041,292","336,032,697","336,024,226","336,015,848","65,000"
		NonCurrentDeferredAssets,,,,,,"65,000"
		OtherNonCurrentAssets,"336,104,694","336,041,292","336,032,697","336,024,226","336,015,848",
TotalLiabilitiesNetMinorityInterest,"17,330,745","19,921,461","21,623,424","23,303,647","18,484,509","66,000"
	CurrentLiabilities,"1,417,792","1,067,207","779,467","426,732","149,308","66,000"
		PayablesAndAccruedExpenses,"1,417,792","1,067,207","779,467","426,732","149,308","66,000"
			Payables,"34","34","34","16,732","134,808",
				DuetoRelatedPartiesCurrent,,,,"16,698",,
				OtherPayable,"34","34","34","34","134,808",
			CurrentAccruedExpenses,"1,417,758","1,067,173","779,433","410,000","14,500","66,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"15,912,953","18,854,254","20,843,957","22,876,915","18,335,201","0"
		NonCurrentDeferredLiabilities,"11,760,528","11,760,528","11,760,528","11,760,528","11,760,528",
		DerivativeProductLiabilities,"4,152,425","7,093,726","9,083,429","11,116,387","6,574,673",
TotalEquityGrossMinorityInterest,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
	StockholdersEquity,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
		CapitalStock,"336,016,030","336,016,030","336,016,030","310,299,888","315,465,126","863"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"336,016,030","336,016,030","336,016,030","310,299,888","315,465,126","863"
		AdditionalPaidInCapital,"0","0","0","9,894,272","4,729,034","24,137"
		RetainedEarnings,"-15,878,600","-17,912,955","-19,350,486","-4,895,469","269,830","-1,000"
TotalCapitalization,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
CommonStockEquity,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
NetTangibleAssets,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
WorkingCapital,"-54,311","916,037","1,476,804","2,151,380","2,783,343","-41,000"
InvestedCapital,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
TangibleBookValue,"320,137,430","318,103,075","316,665,544","315,298,691","320,463,990","24,000"
ShareIssued,"43,003,916","43,003,916","43,003,916","43,003,916","43,003,917","43,003,917"
OrdinarySharesNumber,"43,003,916","43,003,916","43,003,916","43,003,916","43,003,917","43,003,917"
