name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015,09/30/2015,12/31/2014,09/30/2014
		StockBasedCompensation,"75,001,000","20,773,000","19,312,000","17,194,000","17,722,000","16,439,000","12,494,000","12,099,000","11,489,000","9,294,000","7,107,068","5,295,152","4,183,221","4,558,588","1,828,617","2,050,924","2,243,527","1,610,188","4,164,340","545,537","380,924","327,909","316,559","35,624","56,346","333,168","141,320","140,069"
		OtherNonCashItems,"11,156,000","6,857,000","1,335,000","2,645,000","319,000","2,028,000","5,282,000","4,928,000","3,554,000","1,994,000","2,308,094","247,196","19,438","122,949","137,699","145,114","353,948","17,073",,"545,537",,,,,"0",,,
		ChangeInWorkingCapital,"-49,050,000","-615,000","-40,781,000","-58,488,000","50,834,000","-45,087,000","5,790,000","21,231,000","11,928,000","-19,363,000","17,134,486","9,985,246","17,754,846","8,274,986","-9,467,657","217,437","250,574","-3,040,538","-1,620,438","-110,132","247,777","295,914","-241,059","661,609","1,123,209","587,362","-20,127","-1,369,068"
			ChangeInReceivables,"-6,330,000","3,773,000","-7,485,000","-1,899,000",,,,,,,,,,,,"543,082","-168,431","-531,204",,,,"-122,397",,,,"-63,406","-209,323","-111,888"
				ChangesInAccountReceivables,"-6,330,000","3,773,000","-7,485,000","-1,899,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-32,850,000","-16,533,000","-14,640,000","2,054,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-7,334,000","334,000","-7,625,000","1,611,000","-1,654,000","-5,819,000","235,000","6,626,000","4,881,000","-3,004,000","-5,059,719","-765,742","6,532,304","3,824,196","-7,478,756","-5,998,668","-2,735,685","-3,062,009",,,,"0",,,"-61,855","44,390","-51,140","-35,422"
			ChangeInPayablesAndAccruedExpense,"44,348,000","-2,719,000","45,400,000","-64,528,000","66,195,000","-46,972,000","48,553,000","14,409,000","7,258,000","-15,228,000","21,475,348","8,136,914","14,529,553","4,670,929","-668,879","5,790,131","2,959,336","740,901","-567,728","819,575","2,304,990","174,441","-1,073,081","1,267,463","543,779","1,385,512","191,761","-1,152,773"
				ChangeInPayable,"8,286,000","-6,371,000","13,700,000","83,000","874,000","-4,170,000","-2,446,000","792,000","6,837,000","-5,237,000","-3,433,391","-2,008,290","1,894,386","1,906,521","4,792,625","325,080","547,959","921,805","-521,548","1,396,661","237,517","-180,331","-249,579","1,423,339","1,209,592","443,088","-303,367","-963,251"
					ChangeInAccountPayable,"8,286,000","-6,371,000","13,700,000","83,000","874,000","-4,170,000","-2,446,000","792,000","6,837,000","-5,237,000","-3,433,391","-2,008,290","1,894,386","1,906,521","4,792,625","325,080","547,959","921,805","-521,548","1,396,661","237,517","-180,331","-249,579","1,423,339","1,209,592","443,088","-303,367","-963,251"
				ChangeInAccruedExpense,"36,062,000","3,652,000","31,700,000","-64,611,000","65,321,000","-42,802,000","50,999,000","13,617,000","421,000","-9,991,000","24,908,739","10,145,204","12,635,167","2,764,408","-5,461,504","5,465,051","2,411,377","-180,904","-46,180","-577,086","2,067,473","354,772","-823,502","-155,876","-665,813","942,424","495,128","-189,522"
			ChangeInOtherCurrentAssets,"-48,092,000","13,322,000","-56,431,000","4,274,000","-9,257,000","7,704,000","-42,998,000","196,000","-211,000","-1,131,000","968,857","2,614,074","-3,322,078","-296,289","-1,320,022","425,974","26,923","-719,430","2,874,445","-929,707","-2,057,213","121,473","832,022","-605,854","-442,481","-779,134","48,575","-68,985"
			ChangeInOtherCurrentLiabilities,"1,208,000","1,208,000",,,,,"0",,,"0",,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"-17,341,000","-1,000","-58,000","-460,000","-250,000","0","15,067","76,150","-881,359",,,,"-7,800","17,810","-87,743","26,111","65,336","-10,669","16,629","-62,660","36,663","-75,401"
InvestingCashFlow,"122,432,000","-271,949,000","84,980,000","179,649,000","129,752,000","-146,765,000","-91,000","198,763,000","-287,807,000","-227,854,000","-155,786","-470,047","-192,378","-875,111",,,,,,,,,,,,"-3,201","-14,682","-1,551"
	CashFlowFromContinuingInvestingActivities,"122,432,000","-271,949,000","84,980,000","179,649,000","129,752,000","-146,765,000","-91,000","198,763,000","-287,807,000","-227,854,000","-155,786","-470,047","-192,378","-875,111",,,,,,,,,,,,"-3,201","-14,682","-1,551"
		NetPPEPurchaseAndSale,"-705,000","-86,000","-19,000","-352,000","-248,000","-484,000","-711,000","-3,738,000","-538,000","-435,000","-155,786","-470,047","-192,378","-875,111",,,,,,,,,,,,"-3,201","-14,682","-1,551"
			PurchaseOfPPE,"-705,000","-86,000","-19,000","-352,000","-248,000","-484,000","-711,000","-3,738,000","-538,000","-435,000","-155,786","-470,047","-192,378","-875,111",,,,,,,,,,,,"-3,201","-14,682","-1,551"
		NetInvestmentPurchaseAndSale,"123,137,000","-271,863,000","84,999,000","180,001,000","130,000,000","-146,281,000","620,000","202,501,000","-287,269,000","-227,419,000",,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-331,863,000","-331,863,000","-1,000","1,000","0","-171,281,000","-311,880,000","1,000","-339,769,000","-227,419,000",,,,,,,,,,,,,,,,,,
			SaleOfInvestment,"455,000,000","60,000,000","85,000,000","180,000,000","130,000,000","25,000,000","312,500,000","202,500,000",,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"767,308,000","376,704,000","383,958,000","2,120,000","4,526,000","1,632,000","6,317,000","926,000","281,668,000","403,267,000","209,610","198,949,710","40,963,913","148,418,251","115,657","-38,434","131,603,440","222,697","178,040,485","19,334,629","0","0","0","0","33,008,752","-1,048,973","8,450,197","10,381,300"
	CashFlowFromContinuingFinancingActivities,"767,308,000","376,704,000","383,958,000","2,120,000","4,526,000","1,632,000","6,317,000","926,000","281,668,000","403,267,000","209,610","198,949,710","40,963,913","148,418,251","115,657","-38,434","131,603,440","222,697","178,040,485","19,334,629","0","0","0","0","33,008,752","-1,048,973","8,450,197","10,381,300"
		NetIssuancePaymentsOfDebt,,,"0","0",,,"0","-200,000","323,074,000","0","-487,762","206,400,000","0","-21,701,292",,,,,,,,,,,,,,
			NetLongTermDebtIssuance,,,"0","0",,,"0","-200,000","323,074,000","0","-487,762","206,400,000","0","-21,701,292",,,,,,,,,,,,,,
				LongTermDebtIssuance,,,"0","0",,,"0","-200,000",,,"-487,762","233,400,000","40,000,000","60,000,000",,,,,,,,,,,,,,
				LongTermDebtPayments,,,,,,,"0","0","0","0","0","-7,000,000","0","-21,701,292",,,,,,,,,,,,,,
		NetCommonStockIssuance,"760,483,000","380,120,000","380,363,000","0","0","0","0","0","-170,000","381,593,000","-658,152","0","-22,740","110,262,000","0","-130,997",,,,,,,,,"1","0",,"0"
			CommonStockIssuance,"760,483,000","380,120,000","380,363,000","0","0","0","0","0","-170,000","381,593,000","-658,152","0","-22,740","110,262,000","0","-130,997",,,,,,,,,"1","0",,"0"
		NetPreferredStockIssuance,,,,,,,,,,,,,,,"0",,,,"0","19,747,847",,,"0","0","32,050,646","0","8,450,197","10,381,300"
			PreferredStockIssuance,,,,,,,,,,,,,,,"0",,,,"0","19,747,847",,,"0","0","32,050,646","0","8,450,197","10,381,300"
		ProceedsFromStockOptionExercised,"19,073,000","4,000,000","3,832,000","2,481,000","8,760,000","2,588,000","6,317,000","1,126,000","1,876,000","1,674,000","745,553","929,710","1,262,162","192,005","111,411","114,989","275,749","225,361","1,042,461",,,"0",,,,,,
		NetOtherFinancingCharges,"-12,248,000","-7,416,000","-237,000","-361,000","-4,234,000","-956,000","0","0","-43,112,000","20,000,000","609,971","-8,380,000","39,724,491","59,665,538","4,246",,,"-2,664",,"-413,218",,,,,"958,105",,,
EndCashPosition,"635,355,000","635,014,000","641,755,000","285,308,000","272,336,000","266,987,000","567,045,000","416,815,000","318,596,000","418,897,000","351,985,085","433,994,644","289,128,569","288,246,706","176,267,666","220,640,818","253,839,540","152,930,977","175,643,529","13,135,848","4,939,087","16,436,538","24,863,488","31,408,090","36,003,546","10,032,116","13,622,995","7,753,114"
	ChangesInCash,"368,368,000","-6,805,000","356,439,000","13,144,000","5,590,000","-298,447,000","148,205,000","99,865,000","-100,433,000","67,064,000","-82,017,859","144,882,023","865,897","111,982,656","-44,362,566","-33,170,882","100,908,563","-22,712,552","162,507,681","8,196,761","-11,497,451","-8,426,950","-6,544,602","-6,513,358","25,971,430","-4,832,892","5,869,881","6,682,342"
	EffectOfExchangeRateChanges,"-341,000","64,000","8,000","-172,000","-241,000","-1,611,000","2,025,000","-1,646,000","132,000","-152,000","8,300","-15,948","15,966","-3,616","-10,586",,,,,,,,,,,,,
	BeginningCashPosition,"266,987,000","641,755,000","285,308,000","272,336,000","266,987,000","567,045,000","416,815,000","318,596,000","418,897,000","351,985,000","433,994,644","289,128,569","288,246,706","176,267,666","220,640,818","253,839,540","152,930,977","175,643,529","13,135,848","4,939,087","16,436,538","24,863,488","31,408,090","37,921,448","10,032,116","14,865,008","7,753,114","1,070,772"
InterestPaidSupplementalData,"6,732,000","3,360,000","0","3,372,000","0","6,893,000","0","9,100,000","0","3,829,000","28,383","230,521","140,000","588,473","477,639",,,,,,,,,,,,,
CapitalExpenditure,"-705,000","-86,000","-19,000","-352,000","-248,000","-484,000","-711,000","-3,738,000","-538,000","-435,000","-155,786","-470,047","-192,378","-875,111",,,,,,,,,,,,"-3,201","-14,682","-1,551"
IssuanceOfCapitalStock,"760,483,000","380,120,000","380,363,000","0","0","0","0","0","-170,000","381,593,000","-658,152","0","-22,740","110,262,000","0","-130,997",,,"150,062,959","19,747,847",,,"0","0","32,050,647","0","8,450,197","10,381,300"
IssuanceOfDebt,,,"0","0",,,"0","-200,000",,,"-487,762","233,400,000","40,000,000","60,000,000",,,,,,,,,,,,,,
RepaymentOfDebt,,,,,,,"0","0","0","0","0","-7,000,000","0","-21,701,292",,,,,,,,,,,,,,
FreeCashFlow,"-522,077,000","-111,646,000","-112,518,000","-168,977,000","-128,936,000","-153,798,000","141,268,000","-103,562,000","-94,832,000","-108,784,000","-82,227,469","-54,067,687","-40,098,016","-36,435,595","-44,478,223","-33,132,448","-30,694,877","-22,935,249","-15,532,804","-11,137,868","-11,497,451","-8,426,950","-6,544,602","-6,513,358","-7,037,322","-3,783,919","-2,580,316","-3,698,958"
