name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/2006
TotalAssets,"8,483,651,000","8,515,345,000","7,972,311,000","7,559,496,000","8,066,614,000","7,351,549,000","7,154,234,000","7,122,525,000","7,455,572,000","7,386,832,000","9,591,272,000","9,899,253,000","10,502,407,000","6,603,872,000","6,446,229,000","6,462,703,000","6,879,214,000","6,709,697,000","6,838,316,000","6,730,279,000","6,429,745,000","6,385,459,000","6,542,392,000","6,576,160,000","6,723,748,000","6,732,919,000","7,039,896,000","7,010,017,000","6,945,232,000","7,245,098,000","7,529,315,000","7,927,833,000","6,771,224,000","6,582,853,000","6,333,888,000","6,094,400,000","5,846,321,000","6,129,727,000","6,055,724,000","6,004,868,000","6,130,081,000","1,088,543,000","1,038,887,000","1,063,585,000","1,062,289,000","1,022,077,000","1,004,205,000","965,936,000","989,264,000","1,003,131,000","1,025,204,000","900,107,000","889,154,000","913,076,000","939,617,000","939,378,000","914,207,000","896,540,000","797,226,000"
	CurrentAssets,"2,347,737,000","2,303,279,000","1,725,687,000","1,478,972,000","2,077,965,000","1,361,829,000","1,287,512,000","1,228,404,000","1,581,610,000","1,404,245,000","3,499,132,000","3,636,593,000","2,408,657,000","1,958,441,000","1,951,272,000","1,947,480,000","2,163,227,000","2,069,832,000","2,314,869,000","1,958,417,000","1,780,577,000","1,785,597,000","1,803,241,000","1,787,060,000","1,784,746,000","1,759,765,000","1,999,092,000","2,005,226,000","2,022,602,000","2,099,463,000","2,218,072,000","2,410,752,000","2,342,041,000","2,138,346,000","2,366,930,000","2,286,941,000","1,986,542,000","2,130,782,000","2,233,516,000","2,295,883,000","2,338,552,000","351,208,000","344,959,000","342,469,000","334,028,000","321,056,000","284,893,000","280,316,000","284,654,000","289,561,000","308,054,000","290,241,000","283,352,000","294,857,000","318,703,000","312,774,000","300,188,000","287,067,000","174,802,000"
		CashCashEquivalentsAndShortTermInvestments,"661,504,000","719,370,000","177,482,000","62,309,000","763,653,000","97,068,000","66,423,000","66,396,000","365,604,000","109,632,000","127,065,000","131,925,000","242,418,000","245,019,000","285,900,000","257,700,000","403,235,000","411,627,000","260,414,000","272,225,000","207,840,000","221,730,000","191,660,000","184,672,000","196,042,000","197,469,000","221,247,000","212,210,000","206,918,000","305,448,000","286,620,000","333,969,000","482,184,000","311,301,000","639,255,000","587,937,000","234,825,000","482,449,000","517,343,000","538,956,000","579,930,000","75,108,000","64,447,000","64,215,000","45,460,000","60,542,000","42,778,000","62,974,000","60,215,000","49,963,000","50,833,000","38,047,000","34,371,000","28,762,000","47,929,000","27,133,000","33,253,000","48,093,000","7,608,000"
			CashAndCashEquivalents,"661,504,000","719,370,000","177,482,000","62,309,000","763,653,000","97,068,000","66,423,000","66,396,000","365,604,000","109,632,000","127,065,000","131,925,000","242,418,000","245,019,000","285,900,000","257,700,000","268,346,000","262,019,000","260,414,000","272,225,000","207,840,000","221,730,000","191,660,000","184,672,000","196,042,000","197,469,000","221,247,000","212,210,000","206,918,000","305,448,000","286,620,000","333,969,000","482,184,000","311,301,000","639,255,000","587,937,000","234,825,000","482,449,000","517,343,000","538,956,000","579,930,000","75,108,000","64,447,000","64,215,000","45,460,000","60,542,000","42,778,000","62,974,000","60,215,000","49,963,000","50,833,000","38,047,000","34,371,000","28,762,000","47,929,000","27,133,000","33,253,000","48,093,000","7,608,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,"0","0",,"134,889,000","149,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"657,056,000","638,700,000","603,214,000","599,877,000","553,785,000","517,006,000","498,357,000","449,672,000","499,402,000","561,865,000","576,139,000","616,263,000","1,153,056,000","989,418,000","953,881,000","986,271,000","993,068,000","970,199,000","957,215,000","978,606,000","901,327,000","913,614,000","922,247,000","906,336,000","881,691,000","888,166,000","990,452,000","1,024,816,000","1,014,905,000","1,029,150,000","1,099,494,000","1,152,915,000","1,064,020,000","1,030,892,000","974,725,000","933,706,000","926,629,000","873,382,000","882,867,000","904,760,000","873,802,000","151,171,000","135,219,000","140,791,000","151,890,000","144,178,000","127,822,000","107,439,000","104,246,000","117,484,000","124,573,000","122,618,000","123,763,000","137,435,000","143,377,000","150,160,000","87,666,000","84,763,000","70,526,000"
			AccountsReceivable,"657,056,000","638,700,000","603,214,000","599,877,000","553,785,000","517,006,000","498,357,000","449,672,000","499,402,000","561,865,000","576,139,000","616,263,000","1,153,056,000","989,418,000","953,881,000","986,271,000","993,068,000","970,199,000","957,215,000","978,606,000","901,327,000","913,614,000","922,247,000","906,336,000","881,691,000","888,166,000","990,452,000","1,024,816,000","1,014,905,000","1,029,150,000","1,099,494,000","1,152,915,000","1,064,020,000","1,030,892,000","974,725,000","933,706,000","926,629,000","873,382,000","882,867,000","904,760,000","873,802,000","117,475,000","104,789,000","103,314,000","107,213,000","98,070,000","92,595,000","72,587,000","80,038,000","88,493,000","89,601,000","87,267,000","86,862,000","101,064,000","98,171,000","95,567,000","87,072,000","84,430,000","67,833,000"
				GrossAccountsReceivable,"694,927,000","671,201,000","637,891,000","634,088,000","589,345,000","554,672,000","533,332,000","482,048,000","529,961,000","594,499,000","617,003,000","647,941,000","1,194,594,000","1,024,570,000","982,686,000","1,015,591,000","1,024,835,000","1,001,687,000","987,257,000","1,019,538,000","943,636,000","955,125,000","966,641,000","950,186,000","926,320,000","927,671,000","1,027,357,000","1,049,154,000","1,040,218,000","1,056,406,000","1,127,715,000","1,181,971,000","1,094,976,000","1,062,174,000","993,159,000","952,355,000",,"889,846,000","891,787,000","910,852,000","877,408,000","120,053,000","107,496,000",,"109,867,000",,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-37,871,000","-32,501,000","-34,677,000","-34,211,000","-35,560,000","-37,666,000","-34,975,000","-32,376,000","-30,559,000","-32,634,000","-40,864,000","-31,678,000","-41,538,000","-35,152,000","-28,805,000","-29,320,000","-31,767,000","-31,488,000","-30,042,000","-40,932,000","-42,309,000","-41,511,000","-44,394,000","-43,850,000","-44,629,000","-39,505,000","-36,905,000","-24,338,000","-25,313,000","-27,256,000","-28,221,000","-29,056,000","-30,956,000","-31,282,000","-18,434,000","-18,649,000",,"-16,464,000","-8,920,000","-6,092,000","-3,606,000","-2,578,000","-2,707,000",,"-2,654,000",,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,696,000","30,430,000","37,477,000","44,677,000","46,108,000","35,227,000","34,852,000","24,208,000","28,991,000","34,972,000","35,351,000","36,901,000","36,371,000","45,206,000","54,593,000","594,000","333,000","2,693,000"
