name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalAssets,"346,471,330","346,859,916","346,977,434","347,097,261","347,216,419"
	CurrentAssets,"1,419,572","1,816,667","1,942,759","2,069,960","2,197,059"
		CashCashEquivalentsAndShortTermInvestments,"533,689","907,893","956,470","999,539","1,043,289"
			CashAndCashEquivalents,"533,689","907,893","956,470","999,539","1,043,289"
				CashFinancial,"533,689","907,893","956,470","999,539","1,043,289"
		PrepaidAssets,"885,883","908,774","986,289","1,070,421","1,153,770"
	TotalNonCurrentAssets,"345,051,758","345,043,249","345,034,675","345,027,301","345,019,360"
		NonCurrentDeferredAssets,,"0","0","0","0"
		OtherNonCurrentAssets,"345,051,758","345,043,249","345,034,675","345,027,301","345,019,360"
TotalLiabilitiesNetMinorityInterest,"18,752,311","23,231,517","24,088,726","28,707,336","24,971,291"
	CurrentLiabilities,"806,221","1,015,547","627,376","620,286","442,471"
		PayablesAndAccruedExpenses,"806,221","1,015,547","627,376","620,286","442,471"
			Payables,"483,798","623,124","557,376","510,286","415,971"
				AccountsPayable,"429,748","423,124","407,227","410,000","365,000"
				TotalTaxPayable,"50,000","200,000","150,149","100,286","50,971"
				DuetoRelatedPartiesCurrent,"4,050",,,,
			CurrentAccruedExpenses,"322,423","392,423","70,000","110,000","26,500"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"17,946,090","22,215,970","23,461,350","28,087,050","24,528,820"
		NonCurrentDeferredLiabilities,"12,075,000","12,075,000","12,075,000","12,075,000","12,075,000"
		DerivativeProductLiabilities,"5,871,090","10,140,970","11,386,350","16,012,050","12,453,820"
TotalEquityGrossMinorityInterest,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
	StockholdersEquity,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
		CapitalStock,"345,000,863","345,000,863","345,000,863","313,391,099","317,246,260"
			PreferredStock,"0","0","0","0","0"
			CommonStock,"345,000,863","345,000,863","345,000,863","313,391,099","317,246,260"
		AdditionalPaidInCapital,"0","0","0","3,855,161","0"
		RetainedEarnings,"-17,281,844","-21,372,464","-22,112,155","1,143,665","4,998,868"
TotalCapitalization,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
CommonStockEquity,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
NetTangibleAssets,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
WorkingCapital,"613,351","801,120","1,315,383","1,449,674","1,754,588"
InvestedCapital,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
TangibleBookValue,"327,719,019","323,628,399","322,888,708","318,389,925","322,245,128"
ShareIssued,"43,125,000","43,125,000","43,125,000","43,125,000","43,125,000"
OrdinarySharesNumber,"43,125,000","43,125,000","43,125,000","43,125,000","43,125,000"
