name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2011,09/30/2011,12/31/2010,09/30/2010
TotalRevenue,"1,334,219,000","385,731,000","363,608,000","320,160,000","264,720,000","259,444,000","263,852,000","204,545,000","253,061,000","362,252,000","266,361,000","329,513,000","285,700,000","293,183,000","312,596,000","293,879,000","253,301,000","254,298,000","243,696,000","217,878,000","189,904,000","192,263,000","202,438,000","195,943,000","172,535,000","174,653,000","175,417,000","165,227,000","146,280,000","165,676,000","194,722,000","205,168,000","201,482,000","208,465,000","208,770,000","198,098,000","68,889,000","73,309,000","49,959,000","55,824,000"
	OperatingRevenue,"1,315,887,000","381,141,000","358,631,000","316,042,000","260,073,000","257,297,000","261,299,000","203,397,000","251,702,000","359,806,000","264,243,000","329,288,000","285,456,000","292,870,000","312,266,000","293,624,000","253,019,000","253,792,000","243,536,000","217,693,000","189,657,000","191,965,000","202,197,000","195,912,000","171,906,000","174,077,000","175,012,000","164,790,000","145,848,000","165,271,000","194,521,000","204,604,000","201,439,000","208,423,000","208,716,000","197,780,000","68,889,000","73,309,000","49,959,000","55,824,000"
CostOfRevenue,"279,636,000","117,042,000","83,229,000","73,778,000","5,587,000","21,078,000","20,349,000","22,777,000","120,672,000","235,719,000","154,286,000","171,266,000","138,297,000","139,045,000","177,190,000","163,763,000","121,494,000","108,553,000","127,545,000","107,341,000","79,862,000","81,884,000","97,545,000","95,391,000","65,453,000","69,577,000","71,138,000","65,614,000","41,536,000","38,570,000","60,592,000","72,919,000","66,840,000","66,436,000","86,505,000","90,389,000",,,,
GrossProfit,"1,054,583,000","268,689,000","280,379,000","246,382,000","259,133,000","238,366,000","243,503,000","181,768,000","132,389,000","126,533,000","112,075,000","158,247,000","147,403,000","154,138,000","135,406,000","130,116,000","131,807,000","145,745,000","116,151,000","110,537,000","110,042,000","110,379,000","104,893,000","100,552,000","107,082,000","105,076,000","104,279,000","99,613,000","104,744,000","127,106,000","134,130,000","132,249,000","134,642,000","142,029,000","122,265,000","107,709,000",,,,
OperatingExpense,"674,229,000","177,943,000","199,699,000","160,163,000","136,424,000","114,911,000","123,362,000","59,757,000","45,832,000","97,445,000","35,695,000","103,806,000","97,133,000","87,019,000","94,937,000","92,319,000","88,713,000","84,033,000","82,689,000","82,860,000","74,839,000","72,307,000","72,169,000","72,455,000","78,275,000","73,227,000","83,288,000","80,667,000","74,383,000","73,017,000","84,676,000","89,260,000","79,198,000","74,908,000","85,713,000","76,431,000",,,,
	SellingGeneralAndAdministration,"483,164,000","127,699,000","148,253,000","113,283,000","93,929,000","72,657,000","84,262,000","38,285,000","25,324,000","62,509,000","44,541,000","65,780,000","60,780,000","53,235,000","59,620,000","60,371,000","57,681,000","54,657,000","56,054,000","52,164,000","49,655,000","45,279,000","45,113,000","48,029,000","53,112,000","49,106,000","59,242,000","58,195,000","51,796,000","49,722,000","60,513,000","64,560,000","57,759,000","52,905,000","63,285,000","54,514,000","56,358,000","52,504,000","40,271,000","42,733,000"
		GeneralAndAdministrativeExpense,"147,401,000","34,528,000","40,641,000","33,557,000","38,675,000","44,089,000","56,657,000","33,656,000","22,336,000","27,951,000","21,968,000","28,787,000","28,876,000","29,573,000","27,484,000","24,360,000","28,295,000","26,921,000","24,618,000","25,164,000","26,245,000","25,696,000","21,209,000","21,307,000","27,515,000","27,925,000","26,791,000","22,627,000","27,089,000","25,566,000","25,350,000","31,167,000","26,931,000","24,427,000","22,541,000","17,991,000","33,047,000","31,458,000","23,418,000","25,747,000"
			OtherGandA,"147,401,000","34,528,000","40,641,000","33,557,000","38,675,000","44,089,000","56,657,000","33,656,000","22,336,000","27,951,000","21,968,000","28,787,000","28,876,000","29,573,000","27,484,000","24,360,000","28,295,000","26,921,000","24,618,000","25,164,000","26,245,000","25,696,000","21,209,000","21,307,000","27,515,000","27,925,000","26,791,000","22,627,000","27,089,000","25,566,000","25,350,000","31,167,000","26,931,000","24,427,000","22,541,000","17,991,000","33,047,000","31,458,000","23,418,000","25,747,000"
		SellingAndMarketingExpense,"335,763,000","93,171,000","107,612,000","79,726,000","55,254,000","28,568,000","27,605,000","4,629,000","2,988,000","34,558,000","22,573,000","36,993,000","31,904,000","23,662,000","32,136,000","36,011,000","29,386,000","27,736,000","31,436,000","27,000,000","23,410,000","19,583,000","23,904,000","26,722,000","25,597,000","21,181,000","32,451,000","35,568,000","24,707,000","24,156,000","35,163,000","33,393,000","30,828,000","28,478,000","40,744,000","36,523,000","23,311,000","21,046,000","16,853,000","16,986,000"
	DepreciationAmortizationDepletionIncomeStatement,"38,262,000","9,514,000","12,374,000","8,914,000","7,460,000","6,627,000","8,288,000","3,770,000","4,004,000","3,670,000","3,213,000","3,716,000","3,942,000","4,184,000","3,827,000","3,688,000","3,837,000","3,838,000","3,992,000","3,533,000","3,366,000","3,497,000","3,560,000","3,789,000","4,228,000","3,987,000","4,190,000","3,882,000","5,033,000","5,283,000","4,960,000","5,338,000","4,316,000","4,118,000","4,157,000","3,958,000","2,689,000","2,852,000","2,424,000","2,074,000"
