name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-198,935,000","-64,453,000","-53,826,000","-43,443,000","-37,213,000","-58,245,000","-39,844,000","-47,156,000","-31,077,000","-31,606,000","-26,791,000","-30,138,000","-15,970,000","278,303,000","-5,410,000","-11,686,000","-9,066,000","-6,097,000"
	CashFlowFromContinuingOperatingActivities,"-198,935,000","-64,453,000","-53,826,000","-43,443,000","-37,213,000","-58,245,000","-39,844,000","-47,156,000","-31,077,000","-31,606,000","-26,791,000","-30,138,000","-15,970,000","278,303,000","-5,410,000","-11,686,000","-9,066,000","-6,097,000"
		NetIncomeFromContinuingOperations,"-229,452,000","-62,796,000","-61,357,000","-55,998,000","-49,301,000","-40,642,000","-44,570,000","-36,719,000","-33,535,000","-31,403,000","-20,611,000","-13,950,000","-15,659,000","-18,386,000","-13,271,000","-8,292,000","-12,493,000","-12,391,000"
		OperatingGainsLosses,"2,193,000",,,,,,,,,,"388,000","7,000","2,169,000","18,000","-1,000","-4,000","-42,000","1,000"
			GainLossOnSaleOfPPE,"-67,000",,,,,,,,,,"388,000","7,000","-79,000","0","5,000","-4,000","-42,000","1,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,"0","0","2,248,000","18,000",,,,
		DepreciationAmortizationDepletion,"16,338,000","5,056,000","4,849,000","3,528,000","2,905,000","2,671,000","2,352,000","2,144,000","1,998,000","1,978,000","2,075,000","2,063,000","1,870,000","1,783,000","1,593,000","1,465,000","1,491,000","1,451,000"
			DepreciationAndAmortization,"16,338,000","5,056,000","4,849,000","3,528,000","2,905,000","2,671,000","2,352,000","2,144,000","1,998,000","1,978,000","2,075,000","2,063,000","1,870,000","1,783,000","1,593,000","1,465,000","1,491,000","1,451,000"
				Depreciation,"14,639,000","4,637,000","4,420,000","3,100,000","2,482,000","2,252,000","1,924,000","1,716,000","1,575,000","1,554,000","1,647,000","1,635,000","1,447,000","1,364,000","1,165,000","1,037,000","1,067,000","1,032,000"
				AmortizationCashFlow,"1,699,000","419,000","429,000","428,000","423,000","419,000","428,000","428,000","423,000","424,000","428,000","428,000","423,000","419,000","428,000","428,000","424,000","419,000"
					AmortizationOfIntangibles,"1,699,000","419,000","429,000","428,000","423,000","419,000","428,000","428,000","423,000","424,000","428,000","428,000","423,000","419,000","428,000","428,000","424,000","419,000"
		DeferredTax,,,,"0","0","0",,"688,000","-1,481,000","-323,000",,,,,,,,
			DeferredIncomeTax,,,,"0","0","0",,"688,000","-1,481,000","-323,000",,,,,,,,
		AmortizationOfSecurities,"5,987,000","862,000","1,277,000","1,782,000","2,066,000","2,108,000","1,257,000","167,000","-95,000","-556,000","-930,000","-1,637,000","-1,278,000","-618,000","-390,000","-365,000","-296,000","-163,000"
		StockBasedCompensation,"47,628,000","12,861,000","11,875,000","11,643,000","11,249,000","8,484,000","7,243,000","6,470,000","6,373,000","4,675,000","3,411,000","3,335,000","3,332,000","3,046,000","3,046,000","2,553,000","2,448,000","3,102,000"
		OtherNonCashItems,"6,999,000","1,772,000","1,700,000","1,768,000","1,759,000","1,723,000","1,058,000","886,000","648,000","745,000","51,000","-9,000",,,"1,000","1,000","2,000","1,000"
		ChangeInWorkingCapital,"-46,435,000","-22,208,000","-12,170,000","-6,166,000","-5,891,000","-32,589,000","-8,300,000","-20,792,000","-4,985,000","-6,722,000","-11,175,000","-19,947,000","-6,405,000","292,460,000","3,595,000","-7,044,000","-176,000","1,902,000"
			ChangeInReceivables,"-2,764,000","-5,109,000","-287,000","-2,948,000","5,580,000","-9,707,000","1,811,000","-3,944,000","1,468,000","3,278,000","-3,419,000","-1,953,000","-3,186,000","741,000","7,562,000","-7,952,000","-1,047,000","2,212,000"
				ChangesInAccountReceivables,"-2,764,000","-5,109,000","-287,000","-2,948,000","5,580,000","-9,707,000","1,811,000","-3,944,000","1,468,000","3,278,000","-3,419,000","-1,953,000","-3,186,000","741,000","7,562,000","-7,952,000","-1,047,000","2,212,000"
			ChangeInInventory,"-3,580,000","-1,739,000","-1,032,000","381,000","-1,190,000","-3,359,000","-3,327,000","-200,000","-18,000","-1,449,000","-402,000","-663,000","-149,000","-17,000","-733,000","608,000","-946,000","-1,975,000"
			ChangeInPrepaidAssets,"975,000","962,000","3,525,000","-4,234,000","722,000","1,273,000","2,524,000","-8,092,000","680,000","3,526,000","-1,736,000","-5,957,000","2,849,000","-3,732,000","598,000","-552,000","-451,000","87,000"
			ChangeInPayablesAndAccruedExpense,"3,652,000","-7,545,000","-1,578,000","7,994,000","4,781,000","-7,257,000","7,465,000","1,921,000","2,712,000","-4,603,000","3,018,000","1,817,000","1,691,000","-377,000","456,000","2,742,000","1,375,000","-2,388,000"
			ChangeInOtherCurrentLiabilities,,,,"5,396,000","3,726,000","813,000","-604,000","-361,000","412,000","-333,000",,,,,,,,
			ChangeInOtherWorkingCapital,"-44,718,000","-8,777,000","-2,863,000","-12,755,000","-19,510,000","-14,352,000","-16,169,000","-10,116,000","-10,239,000","-7,141,000","-8,636,000","-13,191,000","-7,610,000","295,845,000","-4,288,000","-1,890,000","893,000","3,966,000"
InvestingCashFlow,"125,079,000","37,688,000","67,212,000","-21,268,000","41,447,000","93,819,000","-340,049,000","-97,246,000","177,492,000","142,759,000","46,680,000","-260,852,000","-45,349,000","-222,176,000","27,629,000","5,133,000","4,662,000","-36,688,000"
	CashFlowFromContinuingInvestingActivities,"125,079,000","37,688,000","67,212,000","-21,268,000","41,447,000","93,819,000","-340,049,000","-97,246,000","177,492,000","142,759,000","46,680,000","-260,852,000","-45,349,000","-222,176,000","27,629,000","5,133,000","4,662,000","-36,688,000"
		NetPPEPurchaseAndSale,"-48,982,000","-3,077,000","-9,245,000","-14,619,000","-22,041,000","-15,841,000","-9,370,000","-4,207,000","-2,263,000","-2,963,000","-2,416,000","-3,430,000","-1,523,000","-3,831,000","-2,514,000","-2,190,000","-1,001,000","-594,000"
			PurchaseOfPPE,"-48,982,000","-3,077,000","-9,245,000","-14,619,000","-22,041,000","-15,841,000","-9,370,000","-4,207,000","-2,263,000","-2,963,000","-2,416,000","-3,430,000","-1,523,000","-3,831,000","-2,514,000","-2,190,000","-1,020,000","-594,000"
			SaleOfPPE,"0",,,,,,,,,,"0","0",,,"0","0",,
		NetInvestmentPurchaseAndSale,"174,061,000","40,765,000","76,457,000","-6,649,000","63,488,000","109,660,000","-330,679,000","-93,039,000","179,755,000","145,722,000","49,096,000","-257,422,000","-43,826,000","-218,345,000","30,143,000","7,323,000","5,663,000","-36,094,000"
			PurchaseOfInvestment,"-361,439,000","-60,235,000","-78,543,000","-141,649,000","-81,012,000","-15,340,000","-395,179,000","-192,039,000","0","-107,747,000","-112,124,000","-413,422,000","-87,811,000","-270,860,000","-9,379,000","-26,177,000","-29,637,000","-81,310,000"
			SaleOfInvestment,"535,500,000","101,000,000","155,000,000","135,000,000","144,500,000","125,000,000","64,500,000","99,000,000","179,755,000","253,469,000","161,220,000","156,000,000","43,985,000","52,515,000","39,522,000","33,500,000","35,300,000","45,216,000"
FinancingCashFlow,"15,281,000","2,749,000","3,278,000","2,926,000","6,328,000","14,614,000","6,253,000","276,038,000","6,337,000","4,959,000","1,746,000","319,550,000","-1,504,000","124,000","278,000","57,000","446,000","467,000"
	CashFlowFromContinuingFinancingActivities,"15,281,000","2,749,000","3,278,000","2,926,000","6,328,000","14,614,000","6,253,000","276,038,000","6,337,000","4,959,000","1,746,000","319,550,000","-1,504,000","124,000","278,000","57,000","446,000","467,000"
		NetCommonStockIssuance,,,"0","-429,000","0","429,000","0",,,,"0",,,,,,,
			CommonStockIssuance,,,"0","-429,000","0","429,000","0",,,,"0",,,,,,,
		ProceedsFromStockOptionExercised,"15,281,000","2,749,000","3,278,000","2,926,000","6,328,000","14,185,000","6,253,000","4,199,000","6,337,000","4,959,000","1,748,000","327,000","1,859,000","130,000","283,000","62,000","450,000","473,000"
		NetOtherFinancingCharges,,,"0",,,,"0",,,,"-2,000","-1,627,000","-3,363,000","-6,000","-5,000","-5,000","-4,000","-6,000"
EndCashPosition,"117,187,000","117,187,000","141,203,000","124,539,000","186,324,000","175,762,000","125,574,000","499,214,000","367,578,000","214,826,000","98,714,000","77,079,000","48,519,000","111,342,000","55,091,000","32,594,000","39,090,000","43,048,000"
	ChangesInCash,"-58,575,000","-24,016,000","16,664,000","-61,785,000","10,562,000","50,188,000","-373,640,000","131,636,000","152,752,000","116,112,000","21,635,000","28,560,000","-62,823,000","56,251,000","22,497,000","-6,496,000","-3,958,000","-42,318,000"
	BeginningCashPosition,"175,762,000","141,203,000","124,539,000","186,324,000","175,762,000","125,574,000","499,214,000","367,578,000","214,826,000","98,714,000","77,079,000","48,519,000","111,342,000","55,091,000","32,594,000","39,090,000","43,048,000","85,366,000"
CapitalExpenditure,"-48,982,000","-3,077,000","-9,245,000","-14,619,000","-22,041,000","-15,841,000","-9,370,000","-4,207,000","-2,263,000","-2,963,000","-2,416,000","-3,430,000","-1,523,000","-3,831,000","-2,514,000","-2,190,000","-1,020,000","-594,000"
IssuanceOfCapitalStock,,,"0","-429,000","0","429,000","0",,,,"0",,,,"0",,,
FreeCashFlow,"-247,917,000","-67,530,000","-63,071,000","-58,062,000","-59,254,000","-74,086,000","-49,214,000","-51,363,000","-33,340,000","-34,569,000","-29,207,000","-33,568,000","-17,493,000","274,472,000","-7,924,000","-13,876,000","-10,086,000","-6,691,000"
