name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,06/30/2000,03/31/2000
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,061","95,669"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,793","24,556"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,793","24,556"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,854","71,113"
				ChangeInAccruedExpense,"3,128,000","-3,303,000","3,701,000","931,000","1,799,000","-1,433,000","4,888,000","-5,426,000","2,221,000","-5,912,000","3,641,000","1,198,000","1,334,000","-5,162,000","-3,954,000","3,659,000","1,649,000","-1,985,000","792,000","1,761,000","108,000","-3,221,000","1,014,000","32,000","764,000","-1,239,000","684,000","469,000","301,000","-395,000","-858,000","2,792,000","401,000","290,000","-1,254,000","807,000","-4,365,000","4,189,000",,,,,,,,"-678,000",,,"450,000","-154,000","1,147,000","2,112,000","-270,000","-158,000",,,,,,,,,,
			ChangeInOtherCurrentAssets,"-14,832,000","2,604,000","-3,561,000","-950,000","-12,925,000","2,905,000","7,926,000","-3,307,000","-2,302,000","-1,023,000","2,269,000","3,687,000","-6,395,000","3,118,000","1,511,000","769,000","-2,127,000","3,410,000","-6,758,000","4,122,000","-1,475,000","422,000","5,498,000","1,369,000","-3,973,000","158,000","1,108,000","1,110,000","-2,674,000","3,815,000","1,802,000","-1,399,000","-3,316,000","-35,000","3,355,000","-542,000","-164,000","-1,671,000","3,148,000","-555,000","-1,876,000","3,623,000","1,000","424,000","-3,765,000","1,681,000","1,000","181,000","-699,000","499,000","4,531,000","-2,778,000","876,000","-2,481,000",,,,,,,,,"-72,879","-4,468"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,854","71,113"
InvestingCashFlow,"38,472,000","-75,822,000","-121,949,000","6,219,000","230,024,000","-29,299,000","-205,177,000","99,233,000","-46,824,000","20,843,000","-172,077,000","-19,991,000","-241,061,000","-89,596,000","-101,073,000","-101,647,000","-132,461,000","-71,179,000","-39,957,000","-96,612,000","-15,059,000","-38,898,000","-14,792,000","-70,156,000","-117,620,000","104,954,000","-57,429,000","-25,468,000","-114,115,000","-14,610,000","-85,059,000","-205,341,000","-17,787,000","11,271,000","-15,352,000","27,981,000","53,468,000","-53,544,000","-100,698,000","-21,814,000","-87,275,000","-35,016,000","154,644,000","-36,891,000","-24,477,000","-82,653,000","-1,989,000","-17,106,000","-76,024,000","-85,701,000","-55,000,000","-114,351,000","-85,543,000","18,318,000","-118,137,000","-7,043,000","-82,397,000","-129,836,000","-21,251,000","-84,759,000","6,683,000","-6,700,000","222,012","-1,375,229"
	CashFlowFromContinuingInvestingActivities,"38,472,000","-75,822,000","-121,949,000","6,219,000","230,024,000","-29,299,000","-205,177,000","99,233,000","-46,824,000","20,843,000","-172,077,000","-19,991,000","-241,061,000","-89,596,000","-101,073,000","-101,647,000","-132,461,000","-71,179,000","-39,957,000","-96,612,000","-15,059,000","-38,898,000","-14,792,000","-70,156,000","-117,620,000","104,954,000","-57,429,000","-25,468,000","-114,115,000","-14,610,000","-85,059,000","-205,341,000","-17,787,000","11,271,000","-15,352,000","27,981,000","53,468,000","-53,544,000","-100,698,000","-21,814,000","-87,275,000","-35,016,000","154,644,000","-36,891,000","-24,477,000","-82,653,000","-1,989,000","-17,106,000","-76,024,000","-85,701,000","-55,000,000","-114,351,000","-85,543,000","18,318,000","-118,137,000","-7,043,000","-82,397,000","-129,836,000","-21,251,000","-84,759,000","6,683,000","-6,700,000","222,012","-1,375,229"
		NetPPEPurchaseAndSale,"-1,710,000","-365,000","-345,000","-268,000","-732,000","-293,000","-1,483,000","-353,000","-417,000","-806,000","-945,000","-1,041,000","-1,260,000","-377,000","-1,135,000","-903,000","-534,000","-307,000","-1,022,000","-402,000","-530,000","-111,000","-181,000","-297,000","-248,000","-161,000","849,000","-86,000","-61,000","-586,000","-74,000","88,000","-165,000","-240,000","344,000","-349,000","-936,000","-1,456,000","-1,873,000","-1,668,000","-1,672,000","-2,822,000","-2,313,000","-1,309,000","-1,662,000","-798,000","-2,037,000","-1,372,000","-696,000","-870,000","-1,661,000","-1,326,000","-1,568,000","-901,000","-661,000","-765,000","-1,174,000","-62,000","-409,000","-208,000","-146,000","1,339,000","0","-4,147"
			PurchaseOfPPE,"-1,710,000","-365,000","-345,000","-268,000","-732,000","-293,000","-1,483,000","-353,000","-417,000","-806,000","-945,000","-1,041,000","-1,260,000","-377,000","-1,135,000","-903,000","-534,000","-307,000","-1,022,000","-402,000","-530,000","-111,000","-226,000","-297,000","-248,000","-161,000","-69,000","-86,000","-61,000","-586,000","-492,000","88,000","-165,000","-240,000","-175,000","-349,000","-936,000","-1,456,000","-1,873,000","-1,668,000","-1,672,000","-2,822,000","-2,313,000","-1,309,000","-1,662,000","-798,000","-2,037,000","-1,372,000","-1,090,000","-870,000","-1,661,000","-1,326,000","-1,568,000","-901,000",,,,,,,,,"0","-4,147"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"0",,,,"0",,,,,,,,,,,,,"0","0","0","0","0","0","55,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,"0",,,,"0",,,,,,,,,,,,,"0","0","0","0","0","0","55,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,,,,,,,,,,,,,,,"0",,,,,,,,,"45,000","0","0",,"162,000","113,000","279,000",,"0","0","418,000",,"-13,000","94,000","0","534,000","1,290,000","425,000","991,000","0","84,000",,,,,,,,,,,,,,,,,,,,
			SaleOfInvestmentProperties,,,,,,,,,,,,,,,"0",,,,,,,,,"45,000","0","0",,"162,000","113,000","279,000",,"0","0","418,000",,"-13,000","94,000","0","534,000","1,290,000","425,000","991,000","0","84,000",,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-8,229,000","13,745,000","-132,684,000","3,304,000","107,406,000","55,177,000","-91,252,000","-11,518,000","30,990,000","84,536,000","-81,105,000","-8,976,000","-146,477,000","-78,063,000","-62,003,000","-117,869,000","-54,936,000","-65,363,000","-36,022,000","-9,764,000","137,000","28,575,000","37,729,000","49,762,000","-51,513,000","65,519,000","30,278,000","57,952,000","82,520,000","47,534,000","39,446,000","50,591,000","41,660,000","37,868,000","78,633,000","114,115,000","149,911,000","-41,134,000","-30,936,000","7,756,000","-53,989,000","-64,077,000","111,602,000","28,339,000","25,932,000","-55,302,000","28,733,000","34,875,000","-28,529,000","-76,464,000","14,324,000","-106,204,000","-49,569,000","54,146,000","-58,076,000","-33,512,000","56,249,000","-107,702,000","-2,503,000","-80,615,000","-19,171,000","38,015,000","140,957","129,629"
			PurchaseOfInvestment,"-789,616,000","-141,523,000","-337,550,000","-200,745,000","-109,798,000","-103,963,000","-265,715,000","-174,578,000","-105,614,000","-26,462,000","-180,416,000","-89,593,000","-217,699,000","-150,251,000","-91,909,000","-152,556,000","-94,983,000","-111,726,000","-70,578,000","-49,307,000","-17,742,000","-4,000","-302,000","-100,000","-105,458,000","0","-1,775,000","-5,882,000","0","0","0","-29,000","-4,037,000","-436,000","-25,000,000","32,000","-72,482,000","-192,112,000","-195,352,000","-139,427,000","-187,929,000","-278,784,000","-53,518,000","-80,499,000","-97,323,000","-245,578,000","-248,022,000","-160,124,000","-220,474,000","-217,161,000","-185,445,000","-238,019,000","-161,601,000","-70,700,000","-27,294,000","-167,016,000","8,578,000","-235,964,000","-35,374,000","-178,289,000","-62,799,000","-32,934,000",,"-96,000"
			SaleOfInvestment,"781,387,000","155,268,000","204,866,000","204,049,000","217,204,000","159,140,000","174,463,000","163,060,000","136,604,000","110,998,000","99,311,000","80,617,000","71,222,000","72,188,000","29,906,000","34,687,000","40,047,000","46,363,000","34,556,000","39,543,000","17,879,000","28,579,000","38,031,000","49,862,000","53,945,000","65,519,000","32,053,000","63,834,000","82,520,000","47,534,000","39,446,000","50,620,000","45,697,000","38,304,000","103,633,000","114,083,000","222,393,000","150,978,000","164,416,000","147,183,000","133,940,000","214,707,000","165,120,000","108,838,000","123,255,000","190,276,000","276,755,000","194,999,000","191,945,000","140,697,000","199,769,000","131,815,000","112,032,000","124,846,000","-30,782,000","133,504,000","47,671,000","128,262,000","32,871,000","97,674,000","43,628,000","70,949,000","44,957","225,629"
		NetOtherInvestingChanges,,"2,651,000","0","2,172,000",,,"1,125,000","0","3,107,000","9,722,000","-7,470,000","5,227,000",,,"1,444,000","4,607,000","-3,111,000","613,000","4,726,000","-2,131,000","1,481,000","-1,170,000","806,000","-630,000","-370,000","1,350,000","-4,154,000","3,312,000","3,416,000","842,000","-2,998,000","-7,398,000","-555,000","-752,000","-715,000","-16,705,000","-17,074,000","1,064,000","-2,103,000","-270,000","-1,756,000","225,000","-2,881,000","-900,000","703,000","450,000","321,000","-18,381,000",,,,,,,"136,104,000","27,234,000","-137,472,000","-22,072,000","-18,339,000","-3,936,000","26,000,000","-46,054,000","106,055","-1,470,711"
FinancingCashFlow,"-94,687,000","100,670,000","17,967,000","-44,124,000","-169,200,000","49,127,000","-83,250,000","137,409,000","28,189,000","-65,911,000","233,008,000","24,879,000","195,712,000","88,030,000","109,430,000","85,568,000","126,184,000","52,312,000","-14,643,000","135,223,000","3,752,000","-15,676,000","60,678,000","34,408,000","56,948,000","-47,889,000","15,611,000","25,473,000","92,526,000","20,845,000","86,474,000","228,665,000","-10,272,000","-18,191,000","-25,631,000","32,914,000","-95,037,000","-22,329,000","189,116,000","14,790,000","75,975,000","437,000","-133,112,000","750,000","-8,501,000","124,197,000","4,679,000","16,916,000","47,179,000","87,779,000","10,108,000","115,834,000","54,931,000","32,955,000","114,876,000","36,176,000","72,190,000","133,878,000","-209,107,000","282,061,000","-6,530,000","-7,345,000","183,065","572,434"
	CashFlowFromContinuingFinancingActivities,"-94,687,000","100,670,000","17,967,000","-44,124,000","-169,200,000","49,127,000","-83,250,000","137,409,000","28,189,000","-65,911,000","233,008,000","24,879,000","195,712,000","88,030,000","109,430,000","85,568,000","126,184,000","52,312,000","-14,643,000","135,223,000","3,752,000","-15,676,000","60,678,000","34,408,000","56,948,000","-47,889,000","15,611,000","25,473,000","92,526,000","20,845,000","86,474,000","228,665,000","-10,272,000","-18,191,000","-25,631,000","32,914,000","-95,037,000","-22,329,000","189,116,000","14,790,000","75,975,000","437,000","-133,112,000","750,000","-8,501,000","124,197,000","4,679,000","16,916,000","47,179,000","87,779,000","10,108,000","115,834,000","54,931,000","32,955,000","114,876,000","36,176,000","72,190,000","133,878,000","-209,107,000","282,061,000","-6,530,000","-7,345,000","183,065","572,434"
		NetIssuancePaymentsOfDebt,,,,,,,"0","0","0","0","0","0","0","-44,000","-67,000","-64,000","-64,000","-60,000","-58,000","-57,000","-55,000","-54,000","-51,000","-55,000","-50,000","-48,000","-47,000","-44,000","-45,000","-43,000","-135,000","21,000","-79,000","-79,000","-75,000","-74,000","-72,000","-68,000","-65,000","-64,000","4,693,000","-4,815,000",,"9,824,000","-44,843,000","98,128,000","-63,942,000","-13,953,000","62,791,000","14,917,000","48,444,000","-62,026,000","64,489,000","-51,067,000","-183,835,000","9,965,000","162,466,000","11,268,000","16,970,000","-20,029,000","-8,028,000","10,973,000",,"600,000"
			NetLongTermDebtIssuance,,,,,,,"0","0","0","0","0","0","0","-44,000","-67,000","-64,000","-64,000","-60,000","-58,000","-57,000","-55,000","-54,000","-51,000","-55,000","-50,000","-48,000","-47,000","-44,000","-45,000","-43,000","-135,000","21,000","-79,000","-79,000","-75,000","-74,000","-72,000","-68,000","-65,000","-64,000","4,693,000","-4,815,000",,"9,824,000","-44,843,000","98,128,000","-63,942,000","-13,953,000","62,791,000","14,917,000","48,444,000","-62,026,000","64,489,000","-51,067,000","-31,335,000","-50,035,000","69,966,000","11,268,000",,,,,,
				LongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,244,000",,"54,883,000","95,208,000","317,773,000",,"59,094,000","106,518,000","70,961,000",,"10,015,000","72,000,000","20,000,000",,"-49,999,000","69,999,000","11,300,000",,,,,,
				LongTermDebtPayments,,,,,,,"0","0","0","0","0","0","0","-44,000","-67,000","-64,000","-64,000","-60,000","-58,000","-57,000","-55,000","-54,000","-51,000","-55,000","-50,000","-48,000","-47,000","-44,000","-45,000","-43,000","-135,000","21,000","-79,000","-79,000","-75,000","-74,000","-72,000","-68,000","-65,000","-64,000","68,937,000","-69,059,000",,"-45,059,000","-140,051,000","-219,645,000","172,631,000","-73,047,000","-43,727,000","-56,044,000","150,459,000","-72,041,000","-7,511,000","-71,067,000","-35,000","-36,000","-33,000","-32,000",,,,,,
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000,000",,,"16,886,000","-19,945,000","-8,028,000","10,973,000",,"600,000"
		NetCommonStockIssuance,"-51,428,000","-8,237,000","-6,348,000","-22,140,000","-14,703,000","-10,130,000","-10,298,000","0",,,"-116,000","-5,634,000",,,"0",,,,,"0","0","0","-64,000","-13,000","-1,134,000","-990,000","-480,000","-5,548,000","-24,956,000","-17,462,000","-31,108,000","-31,482,000","-37,349,000","-38,763,000","-348,000","-3,280,000","0","54,648,000","0","0","-2,628,000","-1,716,000","-9,579,000","-15,404,000","-7,511,000","-5,327,000","-2,866,000","0","-2,593,000","-2,754,000","-6,948,000","-4,874,000","-4,306,000","-3,801,000",,,,,,,,,,
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","54,648,000",,,,,,,,,,,,,,,,,,,,,,,,,,
