name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008
TotalRevenue,"-792,000,000","-630,000,000","-7,000,000","234,000,000","-389,000,000","999,000,000","800,000,000","683,000,000","742,000,000","-2,398,000,000","896,000,000","15,000,000","-424,000,000","284,000,000","-785,000,000","261,000,000","311,000,000","442,000,000","405,000,000","303,000,000","40,000,000","93,000,000","1,036,000,000","526,000,000","-120,000,000","-766,000,000","593,000,000","-628,000,000","519,000,000","-246,000,000","-317,000,000","202,000,000","38,000,000","-135,000,000","-90,000,000","-694,000,000","1,838,000,000","250,000,000","753,000,000","131,000,000","-228,000,000","671,000,000","238,278,000","272,980,000","194,791,000","144,594,000","144,902,000","64,901,000","40,959,000","56,615,000","44,671,000","33,877,000","32,861,000","18,682,000","13,092,000","21,240,000","6,775,000"
	OperatingRevenue,"-792,000,000","-630,000,000","-7,000,000","234,000,000","-389,000,000","999,000,000","800,000,000","683,000,000","742,000,000","-2,398,000,000","896,000,000","15,000,000","-424,000,000","284,000,000","-785,000,000","261,000,000","311,000,000","442,000,000","405,000,000","303,000,000","40,000,000","93,000,000","1,036,000,000","526,000,000","-120,000,000","-766,000,000","593,000,000","-628,000,000","519,000,000","-246,000,000","-317,000,000","202,000,000","38,000,000","-135,000,000","-90,000,000","-694,000,000","1,838,000,000","250,000,000","753,000,000","131,000,000","-228,000,000","671,000,000","238,278,000","272,980,000","194,791,000","144,594,000","144,902,000","64,901,000","40,959,000","56,615,000","44,671,000","33,877,000","32,861,000","18,682,000","13,092,000","21,240,000","6,775,000"
PretaxIncome,"-877,000,000","-651,000,000","-27,000,000","212,000,000","-411,000,000","975,000,000","775,000,000","662,000,000","718,000,000","-2,421,000,000","871,000,000","-4,000,000","-444,000,000","265,000,000","-804,000,000","216,000,000","293,000,000","424,000,000","385,000,000","286,000,000","24,000,000","76,000,000","1,019,000,000","511,000,000","-135,000,000","-772,000,000","588,000,000","-633,000,000","512,000,000","-252,000,000","-322,000,000","197,000,000","32,000,000","-141,000,000","-97,000,000","-701,000,000","1,829,000,000","241,000,000","826,000,000","91,000,000","-264,000,000","643,000,000","213,819,000","251,501,000",,,"138,285,000","60,278,000",,,,,,,,,
TaxProvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,000,000","0","0","10,000,000","15,000,000","5,000,000","-3,000,000","2,000,000","5,105,000","1,100,000",,,"205,000","250,000",,,,,,,,,
NetIncomeCommonStockholders,"-977,000,000","-676,000,000","-52,000,000","187,000,000","-436,000,000","950,000,000","750,000,000","637,000,000","693,000,000","-2,442,000,000","847,000,000","-17,000,000","-457,000,000","255,000,000","-813,000,000","207,000,000","284,000,000","415,000,000","376,000,000","271,000,000","17,000,000","69,000,000","1,012,000,000","504,000,000","-142,000,000","-779,000,000","581,000,000","-640,000,000","505,000,000","-259,000,000","-329,000,000","190,000,000","27,000,000","-144,000,000","-104,000,000","-704,000,000","1,826,000,000","228,000,000","807,000,000","83,000,000","-264,000,000","641,000,000","208,714,000","250,401,000","177,822,000","133,543,000","138,080,000","60,028,000","36,858,000","53,150,000","40,697,000","31,237,000","30,366,000","16,311,000","10,952,000","18,901,000","5,499,000"
	NetIncome,"-877,000,000","-651,000,000","-27,000,000","212,000,000","-411,000,000","975,000,000","775,000,000","662,000,000","718,000,000","-2,421,000,000","871,000,000","-4,000,000","-444,000,000","265,000,000","-804,000,000","216,000,000","293,000,000","424,000,000","385,000,000","286,000,000","24,000,000","76,000,000","1,019,000,000","511,000,000","-135,000,000","-772,000,000","588,000,000","-633,000,000","512,000,000","-252,000,000","-322,000,000","197,000,000","32,000,000","-141,000,000","-100,000,000","-701,000,000","1,829,000,000","231,000,000","811,000,000","86,000,000","-261,000,000","641,000,000","208,714,000","250,401,000","177,822,000","133,543,000","138,080,000","60,028,000","36,858,000","53,150,000","40,697,000","31,237,000","30,366,000","16,311,000","10,952,000","18,901,000","5,499,000"
		NetIncomeIncludingNoncontrollingInterests,"-877,000,000","-651,000,000","-27,000,000","212,000,000","-411,000,000","975,000,000","775,000,000","662,000,000","718,000,000","-2,421,000,000","871,000,000","-4,000,000","-444,000,000","265,000,000","-804,000,000","216,000,000","293,000,000","424,000,000","385,000,000","286,000,000","24,000,000","76,000,000","1,019,000,000","511,000,000","-135,000,000","-772,000,000","588,000,000","-633,000,000","512,000,000","-252,000,000","-322,000,000","197,000,000","32,000,000","-141,000,000","-100,000,000","-701,000,000","1,829,000,000","231,000,000","811,000,000","86,000,000","-261,000,000","641,000,000","208,714,000","250,401,000","177,822,000","133,543,000","138,080,000","60,028,000","36,858,000","53,150,000","40,697,000","31,237,000","30,366,000","16,311,000","10,952,000","18,901,000","5,499,000"
			NetIncomeContinuousOperations,"-877,000,000","-651,000,000","-27,000,000","212,000,000","-411,000,000","975,000,000","775,000,000","662,000,000","718,000,000","-2,421,000,000","871,000,000","-4,000,000","-444,000,000","265,000,000","-804,000,000","216,000,000","293,000,000","424,000,000","385,000,000","286,000,000","24,000,000","76,000,000","1,019,000,000","511,000,000","-135,000,000","-772,000,000","588,000,000","-633,000,000","512,000,000","-252,000,000","-322,000,000","197,000,000","32,000,000","-141,000,000","-100,000,000","-701,000,000","1,829,000,000","231,000,000","811,000,000","86,000,000","-261,000,000","641,000,000","208,714,000","250,401,000","177,822,000","133,543,000","138,080,000","60,028,000","36,858,000","53,150,000","40,697,000","31,237,000","30,366,000","16,311,000","10,952,000","18,901,000","5,499,000"
	PreferredStockDividends,"100,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","21,000,000","18,000,000","13,000,000","13,000,000","10,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","5,000,000","3,000,000","4,000,000","3,000,000","3,000,000","3,000,000","4,000,000","3,000,000","3,000,000",,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,"6,000,000",,,,,,,,"0","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-977,000,000","-676,000,000","-52,000,000","187,000,000","-436,000,000","950,000,000","750,000,000","637,000,000","693,000,000","-2,442,000,000","847,000,000","-17,000,000","-457,000,000","255,000,000","-813,000,000","207,000,000","284,000,000","415,000,000","376,000,000","271,000,000","17,000,000","69,000,000","1,012,000,000","504,000,000","-142,000,000","-779,000,000","581,000,000","-640,000,000","505,000,000","-259,000,000","-329,000,000","190,000,000","27,000,000","-144,000,000","-104,000,000","-704,000,000","1,826,000,000","228,000,000","807,000,000","83,000,000","-264,000,000","641,000,000","208,714,000","250,401,000","177,822,000","133,543,000","138,080,000","60,028,000","36,858,000","53,150,000","40,697,000","31,237,000","30,366,000","16,311,000","10,952,000","18,901,000","5,499,000"
BasicEPS,,"-1.29","-0.1","0.36","-0.83","1.78","1.38","1.15","1.24","-4.46","1.56","-0.03","-0.85","0.48","-1.61","0.45","0.7","1.06","0.96","0.74","0.05","0.21","3.06","1.52","-0.43","-2.33","1.7","-1.84","1.43","-0.73","-0.94","0.54","0.08","-0.41","-0.28","-1.8","4.61","0.64","2.37","0.25","-0.88","2.66","0.99","1.39","1.36","1.48",,"1.69","1.23","2.13",,"1.82","2.02","1.09",,"1.26","0.37"
DilutedEPS,,"-1.29","-0.1","0.35","-0.83","1.77","1.37","1.15","1.24","-4.46","1.56","-0.03","-0.85","0.47","-1.61","0.45","0.7","1.06","0.96","0.74","0.05","0.21","3.06","1.52","-0.43","-2.33","1.7","-1.84","1.43","-0.73","-0.94","0.54","0.08","-0.41","-0.28","-1.8","4.61","0.64","2.37","0.25","-0.88","2.66","0.99","1.39","1.36","1.48",,"1.69","1.23","2.13",,"1.82","2.02","1.09",,"1.26","0.37"
BasicAverageShares,,"524,300,000","525,500,000","526,700,000","526,600,000","533,700,000","544,800,000","553,200,000","560,300,000","548,000,000","541,400,000","546,400,000","537,800,000","536,700,000","504,200,000","462,300,000","404,900,000","391,300,000","391,300,000","364,700,000","346,400,000","331,000,000","331,000,000","331,000,000","331,000,000","334,400,000","341,600,000","347,800,000","352,100,000","352,800,000","352,800,000","352,800,000","352,800,000","354,800,000","373,000,000","390,600,000","396,400,000","356,200,000","340,300,000","332,800,000","301,000,000","241,000,000","210,263,000","180,725,000","130,467,000","90,304,000",,"35,495,000","29,872,000","25,002,000",,"17,191,000","15,005,000","15,000,000",,"15,000,794","14,862,162"
