name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"5,862,252,886","11,621,494,544","19,916,967,338","26,631,934,799","32,700,277,305","32,658,545,611","22,478,194,125","27,819,589,264","18,785,797,020","5,042,735,313","8,458,670,497","10,413,081,987","13,379,435,620","13,567,062,384","8,174,542,276","13,242,542,340","10,577,415,810","5,999,035,991","7,050,231,775","5,875,569,320","6,690,914,065","3,500,250,731","2,998,251,551","3,362,380,085","3,311,317,737","3,657,735,093","4,014,880,247","2,946,423,957","3,154,585,401","2,680,991,453","1,651,164,009"
EnterpriseValue,"7,810,252,886","13,276,494,544","21,440,824,338","27,977,507,799","33,986,296,305","33,693,894,611","23,651,116,125","28,296,720,264","20,310,794,020","6,425,631,313","9,407,024,497","11,145,721,987","13,931,559,620","13,585,372,384","8,186,546,276","13,150,462,340","10,415,123,810","5,832,073,991","6,850,486,775","5,702,425,320","6,455,771,065","3,220,516,731","2,734,336,551","3,089,225,085","2,952,541,737","3,298,959,093","3,689,536,247","2,658,424,957","2,874,290,401","2,265,132,453","1,918,266,009"
PeRatio,,,"218.356","76.961","62.393","169.22",,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,,,"51.02","51.814","88.496","116.279","83.333","185.185",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,"11.554","7.682","23.616",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.44","0.84","1.422","1.918","2.116","2.21","1.681","2.377","1.931","0.54","0.96","1.271","1.798","1.959","1.29","2.286","2.014","1.244","1.626","1.473","1.826","1.018","0.946","1.158","1.274","1.608","2.086","1.769","2.145","1.233","1.363"
PbRatio,,,,,,,,,,,,,,,,,,,"2,337.572","494.753","183.504","44.093","27.224","20.745","16.152","15.081","15.763","11.042","11.164","8.775",
EnterprisesValueRevenueRatio,"0.591","4.436","6.594","8.964","8.81","9.689","6.443","7.37","4.718","2.758","3.713","4.834","5.945","6.985","4.065","7.71","6.292","4.153","4.761","4.759","5.749","3.352","2.777","3.586","3.752","4.414","4.987","4.476","5.845","5.338","4.695"
EnterprisesValueEBITDARatio,"-74.383","-59.007","-184.44","1,747.72","153.865","325.998","131.519","100.756","54.566","-32.873","-38.058","-53.212","-109.837","-88.187","-87.567","-116.663","-156.809","-75.636","-158.188","-111.716","-354.148","-89.823","-102.356","-66.929","-81.67","-104.325","-534.793","-281.911","-238.076","-110.483","-29.549"
