name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
OperatingCashFlow,"233,904,000","43,771,000","62,374,000","64,626,000","63,133,000","42,496,000","58,525,000","306,325,000","66,795,000","38,444,000","54,665,000","67,793,000","55,876,000","34,804,000","57,675,000","53,452,000","56,408,000","40,820,000","50,401,000","45,394,000","54,599,000","29,372,000","48,852,000","42,941,000","35,892,000","23,587,000","47,065,000","45,518,000","50,688,000","17,104,000","47,720,000","26,438,000","42,919,000","8,293,000","48,858,000","28,384,000","40,422,000","3,133,000","44,125,000","19,475,000","41,860,000","10,937,000","37,786,000","20,751,000","36,821,000","9,674,000","11,860,000","19,434,000","21,204,000","28,337,000","20,833,000","36,587,000","18,266,000","27,528,000","28,600,000","35,287,000","10,968,000","31,755,000","26,967,000","21,562,000","13,912,000","28,479,000","17,367,000","40,679,000","15,681,000","35,361,000","6,103,000","44,368,000","17,455,000","33,739,000","23,065,000","45,134,000","39,826,000","18,213,000","11,208,000","29,482,000","22,447,000","33,891,000","16,878,000","35,969,000","28,276,000","27,903,000","19,880,000","27,981,000","25,574,000","17,907,000","23,412,000","37,944,000","34,749,000","24,932,000","16,700,000","29,200,000","26,300,000","19,600,000","4,000,000","7,300,000","2,800,000","9,400,000","32,000,000","6,900,000","-5,500,000","7,000,000","10,100,000","7,100,000","7,400,000","5,000,000","8,900,000","5,500,000","6,100,000","6,200,000","5,000,000","6,800,000","5,700,000","3,800,000","2,600,000","2,400,000"
	CashFlowFromContinuingOperatingActivities,"233,904,000","43,771,000","62,374,000","64,626,000","63,133,000","42,496,000","58,525,000","306,325,000","66,795,000","38,444,000","54,665,000","67,793,000","55,876,000","34,804,000","57,675,000","53,452,000","56,408,000","40,820,000","50,401,000","45,394,000","54,599,000","29,372,000","48,852,000","42,941,000","35,892,000","23,587,000","47,065,000","45,518,000","50,688,000","17,104,000","47,720,000","26,438,000","42,919,000","8,293,000","48,858,000","28,384,000","40,422,000","3,133,000","44,125,000","19,475,000","41,860,000","10,937,000","37,786,000","20,751,000","36,821,000","9,674,000","11,860,000","19,434,000","21,204,000","28,337,000","20,833,000","36,587,000","18,266,000","27,528,000","28,600,000","35,287,000","10,968,000","31,755,000","26,967,000","21,562,000","13,912,000","28,479,000","17,367,000","40,679,000","15,681,000","35,361,000","6,103,000","44,368,000","17,455,000","33,739,000","23,065,000","45,134,000","39,826,000","18,213,000","11,208,000","29,482,000","22,447,000","33,891,000","16,878,000","35,969,000","28,276,000","27,903,000","19,880,000","27,981,000","25,574,000","17,907,000","23,412,000","37,944,000","34,749,000","24,932,000","16,700,000","29,200,000","26,300,000","19,600,000","4,000,000","7,300,000","2,800,000","9,400,000","32,000,000","6,900,000","-5,500,000","7,000,000","10,100,000","7,100,000","7,400,000","5,000,000","8,900,000","5,500,000","6,100,000","6,200,000","5,000,000","6,800,000","5,700,000","3,800,000","2,600,000","2,400,000"
		NetIncomeFromContinuingOperations,"84,864,000","42,227,000","21,607,000","-2,066,000","23,096,000","24,022,000","-15,863,000","8,230,000","75,513,000","4,315,000","27,210,000","2,600,000","4,484,000","4,891,000","16,315,000","6,548,000","37,728,000","9,180,000","-37,151,000","3,173,000","25,225,000","31,845,000","52,437,000","11,834,000","12,144,000","9,156,000","18,658,000","27,480,000","17,916,000","5,382,000","18,073,000","4,153,000","6,011,000","3,963,000","12,456,000","19,783,000","-24,238,000","-1,018,000","-6,362,000","5,835,000","2,928,000","3,134,000","2,916,000","651,000","2,011,000","-5,762,000","383,000","-3,309,000","6,515,000","4,658,000","4,415,000","9,039,000","16,814,000","20,880,000","15,599,000","5,527,000","13,767,000","6,799,000","4,588,000","5,487,000","13,643,000","36,344,000","7,655,000","8,063,000","11,506,000","12,495,000","11,687,000","8,665,000","11,568,000","20,748,000","8,158,000","13,938,000","15,625,000","17,812,000","16,855,000","17,449,000","17,635,000","18,568,000","7,498,000","20,490,000","22,255,000","19,848,000","20,147,000","19,723,000","19,373,000","20,644,000","17,970,000","20,191,000","21,187,000","20,453,000","24,400,000","20,300,000","20,600,000","20,700,000","19,500,000","3,000,000","9,400,000","8,600,000","8,400,000","8,300,000","8,200,000","6,300,000","5,100,000","4,900,000","4,900,000","4,800,000","4,700,000","4,600,000","4,500,000","4,500,000","4,700,000","4,100,000","4,300,000","2,600,000","1,900,000","1,900,000"
		OperatingGainsLosses,"-79,339,000","-43,010,000","-14,503,000","-1,002,000","-20,824,000","-18,816,000","21,806,000","-2,101,000","-68,085,000","178,000","-19,929,000","-187,000","-4,668,000","83,000","-10,775,000","-1,223,000","-29,536,000","47,000","44,979,000","7,000","-16,124,000","-23,408,000","-41,036,000","0",,,"-9,137,000","-16,486,000",,,"-9,280,000","0",,,"-4,240,000","-20,187,000",,,"-1,178,000","-6,265,000","-3,000","-3,428,000","-5,642,000","-1,357,000","0","1,950,000","303,000","-4,092,000","-1,867,000","-2,216,000","0","-85,000","-7,442,000","-17,608,000","-6,252,000","-746,000","-7,715,000","-637,000","1,054,000","-3,588,000","-7,482,000","-30,389,000",,,"-11,000","-3,264,000","3,000","5,000","-642,000","-6,136,000","607,000",,,,"441,000","460,000",,,"-516,000","-242,000","-2,959,000","329,000","-211,000","-417,000","36,000","-618,000","352,000",,,,,,,"-1,700,000",,,,,,"0",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,265,000","-3,000","-3,428,000","-5,642,000","-1,357,000","0","-36,000","-39,000","-4,092,000","-1,525,000","-2,696,000","0","-85,000","-7,442,000","-12,609,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-81,834,000","-44,784,000","-14,894,000","-1,186,000","-20,970,000","-18,890,000","34,000","-2,168,000","-68,201,000","167,000","-19,932,000","-200,000","-4,661,000","73,000","-10,786,000","-1,206,000","-29,528,000","37,000","1,000","7,000","-16,124,000","-23,408,000","-41,036,000","0",,,"-9,137,000","-16,486,000",,,"-9,280,000","0",,,"-4,240,000","-20,187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"1,066,000","345,000","391,000","184,000","146,000","74,000","269,000","67,000","116,000","11,000","3,000","13,000","-7,000","10,000","11,000","-17,000","-8,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-342,000","0","0","0","0","-2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"210,839,000","55,233,000","52,882,000","51,992,000","50,732,000","50,901,000","49,076,000","48,042,000","48,710,000","48,988,000","46,868,000","45,869,000","44,746,000","43,389,000","43,324,000","42,830,000","40,890,000","40,157,000","38,147,000","36,700,000","35,701,000","35,803,000","34,896,000","32,865,000","32,069,000","31,211,000","30,363,000","29,750,000","30,036,000","30,214,000","29,700,000","29,474,000","28,826,000","28,049,000","27,590,000","26,103,000","25,757,000","25,868,000","26,756,000","24,926,000","25,030,000","24,732,000","25,004,000","23,465,000","22,064,000","21,855,000","20,410,000","19,560,000","19,076,000","18,848,000","18,032,000","17,671,000","17,538,000","17,680,000","14,580,000","13,688,000","13,361,000","13,119,000","13,632,000","12,896,000","12,822,000","14,574,000","17,687,000","14,120,000","16,879,000","16,843,000","15,489,000","18,887,000","16,464,000","16,366,000","18,695,000","15,919,000","14,025,000","12,335,000","12,545,000","12,410,000","9,844,000","11,363,000","11,441,000","11,665,000","12,400,000","11,052,000","12,844,000","10,878,000","10,761,000","10,646,000","11,973,000","10,403,000","10,521,000","9,928,000","10,100,000","10,200,000","10,000,000","10,900,000","7,200,000","3,400,000","3,200,000","3,300,000","3,300,000","3,000,000","2,900,000","2,900,000","2,500,000","2,200,000","2,100,000","2,200,000","2,300,000","2,000,000","1,900,000","1,900,000","1,600,000","1,700,000","1,100,000","1,000,000","1,000,000","1,000,000"
			DepreciationAndAmortization,"210,839,000","55,233,000","52,882,000","51,992,000","50,732,000","50,901,000","49,076,000","48,042,000","48,710,000","48,988,000","46,868,000","45,869,000","44,746,000","43,389,000","43,324,000","42,830,000","40,890,000","40,157,000","38,147,000","36,700,000","35,701,000","35,803,000","34,896,000","32,865,000","32,069,000","31,211,000","30,363,000","29,750,000","30,036,000","30,214,000","29,700,000","29,474,000","28,826,000","28,049,000","27,590,000","26,103,000","25,757,000","25,868,000","26,756,000","24,926,000","25,030,000","24,732,000","25,004,000","23,465,000","22,064,000","21,855,000","20,410,000","19,560,000","19,076,000","18,848,000","18,032,000","17,671,000","17,538,000","17,680,000","14,580,000","13,688,000","13,361,000","13,119,000","13,632,000","12,896,000","12,822,000","14,574,000","17,687,000","14,120,000","16,879,000","16,843,000","15,489,000","18,887,000","16,464,000","16,366,000","18,695,000","15,919,000","14,025,000","12,335,000","12,545,000","12,410,000","9,844,000","11,363,000","11,441,000","11,665,000","12,400,000","11,052,000","12,844,000","10,878,000","10,761,000","10,646,000","11,973,000","10,403,000","10,521,000","9,928,000","10,100,000","10,200,000","10,000,000","10,900,000","7,200,000","3,400,000","3,200,000","3,300,000","3,300,000","3,000,000","2,900,000","2,900,000","2,500,000","2,200,000","2,100,000","2,200,000","2,300,000","2,000,000","1,900,000","1,900,000","1,600,000","1,700,000","1,100,000","1,000,000","1,000,000","1,000,000"
