name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011
OperatingCashFlow,"76,902,000","33,560,000","20,571,000","8,334,000","14,437,000","-4,547,000","12,484,000","13,094,000","-2,417,000","7,639,000","4,130,000","21,865,000","8,087,000","5,332,000","13,974,000","3,521,000","6,913,000","64,000","25,110,000","26,640,000","10,630,000","23,023,000","32,266,000","42,995,000","22,503,000","15,550,000","30,316,000","36,005,000","32,447,000","24,793,000","16,458,000","16,954,000","8,576,000","10,270,000","11,421,000","6,990,000","12,723,000","3,216,000","1,462,000","2,992,000","5,280,000","780,000","6,947,000","6,287,000","-735,000","187,000"
	CashFlowFromContinuingOperatingActivities,"76,902,000","33,560,000","20,571,000","8,334,000","14,437,000","-4,547,000","12,484,000","13,094,000","-2,417,000","7,639,000","4,130,000","21,865,000","8,087,000","5,332,000","13,974,000","3,521,000","6,913,000","64,000","25,110,000","26,640,000","10,630,000","23,023,000","32,266,000","42,995,000","22,503,000","15,550,000","30,316,000","36,005,000","32,447,000","24,793,000","16,458,000","16,954,000","8,576,000","10,270,000","11,421,000","6,990,000","12,723,000","3,216,000","1,462,000","2,992,000","5,280,000","780,000","6,947,000","6,287,000","-735,000","187,000"
		NetIncomeFromContinuingOperations,"-26,415,000","-10,822,000","-9,193,000","756,000","-7,156,000","-10,818,000","-12,489,000","-17,078,000","-14,756,000","-15,463,000","-12,981,000","-4,309,000","-10,191,000","-17,311,000","-4,543,000","-9,021,000","-6,877,000","-10,006,000","1,261,000","11,724,000","3,303,000","2,564,000","18,350,000","29,045,000","8,632,000","1,783,000","5,096,000","29,461,000","23,097,000","18,854,000","17,674,000","18,327,000","9,310,000","5,260,000","5,533,000","9,126,000","6,254,000","4,741,000","3,643,000",,,,"1,777,000",,,
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,"15,000","18,000","9,000","1,000","1,000","4,000","1,000","7,000","5,000","12,000","3,000","1,000","9,000","2,000","-1,000","3,000","-147,000","0",,,"111,000","2,000",,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,"15,000","18,000","9,000","1,000","1,000","4,000","1,000","7,000","5,000","12,000","3,000","1,000","9,000","2,000","-1,000","3,000","2,000","0","2,000","0","8,000","2,000","13,000","0"
		DepreciationAmortizationDepletion,"15,732,000","4,608,000","4,868,000","3,336,000","2,920,000","2,883,000","3,099,000","3,082,000","2,914,000","2,872,000","3,400,000","2,792,000","2,731,000","2,708,000","1,866,000","1,790,000","1,781,000","1,784,000","1,446,000","1,322,000","1,298,000","704,000","379,000","364,000","378,000","464,000","442,000","409,000","388,000","367,000","372,000","335,000","329,000","299,000","307,000","308,000","287,000","194,000","192,000","182,000","322,000","311,000","287,000","284,000","286,000","279,000"
			DepreciationAndAmortization,"15,732,000","4,608,000","4,868,000","3,336,000","2,920,000","2,883,000","3,099,000","3,082,000","2,914,000","2,872,000","3,400,000","2,792,000","2,731,000","2,708,000","1,866,000","1,790,000","1,781,000","1,784,000","1,446,000","1,322,000","1,298,000","704,000","379,000","364,000","378,000","464,000","442,000","409,000","388,000","367,000","372,000","335,000","329,000","299,000","307,000","308,000","287,000","194,000","192,000","182,000","322,000","311,000","287,000","284,000","286,000","279,000"
				Depreciation,,,,,,,,,,,,,,,"670,000","638,000","627,000","636,000","483,000","451,000","443,000","412,000","379,000","364,000","378,000","464,000","442,000","409,000","388,000","367,000","372,000","335,000","329,000","299,000","307,000","308,000","287,000","194,000","192,000","182,000","187,000","176,000","152,000","149,000","151,000","144,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,"1,196,000","1,152,000","1,154,000","1,148,000","963,000","871,000","855,000","292,000",,,,,,,,,,,,,"0","0","0","0","0","0","135,000","135,000","135,000","135,000","135,000","135,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,"1,196,000","1,152,000","1,154,000","1,148,000","963,000","871,000","855,000","292,000",,,,,,,,,,,,,"0","0","0","0","0","0","135,000","135,000","135,000","135,000","135,000","135,000"
		DeferredTax,"-3,489,000","1,370,000","-3,873,000","-768,000","-218,000","433,000","-451,000","-251,000","-269,000","457,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-3,489,000","1,370,000","-3,873,000","-768,000","-218,000","433,000","-451,000","-251,000","-269,000","457,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"617,000","0","0","182,000","435,000","417,000","373,000","260,000","78,000","10,000","-90,000","-183,000","-318,000","-378,000","-359,000","-205,000","-80,000","-26,000","20,000","51,000","44,000","57,000","74,000","47,000","49,000","76,000","110,000","132,000","133,000","150,000","200,000","210,000",,,,,,,,,,,,,,
		StockBasedCompensation,"96,000,000","27,041,000","27,534,000","22,053,000","19,372,000","18,842,000","18,727,000","18,977,000","16,394,000","16,036,000","16,903,000","17,308,000","16,200,000","16,460,000","15,875,000","15,612,000","15,130,000","14,195,000","14,786,000","14,668,000","14,435,000","12,972,000","13,358,000","12,707,000","11,466,000","11,301,000","11,546,000","7,945,000","6,121,000","5,482,000","5,585,000","4,284,000","2,949,000","2,874,000","2,875,000","2,461,000","1,593,000","1,606,000","1,558,000","1,485,000","1,013,000","943,000","971,000","919,000","1,006,000","720,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"263,000","-80,000","-183,000","-2,835,000","-35,000","-142,000","-274,000","-390,000","-246,000","-176,000","-91,000",,,,,,,,
		OtherNonCashItems,"-287,000","32,000","8,000","-530,000","203,000","-190,000","159,000","-22,000","-34,000","-38,000","-158,000","0","-55,000","142,000","-8,000","158,000","174,000","26,000","72,000","49,000","5,000","38,000","11,000","-28,000","28,000","29,000","15,000","55,000","-3,000","75,000","46,000","-18,000","-103,000","101,000",,,,,,"-7,963,000","5,222,000","2,592,000","9,871,000","-2,995,000","972,000","2,076,000"
		ChangeInWorkingCapital,"-5,256,000","11,331,000","1,227,000","-16,695,000","-1,119,000","-16,114,000","3,066,000","8,126,000","-6,744,000","3,765,000","-3,131,000","6,257,000","-280,000","3,711,000","8,088,000","-4,813,000","-3,215,000","-5,909,000","7,525,000","-1,174,000","-8,455,000","6,688,000","79,000","842,000","1,941,000","1,896,000","13,106,000","-2,264,000","2,790,000","41,000","-4,589,000","-6,161,000","-4,035,000","2,009,000","3,087,000","-4,661,000","4,766,000","-3,237,000","-3,940,000","-5,257,000","-1,279,000","-3,066,000","3,979,000","33,000","-3,012,000","-2,888,000"
			ChangeInReceivables,"7,253,000","16,299,000","1,202,000","-6,481,000","-3,767,000","-9,554,000","-863,000","-836,000","-2,591,000","-2,197,000","3,122,000","6,331,000","-1,483,000","-245,000","6,205,000","-3,410,000","-3,280,000","5,567,000","15,903,000","-8,846,000","-15,480,000","15,725,000","2,798,000","-7,806,000","-3,087,000","8,907,000","6,874,000","-4,145,000","-2,454,000","987,000","785,000","-14,132,000","-5,528,000","-2,468,000","6,612,000","-3,568,000","1,586,000","-3,314,000","-1,910,000","-7,614,000","-1,699,000","555,000","297,000","738,000","-3,957,000","2,266,000"
				ChangesInAccountReceivables,"7,253,000","16,299,000","1,202,000","-6,481,000","-3,767,000","-9,554,000","-863,000","-836,000","-2,591,000","-2,197,000","3,122,000","6,331,000","-1,483,000","-245,000","6,205,000","-3,410,000","-3,280,000","5,567,000","15,903,000","-8,846,000","-15,480,000","15,725,000","2,798,000","-7,806,000","-3,087,000","8,907,000","6,874,000","-4,145,000","-2,454,000","987,000","785,000","-14,132,000","-5,528,000","-2,468,000","6,612,000","-3,568,000","1,586,000","-3,314,000","-1,910,000","-7,614,000","-1,699,000","555,000","297,000","738,000","-3,957,000","2,266,000"
			ChangeInInventory,"-8,209,000","3,696,000","2,014,000","-4,963,000","-8,956,000","-7,039,000","-2,369,000","195,000","-1,950,000","1,014,000","-3,126,000","-2,469,000","259,000","617,000","5,076,000","7,459,000","-7,819,000","415,000","-2,286,000","-3,371,000","1,340,000","1,079,000","3,195,000","-2,442,000","-2,977,000","246,000","4,621,000","4,985,000","-1,869,000","-4,110,000","-6,854,000","-1,836,000","-2,969,000","418,000","2,558,000","-3,097,000","-588,000","-407,000","223,000","-752,000","-773,000","-830,000","3,139,000","-133,000","-3,374,000","992,000"
			ChangeInPrepaidAssets,"-2,664,000","-2,731,000","503,000","-1,308,000","872,000","161,000","-775,000","-1,234,000","1,279,000","193,000","200,000","-684,000","534,000","1,007,000","-2,902,000","-618,000","1,138,000","180,000","-1,000","-1,238,000","525,000","1,093,000","365,000","-583,000","-321,000","323,000","-585,000","-1,356,000","536,000","833,000","-1,303,000","-233,000","443,000","530,000","-737,000","-520,000","361,000","521,000","-844,000","451,000","-851,000","110,000","800,000","237,000","-1,175,000","-373,000"
