name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"336,738,669","337,422,403","339,131,736","346,310,936","416,735,470","383,232,537"
EnterpriseValue,"337,548,855","337,686,361","339,168,971","346,000,384","415,998,130","382,178,326"
PeRatio,"328.333"
ForwardPeRatio,,,"55.249","84.746",,
PbRatio,"1.477","1.566","1.543","1.641","1.906","1.591"
EnterprisesValueEBITDARatio,"-114.926","-684.772","-389.702","-497.451","-473.754","-246.98"
