name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,02/28/1991
OperatingCashFlow,"57,556,000","5,608,000","18,913,000","13,047,000","19,988,000","13,215,000","18,696,000","19,349,000","13,697,000","17,295,000","12,654,091","14,213,712","-526,399","12,174,596","15,447,702","10,282,635","4,155,030","10,289,819","12,250,974","12,444,284","6,306,482","10,339,422","7,949,962","9,714,627","4,029,673","7,659,150","11,699,681","3,761,738","3,001,915","7,244,878","9,814,842","6,564,927","2,112,637","5,834,055","7,525,612","-56,028","2,090,059","1,678,445","4,377,120","635,520","1,319,607","2,755,502","2,835,420","1,207,092","1,992,414","2,375,966","3,897,525","-175,639","78,680","2,681,185","2,243,116","2,268,477","3,814,094","3,029,409","1,521,267","1,702,999","2,902,280","2,141,340","2,836,265","990,254","-544,312","-515,601","923,233","-113,119","1,424,345","1,927,479","607,800","-285,625","1,137,620","1,574,903","1,325,406","65,923","1,756,806","1,967,619","530,373","840,921","1,451,965","1,596,891","2,206,643","1,664,395","1,489,054","1,387,851","681,525","1,948,999","325,017","1,322,310","1,683,176","1,744,023","1,744,496","1,999,391","1,200,000","2,200,000","1,800,000","1,600,000","1,800,000","1,500,000","1,600,000","1,700,000","2,000,000","1,400,000","1,500,000","1,400,000","1,700,000","1,800,000","700,000","1,600,000","900,000","1,100,000","1,200,000","1,400,000","1,100,000","1,100,000","1,000,000","1,100,000","1,100,000","700,000","800,000","1,000,000","700,000","800,000","500,000","300,000","900,000","500,000","300,000"
	CashFlowFromContinuingOperatingActivities,"57,556,000","5,608,000","18,913,000","13,047,000","19,988,000","13,215,000","18,696,000","19,349,000","13,697,000","17,295,000","12,654,091","14,213,712","-526,399","12,174,596","15,447,702","10,282,635","4,155,030","10,289,819","12,250,974","12,444,284","6,306,482","10,339,422","7,949,962","9,714,627","4,029,673","7,659,150","11,699,681","3,761,738","3,001,915","7,244,878","9,814,842","6,564,927","2,112,637","5,834,055","7,525,612","-56,028","2,090,059","1,678,445","4,377,120","635,520","1,319,607","2,755,502","2,835,420","1,207,092","1,992,414","2,375,966","3,897,525","-175,639","78,680","2,681,185","2,243,116","2,268,477","3,814,094","3,029,409","1,521,267","1,702,999","2,902,280","2,141,340","2,836,265","990,254","-544,312","-515,601","923,233","-113,119","1,424,345","1,927,479","607,800","-285,625","1,137,620","1,574,903","1,325,406","65,923","1,756,806","1,967,619","530,373","840,921","1,451,965","1,596,891","2,206,643","1,664,395","1,489,054","1,387,851","681,525","1,948,999","325,017","1,322,310","1,683,176","1,744,023","1,744,496","1,999,391","1,200,000","2,200,000","1,800,000","1,600,000","1,800,000","1,500,000","1,600,000","1,700,000","2,000,000","1,400,000","1,500,000","1,400,000","1,700,000","1,800,000","700,000","1,600,000","900,000","1,100,000","1,200,000","1,400,000","1,100,000","1,100,000","1,000,000","1,100,000","1,100,000","700,000","800,000","1,000,000","700,000","800,000","500,000","300,000","900,000","500,000","300,000"
		NetIncomeFromContinuingOperations,"40,485,000","3,275,000","17,010,000","4,197,000","16,003,000","13,878,000","23,245,000","-1,767,000","18,325,000","-34,748,000","3,531,096","12,432,808","748,703","11,037,393","-27,729,875","-6,349,343","20,071,984","-22,208,337","3,530,616","3,262,001","3,589,871","2,285,546","3,376,615","3,200,013","3,051,462","1,906,469","174,461","1,047,245","203,982","718,517","1,563,618","629,271","1,476,725","568,189","-733,004","800,877","1,619,439","4,149,511","1,299,570","1,405,754","2,019,036","1,749,697",,"792,877","235,976","2,124,864","2,113,975","1,197,304","1,472,638","1,884,998","2,269,632","1,340,030","1,178,562","-1,098,836","-879,901","1,201,017","1,511,074","-305,040","-243,066","110,239","1,928,327","837,241","2,205,728","276,075","1,217,949","2,140,525","1,446,132","2,259,635","828,326","2,456,249","2,065,917","1,189,838","1,668,327","3,277,667","2,043,451","2,313,737","1,967,394","1,802,476","1,646,222","1,493,901","1,520,345","1,851,744","789,156","1,750,748","1,614,574","1,396,010","1,137,118","1,347,702","1,220,457","1,484,094","1,300,000","1,100,000","1,100,000","1,100,000","1,100,000","1,000,000","1,000,000","1,100,000","1,300,000","900,000","900,000","1,100,000","900,000","800,000","900,000","1,100,000","700,000","700,000","500,000","600,000","500,000","600,000","500,000","500,000","300,000","300,000","400,000","300,000","200,000","300,000","200,000","300,000","100,000","200,000","100,000"
		OperatingGainsLosses,"-33,604,000","-30,679,000","61,000","-2,545,000","-441,000","753,000","39,000","31,000","39,000","107,000","74,945","27,341","-12,262","20,976","23,018","27,479","64,927","-4,402","-177,849","-447,623","-1,033,615","-7,511","-407,812","-883,886","-737,347","-254,093","-62,932","-50,498","52,381","-62,913","-280,391","-30,503","-753,249","-485,759","-263,110","-195,404","-318,934","-3,297,167","-576,583","-1,204,296","-1,044,381","-1,225,844","-664,229","-489,373","-17,500","-1,550,420","-1,628,943","-604,414","-693,259","-997,020","-549,727","-297,779","179,957","2,292,088","2,290,691","-19,727","-79,636","654,815","1,426,984","435,378","-498,541","-64,762","-754,939","284,217","338,114","-292,642","286,313","-261,201","-290,034","-606,547","-280,947","217,321","-278,227","-1,786,668","-1,189,368","-828,456","-508,317","-200,818","-672,829","-84,954","-165,567","-536,146","14,302","-184,607","-359,612","27,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"59,073",,,,,,,,,,,"27,341",,,,,"64,927","15,705","51,390","18,898","-13,738","24,380","-21,347","572","45,026","-22,088","13,879","-2,827","73,929","-4,713","-10,605",,"-46,195","22,644","-1,223",,,,,"10,368","23,973","-13,132",,"-3,286","-17,500","-8,564",,"6,044","8,910","-15,105","-201,554","-33","10,477","11,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-33,604,000","-30,679,000","61,000","-2,545,000","-441,000","753,000","39,000","31,000","39,000","107,000","74,945","27,341","-12,262","20,976","23,018","27,479","64,927","-4,402","-177,849","-447,623","-1,033,615","-7,511","-407,812","-883,886","-737,347","-254,093","-62,932","-50,498","52,381","-62,913","-280,391","-30,503","-753,249","-485,759","-263,110","-195,404","-318,934","-3,297,167","-555,374",,,,"-664,706","-486,087",,,"-1,629,094","-610,458","-702,169","-981,915","-348,173","-297,746","169,480","2,280,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"45,833,000","11,717,000","11,552,000","11,380,000","11,184,000","11,008,000","10,716,000","10,492,000","10,272,000","10,227,000","9,801,112","9,390,236","8,868,341","8,751,311","8,280,690","8,051,627","7,764,258","7,594,634","7,297,190","6,980,113","6,740,205","6,540,238","6,121,424","5,887,667","5,679,167","5,525,842","5,411,952","4,786,090","4,451,195","4,228,274","4,112,076","3,941,218","3,672,454","3,437,672","3,213,121","3,069,509","3,009,240","2,389,854","2,125,579","1,930,158","1,692,130","1,609,291","1,590,897","1,580,906","1,394,901","1,395,634","1,258,232","1,168,920","1,070,226","1,018,648","1,013,301","1,016,595","1,021,354","1,030,874","1,206,276","939,398","1,056,166","1,054,194","1,004,856","958,346","935,118","937,552","922,130","923,553","920,013","888,085","941,061","883,364","919,502","872,409","837,111","854,730","818,178","795,510","770,450","753,380","747,080","746,959","746,876","722,339","724,720","728,705","725,790","681,908","678,667","685,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"45,833,000","11,717,000","11,552,000","11,380,000","11,184,000","11,008,000","10,716,000","10,492,000","10,272,000","10,227,000","9,801,112","9,390,236","8,868,341","8,751,311","8,280,690","8,051,627","7,764,258","7,594,634","7,297,190","6,980,113","6,740,205","6,540,238","6,121,424","5,887,667","5,679,167","5,525,842","5,411,952","4,786,090","4,451,195","4,228,274","4,112,076","3,941,218","3,672,454","3,437,672","3,213,121","3,069,509","3,009,240","2,389,854","2,125,579","1,930,158","1,692,130","1,609,291","1,590,897","1,580,906","1,394,901","1,395,634","1,258,232","1,168,920","1,070,226","1,018,648","1,013,301","1,016,595","1,021,354","1,030,874","1,206,276","939,398","1,056,166","1,054,194","1,004,856","958,346","935,118","937,552","922,130","923,553","920,013","888,085","941,061","883,364","919,502","872,409","837,111","854,730","818,178","795,510","770,450","753,380","747,080","746,959","746,876","722,339","724,720","728,705","725,790","681,908","678,667","685,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,"45,833,000","11,717,000","11,552,000","11,380,000","11,184,000","11,008,000","10,716,000","10,492,000","10,272,000","10,227,000","9,801,112","9,390,236","8,868,341","8,751,311","8,280,690","8,051,627","7,764,258","7,594,634","7,297,190","6,980,113","6,740,205","6,540,238","6,121,424","5,887,667","5,679,167","5,525,842","5,411,952","4,786,090","4,451,195","4,228,274","4,112,076","3,941,218","3,672,454","3,437,672","3,213,121","3,069,509","3,009,240","2,389,854","2,125,579","1,930,158","1,692,130","1,609,291","1,590,897","1,580,906","1,394,901","1,395,634","1,258,232","1,168,920","1,070,226","1,018,648","1,013,301","1,016,595","1,021,354","1,030,874",,,"1,017,795","1,014,750","962,513","919,751","888,648","887,324","871,029","861,183","857,643","825,715","813,981","838,244","874,382","827,289","805,685","804,920","793,368","770,700","752,550","723,080","716,780","716,659","714,776","695,639","698,020","702,005","696,542","662,408","659,167","666,439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,"162,841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,371","39,444","42,343","38,595","46,470","50,228","51,101","62,370","62,370","62,370","127,080","45,120","45,120","45,120","31,426","49,810","24,810","24,810","17,900","30,300","30,300","30,300","32,100","26,700","26,700","26,700","29,248","19,500","19,500","19,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
