name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011,06/30/2011,03/31/2011
TotalAssets,"1,257,226,000","1,208,047,000","1,259,009,000","1,219,814,000","1,284,944,000","1,151,962,000","1,082,539,000","1,001,903,000","973,994,000","933,619,000","965,953,000","928,728,000","906,510,000","805,014,000","876,302,000","950,725,000","954,183,000","837,155,000","1,160,921,000","1,135,414,000","1,107,495,000","936,166,000","1,006,971,000","995,897,000","1,002,632,000","946,532,000","1,010,829,000","1,018,290,000","1,005,390,000","849,452,000","983,965,000","932,574,000","877,128,000","581,398,000","541,787,000","490,961,000","426,435,000","287,560,000","288,788,000","282,809,000","224,851,000","218,031,468","203,860,764"
	CurrentAssets,"345,593,000","335,572,000","443,906,000","384,973,000","413,884,000","313,745,000","346,975,000","304,215,000","289,348,000","237,359,000","278,916,000","262,367,000","250,699,000","258,673,000","333,513,000","348,782,000","368,663,000","262,226,000","310,820,000","301,130,000","298,622,000","225,799,000","292,451,000","274,033,000","287,858,000","234,614,000","298,335,000","305,911,000","294,702,000","258,462,000","347,386,000","314,529,000","313,902,000","308,503,000","379,552,000","335,449,000","272,961,000","213,031,000","217,773,000","245,315,000","175,872,000","206,940,466","193,884,792"
		CashCashEquivalentsAndShortTermInvestments,"203,041,000","200,142,000","289,835,000","241,193,000","281,097,000","198,821,000","230,313,000","195,655,000","177,395,000","143,626,000","173,297,000","158,718,000","154,369,000","174,906,000","226,974,000","236,983,000","245,614,000","159,167,000","221,749,000","217,391,000","222,182,000","156,777,000","212,609,000","197,789,000","217,916,000","166,193,000","217,671,000","215,464,000","215,109,000","182,284,000","266,575,000","236,693,000","238,634,000","230,995,000","294,347,000","273,472,000","212,097,000","151,339,000","166,879,000","198,533,000","132,098,000","163,708,479","152,673,312"
			CashAndCashEquivalents,"203,041,000","200,142,000","289,835,000","241,193,000","281,097,000","198,821,000","230,313,000","195,655,000","177,395,000","143,626,000","173,297,000","158,718,000","154,369,000","174,906,000","226,974,000","236,983,000","245,614,000","159,167,000","221,749,000","217,391,000","222,182,000","156,777,000","212,609,000","197,789,000","217,916,000","166,193,000","217,671,000","215,464,000","215,109,000","182,284,000","266,575,000","236,693,000","238,634,000","230,995,000","294,347,000","273,472,000","212,097,000","151,339,000","166,879,000","180,033,000","132,098,000","141,793,976","130,946,108"
			OtherShortTermInvestments,,,,,,,,,,,,,,"18,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,"18,500,000",,"21,914,503","21,727,204"
		Receivables,"124,780,000","122,258,000","132,299,000","124,587,000","116,596,000","103,475,000","101,079,000","96,903,000","98,367,000","83,515,000","92,825,000","89,056,000","82,803,000","73,257,000","92,580,000","96,554,000","110,125,000","93,461,000","74,618,000","67,964,000","63,399,000","59,739,000","67,138,000","62,824,000","56,392,000","60,058,000","67,568,000","76,725,000","66,411,000","69,361,000","68,249,000","65,034,000","62,219,000","71,538,000","74,585,000","53,844,000","51,863,000","56,617,000","46,577,000","43,090,000","39,454,000","40,299,000","38,098,874"
			AccountsReceivable,"106,323,000","116,283,000","122,132,000","118,434,000","108,870,000","101,258,000","94,402,000","90,786,000","80,023,000","81,351,000","81,530,000","82,381,000","77,403,000","71,188,000","86,782,000","92,854,000","106,822,000","93,461,000","74,618,000","67,964,000","63,399,000","59,739,000","67,138,000","62,824,000","56,392,000","60,058,000","67,568,000","76,725,000","66,411,000","69,361,000","68,249,000","65,034,000","62,219,000","71,538,000","74,585,000","53,844,000","51,863,000","56,617,000","46,577,000","43,090,000","39,454,000","40,299,000","38,098,874"
			OtherReceivables,"18,457,000","5,975,000","10,167,000","6,153,000","7,726,000","2,217,000","6,677,000","6,117,000","18,344,000","2,164,000","11,295,000","6,675,000","5,400,000","2,069,000","5,798,000","3,700,000","3,303,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"17,143,000","12,543,000","21,143,000","18,564,000","15,562,000","10,820,000","14,954,000","11,028,000","12,957,000","9,589,000","12,165,000","13,964,000","12,898,000","9,881,000","13,330,000","14,616,000","12,295,000","8,969,000","14,453,000","15,775,000","13,041,000","8,654,000","12,704,000","13,420,000","13,550,000","7,474,000","13,096,000","13,722,000","13,182,000","5,892,000","12,562,000","12,802,000","13,049,000","4,785,000","10,620,000","8,133,000","9,001,000","3,890,000","3,132,000","3,692,000","3,280,000","2,932,987","3,112,606"
		RestrictedCash,"629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000","629,000",,,,"629,000",,,,"889,000",,,,"925,000",,,,"1,185,000",,,,"1,185,000","1,185,000",,"1,040,000",,
	TotalNonCurrentAssets,"911,633,000","872,475,000","815,103,000","834,841,000","871,060,000","838,217,000","735,564,000","697,688,000","684,646,000","696,260,000","687,037,000","666,361,000","655,811,000","546,341,000","542,789,000","601,943,000","585,520,000","574,929,000","850,101,000","834,284,000","808,873,000","710,367,000","714,520,000","721,864,000","714,774,000","711,918,000","712,494,000","712,379,000","710,688,000","590,990,000","636,579,000","618,045,000","563,226,000","272,895,000","162,235,000","155,512,000","153,474,000","74,529,000","71,015,000","37,494,000","48,979,000","11,091,002","9,975,972"
