name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"258,205,000","42,186,000","95,142,000","67,013,000","53,864,000","43,732,000","45,562,000","47,665,000","39,049,000","24,348,000","24,608,000","33,427,000","29,010,000","20,479,000","20,848,000","23,179,000","20,873,000","9,743,000","17,192,000","4,891,000","8,763,000","5,660,000","14,345,000","4,904,000"
	OperatingRevenue,"258,205,000","42,186,000","95,142,000","67,013,000","53,864,000","43,732,000","45,562,000","47,665,000","39,049,000","24,348,000","24,608,000","33,427,000","29,010,000","20,479,000","20,848,000","23,179,000","20,873,000","9,743,000","17,192,000","4,891,000","8,763,000","5,660,000","14,345,000","4,904,000"
CostOfRevenue,"141,708,000","22,500,000","49,696,000","37,328,000","32,184,000","25,687,000","25,888,000","27,324,000","19,693,000","14,120,000","12,165,000","17,173,000","15,879,000","11,653,000","10,532,000","12,892,000","12,149,000","4,621,000","8,019,000","2,692,000","5,312,000","3,258,000","6,761,000","1,989,000"
GrossProfit,"116,497,000","19,686,000","45,446,000","29,685,000","21,680,000","18,045,000","19,674,000","20,341,000","19,356,000","10,228,000","12,443,000","16,254,000","13,131,000","8,826,000","10,316,000","10,287,000","8,724,000","5,122,000","9,173,000","2,199,000","3,451,000","2,402,000","7,584,000","2,915,000"
OperatingExpense,"90,551,000","28,992,000","26,320,000","17,890,000","17,349,000","14,595,000","14,242,000","12,835,000","12,020,000","9,010,000","8,594,000","9,224,000","8,470,000","6,575,000","7,676,000","6,883,000","6,393,000","7,026,000","5,408,000","3,509,000","3,653,000","3,955,000","3,319,000","2,127,000"
	SellingGeneralAndAdministration,"44,502,000","11,646,000","13,406,000","10,034,000","9,416,000","9,091,000","8,364,000","8,492,000","6,799,000","5,333,000","5,292,000","5,732,000","5,129,000","3,810,000","3,520,000","4,619,000","3,974,000","5,485,000","3,346,000","2,300,000","2,714,000","3,027,000","2,359,000","1,314,000"
		GeneralAndAdministrativeExpense,"16,380,000","4,949,000","4,133,000","3,671,000","3,627,000","3,783,000","3,115,000","4,568,000","2,204,000","2,328,000","2,069,000","1,846,000","2,205,000","1,941,000","1,675,000","1,390,000","1,292,000","3,630,000","1,465,000","1,264,000","1,294,000","1,864,000","979,000","605,000"
			OtherGandA,"16,380,000","4,949,000","4,133,000","3,671,000","3,627,000","3,783,000","3,115,000","4,568,000","2,204,000","2,328,000","2,069,000","1,846,000","2,205,000","1,941,000","1,675,000","1,390,000","1,292,000","3,630,000","1,465,000","1,264,000","1,294,000","1,864,000","979,000","605,000"
		SellingAndMarketingExpense,"28,122,000","6,697,000","9,273,000","6,363,000","5,789,000","5,308,000","5,249,000","3,924,000","4,595,000","3,005,000","3,223,000","3,886,000","2,924,000","1,869,000","1,845,000","3,229,000","2,682,000","1,855,000","1,881,000","1,036,000","1,420,000","1,163,000","1,380,000","709,000"
	ResearchAndDevelopment,"46,049,000","17,346,000","12,914,000","7,856,000","7,933,000","5,504,000","5,878,000","4,343,000","5,221,000","3,677,000","3,302,000","3,492,000","3,341,000","2,765,000","4,156,000","2,264,000","2,419,000","1,541,000","2,062,000","1,209,000","939,000","928,000","960,000","813,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,"-1,066,000",,,,,,,
