name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993
TotalAssets,"3,003,271,000","3,417,677,000","3,335,185,000","3,269,927,000","3,147,668,000","3,139,734,000","3,036,082,000","3,177,030,000","3,179,308,000","3,406,759,000","3,441,995,000","3,822,980,000","3,757,958,000","3,779,321,000","3,714,912,000","3,639,419,000","3,766,549,000","3,840,613,000","3,704,848,000","3,862,670,000","3,787,641,000","3,806,803,000","3,811,963,000","3,254,890,000","3,223,595,000","3,315,841,000","3,459,363,000","3,502,643,000","3,460,947,000","3,262,827,000","3,007,986,000","3,050,386,000","2,714,281,000","2,751,753,000","2,699,410,000","2,664,644,000","2,647,979,000","2,584,583,000","2,175,599,000","1,744,321,000","1,767,726,000","1,788,120,000","1,810,652,000","1,824,226,000","1,778,789,000","1,696,484,000","1,625,659,000","1,553,679,000","1,550,651,000","1,620,578,000","1,602,179,000","1,558,042,000","1,530,285,000","1,648,563,000","2,264,859,000","2,150,913,000","2,132,468,000","2,068,849,000","2,103,752,000","2,043,190,000","1,713,550,000","1,355,968,000","1,348,744,000","1,383,087,000","1,298,120,000","1,286,076,000","1,359,504,000","1,407,955,000","1,406,588,000","1,395,438,000","1,320,360,000","516,226,000","513,253,000","509,109,000","492,953,000","528,363,000","521,959,000","512,906,000","585,787,000","599,997,000","591,876,000","572,659,000","584,396,000","613,451,000","632,519,000","616,482,000","615,353,000","610,434,000","590,300,000","607,900,000","595,100,000","581,100,000","575,700,000","569,200,000","503,600,000","491,900,000","464,000,000","455,400,000","429,500,000","421,700,000","334,500,000","331,200,000","320,100,000","305,200,000","146,400,000","141,400,000","117,000,000","110,300,000","109,900,000","105,600,000","102,700,000","94,400,000","88,800,000","89,600,000"
	CurrentAssets,"1,393,685,000","1,467,028,000","1,267,993,000","1,164,970,000","1,064,393,000","1,098,398,000","1,006,755,000","1,191,116,000","1,186,971,000","1,377,754,000","1,122,657,000","1,116,458,000","1,129,742,000","1,258,724,000","1,176,452,000","1,092,586,000","1,183,482,000","1,372,071,000","1,266,134,000","1,416,851,000","1,478,423,000","1,478,952,000","1,397,678,000","819,236,000","752,910,000","843,164,000","953,375,000","947,346,000","877,275,000","1,414,150,000","1,168,863,000","1,178,681,000","1,179,638,000","1,195,498,000","1,114,434,000","1,077,191,000","1,030,790,000","959,582,000","1,002,978,000","884,890,000","901,736,000","925,421,000","926,043,000","922,287,000","882,866,000","860,855,000","799,627,000","742,779,000","716,945,000","764,318,000","781,600,000","747,852,000","716,224,000","793,103,000","910,854,000","890,451,000","876,655,000","836,582,000","867,163,000","819,741,000","1,071,404,000","719,436,000","709,134,000","738,792,000","652,324,000","630,777,000","672,705,000","705,259,000","678,930,000","649,318,000","626,863,000","291,085,000","277,202,000","273,214,000","260,284,000","243,082,000","238,040,000","235,477,000","272,401,000","290,046,000","286,658,000","278,581,000","298,079,000","318,402,000","332,432,000","326,610,000","326,160,000","324,563,000","305,600,000","317,500,000","306,000,000","295,400,000","289,300,000","285,700,000","276,500,000","267,300,000","255,700,000","258,100,000","247,500,000","254,000,000","218,500,000","216,200,000","208,500,000","205,300,000","88,500,000","85,800,000","72,400,000","67,700,000","66,100,000","62,200,000","60,600,000","55,300,000","50,400,000","49,600,000"
		CashCashEquivalentsAndShortTermInvestments,"559,582,000","643,757,000","457,753,000","423,291,000","370,552,000","501,994,000","391,497,000","359,702,000","250,993,000","407,480,000","296,742,000","295,243,000","338,982,000","420,610,000","329,027,000","261,449,000","362,863,000","561,108,000","461,363,000","670,360,000","815,924,000","848,116,000","748,305,000","175,772,000","146,264,000","216,751,000","241,897,000","208,419,000","166,700,000","741,162,000","449,102,000","444,965,000","569,579,000","613,304,000","503,837,000","476,201,000","469,406,000","395,095,000","385,639,000","337,278,000","370,017,000","382,716,000","348,190,000","329,312,000","323,085,000","358,653,000","296,081,000","245,615,000","238,883,000","308,879,000","311,792,000","274,640,000","224,443,000","227,413,000","215,439,000","189,666,000","196,842,000","159,964,000","120,324,000","90,096,000","602,530,000","254,151,000","190,576,000","195,784,000","153,216,000","134,640,000","177,915,000","220,507,000","190,259,000","188,798,000","152,448,000","48,928,000","41,454,000","37,790,000","32,701,000","10,977,000","13,363,000","9,883,000","16,755,000","22,400,000","28,431,000","11,866,000","14,625,000","13,703,000","12,694,000","15,931,000","16,454,000","12,590,000","14,500,000","13,600,000","11,400,000","10,200,000","7,900,000","10,200,000","11,100,000","7,400,000","6,200,000","6,800,000","9,000,000","12,400,000","14,300,000","16,000,000","16,100,000","18,100,000","1,200,000","2,400,000","2,200,000","500,000","900,000","1,300,000","2,200,000","300,000","1,900,000","100,000"
			CashAndCashEquivalents,"559,582,000","643,757,000","457,753,000","423,291,000","370,552,000","501,994,000","391,497,000","359,702,000","250,993,000","407,480,000","296,742,000","295,243,000","338,982,000","420,610,000","329,027,000","261,449,000","362,863,000","561,108,000","461,363,000","670,360,000","815,924,000","848,116,000","748,305,000","175,772,000","146,264,000","216,751,000","241,897,000","208,419,000","166,700,000","741,162,000","449,102,000","444,965,000","569,579,000","613,304,000","503,837,000","476,201,000","469,406,000","395,095,000","385,639,000","337,278,000","370,017,000","382,716,000","348,190,000","329,312,000","323,085,000","358,653,000","296,081,000","245,615,000","238,883,000","308,879,000","311,792,000","274,640,000","224,443,000","227,413,000","215,439,000","189,666,000","196,842,000","159,964,000","120,324,000","90,096,000","602,530,000","254,151,000","190,576,000","195,784,000","153,216,000","134,640,000","177,915,000","220,507,000","190,259,000","188,798,000","152,448,000","48,928,000","41,454,000","37,790,000","32,701,000","10,977,000","13,363,000","9,883,000","16,755,000","22,400,000","28,431,000","11,866,000","14,625,000","13,703,000","12,694,000","15,931,000","16,454,000","12,590,000","14,500,000","13,600,000","11,400,000","10,200,000","7,900,000","10,200,000","11,100,000","7,400,000","6,200,000","6,800,000","9,000,000","12,400,000","14,300,000","16,000,000","16,100,000","18,100,000","1,200,000","2,400,000","2,200,000","500,000","900,000","1,300,000","2,200,000","300,000","1,900,000","100,000"
		Receivables,"375,626,000","412,217,000","421,703,000","386,133,000","342,416,000","296,817,000","331,232,000","302,303,000","307,064,000","334,634,000","460,044,000","451,487,000","404,609,000","465,939,000","474,870,000","463,225,000","439,846,000","473,570,000","439,276,000","419,591,000","381,704,000","388,059,000","400,528,000","393,436,000","346,210,000","387,386,000","403,436,000","412,251,000","392,727,000","379,777,000","416,412,000","416,998,000","313,603,000","304,204,000","356,790,000","346,795,000","301,400,000","300,864,000","321,407,000","322,572,000","289,915,000","299,070,000","349,247,000","363,373,000","322,556,000","298,266,000","291,132,000","291,372,000","258,061,000","242,145,000","253,318,000","245,672,000","248,393,000","292,236,000","383,527,000","393,385,000","370,882,000","373,108,000","429,609,000","401,629,000","230,503,000","217,908,000","230,660,000","240,292,000","202,132,000","198,106,000","218,511,000","205,599,000","205,706,000","174,554,000","188,283,000","89,568,000","79,349,000","80,485,000","79,121,000","76,692,000","72,626,000","77,759,000","90,329,000","95,880,000","77,045,000","83,651,000","99,238,000","117,229,000","139,454,000","140,181,000","145,717,000","141,053,000","120,700,000","130,900,000","130,900,000","117,500,000","113,100,000","113,900,000","117,300,000","117,300,000","114,600,000","119,100,000","112,100,000","105,800,000","92,600,000","101,800,000","96,500,000","96,800,000","45,200,000","43,600,000","32,900,000","33,700,000","30,400,000","28,300,000","26,400,000","25,400,000","21,300,000","23,400,000"
			AccountsReceivable,"375,626,000","412,217,000","421,703,000","386,133,000","342,416,000","296,817,000","331,232,000","302,303,000","307,064,000","334,634,000","460,044,000","451,487,000","404,609,000","465,939,000","474,870,000","463,225,000","439,846,000","473,570,000","439,276,000","419,591,000","381,704,000","388,059,000","400,528,000","393,436,000","346,210,000","387,386,000","403,436,000","412,251,000","392,727,000","379,777,000","416,412,000","416,998,000","313,603,000","304,204,000","326,597,000","326,413,000","301,400,000","300,864,000","299,936,000",,,,,,,,,,,"242,145,000",,,,"292,236,000","383,527,000","393,385,000","370,882,000","373,108,000","429,609,000","401,629,000","230,503,000","217,908,000","230,660,000","240,292,000","202,132,000","198,106,000","218,511,000","205,599,000","205,706,000","174,554,000","186,603,000","89,568,000","79,349,000","80,485,000","79,121,000","76,692,000","72,626,000","77,759,000","90,329,000","95,880,000","77,045,000","83,651,000","99,238,000","117,229,000",,,"145,717,000","141,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"418,517,000",,,,"301,917,000",,,,"337,234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-6,300,000",,,,"-5,100,000",,,,"-2,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,193,000","20,382,000",,,"21,471,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,680,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
