name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"5,824,000,000","1,242,000,000","1,763,000,000","1,513,000,000","1,306,000,000","1,758,000,000","1,247,000,000","720,000,000","2,383,000,000","1,504,000,000","1,264,000,000","1,096,000,000","1,174,000,000","1,027,000,000","1,134,000,000","4,670,000,000","28,000,000","-349,000,000","-147,000,000","1,006,000,000","921,000,000","751,000,000","923,000,000","801,000,000","696,000,000","738,000,000","728,000,000","652,000,000","622,000,000","544,000,000","631,000,000","604,000,000","560,000,000","425,000,000"
	CashFlowFromContinuingOperatingActivities,"5,824,000,000","1,242,000,000","1,763,000,000","1,513,000,000","1,306,000,000","1,758,000,000","1,247,000,000","720,000,000","2,383,000,000","1,504,000,000","1,264,000,000","1,096,000,000","1,174,000,000","1,027,000,000","1,134,000,000","4,670,000,000","28,000,000","-349,000,000","-147,000,000","1,006,000,000","921,000,000","751,000,000","923,000,000","801,000,000","696,000,000","738,000,000","728,000,000","652,000,000","622,000,000","544,000,000","631,000,000","604,000,000","560,000,000","425,000,000"
		NetIncomeFromContinuingOperations,"3,581,000,000","509,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","255,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
		OperatingGainsLosses,"-180,000,000","-14,000,000","290,000,000","-173,000,000","-283,000,000","120,000,000",,,,,,,,,,,"-5,000,000","-5,000,000","-9,000,000","-4,000,000","-6,000,000","-6,000,000","-7,000,000","-5,000,000","-6,000,000","-6,000,000","-5,000,000","-5,000,000",,,,,,
			GainLossOnInvestmentSecurities,"-180,000,000","-14,000,000","290,000,000","-173,000,000","-283,000,000","120,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,293,000,000","328,000,000","326,000,000","323,000,000","316,000,000","300,000,000","301,000,000","298,000,000","297,000,000","293,000,000","227,000,000","227,000,000","228,000,000","230,000,000","223,000,000","188,000,000","180,000,000","185,000,000","227,000,000","194,000,000","201,000,000","183,000,000","189,000,000","185,000,000","176,000,000","174,000,000","164,000,000","153,000,000","150,000,000","141,000,000","132,000,000","129,000,000","125,000,000","130,000,000"
			DepreciationAndAmortization,"1,293,000,000","328,000,000","326,000,000","323,000,000","316,000,000","300,000,000","301,000,000","298,000,000","297,000,000","293,000,000","227,000,000","227,000,000","228,000,000","230,000,000","223,000,000","188,000,000","180,000,000","185,000,000","227,000,000","194,000,000","201,000,000","183,000,000","189,000,000","185,000,000","176,000,000","174,000,000","164,000,000","153,000,000","150,000,000","141,000,000","132,000,000","129,000,000","125,000,000","130,000,000"
		DeferredTax,"-498,000,000","-16,000,000","-307,000,000","-72,000,000","-103,000,000","0","171,000,000","-37,000,000","110,000,000","-79,000,000","-147,000,000","-157,000,000","-39,000,000","74,000,000","-137,000,000","-123,000,000","-2,000,000","91,000,000","-1,312,000,000","-89,000,000","49,000,000","53,000,000","-19,000,000","-17,000,000","66,000,000","22,000,000","40,000,000","-5,000,000","43,000,000","49,000,000","3,000,000","-18,000,000","32,000,000","663,000,000"
			DeferredIncomeTax,"-498,000,000","-16,000,000","-307,000,000","-72,000,000","-103,000,000","0","171,000,000","-37,000,000","110,000,000","-79,000,000","-147,000,000","-157,000,000","-39,000,000","74,000,000","-137,000,000","-123,000,000","-2,000,000","91,000,000","-1,312,000,000","-89,000,000","49,000,000","53,000,000","-19,000,000","-17,000,000","66,000,000","22,000,000","40,000,000","-5,000,000","43,000,000","49,000,000","3,000,000","-18,000,000","32,000,000","663,000,000"
		ProvisionandWriteOffofAssets,,,,"268,000,000","169,000,000","273,000,000","366,000,000","344,000,000","440,000,000","591,000,000","381,000,000","340,000,000","318,000,000","341,000,000","340,000,000","295,000,000","334,000,000","305,000,000","40,000,000","363,000,000","308,000,000","300,000,000","307,000,000","271,000,000","255,000,000","255,000,000","245,000,000","201,000,000","185,000,000","178,000,000","193,000,000","180,000,000","144,000,000","129,000,000"
		UnrealizedGainLossOnInvestmentSecurities,"-548,000,000",,,,,,,"-234,000,000","-890,000,000","151,000,000","-37,000,000","228,000,000","-218,000,000","-180,000,000",,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"1,437,000,000","429,000,000","318,000,000","300,000,000","390,000,000","368,000,000","377,000,000","364,000,000","352,000,000","283,000,000","285,000,000","266,000,000","223,000,000","247,000,000","230,000,000","213,000,000","205,000,000","205,000,000","219,000,000","193,000,000","176,000,000","145,000,000","125,000,000","107,000,000","111,000,000","95,000,000","90,000,000","94,000,000","83,000,000","79,000,000","81,000,000","75,000,000","75,000,000","68,000,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","-4,000,000","-4,000,000","-31,000,000","-1,000,000","-2,000,000","-8,000,000","-8,000,000","-8,000,000","-6,000,000","-2,000,000","-10,000,000","-23,000,000"
		OtherNonCashItems,"1,279,000,000","443,000,000","1,068,000,000","15,000,000","26,000,000","51,000,000","37,000,000","37,000,000","5,000,000","-32,000,000","-20,000,000","-38,000,000","-48,000,000","-44,000,000","-93,000,000","-48,000,000","85,000,000","128,000,000","132,000,000","363,000,000","308,000,000","300,000,000","307,000,000","271,000,000","255,000,000","255,000,000","245,000,000","201,000,000","185,000,000","178,000,000","193,000,000","180,000,000","144,000,000","129,000,000"
		ChangeInWorkingCapital,"-1,088,000,000","-437,000,000","-23,000,000","-235,000,000","-393,000,000","-451,000,000","-631,000,000","-1,073,000,000","539,000,000","213,000,000","68,000,000","-232,000,000","-113,000,000","-308,000,000","-13,000,000","3,699,000,000","-1,295,000,000","-1,769,000,000","-24,000,000","-31,000,000","-218,000,000","-308,000,000","-58,000,000","-59,000,000","-198,000,000","-166,000,000","-171,000,000","-79,000,000","-106,000,000","-150,000,000","-58,000,000","6,000,000","-87,000,000","-160,000,000"
			ChangeInReceivables,"-175,000,000","-50,000,000","-67,000,000","-43,000,000","-15,000,000","-97,000,000","-107,000,000","-40,000,000","-30,000,000","77,000,000","-26,000,000","-37,000,000","30,000,000","-92,000,000","74,000,000","3,541,000,000","-1,001,000,000","-1,266,000,000","-1,307,000,000","-39,000,000","8,000,000","42,000,000","-20,000,000","-15,000,000","-2,000,000","-16,000,000","81,000,000","-1,000,000","59,000,000","-26,000,000","-63,000,000","112,000,000","-55,000,000","-31,000,000"
				ChangesInAccountReceivables,"-175,000,000","-50,000,000","-67,000,000","-43,000,000","-15,000,000","-97,000,000","-107,000,000","-40,000,000","-30,000,000","77,000,000","-26,000,000","-37,000,000","30,000,000","-96,000,000","74,000,000","-134,000,000","-24,000,000","25,000,000","17,000,000","-43,000,000","2,000,000","36,000,000","-27,000,000","-20,000,000","-8,000,000","-22,000,000","76,000,000","-85,000,000","-25,000,000","12,000,000","-15,000,000","1,000,000","-3,000,000","4,000,000"
			ChangeInPayablesAndAccruedExpense,"97,000,000","-12,000,000","74,000,000","-93,000,000","128,000,000","-67,000,000","-26,000,000","-274,000,000","36,000,000","30,000,000","547,000,000","-28,000,000","-67,000,000","11,000,000","-2,000,000","15,000,000","4,000,000","-35,000,000","53,000,000","3,000,000","9,000,000","16,000,000","1,000,000","20,000,000","51,000,000","8,000,000","-39,000,000","-78,000,000","-49,000,000","1,000,000","-161,000,000","-55,000,000","181,000,000","-188,000,000"
				ChangeInPayable,"97,000,000","-12,000,000","74,000,000","-93,000,000","128,000,000","-67,000,000","-26,000,000","-274,000,000","36,000,000","30,000,000","547,000,000","-28,000,000","-67,000,000","11,000,000","-2,000,000","15,000,000","4,000,000","-35,000,000","53,000,000","3,000,000","9,000,000","16,000,000","1,000,000","20,000,000","51,000,000","8,000,000","-39,000,000","-78,000,000","10,000,000","-58,000,000","139,000,000","-55,000,000","80,000,000","-87,000,000"
					ChangeInTaxPayable,"123,000,000","17,000,000","55,000,000","-2,000,000","53,000,000","-33,000,000","-115,000,000","-229,000,000","63,000,000","51,000,000","-7,000,000","-26,000,000","-21,000,000","14,000,000","-23,000,000","-7,000,000","-14,000,000",,"-5,000,000","3,000,000","4,000,000","17,000,000","18,000,000","14,000,000","42,000,000","-5,000,000","-49,000,000","54,000,000","-7,000,000","42,000,000","11,000,000","17,000,000","18,000,000","-9,000,000"
						ChangeInIncomeTaxPayable,"123,000,000","17,000,000","55,000,000","-2,000,000","53,000,000","-33,000,000","-115,000,000","-229,000,000","63,000,000","51,000,000","-7,000,000","-26,000,000","-21,000,000","14,000,000","-23,000,000","-7,000,000","-14,000,000",,"-5,000,000","3,000,000","4,000,000","17,000,000","18,000,000","14,000,000","42,000,000","-5,000,000","-49,000,000","54,000,000","-7,000,000","42,000,000","11,000,000","17,000,000","18,000,000","-9,000,000"
					ChangeInAccountPayable,"-26,000,000","-29,000,000","19,000,000","-91,000,000","75,000,000","-34,000,000","89,000,000","-45,000,000","-27,000,000","-21,000,000","554,000,000","-2,000,000","-46,000,000","-3,000,000","21,000,000","22,000,000","18,000,000","-35,000,000","58,000,000","0","5,000,000","-1,000,000","-17,000,000","6,000,000","9,000,000","13,000,000","10,000,000","-36,000,000","25,000,000","13,000,000","14,000,000","1,000,000","16,000,000","11,000,000"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,000,000",,,,"-101,000,000"
