name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016
TotalAssets,"1,824,485,000","1,837,056,000","1,481,916,000","1,559,191,000","1,497,213,000","1,367,325,000","1,371,971,000","1,355,122,000","1,374,129,000","1,407,426,000","1,375,859,000","1,346,451,000","1,365,612,000","1,344,783,195","406,197,116","405,044,580","404,775,528","403,697,597","402,869,391","402,398,683","401,845,957","303,018"
	CurrentAssets,"362,979,000","348,069,000","372,131,000","421,556,000","482,799,000","328,037,000","311,585,000","270,698,000","265,906,000","272,438,000","288,098,000","235,468,000","223,583,000","185,147,848","203,749","432,635","1,830,276","961,782","827,198","1,337,446","1,510,563","303,018"
		CashCashEquivalentsAndShortTermInvestments,"93,377,000","101,283,000","128,247,000","147,346,000","249,605,000","120,259,000","129,158,000","113,239,000","113,583,000","131,513,000","135,564,000","92,247,000","91,484,000","65,048,194","7,533","168,794","1,671,071","826,201","626,193","1,082,494","1,236,089","94,644"
			CashAndCashEquivalents,"93,377,000","101,283,000","128,247,000","147,346,000","249,605,000","120,259,000","129,158,000","113,239,000","113,583,000","131,513,000","135,564,000","92,247,000","91,484,000","65,048,194","7,533","168,794","1,671,071","826,201","626,193","1,082,494","1,236,089","94,644"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,"94,644"
		Receivables,"213,840,000","193,452,000","201,885,000","238,796,000","207,866,000","182,828,000","157,164,000","137,784,000","126,197,000","113,517,000","123,755,000","119,832,000","111,383,000","100,466,198","0",,,"0",,,,
			AccountsReceivable,"171,906,000","160,979,000","174,463,000","214,925,000","192,985,000","168,783,000","141,019,000","125,252,000","109,839,000","93,514,000","108,682,000","106,261,000","94,630,000","87,510,691","76,215,796",,,"0",,,,
				GrossAccountsReceivable,"186,206,000","173,079,000","189,163,000","227,625,000","205,085,000","180,283,000","151,165,000","138,152,000","120,685,000","101,114,000",,,,"93,710,691",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-14,300,000","-12,100,000","-14,700,000","-12,700,000","-12,100,000","-11,500,000","-10,146,000","-12,900,000","-10,846,000","-7,600,000",,,,"-6,200,000",,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,"0",,,,,,,
