name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,12/31/2015
TotalAssets,"1,458,298,000","1,479,015,000","1,357,481,000","1,375,024,000","1,288,203,000","960,944,000","930,553,000","886,496,000","887,079,000","837,296,000","479,708,000","424,579,000","426,623,000","262,180,000","254,588,000","251,445,000","246,846,000","236,413,000","130,119,000","127,058,000","113,959,000","108,322,000","106,791,000","48,892,000","53,509,000"
	CurrentAssets,"648,415,000","655,119,000","677,367,000","682,349,000","859,712,000","598,452,000","586,937,000","584,617,000","602,320,000","625,130,000","268,487,000","299,084,000","312,436,000","162,515,000","154,804,000","152,312,000","186,856,000","183,461,000","76,571,000","73,272,000","60,400,000","82,883,000","84,076,000","25,801,000","29,620,000"
		CashCashEquivalentsAndShortTermInvestments,"492,054,000","488,035,000","546,522,000","559,851,000","734,752,000","467,171,000","468,908,000","483,152,000","498,387,000","531,575,000","194,742,000","238,626,000","258,211,000","105,519,000","103,127,000","106,022,000","152,132,000","145,662,000","47,657,000","45,268,000","39,679,000","60,765,000","62,296,000","1,048,000","8,578,000"
			CashAndCashEquivalents,"492,054,000","488,035,000","546,522,000","559,851,000","734,752,000","467,171,000","468,908,000","483,152,000","498,387,000","531,575,000","194,742,000","235,130,000","235,256,000","59,978,000","76,271,000","102,599,000","103,633,000","102,754,000","23,628,000","32,833,000","39,679,000","60,765,000","62,296,000","1,048,000","8,578,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,"62,296,000","1,048,000","8,578,000"
			OtherShortTermInvestments,,,,,,,,,,"0","0","3,496,000","22,955,000","45,541,000","26,856,000","3,423,000","48,499,000","42,908,000","24,029,000","12,435,000",,,,,
		Receivables,"109,484,000","120,995,000","86,211,000","83,183,000","84,810,000","94,376,000","80,927,000","67,773,000","70,760,000","68,642,000","51,824,000","42,400,000","35,416,000","41,107,000","37,033,000","33,064,000","22,393,000","31,699,000","22,273,000","21,876,000","14,988,000","17,812,000","15,995,000","17,213,000","15,699,000"
			AccountsReceivable,"109,484,000","120,995,000","86,211,000","83,183,000","84,810,000","94,376,000","80,927,000","67,773,000","70,760,000","68,642,000","51,824,000","42,400,000","35,416,000","41,107,000","37,033,000","33,064,000","22,393,000","31,699,000","22,273,000","21,876,000","14,988,000","17,812,000","15,995,000","17,213,000","15,699,000"
				GrossAccountsReceivable,"116,257,000","127,917,000","91,492,000","88,426,000","89,582,000","98,164,000","83,524,000","70,030,000","72,513,000","69,767,000","52,980,000","43,451,000","36,226,000","41,818,000","37,853,000","33,780,000","23,030,000","32,662,000","23,192,000","22,602,000","15,472,000","18,231,000","16,392,000","17,635,000","16,080,000"
				AllowanceForDoubtfulAccountsReceivable,"-6,773,000","-6,922,000","-5,281,000","-5,243,000","-4,772,000","-3,788,000","-2,597,000","-2,257,000","-1,753,000","-1,125,000","-1,156,000","-1,051,000","-810,000","-711,000","-820,000","-716,000","-637,000","-963,000","-919,000","-726,000","-484,000","-419,000","-397,000","-422,000","-381,000"
		PrepaidAssets,"16,512,000","13,740,000","12,520,000","13,301,000","13,479,000","11,774,000","12,049,000","10,519,000","9,949,000","6,675,000","10,347,000","8,358,000","9,123,000","4,890,000","5,353,000","4,949,000","4,214,000","2,563,000","3,564,000","3,056,000","3,083,000","1,770,000","2,559,000","2,127,000","1,371,000"
		RestrictedCash,"2,088,000","3,880,000","4,666,000","4,666,000","4,667,000","4,667,000","4,767,000","4,792,000","4,756,000","4,737,000","1,026,000","94,000","93,000","90,000","23,000",,,"297,000","297,000","294,000",,,,,
		CurrentDeferredAssets,"28,277,000","28,469,000","27,448,000","21,348,000","22,004,000","20,464,000","20,286,000","18,381,000","18,468,000","13,501,000","10,548,000","6,867,000","6,822,000","6,503,000","5,842,000","5,419,000","5,038,000",,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,"2,739,000","2,771,000","4,406,000","3,426,000","2,858,000","3,079,000","3,240,000","2,780,000","2,778,000","2,650,000","2,536,000","3,226,000","5,413,000","3,972,000"
	TotalNonCurrentAssets,"809,883,000","823,896,000","680,114,000","692,675,000","428,491,000","362,492,000","343,616,000","301,879,000","284,759,000","212,166,000","211,221,000","125,495,000","114,187,000","99,665,000","99,784,000","99,133,000","59,990,000","52,952,000","53,548,000","53,786,000","53,559,000","25,439,000","22,715,000","23,091,000","23,889,000"
		NetPPE,"12,521,000","12,185,000","10,772,000","9,567,000","8,501,000","7,774,000","7,254,000","7,214,000","7,107,000","6,284,000","6,029,000","6,034,000","5,977,000","4,650,000","2,918,000","2,722,000","2,481,000","2,796,000","2,844,000","2,924,000","2,687,000","2,923,000","3,128,000","3,124,000","3,620,000"
			GrossPPE,"24,630,000","23,206,000","20,781,000","18,610,000","16,737,000","15,166,000","13,857,000","16,410,000","15,622,000","14,215,000","13,368,000","12,837,000","12,353,000","10,499,000","8,319,000","7,963,000","7,280,000","7,256,000","6,888,000","8,640,000","8,027,000","7,503,000","7,282,000","6,869,000","10,661,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
				MachineryFurnitureEquipment,"16,392,000","15,364,000","14,298,000","12,369,000","11,780,000","10,222,000","8,993,000","11,521,000","10,950,000","10,141,000","9,343,000","8,879,000","8,590,000","7,723,000","8,319,000","7,963,000","7,280,000","7,256,000","6,888,000","8,640,000","8,027,000","7,503,000","7,282,000","6,869,000","10,661,000"
				Leases,"8,238,000","7,842,000","6,483,000","6,241,000","4,957,000","4,944,000","4,864,000","4,889,000","4,672,000","4,074,000","4,025,000","3,958,000","3,763,000","2,776,000",,,,,,,,,,,
