name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalAssets,"2,123,363,000","2,080,447,000","2,050,914,000","2,015,891,000","2,054,483,000","1,980,484,000","1,731,495,000","1,779,243,000","1,880,985,000","1,974,610,000","2,068,835,000","2,060,247,000","2,005,592,000","1,727,181,000","1,723,976,000","1,699,648,000","1,517,298,000","1,467,717,000","1,302,213,000","1,292,061,000","1,262,686,000","1,241,611,000","1,291,825,000","1,303,552,000","1,274,791,000","1,301,087,000","1,332,974,000","1,357,203,000","1,345,699,000","1,358,804,000","1,318,788,000","1,230,450,000","1,160,666,000","1,090,340,000","1,075,021,000","1,062,733,000","1,016,813,000","942,399,000","940,226,000","859,140,000","786,551,000","753,305,000","734,510,000","731,384,000","719,500,000","734,421,000","739,618,000","726,783,000","730,099,000","763,084,000","789,955,000","853,520,000","905,256,000","966,634,000","996,559,000","1,011,826,000","989,015,000","1,012,853,000","981,743,000","833,437,000","780,481,000","759,942,000","733,044,000","707,341,000","667,179,000","530,697,000","494,956,000"
	CurrentAssets,"642,738,000","610,902,000","584,772,000","518,806,000","652,057,000","572,607,000","264,060,000","250,978,000","305,373,000","302,191,000","336,138,000","347,936,000","349,810,000","333,339,000","319,013,000","357,759,000","358,950,000","426,135,000","251,193,000","252,296,000","247,973,000","209,142,000","228,759,000","272,938,000","258,607,000","261,359,000","271,619,000","314,577,000","310,491,000","323,329,000","321,553,000","310,135,000","321,048,000","267,241,000","272,120,000","288,810,000","295,843,000","235,738,000","242,011,000","226,615,000","218,339,000","199,928,000","187,404,000","188,227,000","194,514,000","209,123,000","226,539,000","220,172,000","211,096,000","219,323,000","215,033,000","240,758,000","265,606,000","302,521,000","286,505,000","306,763,000","295,390,000","315,810,000","307,772,000","291,338,000","270,432,000","249,922,000","235,582,000","248,034,000","223,892,000","187,621,000","164,201,000"
		CashCashEquivalentsAndShortTermInvestments,"351,797,000","357,296,000","235,024,000","202,487,000","322,545,000","310,882,000","11,997,000","6,251,000","12,440,000","14,247,000","10,596,000","6,701,000","6,442,000","16,677,000","5,088,000","9,579,000","38,084,000","165,878,000","6,184,000","6,995,000","5,040,000","7,683,000","7,034,000","10,353,000","4,732,000","7,159,000","9,187,000","11,861,000","4,552,000","15,861,000","5,287,000","6,090,000","4,965,000","17,607,000","6,666,000","4,221,000","2,965,000","8,894,000","3,250,000","3,692,000","2,912,000","24,215,000","4,894,000","5,686,000","9,148,000","29,149,000","26,856,000","47,220,000","43,758,000","45,336,000","8,699,000","8,868,000","10,836,000","11,266,000","13,207,000","8,420,000","12,072,000","14,762,000","1,916,000","34,967,000","12,708,000","9,303,000","5,053,000","24,641,000","25,768,000","5,627,000","4,440,000"
			CashAndCashEquivalents,"351,797,000","357,296,000","235,024,000","202,487,000","322,545,000","310,882,000","11,997,000","6,251,000","12,440,000","14,247,000","10,596,000","6,701,000","6,442,000","16,677,000","5,088,000","9,579,000","38,084,000","165,878,000","6,184,000","6,995,000","5,040,000","7,683,000","7,034,000","10,353,000","4,732,000","7,159,000","9,187,000","11,861,000","4,552,000","15,861,000","5,287,000","6,090,000","4,965,000","17,607,000","6,666,000","4,221,000","2,965,000","8,894,000","3,250,000","3,692,000","2,912,000","24,215,000","4,894,000","5,686,000","9,148,000","29,149,000","26,856,000","47,220,000","43,758,000","45,336,000","8,699,000","8,868,000","10,836,000","11,266,000","13,207,000","8,420,000","12,072,000","14,762,000","1,916,000","34,967,000","12,708,000","9,303,000","5,053,000","24,641,000","25,768,000","5,627,000","4,440,000"
				CashFinancial,"351,797,000","357,296,000","235,024,000","202,487,000","322,545,000","310,882,000","11,997,000","6,251,000","12,440,000","14,247,000","10,596,000","6,701,000","6,442,000","16,677,000","5,088,000","9,579,000","38,084,000","165,878,000","6,184,000","6,995,000","5,040,000","7,683,000","7,034,000","10,353,000","4,732,000","7,159,000","9,187,000","11,861,000","4,552,000","15,861,000","5,287,000","6,090,000","4,965,000","17,607,000","6,666,000","4,221,000","2,965,000","8,894,000","3,250,000","3,692,000","2,912,000","24,215,000","4,894,000","5,686,000","9,148,000","29,149,000","26,856,000","47,220,000","43,758,000","45,336,000","8,699,000","8,868,000","10,836,000",,,,,,,,,,,,,,
		Receivables,"161,102,000","157,226,000","157,576,000","170,516,000","155,835,000","178,858,000","167,595,000","146,490,000","169,415,000","192,204,000","205,205,000","199,975,000","188,343,000","201,556,000","191,305,000","175,736,000","160,432,000","176,081,000","152,823,000","141,475,000","139,423,000","140,037,000","138,833,000","138,210,000","145,747,000","147,328,000","146,607,000","147,808,000","131,884,000","164,335,000","146,519,000","144,536,000","137,258,000","131,970,000","141,469,000","133,930,000","132,125,000","141,667,000","123,902,000","107,953,000","98,345,000","105,339,000","99,737,000","97,562,000","83,706,000","99,139,000","97,966,000","79,164,000","70,691,000","72,001,000","89,722,000","97,354,000","109,867,000","150,293,000","143,023,000","147,506,000","134,575,000","151,148,000","152,697,000","114,408,000","112,203,000","107,760,000","109,730,000","107,901,000","95,158,000","99,523,000","83,075,000"
			AccountsReceivable,"161,102,000","151,835,000","157,576,000","170,516,000","155,835,000","175,285,000","167,595,000","146,490,000","169,415,000","186,472,000","205,205,000","199,975,000","188,343,000","194,601,000","191,305,000","175,736,000","160,432,000","172,522,000","152,823,000","141,475,000","139,423,000","137,470,000","138,833,000","138,210,000","145,747,000","145,418,000","146,607,000","147,808,000","131,884,000","158,400,000","146,519,000","144,536,000","137,258,000","130,199,000","141,469,000","133,930,000","132,125,000","141,698,000","128,579,000","107,953,000",,"102,326,000",,,,,,,,,,,,"150,293,000","143,023,000","147,506,000","134,575,000","151,148,000","152,697,000","114,408,000","112,203,000","107,760,000","109,730,000","107,901,000","95,158,000","99,523,000","83,075,000"
				GrossAccountsReceivable,"165,383,000",,"162,213,000","175,237,000","160,761,000",,"172,558,000","151,491,000","174,189,000",,"209,311,000","204,163,000","192,564,000",,"194,997,000","179,128,000","163,876,000",,"156,364,000","144,907,000","142,724,000",,"142,860,000","142,804,000","150,789,000",,"150,550,000","151,045,000","135,064,000",,"149,589,000","147,729,000","140,565,000",,"145,289,000","138,017,000","136,352,000",,,"113,004,000",,"107,907,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,281,000",,"-4,637,000","-4,721,000","-4,926,000",,"-4,963,000","-5,001,000","-4,774,000",,"-4,106,000","-4,188,000","-4,221,000",,"-3,692,000","-3,392,000","-3,444,000",,"-3,541,000","-3,432,000","-3,301,000",,"-4,027,000","-4,594,000","-5,042,000",,"-3,943,000","-3,237,000","-3,180,000",,"-3,070,000","-3,193,000","-3,307,000",,"-3,820,000","-4,087,000","-4,227,000",,,"-5,051,000",,"-5,581,000",,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"541,000",,,,"704,000",,,,"1,405,000",,,,"2,181,000",,,,"997,000",,,,"949,000",,,,"1,273,000",,,,"3,434,000",,,,"116,000",,,,"93,000",,,,"14,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"9,028,000",,,,"7,610,000",,,,"9,563,000",,,,"8,868,000",,,,"6,336,000",,,,"5,387,000",,,,"5,366,000",,,,"5,789,000",,,,"5,306,000",,,,"4,469,000",,,,"2,999,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-4,178,000",,,,"-4,741,000",,,,"-5,236,000",,,,"-4,094,000",,,,"-3,774,000",,,,"-3,769,000",,,,"-4,729,000",,,,"-3,288,000",,,,"-3,651,000",,,,"-4,593,000","-4,677,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"103,358,000","75,299,000","65,620,000","128,422,000","156,115,000","72,488,000","72,871,000","79,453,000","106,157,000","85,478,000","106,710,000","127,762,000","142,379,000","104,598,000","113,252,000","162,773,000","148,701,000","75,004,000","83,067,000","94,402,000","91,901,000","53,909,000","73,998,000","114,810,000","98,104,000","96,818,000","102,977,000","139,663,000","162,471,000","133,987,000","161,861,000","150,704,000","168,784,000","111,640,000","117,529,000","142,219,000","153,545,000","79,970,000","109,751,000","109,455,000","111,122,000","65,151,000","77,272,000","76,759,000","89,550,000","72,156,000","92,472,000","84,615,000","86,813,000","94,987,000","109,544,000","126,699,000","134,903,000","129,240,000","120,199,000","144,806,000","141,662,000","143,789,000","144,823,000","134,595,000","137,284,000","126,737,000","116,325,000","112,366,000","99,564,000","81,093,000","73,584,000"
			RawMaterials,,"12,647,000",,,,"14,073,000",,,,"17,936,000",,,,"18,015,000",,,,"16,879,000",,,,"15,997,000",,,,"19,453,000",,,,"19,324,000",,,,"16,249,000",,,,"15,529,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,"62,652,000",,,,"58,415,000",,,,"67,542,000",,,,"86,583,000",,,,"58,125,000",,,,"37,912,000",,,,"77,365,000",,,,"114,663,000",,,,"95,391,000",,,,"64,441,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,"103,358,000",,"65,620,000","128,422,000","156,115,000",,"72,871,000","79,453,000","106,157,000",,"106,710,000","127,762,000","142,379,000",,"113,252,000","162,773,000","148,701,000",,"83,067,000","94,402,000","91,901,000",,"73,998,000","114,810,000","98,104,000",,"102,977,000","139,663,000","162,471,000",,"161,861,000","150,704,000","168,784,000",,"117,529,000","142,219,000","153,545,000",,"110,585,000","110,196,000","112,009,000",,,,,,,,"87,673,000",,,,"135,832,000","130,160,000",,,,,,"135,744,000","138,452,000",,,"113,215,000",,,
			InventoriesAdjustmentsAllowances,,,,,,,,,"-338,000",,"-352,000","-314,000","-272,000",,"-377,000","-718,000","-1,014,000",,"-946,000","-866,000","-827,000",,"-902,000","-834,000","-834,000",,"-839,000","-738,000","-668,000",,"-716,000","-623,000","-650,000",,"-706,000","-641,000","-603,000",,"-834,000","-741,000","-887,000",,,,,,,,"-860,000",,,,"-929,000","-920,000",,,,,,"-1,149,000","-1,168,000",,,"-849,000",,,
		PrepaidAssets,"26,481,000","21,081,000","15,652,000","17,381,000","17,562,000","10,379,000","11,597,000","18,784,000","17,361,000","10,262,000","13,627,000","13,498,000","12,646,000","10,508,000","9,368,000","9,671,000","11,733,000","9,172,000","9,119,000","9,424,000","11,609,000","7,513,000","8,894,000","9,565,000","10,024,000","10,054,000","12,848,000","15,245,000","11,584,000","9,146,000","7,886,000","8,805,000","10,041,000","6,024,000","6,456,000","8,440,000","7,208,000","5,207,000","5,108,000","5,515,000","5,960,000","5,223,000","5,501,000","8,220,000","12,110,000","8,679,000","9,245,000","9,173,000","9,834,000","6,999,000","7,068,000","7,837,000","10,000,000","11,722,000","10,076,000","6,031,000","7,081,000","6,111,000","8,336,000","7,368,000","8,237,000","6,122,000","4,474,000","3,126,000","3,402,000","1,378,000","3,102,000"
		AssetsHeldForSaleCurrent,,"0","110,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"1,480,625,000","1,469,545,000","1,466,142,000","1,497,085,000","1,402,426,000","1,407,877,000","1,467,435,000","1,528,265,000","1,575,612,000","1,672,419,000","1,732,697,000","1,712,311,000","1,655,782,000","1,393,842,000","1,404,963,000","1,341,889,000","1,158,348,000","1,041,582,000","1,051,020,000","1,039,765,000","1,014,713,000","1,032,469,000","1,063,066,000","1,030,614,000","1,016,184,000","1,039,728,000","1,061,355,000","1,042,626,000","1,035,208,000","1,035,475,000","997,235,000","920,315,000","839,618,000","823,099,000","802,901,000","773,923,000","720,970,000","706,661,000","698,215,000","632,525,000","568,212,000","553,377,000","547,106,000","543,157,000","524,986,000","525,298,000","513,079,000","506,611,000","519,003,000","543,761,000","574,922,000","612,762,000","639,650,000","664,113,000","710,054,000","705,063,000","693,625,000","697,043,000","673,971,000","542,099,000","510,049,000","510,020,000","497,462,000","459,307,000","443,287,000","343,076,000","330,755,000"
		NetPPE,"1,392,207,000","1,379,959,000","1,375,389,000","1,399,451,000","1,303,624,000","1,307,908,000","1,366,299,000","1,425,961,000","1,472,141,000","1,505,172,000","1,552,049,000","1,530,446,000","1,475,216,000","1,256,619,000","1,266,647,000","1,202,456,000","1,057,201,000","1,006,613,000","1,018,247,000","1,007,010,000","981,755,000","999,308,000","1,029,702,000","997,047,000","982,413,000","1,004,178,000","1,025,543,000","1,006,551,000","998,871,000","999,614,000","961,154,000","884,132,000","804,000,000","787,213,000","766,528,000","737,025,000","683,783,000","669,538,000","651,342,000","593,708,000","528,547,000","513,652,000","507,009,000","502,623,000","483,982,000","483,823,000","471,134,000","467,064,000","478,954,000","503,209,000","524,896,000","562,233,000","588,619,000","612,579,000","635,360,000","629,365,000","620,316,000","623,042,000","599,117,000","501,749,000","470,128,000","470,117,000","457,558,000","421,567,000","409,385,000","326,320,000","313,549,000"
			GrossPPE,"2,358,484,000","2,301,402,000","2,268,232,000","2,312,072,000","2,201,961,000","2,194,432,000","2,255,550,000","2,313,487,000","2,342,108,000","2,351,578,000","2,376,783,000","2,317,042,000","2,231,784,000","1,981,801,000","1,971,610,000","1,880,373,000","1,710,437,000","1,634,053,000","1,631,864,000","1,596,883,000","1,552,096,000","1,555,642,000","1,570,911,000","1,520,384,000","1,487,419,000","1,501,665,000","1,518,774,000","1,487,548,000","1,461,100,000","1,439,831,000","1,388,737,000","1,291,962,000","1,199,551,000","1,173,151,000","1,147,297,000","1,113,262,000","1,055,070,000","1,034,559,000","1,015,733,000","947,123,000","876,216,000","857,195,000","841,385,000","834,318,000","805,403,000","792,426,000","767,734,000","515,316,000","756,635,000","545,295,000","782,541,000","822,168,000","844,919,000","858,727,000","871,410,000","857,118,000","840,903,000","836,263,000","806,694,000","703,186,000","663,609,000","656,051,000","633,837,000","587,565,000","570,594,000","486,127,000","463,768,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",
				LandAndImprovements,,"6,533,000",,,,"6,991,000",,,,"7,597,000",,,,"7,597,000",,,,"7,165,000",,,,"7,054,000",,,,"7,054,000",,,,"7,368,000",,,,"6,833,000",,,,"6,833,000",,,,"6,833,000",,,,,,,,"5,947,000",,,,"5,947,000",,,,"6,147,000",,,,"4,726,000",,,,"1,079,000",
				BuildingsAndImprovements,,"63,632,000",,,,"68,490,000",,,,"69,031,000",,,,"63,060,000",,,,"55,523,000",,,,"53,967,000",,,,"54,094,000",,,,"53,021,000",,,,"39,253,000",,,,"32,419,000",,,,"18,444,000",,,,,,,,"18,501,000",,,,"17,954,000",,,,"17,262,000",,,,"11,522,000",,,,"8,968,000",
				MachineryFurnitureEquipment,,"194,997,000",,,,"196,770,000","1,784,347,000","1,843,344,000","1,868,201,000","202,428,000","1,921,381,000","1,873,950,000","1,796,983,000","175,580,000","1,715,891,000","1,628,513,000","1,472,084,000","162,789,000","1,402,810,000","1,368,271,000","1,325,967,000","156,318,000","1,347,037,000","1,296,051,000","1,266,076,000","150,888,000","1,302,418,000","1,279,109,000","1,257,625,000","131,438,000","1,194,950,000","1,110,506,000","1,020,869,000","118,300,000","977,327,000","950,067,000","896,132,000","106,263,000","869,264,000","806,409,000","743,118,000","823,320,000","720,694,000","718,052,000","691,215,000","681,299,000","657,537,000","406,831,000","648,347,000","518,430,000","678,257,000","717,637,000","744,782,000","832,409,000","871,410,000","774,731,000","766,308,000","812,854,000","734,108,000","641,449,000","605,337,000","639,803,000",,"535,446,000","522,371,000","34,101,000","463,768,000"
				OtherProperties,"2,358,484,000","2,027,208,000","2,268,232,000","2,312,072,000","2,201,961,000","1,918,889,000","2,255,550,000","2,313,487,000","2,342,108,000","2,064,232,000","2,376,783,000","2,317,042,000","2,231,784,000","1,724,018,000","1,971,610,000","1,880,373,000","1,710,437,000","1,400,764,000","1,631,864,000","1,596,883,000","1,552,096,000","1,331,338,000","1,570,911,000","1,520,384,000","1,487,419,000","1,283,710,000","1,518,774,000","1,487,548,000","1,461,100,000","1,241,547,000","1,388,737,000","1,291,962,000","1,199,551,000","998,654,000","1,147,297,000","1,113,262,000","1,055,070,000","880,269,000","146,469,000","140,714,000","133,098,000",,"120,691,000","116,266,000","114,188,000","111,127,000","110,197,000","108,485,000","108,288,000",,"104,284,000","104,531,000","100,137,000","2,417,000",,"82,387,000","74,595,000",,"72,586,000","61,737,000","58,272,000",,,"52,119,000","48,223,000","441,979,000",
