name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"1,705,703,000","1,825,288,000","1,927,180,000","2,015,475,000","2,080,698,000","2,159,246,000","738,628,000","827,242,000","944,973,000","1,084,150,000","1,203,727,000","1,315,547,000","1,422,914,000","952,705,000","1,046,999,000","1,129,483,000","1,100,652,000","529,937,000","251,085,000","293,412,000","351,168,000","404,531,000","436,301,000","275,630,000","303,510,000","189,016,000","208,410,000","228,473,000","115,478,000","129,665,000","137,963,000","51,651,000","56,777,000","8,532,000"
	CurrentAssets,"1,682,244,000","1,800,643,000","1,901,697,000","1,988,599,000","2,051,866,000","2,122,370,000","698,884,000","785,384,000","898,236,000","1,035,093,000","1,152,663,000","1,263,570,000","1,371,532,000","944,695,000","1,039,912,000","1,123,769,000","1,095,088,000","525,075,000","248,343,000","291,120,000","349,044,000","402,579,000","434,688,000","274,107,000","302,606,000","188,491,000","207,481,000","227,508,000","114,529,000","128,822,000","137,790,000","51,543,000","56,660,000","8,407,000"
		CashCashEquivalentsAndShortTermInvestments,"1,625,241,000","1,742,296,000","1,843,169,000","1,911,315,000","2,004,017,000","2,099,549,000","668,537,000","756,522,000","872,757,000","1,008,393,000","1,122,250,000","1,236,549,000","1,351,251,000","922,776,000","1,021,401,000","1,092,433,000","1,083,513,000","518,848,000","243,451,000","285,928,000","342,564,000","397,479,000","431,270,000","272,295,000","299,680,000","186,753,000","204,877,000","224,234,000","113,162,000","127,766,000","136,727,000","49,127,000","55,425,000","8,066,000"
			CashAndCashEquivalents,"178,674,000","294,233,000","422,165,000","514,158,000","899,250,000","1,661,082,000","184,270,000","258,228,000","199,444,000","126,705,000","259,181,000","166,185,000","342,295,000","190,943,000","253,123,000","325,830,000","557,555,000","306,235,000","134,916,000","133,450,000","145,460,000","168,517,000","320,078,000","189,003,000","299,680,000","186,753,000","204,877,000","224,234,000","113,162,000","127,766,000","136,727,000","49,127,000","55,425,000","8,066,000"
				CashEquivalents,"178,674,000","294,233,000","422,165,000","514,158,000","899,250,000",,"184,270,000","258,228,000","199,444,000","126,705,000","259,181,000","166,185,000","342,295,000","190,943,000","253,123,000","325,830,000","557,555,000","306,235,000","134,916,000","133,450,000","145,460,000","168,517,000","320,078,000","189,003,000","299,680,000","186,753,000","204,877,000","224,234,000","113,162,000","127,766,000","136,727,000","49,127,000","55,425,000","8,066,000"
			OtherShortTermInvestments,"1,446,567,000","1,448,063,000","1,421,004,000","1,397,157,000","1,104,767,000","438,467,000","484,267,000","498,294,000","673,313,000","881,688,000","863,069,000","1,070,364,000","1,008,956,000","731,833,000","768,278,000","766,603,000","525,958,000","212,613,000","108,535,000","152,478,000","197,104,000","228,962,000","111,192,000","83,292,000",,,,,,,,,,
		Receivables,"19,797,000","18,506,000","24,185,000","48,438,000","24,766,000",,,,,,,,,,,"18,378,000",,,,,,,,,,,,,,,,,,
			AccountsReceivable,,,,,,,,,,,,,,,,"18,378,000",,,,,,,,,,,,,,,,,,
			OtherReceivables,"19,797,000","18,506,000","24,185,000","48,438,000","24,766,000",,,,,,,,,,,"18,378,000",,,,,,,,,,,,,,,,,,
		PrepaidAssets,"37,206,000","39,841,000","34,343,000","28,846,000","23,083,000","22,821,000","30,347,000","28,862,000","25,479,000","26,700,000","30,413,000","27,021,000","20,281,000","21,919,000","18,511,000","12,958,000","11,575,000","6,227,000","4,892,000","5,192,000","6,480,000","5,100,000","3,418,000","1,812,000","2,926,000","1,738,000","2,604,000","3,274,000","1,367,000","1,056,000","1,063,000","2,416,000","1,235,000","341,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0"
	TotalNonCurrentAssets,"23,459,000","24,645,000","25,483,000","26,876,000","28,832,000","36,876,000","39,744,000","41,858,000","46,737,000","49,057,000","51,064,000","51,977,000","51,382,000","8,010,000","7,087,000","5,714,000","5,564,000","4,862,000","2,742,000","2,292,000","2,124,000","1,952,000","1,613,000","1,523,000","904,000","525,000","929,000","965,000","949,000","843,000","173,000","108,000","117,000","125,000"
		NetPPE,"17,599,000","19,125,000","20,339,000","22,008,000","24,171,000","31,819,000","33,950,000","36,076,000","40,676,000","42,897,000","44,879,000","45,587,000","44,637,000","5,643,000","5,168,000","4,445,000","4,295,000","4,013,000","1,893,000","1,443,000","1,560,000","1,388,000","1,049,000","959,000","865,000","286,000","249,000","285,000","269,000","163,000","134,000","69,000","78,000","86,000"
			GrossPPE,"22,847,000","24,098,000","25,388,000","26,683,000","28,823,000","38,907,000","40,389,000","41,906,000","45,844,000","47,396,000","48,713,000","48,723,000","47,268,000","7,859,000","7,021,000","6,011,000","5,615,000","5,086,000","1,893,000","1,443,000","1,560,000","1,930,000","1,049,000","959,000","865,000","547,000","249,000","285,000","269,000","309,000","134,000","69,000","78,000","181,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,,,,,,,,,
				MachineryFurnitureEquipment,"2,698,000","2,599,000","2,157,000","2,156,000","2,266,000","4,623,000","4,623,000","4,687,000","4,657,000","4,658,000","4,540,000","4,201,000","3,411,000","3,150,000","2,716,000","2,412,000","2,021,000","2,119,000",,,,"1,403,000",,,,"547,000",,,,"309,000",,,,"181,000"
