name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
OperatingCashFlow,"259,934,000","82,264,000","15,326,000","103,491,000","58,853,000","78,822,000","16,678,000","62,925,000","65,243,000","51,439,000","25,216,000","72,309,000","56,905,000","41,482,000","22,736,000","68,261,000","52,020,000","21,714,000","32,308,000","55,511,000","43,382,000","23,813,000","31,912,000","42,532,000","45,767,000","18,653,000","27,810,000","43,913,000","38,241,000","21,421,000","22,486,000","41,183,000","36,121,000","17,611,000","21,171,000","35,785,000","35,553,000","17,241,000","18,625,000","31,622,000","29,141,000","12,420,000","17,621,000","28,640,000","26,229,000","14,057,000","13,043,000","25,602,000","24,717,000","13,496,000","12,294,000","28,719,000","21,584,000","17,995,000","14,343,000","30,032,000","25,608,000","13,627,000","19,182,000","26,240,000","26,403,000","14,544,000","13,842,000","23,007,000","19,954,000","9,768,000","15,147,000","19,857,000","18,702,000","13,267,000","9,609,000","19,407,000","14,822,000","13,686,000","5,776,000","17,372,000","14,602,000","12,892,000","7,654,000","16,945,000","15,165,000","14,022,000","8,223,000","16,432,000","16,201,000","9,892,000","12,862,000","14,399,000","15,676,000","10,079,000","11,150,000","12,300,000","11,200,000","12,100,000","2,093,000","12,200,000","7,900,000","7,200,000","5,985,000","8,200,000","6,300,000","3,200,000","4,396,000","4,700,000","3,000,000","1,900,000","2,846,000","1,500,000","2,300,000","3,100,000","1,100,000","3,100,000","1,800,000","2,400,000","900,000","1,900,000","1,300,000","1,200,000","800,000","1,400,000","1,000,000","1,200,000","700,000","1,400,000","1,200,000","1,300,000","700,000","1,200,000","1,400,000","800,000"
	CashFlowFromContinuingOperatingActivities,"259,934,000","82,264,000","15,326,000","103,491,000","58,853,000","78,822,000","16,678,000","62,925,000","65,243,000","51,439,000","25,216,000","72,309,000","56,905,000","41,482,000","22,736,000","68,261,000","52,020,000","21,714,000","32,308,000","55,511,000","43,382,000","23,813,000","31,912,000","42,532,000","45,767,000","18,653,000","27,810,000","43,913,000","38,241,000","21,421,000","22,486,000","41,183,000","36,121,000","17,611,000","21,171,000","35,785,000","35,553,000","17,241,000","18,625,000","31,622,000","29,141,000","12,420,000","17,621,000","28,640,000","26,229,000","14,057,000","13,043,000","25,602,000","24,717,000","13,496,000","12,294,000","28,719,000","21,584,000","17,995,000","14,343,000","30,032,000","25,608,000","13,627,000","19,182,000","26,240,000","26,403,000","14,544,000","13,842,000","23,007,000","19,954,000","9,768,000","15,147,000","19,857,000","18,702,000","13,267,000","9,609,000","19,407,000","14,822,000","13,686,000","5,776,000","17,372,000","14,602,000","12,892,000","7,654,000","16,945,000","15,165,000","14,022,000","8,223,000","16,432,000","16,201,000","9,892,000","12,862,000","14,399,000","15,676,000","10,079,000","11,150,000","12,300,000","11,200,000","12,100,000","2,093,000","12,200,000","7,900,000","7,200,000","5,985,000","8,200,000","6,300,000","3,200,000","4,396,000","4,700,000","3,000,000","1,900,000","2,846,000","1,500,000","2,300,000","3,100,000","1,100,000","3,100,000","1,800,000","2,400,000","900,000","1,900,000","1,300,000","1,200,000","800,000","1,400,000","1,000,000","1,200,000","700,000","1,400,000","1,200,000","1,300,000","700,000","1,200,000","1,400,000","800,000"
		NetIncomeFromContinuingOperations,"193,885,000","63,604,000","71,911,000","30,792,000","27,578,000","27,357,000","37,195,000","24,411,000","23,487,000","23,298,000","51,282,000","22,575,000","26,949,000","22,534,000","18,583,000","23,041,000","18,264,000","28,748,000","17,667,000","15,972,000","36,977,000","12,973,000","15,371,000","14,800,000","44,093,000","21,830,000","11,578,000","12,097,000","14,663,000","10,061,000","12,856,000","17,861,000","9,242,000","8,514,000","9,743,000","8,514,000","7,790,000","7,308,000","12,963,000","6,897,000","8,083,000","5,522,000","6,526,000","5,791,000","5,615,000","4,902,000","5,045,000","4,126,000","4,681,000","4,903,000","5,678,000","6,147,000","7,156,000","7,678,000","8,433,000","7,872,000","9,746,000","8,091,000","9,301,000","7,714,000","6,132,000","6,587,000","11,577,000","5,920,000","5,576,000","6,161,000","4,920,000","5,847,000","5,888,000","5,536,000","5,624,000","7,410,000","5,281,000","5,012,000","4,759,000","5,163,000","5,259,000","5,264,000","5,415,000","5,173,000","6,928,000","6,110,000","7,628,000","8,575,000","11,166,000","6,813,000","15,504,000","7,028,000","7,015,000","6,965,000","5,955,000","19,600,000","5,800,000","7,000,000","8,636,000","10,200,000","5,500,000","5,000,000","4,279,000","9,900,000","3,500,000","3,100,000","5,209,000","2,700,000","2,100,000","2,500,000","2,911,000","1,000,000","2,300,000","1,500,000","900,000","1,200,000","3,800,000","1,300,000","1,500,000","3,700,000","700,000","500,000","-4,900,000","400,000","500,000","300,000","3,900,000","700,000","400,000","700,000","300,000","400,000","900,000","1,400,000"
		OperatingGainsLosses,,"-30,352,000",,,,,,,,,"-29,745,000","0","-9,081,000","-2,325,000","0","-4,051,000","0","-10,308,000","-333,000","0","-21,855,000","40,000","143,000","-590,000","-31,114,000","-11,342,000","0","0","-2,903,000","-123,000","-1,676,000","-7,515,000","0","-95,000","-798,000",,,,"-4,474,000",,,,,"-7,000","25,000","-45,000","-43,000","32,000","-31,000","-10,000","-42,000","-10,000","-39,000","-29,000","-5,000","-424,000","-1,960,000","-435,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-2,714,000",,,,"-160,000",,,,,,,,"-5,000,000","-1,000,000","-100,000",,"-6,300,000","0","-100,000","-3,100,000","-200,000","-600,000","-1,400,000","-1,800,000","0","-1,100,000","-400,000","200,000","0",,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,000","-9,000","-9,000","-9,000","-9,000","-8,000","-11,000","-37,000","-8,000",,,"-8,000","-384,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"-30,352,000",,,,,,,,,"-29,745,000","0","-9,081,000","-2,325,000","0","-4,051,000","0","-10,308,000","-333,000","0","-21,855,000","40,000","143,000","-590,000","-31,114,000","-11,342,000","0","0","-2,903,000","-123,000","-1,676,000","-7,515,000","0","-95,000","-798,000",,,,,,,,,,,,,,,,,,,,"0","0","0","-435,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-2,714,000",,,,"-160,000",,,,,,,,"-5,000,000","-1,000,000","-100,000",,"-6,300,000","0","-100,000","-3,100,000","-200,000","-600,000","-1,400,000","-1,800,000","0","-1,100,000","-400,000","200,000","0",,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000","34,000","-36,000","-34,000","41,000","-23,000","1,000","-5,000","-2,000","-32,000","-21,000","3,000","-40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"133,127,000","36,341,000","33,174,000","32,263,000","31,349,000","30,313,000","30,686,000","29,211,000","28,570,000","27,892,000","27,697,000","25,990,000","27,291,000","23,746,000","24,241,000","22,970,000","22,808,000","21,685,000","21,773,000","21,011,000","20,865,000","20,225,000","20,179,000","19,361,000","19,233,000","19,162,000","18,932,000","18,232,000","17,984,000","18,142,000","18,213,000","17,779,000","17,154,000","17,168,000","16,898,000","16,948,000","16,328,000","15,615,000","14,703,000","15,436,000","15,611,000","15,946,000","14,661,000","14,437,000","14,106,000","14,247,000","14,279,000","14,648,000","14,706,000","14,717,000","14,063,000","13,587,000","13,310,000","13,044,000","12,743,000","13,388,000","12,542,000","12,418,000","12,422,000","12,241,000","12,026,000","11,195,000","10,716,000","10,559,000","10,335,000","10,607,000","10,843,000","9,605,000","9,787,000","9,071,000","8,620,000","8,246,000","8,322,000","8,263,000","8,988,000","7,798,000","7,827,000","7,784,000","8,150,000","7,956,000","7,478,000","7,234,000","7,271,000","7,037,000","6,769,000","6,336,000","6,582,000","5,799,000","5,911,000","5,529,000","5,378,000","5,100,000","4,900,000","4,800,000","4,774,000","4,600,000","4,000,000","3,200,000","3,109,000","2,600,000","2,300,000","2,400,000","2,559,000","2,200,000","1,600,000","1,400,000","1,213,000","1,600,000","1,400,000","1,400,000","1,400,000","1,100,000","1,100,000","900,000","31,000,000","700,000","700,000","700,000","700,000","600,000","500,000","600,000","500,000","500,000","500,000","500,000","600,000","400,000","400,000","500,000"
			DepreciationAndAmortization,"133,127,000","36,341,000","33,174,000","32,263,000","31,349,000","30,313,000","30,686,000","29,211,000","28,570,000","27,892,000","27,697,000","25,990,000","27,291,000","23,746,000","24,241,000","22,970,000","22,808,000","21,685,000","21,773,000","21,011,000","20,865,000","20,225,000","20,179,000","19,361,000","19,233,000","19,162,000","18,932,000","18,232,000","17,984,000","18,142,000","18,213,000","17,779,000","17,154,000","17,168,000","16,898,000","16,948,000","16,328,000","15,615,000","14,703,000","15,436,000","15,611,000","15,946,000","14,661,000","14,437,000","14,106,000","14,247,000","14,279,000","14,648,000","14,706,000","14,717,000","14,063,000","13,587,000","13,310,000","13,044,000","12,743,000","13,388,000","12,542,000","12,418,000","12,422,000","12,241,000","12,026,000","11,195,000","10,716,000","10,559,000","10,335,000","10,607,000","10,843,000","9,605,000","9,787,000","9,071,000","8,620,000","8,246,000","8,322,000","8,263,000","8,988,000","7,798,000","7,827,000","7,784,000","8,150,000","7,956,000","7,478,000","7,234,000","7,271,000","7,037,000","6,769,000","6,336,000","6,582,000","5,799,000","5,911,000","5,529,000","5,378,000","5,100,000","4,900,000","4,800,000","4,774,000","4,600,000","4,000,000","3,200,000","3,109,000","2,600,000","2,300,000","2,400,000","2,559,000","2,200,000","1,600,000","1,400,000","1,213,000","1,600,000","1,400,000","1,400,000","1,400,000","1,100,000","1,100,000","900,000","31,000,000","700,000","700,000","700,000","700,000","600,000","500,000","600,000","500,000","500,000","500,000","500,000","600,000","400,000","400,000","500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,744,000","7,687,000","8,048,000","7,852,000","7,344,000","7,125,000","7,231,000","6,890,000","6,676,000","6,244,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,000","97,000","102,000","104,000","134,000","109,000","40,000","147,000","93,000","92,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,000","97,000","102,000","104,000","134,000","109,000","40,000","147,000","93,000","92,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-33,000","-36,000","-35,000","-34,000","-34,000","-34,000","-35,000","-33,000","-33,000","-34,000","-34,000","-30,000","-30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
