name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"2,678,619,000","706,203,000","702,106,000","653,293,000","617,017,000","482,119,000","348,429,000","284,405,000","232,116,000","191,439,034","529,644,247","0","0","0","0","0","0","0"
	OperatingRevenue,"2,678,619,000","706,203,000","702,106,000","653,293,000","617,017,000","482,119,000","348,429,000","284,405,000","232,116,000","191,439,034","529,644,247","0","0","0","0","0","0","0"
CostOfRevenue,"2,209,349,000","597,122,000","591,620,000","529,887,000","490,720,000","396,698,000","293,824,000","240,720,000","197,517,000","166,539,690","123,212,000",,,,,,,
GrossProfit,"469,270,000","109,081,000","110,486,000","123,406,000","126,297,000","85,421,000","54,605,000","43,685,000","34,599,000","24,899,344","26,329,000",,,,,,,
OperatingExpense,"207,522,000","57,529,000","41,407,000","47,696,000","60,890,000","70,012,000","22,299,000","30,426,000","18,129,000","15,588,756","56,125,462","1,245,246","1,848,965","341,358","482,033","444,751","234,405","72,527"
	SellingGeneralAndAdministration,"152,317,000","41,444,000","34,921,000","33,006,000","42,946,000","56,632,000","31,601,000","26,306,000","17,092,000","14,346,919","53,206,900","1,195,246","1,798,965","291,443","431,622","391,160","162,633","50,709"
		GeneralAndAdministrativeExpense,"152,317,000","41,444,000","34,921,000","33,006,000","42,946,000","56,632,000","31,601,000","26,306,000","17,092,000","14,346,919","53,206,900","1,195,246","1,798,965","291,443","431,622","391,160","162,633","50,709"
			OtherGandA,"152,317,000","41,444,000","34,921,000","33,006,000","42,946,000","56,632,000","31,601,000","26,306,000","17,092,000","14,346,919","53,206,900","1,195,246","1,798,965","291,443","431,622","391,160","162,633","50,709"
	DepreciationAmortizationDepletionIncomeStatement,"65,800,000","16,085,000","17,081,000","14,690,000","17,944,000","13,380,000","4,975,000","4,120,000","1,037,000","1,241,837","630,000",,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"65,800,000","16,085,000","17,081,000","14,690,000","17,944,000","13,380,000","4,975,000","4,120,000","1,037,000","1,241,837","630,000",,,,,,,
			DepreciationIncomeStatement,"3,747,477",,,,,,,,"1,037,000","1,241,837","630,000",,,,,,,
	OtherTaxes,,,,,,,,,,,,"50,000","50,000","49,915","50,411","53,591","71,772","21,818"
	OtherOperatingExpenses,,,"-10,595,000",,,,"-14,277,000",,,,,,,,,,,
OperatingIncome,"261,748,000","51,552,000","69,079,000","75,710,000","65,407,000","15,409,000","32,306,000","13,259,000","16,470,000","9,310,588","33,132,398","-1,245,246","-1,848,965","-341,358","-482,033","-444,751","-234,405","-72,527"
NetNonOperatingInterestIncomeExpense,"-97,786,000","-24,776,000","-25,611,000","-24,252,000","-23,147,000","-22,185,000","-13,604,000","-12,406,000","-7,482,000","-7,938,243","-43,618,049","1,367,434","1,482,088","1,464,039","1,423,241","1,204,828","1,156,639","364,909"
	InterestIncomeNonOperating,,,,,,,,,,,,"1,367,434","1,482,088","1,464,039","1,423,241","1,204,828","1,156,639","364,909"
	InterestExpenseNonOperating,"97,786,000","24,776,000","25,611,000","24,252,000","23,147,000","22,185,000","13,604,000","12,406,000","7,482,000","7,938,243","7,653,000",,,,,,,
OtherIncomeExpense,"80,146,000","21,017,000","-9,973,000","18,955,000","50,128,000","1,420,000","-95,273,000","-5,316,000",,,,,,,,,,
	GainOnSaleOfSecurity,"76,230,000","26,717,000","-4,178,000","16,737,000","37,454,000","3,668,000",,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,"200,000",,,,,,,,,,,,
	SpecialIncomeCharges,"10,448,000","-1,200,000","-4,661,000","1,766,000","14,343,000","-2,448,000","-98,717,000","-5,316,000","0","0","0",,,,,,,
		RestructuringAndMergernAcquisition,"-27,624,000","0","4,661,000","-10,006,000","-22,079,000","-1,765,000",,,,,,,,,,,,
		WriteOff,,"800,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,"16,376,000","400,000","0","8,240,000","7,736,000","4,213,000","0","5,316,000",,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"-4,500,000","-1,134,000","452,000","-1,669,000","519,000","-56,867,000",,,,,,,,,,,
PretaxIncome,"244,129,000","47,833,000","33,495,000","70,413,000","92,388,000","-5,337,000","-76,571,000","-4,463,000","8,988,000","1,372,345","-12,607,102","122,188","-366,877","1,122,681","941,208","760,077","922,234","292,382"
TaxProvision,"40,104,000","5,603,000","10,024,000","12,147,000","12,330,000","-1,695,000","-14,245,000","-636,000","1,819,000","1,106,722","281,647","276,661","300,611","297,083","283,594","241,760","232,404","72,049"
NetIncomeCommonStockholders,"183,975,000","38,213,000","21,135,000","53,090,000","72,199,000","-3,966,000","-65,683,000","-2,489,000","4,033,000","-158,162","-14,999,532","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
	NetIncome,"201,891,000","41,750,000","22,942,000","58,092,000","79,107,000","-3,966,000","-65,867,000","-2,489,000","4,033,000","-158,162","-14,999,532","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
		NetIncomeIncludingNoncontrollingInterests,"204,025,000","42,230,000","23,471,000","58,266,000","80,058,000","-3,642,000","-62,326,000","-3,827,000","7,169,000","265,623","-12,888,749","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
			NetIncomeContinuousOperations,"204,025,000","42,230,000","23,471,000","58,266,000","80,058,000","-3,642,000","-62,326,000","-3,827,000","7,169,000","265,623","-12,888,749","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
		MinorityInterests,"-2,134,000","-480,000","-529,000","-174,000","-951,000","-324,000","-3,541,000","1,338,000","-3,136,000","-423,785","-775,000",,,,,,,
	OtherunderPreferredStockDividend,"17,916,000","3,537,000","1,807,000","5,002,000","6,908,000","0",,"0",,,,,,,,,,
AverageDilutionEarnings,"-74,765,000","-26,717,000","31,896,000","-24,882,000","-55,811,000","-5,133,000",,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"109,210,000","11,496,000","53,031,000","28,208,000","16,388,000","-9,099,000","-65,683,000","-2,489,000","4,033,000","-158,162","-14,999,532","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
BasicEPS,,"0.29","0.16","0.4","0.56","-0.04","-0.47","-0.04","0.09","-0.004","-0.1","-0.005","-0.021","0.026",,"0.017","0.022","0.01"
DilutedEPS,,"0.08","0.15","0.2","0.12","-0.08","-0.47","-0.04","0.08","-0.004","-0.1","-0.005","-0.021","0.026",,"0.017","0.022","0.01"
BasicAverageShares,,"134,023,000","132,470,000","131,684,000","129,664,000","111,109,000","65,897,000","57,372,000","44,508,000","41,977,000","32,726,000","31,250,000","31,250,000","31,250,000",,"31,250,000","31,250,000","31,250,000"
DilutedAverageShares,,"138,483,000","136,376,000","140,322,000","136,582,000","115,995,000","65,897,000","57,372,000","47,834,000","41,977,000","32,726,000","31,250,000","31,250,000","31,250,000",,"31,250,000","31,250,000","31,250,000"
TotalOperatingIncomeAsReported,"261,748,000","51,552,000","69,079,000","75,710,000","65,407,000","15,409,000","32,306,000","13,259,000","16,470,000","9,310,588","33,132,398","-1,245,246","-1,848,965","-341,358","-482,033","-444,751","-234,405","-72,527"
RentExpenseSupplemental,"52,431,000","14,356,000","13,069,000","13,068,000","11,938,000","10,511,000","6,572,000","6,053,000","5,119,000","4,600,000",,,,,,,,
TotalExpenses,"2,416,871,000","654,651,000","633,027,000","577,583,000","551,610,000","466,710,000","316,123,000","271,146,000","215,646,000","182,128,446","496,511,849","1,245,246","1,848,965","341,358","482,033","444,751","234,405","72,527"
NetIncomeFromContinuingAndDiscontinuedOperation,"201,891,000","41,750,000","22,942,000","58,092,000","79,107,000","-3,966,000","-65,867,000","-2,489,000","4,033,000","-158,162","-14,999,532","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
NormalizedIncome,"129,451,924.962","19,221,977.296","29,135,765.308","42,780,966.554","34,222,770.165","-4,798,535.132","14,485,035.914","2,069,443.2","4,033,000","-158,162","-14,999,532","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
InterestIncome,,,,,,,,,,,,"1,367,434","1,482,088","1,464,039","1,423,241","1,204,828","1,156,639","364,909"
