name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-743,676","0","0","0","130,750","0","-41,760","-5,262","-160,373","2,797"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,312",,,"12,692","4,611"
		AssetImpairmentCharge,"80,000","67,000","2,000","5,000","6,000","0","5,000","0","0","12,000","-11,000","18,000","0","6,000","46,000","110,000","1,090,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,"0","0","0","0","20,697","63,903","-13,083",,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"469,000","155,000","15,000","161,000","138,000","209,000","192,000","53,000","116,000","110,000","77,000","58,000","79,000","70,000","87,000","53,000","56,000","182,000","69,000","56,000","55,000","66,000","56,360","21,572","-7,019","-8,068","3,263","-81,886","-59,501","-43,120","-217,661","-306,115","221,439","-11,919","-8,012","7,485","-16,409","-21,657","-21,806",,,"4,957","12,692",
		ChangeInWorkingCapital,"-3,870,000","-3,230,000","1,286,000","-5,262,000","3,336,000","-936,000","7,134,000","-4,114,000","1,749,000","-4,049,000","2,432,000","5,494,000","-1,352,000","-381,000","29,000","1,252,000","196,000","697,000","-3,217,000","1,053,000","24,000","1,035,000","-392,472","-561,390","523,068","3,038,217","-731,631","1,763,543","718,691","-507,780","1,004,095","1,053,898","92,645","96,729","3,189,145","-295,645","678,107","-2,747,463","85,359","-38,417","197,454","-278,820","429,978","758,605"
			ChangeInInventory,"-896,000",,,,,,,,,,"-1,177,000","260,000",,,"-1,877,000","-1,037,000","1,422,000","-1,659,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"462,000","-344,000","253,000","-978,000","1,531,000","1,099,000","919,000","-1,162,000","742,000","-1,243,000","3,455,000","-242,000","933,000","-2,277,000","2,619,000","-994,000","1,449,000","-1,132,000","1,382,000","-777,000","1,505,000","-187,000","993,072","-794,963","1,051,880","-530,117","265,168","-72,104","1,087,059","-756,342","899,261","686,388","-276,587","-128,877","394,780","-154,329","435,127","-425,439","-11,654","170,665","105,869","-29,790","129,176","-15,948"
			ChangeInOtherCurrentAssets,"-6,573,000","-1,558,000","-178,000","-3,348,000","-1,489,000","-924,000","1,455,000","-1,766,000","431,000","-1,857,000",,,,"-136,000",,,,,,"444,000","198,000","-150,000","-169,342","-162,503","-30,466","40,407","-408,887","262,793","-23,184","45,255","-343,049","-423,678","28,419","53,526","2,339,488","41,389","70,235","-2,425,907","231,778",,,"109,853","134,196",
			ChangeInOtherCurrentLiabilities,"2,241,000","-1,328,000","1,211,000","-936,000","3,294,000","-1,111,000","4,760,000","-1,186,000","576,000","-949,000","154,000","5,476,000","-2,442,000","2,032,000","-713,000","3,283,000","-2,675,000","3,488,000","-2,203,000","1,386,000","-1,679,000","1,372,000","-1,216,202","396,076","-498,346","3,527,927","-587,912","1,572,854","-345,184","203,307","447,883","791,188","340,813","172,080","454,877","-182,705","172,745","103,883","-134,765",,,"-358,883","166,606",
			ChangeInOtherWorkingCapital,"5,220,000",,,,,,,"-2,952,000","1,007,000","-2,806,000","154,000","5,476,000","-2,306,000","1,896,000","-713,000","3,283,000","-2,675,000","3,488,000","-2,695,000","1,830,000","-1,481,000","1,222,000","-1,385,544","233,573","-528,812","3,568,334","-996,799","1,835,647","-368,368","248,562","104,834","367,510","369,232","225,606","2,794,365","-141,316","242,980","-2,322,024","97,013","-209,082","91,585","-249,030","300,802","774,553"
InvestingCashFlow,"-293,167,000","-3,572,000","-145,500,000","-64,551,000","-79,544,000","-5,406,000","-197,281,000","-40,520,000","-24,932,000","-10,168,000","-52,700,000","-155,347,000","-48,886,000","-5,717,000","-45,217,000","-32,032,000","-7,250,000","-9,310,000","-4,357,000","-40,149,000","-30,924,000","-54,215,000","-15,740,187","-37,134,697","-21,476,359","-21,149,732","-9,875,145","-31,435,300","-17,129,977","-20,034,728","-31,140,881","-27,658,572","-12,030,748","-504,039","-33,485,683","-565,070","15,368,915","-20,046,767","49,834","-8,129,195","-50,000","0","-1,449,666","-3,189,557"
	CashFlowFromContinuingInvestingActivities,"-293,167,000","-3,572,000","-145,500,000","-64,551,000","-79,544,000","-5,406,000","-197,281,000","-40,520,000","-24,932,000","-10,168,000","-52,700,000","-155,347,000","-48,886,000","-5,717,000","-45,217,000","-32,032,000","-7,250,000","-9,310,000","-4,357,000","-40,149,000","-30,924,000","-54,215,000","-15,740,187","-37,134,697","-21,476,359","-21,149,732","-9,875,145","-31,435,300","-17,129,977","-20,034,728","-31,140,881","-27,658,572","-12,030,748","-504,039","-33,485,683","-565,070","15,368,915","-20,046,767","49,834","-8,129,195","-50,000","0","-1,449,666","-3,189,557"
		CapitalExpenditureReported,"-6,611,000","-3,518,000","-2,747,000","-950,000","604,000","-3,027,000","-5,785,000","-1,298,000","-6,745,000","-2,682,000","-3,316,000","-3,425,000","-2,486,000","-3,063,000","-5,448,000","-5,801,000","-6,878,000","-4,478,000","-1,773,000","-1,814,000","-1,156,000","-468,000","328,037","-2,242,017","-6,017,688","-1,865,770","-201,795","-1,455,701","-1,191,086","-398,064","-780,002","-617,418","-718,365","-503,299","-351,594",,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,"-400,000","50,000","50,000","-200,000","-50,000",,,,"242,000","-392,000","-150,000","-50,000","0","-200,000","50,000","-50,000","50,000",,,"0","50,000",
			PurchaseOfBusiness,,,,,,,,,,,,,,,,,,,,,,,"-400,000","50,000","50,000","-200,000","-50,000",,,,"242,000","-392,000","-150,000","-50,000","0","-200,000","50,000","-50,000","50,000",,,"0","50,000",
		NetInvestmentPropertiesPurchaseAndSale,"-284,502,000","-54,000","-140,699,000","-63,601,000","-80,148,000","-2,379,000","-190,925,000","-39,288,000","-18,187,000","-7,486,000","-48,881,000","-151,922,000","-46,400,000","-2,654,000","-39,769,000","-26,231,000","-372,000","-4,832,000","-3,266,000","-38,335,000","-29,768,000","-53,747,000","-15,668,224","-34,942,680","-15,508,671","-19,283,962","-9,713,385","-30,056,022","-15,959,700","-19,869,405","-30,727,047","-26,738,286",,,"-33,284,048","94,941",,,"2",,,,"-1,499,666",
			PurchaseOfInvestmentProperties,"-284,502,000","-54,000","-140,699,000","-63,601,000","-80,148,000","-2,379,000","-191,020,000","-39,369,000","-18,353,000","-7,486,000","-49,031,000","-151,922,000","-46,400,000","-2,654,000","-39,769,000","-26,231,000","-504,000","-4,832,000","-7,100,000","-38,335,000","-29,768,000","-53,747,000","-15,668,223","-35,098,479","-15,508,671","-19,283,962","-9,713,385","-30,056,022","-15,959,700","-19,869,405","-30,727,047","-26,738,286",,,"-33,284,048","94,941",,,"2",,,,"-1,499,666",
			SaleOfInvestmentProperties,,,"0","0",,,"95,000","81,000",,,"150,000","0",,,"0","0",,,"3,834,000",,,,"-1",,,,,,,,"0","0",,,"0","0",,,,,,,,
		NetInvestmentPurchaseAndSale,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1,786","-19,996,767","-168","-679,549","0","0","0","8,482,551"
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1,786","-19,996,767","-168","-679,549","0","0","0","8,482,551"
			SaleOfInvestment,"0"
		NetOtherInvestingChanges,,,,,,,"2,000",,,,,,,,,,,,,,,,"0","0","0","200,000","90,035","76,423","20,809","232,741","124,168","89,132","-748","49,260",,,,,"0","250,000",,,"0","0"
FinancingCashFlow,"236,380,000","28,692,000","83,696,000","60,862,000","63,130,000","62,426,000","186,635,000","20,540,000","13,038,000","23,216,000","54,928,000","120,988,000","52,659,000","11,663,000","54,654,000","28,816,000","5,423,000","6,300,000","4,693,000","38,149,000","29,284,000","51,504,000","14,590,714","36,506,972","19,329,464","16,576,802","9,255,890","28,280,545","16,767,640","19,330,420","29,218,048","25,564,769","1,970,392","-2,614,531","9,035,542","-2,350,896","-2,907,576","50,809,696","-987,648","7,736,348","48,124","-935,620","1,199,979","2,798,294"
	CashFlowFromContinuingFinancingActivities,"236,380,000","28,692,000","83,696,000","60,862,000","63,130,000","62,426,000","186,635,000","20,540,000","13,038,000","23,216,000","54,928,000","120,988,000","52,659,000","11,663,000","54,654,000","28,816,000","5,423,000","6,300,000","4,693,000","38,149,000","29,284,000","51,504,000","14,590,714","36,506,972","19,329,464","16,576,802","9,255,890","28,280,545","16,767,640","19,330,420","29,218,048","25,564,769","1,970,392","-2,614,531","9,035,542","-2,350,896","-2,907,576","50,809,696","-987,648","7,736,348","48,124","-935,620","1,199,979","2,798,294"
		NetIssuancePaymentsOfDebt,"31,265,000","-7,788,000","22,116,000","18,571,000","-1,634,000","4,930,000","120,958,000","11,970,000","14,100,000","-4,388,000","30,110,000","102,888,000","15,835,000","-2,010,000","19,721,000","23,062,000","414,000","-7,958,000","5,752,000","23,544,000","31,264,000","33,669,000","17,278,902","9,953,566","20,749,642","18,043,762","2,647,763","29,624,228","3,794,363","20,249,442","29,071,763","13,013,600","2,900,000","-1,722,167","13,565,000","0","0","-1,228,715","-300,000","7,807,000","95,000","-917,120","1,200,000","2,808,000"
			NetLongTermDebtIssuance,"31,265,000","-7,788,000","22,116,000","18,571,000","-1,634,000","4,930,000","132,458,000","470,000","14,100,000","-4,388,000","34,110,000","98,888,000","15,835,000","-2,010,000","19,721,000","26,462,000","814,000","-1,858,000","852,000","53,494,000","16,264,000","30,169,000","23,228,902","1,953,566","9,049,642","15,343,762","7,547,763","27,424,228","12,794,363","12,449,442","28,571,763","12,513,600","0","-1,722,167","13,565,000","0","0","-1,228,715","0","7,507,000","1,200,000","-917,120","0","2,808,000"
				LongTermDebtIssuance,"63,126,000","5,122,000","27,224,000","30,780,000","0","9,903,000","135,272,000","4,481,000","16,300,000","0","35,260,000","102,327,000","16,632,000","1,440,000","20,376,000","45,485,000","1,473,000","1,260,000","4,095,000","55,589,000","16,601,000","32,400,000","25,450,000","4,140,000","9,282,000","15,531,000","7,651,000","27,740,196","12,897,600","12,552,680","28,675,000","24,113,600",,,"13,565,000","0",,,"0","7,507,000",,,"0","2,808,000"
				LongTermDebtPayments,"-31,861,000","-12,910,000","-5,108,000","-12,209,000","-1,634,000","-4,973,000","-2,814,000","-4,011,000","-2,200,000","-4,388,000","-1,150,000","-3,439,000","-797,000","-3,450,000","-655,000","-19,023,000","-659,000","-3,118,000","-3,243,000","-2,095,000","-337,000","-2,231,000","-2,221,098","-2,186,434","-232,358","-187,238","-103,237","-315,968","-103,237","-103,238","-103,237","0","0","-1,722,167","0","0","0","-1,228,715","0","0","0","-917,120","0","0"
			NetShortTermDebtIssuance,,,"0",,,,"-11,500,000","11,500,000",,,"-4,000,000","4,000,000","0","0","0","-3,400,000","-400,000","-6,100,000","4,900,000","-29,950,000","15,000,000","3,500,000","-5,950,000","8,000,000","11,700,000","2,700,000","-4,900,000","2,200,000","-9,000,000","7,800,000","500,000","500,000",,,"0","0",,,"-300,000","300,000",,,"1,200,000","0"
				ShortTermDebtIssuance,,,"0",,,,"3,300,000","19,000,000",,,"22,700,000","8,000,000","14,900,000","0","15,800,000","5,000,000","1,600,000","7,500,000","5,900,000","14,500,000","34,500,000","3,500,000","-5,950,000","8,000,000","11,700,000","2,700,000","-4,900,000","-11,900,000","2,700,000","10,200,000","4,000,000","11,600,000",,,"0","0",,,"0","3,000,000",,,"1,200,000","0"
				ShortTermDebtPayments,,,"0",,,,"-14,800,000","-7,500,000",,,"-26,700,000","-4,000,000","-14,900,000","0","-15,800,000","-8,400,000","-2,000,000","-13,600,000","-1,000,000","-44,450,000",,,,,,,,,"-11,700,000","-2,400,000","-3,500,000","-11,100,000",,,"0","0",,,"-300,000","-2,700,000",,,"0","0"
		NetCommonStockIssuance,"0",,,,,,,,,,"0","0","0","0","0","-25,115,000","7,506,000","17,086,000","1,187,000","17,429,000","0","20,722,000","0","360,472",,,"8,237,704","0",,,"902,003","14,122,000","0","0","4,687,580","-1","-556,681","52,573,062",,,,"0",,
			CommonStockIssuance,,,,,,,,,,,,,,,,,"7,627,000","17,486,000","1,486,000","19,699,000","0","20,722,000","0","360,472",,,"8,237,704","0",,,"902,003","14,122,000","0","0","4,687,580","-1","-556,681","52,573,062",,,,"0",,
			CommonStockPayments,"0",,,,,,,,,,"0","0","0","0","0","-2,000","-121,000","-400,000","-299,000",,,,,,,,,,,,,,,,,,,,,,,,,
		NetPreferredStockIssuance,"246,041,000","48,764,000","72,075,000","51,350,000","73,852,000","67,493,000","75,114,000","15,296,000","3,850,000","35,404,000","32,160,000","24,629,000","42,759,000","18,469,000","40,020,000",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,
			PreferredStockIssuance,"246,348,000","48,823,000","72,075,000","51,598,000","73,852,000","96,243,000","75,117,000","15,668,000","3,974,000","35,589,000","32,287,000","24,676,000","42,912,000","18,482,000","40,020,000",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,
			PreferredStockPayments,"-307,000","-59,000","0","-248,000","0","-28,750,000","-3,000","-372,000","-124,000","-185,000","-127,000","-47,000","-153,000","-13,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-31,115,000","-8,263,000","-7,905,000","-7,341,000","-7,606,000","-6,318,000","-5,778,000","-5,888,000","-4,374,000","-4,975,000","-4,226,000","-3,837,000","-3,033,000","-3,010,000","-2,556,000","-2,178,000","-2,068,000","-1,851,000","-1,812,000","-1,639,000","-1,546,000","-1,372,000","-1,278,171","-1,240,312","-1,236,626","-1,199,153","-1,125,091","-1,087,238","-1,032,710","-814,140","-695,631","-587,724","-587,723","-587,724","-4,505,882","-2,350,895","-2,350,895","-522,421","0",,,"0","0",
			CommonStockDividendPaid,"-17,513,000","-4,664,000","-4,596,000","-4,254,000","-3,999,000","-3,642,000","-3,342,000","-2,967,000","-2,874,000","-2,850,000","-2,802,000","-2,780,000","-2,469,000","-2,409,000","-2,220,000","-2,135,000","-2,068,000","-1,851,000","-1,812,000","-1,639,000","-1,546,000","-1,372,000",,,"-1,236,626","-1,199,153",,,,,,,,,,,,,,,,,,
			PreferredStockDividendPaid,"-13,602,000","-3,599,000","-3,309,000","-3,087,000","-3,607,000","-2,676,000","-2,436,000","-2,921,000","-1,500,000","-2,125,000","-1,424,000","-1,057,000","-564,000","-601,000","-336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-9,811,000","-4,021,000","-2,590,000","-1,718,000","-1,482,000","-3,679,000","-3,659,000","-838,000","-538,000","-2,825,000","-3,116,000","-2,692,000","-2,902,000","-1,786,000","-2,531,000","-1,350,000","-429,000","-977,000","-434,000","-1,185,000","-434,000","-1,515,000","-1,410,017","-1,316,754","-183,552","-267,807","-504,486","-256,445","-889,219","-104,882","-60,087","-983,107","-341,885","-304,640","-4,711,156","0","0","-12,230","-687,648","-70,652","-46,876","-18,500","-21","1,007,794"
EndCashPosition,"49,381,000","49,381,000","16,708,000","66,491,000","66,789,000","72,894,000","9,218,000","6,455,000","24,779,000","30,232,000","13,688,000","3,992,000","28,705,000","23,108,000","14,730,000","2,929,000","2,583,000","2,679,000","2,938,000","3,758,000","2,766,000","2,473,000","2,438,021","2,396,852","2,077,250","2,193,360","2,532,522","2,701,450","3,158,707","2,180,340","2,619,342","3,031,196","3,829,591","13,546,471","16,271,282","39,377,937","42,405,551","29,074,835","873,474","1,205,797","1,490,542","1,036,978","2,003,854","1,626,649"
	ChangesInCash,"-23,513,000","32,673,000","-49,783,000","-298,000","-6,105,000","63,676,000","2,763,000","-18,324,000","-5,453,000","16,544,000","9,696,000","-24,713,000","5,597,000","8,378,000","11,801,000","346,000","-96,000","-259,000","-820,000","992,000","293,000","35,000","41,169","319,602","-116,110","-339,162","-168,928","-457,257","978,367","-439,002","-411,854","-798,395","-9,716,880","-2,724,811","-23,106,655","-3,027,614","13,330,716","28,201,361","-332,323","-284,745","453,564","-966,876","377,205","280,183"
	BeginningCashPosition,"72,894,000","16,708,000","66,491,000","66,789,000","72,894,000","9,218,000","6,455,000","24,779,000","30,232,000","13,688,000","3,992,000","28,705,000","23,108,000","14,730,000","2,929,000","2,583,000","2,679,000","2,938,000","3,758,000","2,766,000","2,473,000","2,438,000","2,396,852","2,077,250","2,193,360","2,532,522","2,701,450","3,158,707","2,180,340","2,619,342","3,031,196","3,829,591","13,546,471","16,271,282","39,377,937","42,405,551","29,074,835","873,474","1,205,797","1,490,542","1,036,978","2,003,854","1,626,649","1,346,466"
IncomeTaxPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,132","101,905",,,"48,418","58,509"
InterestPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,321","406,806",,,"3,152","297,361"
CapitalExpenditure,"-6,611,000","-3,518,000","-2,747,000","-950,000",,"-3,027,000","-5,785,000","-1,298,000","-6,745,000","-2,682,000","-3,316,000","-3,425,000","-2,486,000","-3,063,000","-5,448,000","-5,801,000","-6,878,000","-4,478,000","-1,773,000","-1,814,000","-1,156,000","-468,000",,"-2,242,017","-6,017,688","-1,865,770","-201,795","-1,455,701","-1,191,086","-398,064","-780,002","-617,418","-718,365","-503,299","-351,594",,,,,,,,,
IssuanceOfCapitalStock,"246,348,000","48,823,000","72,075,000","51,598,000","73,852,000","96,243,000","75,117,000","15,668,000","3,974,000","35,589,000","32,287,000","24,676,000","42,912,000","18,482,000","40,020,000","9,284,000","7,627,000","17,486,000","1,486,000","19,699,000","0","20,722,000","0","29,110,472",,,"8,237,704","0",,,"902,003","14,122,000","0","0","4,687,580","-1","-556,681","52,573,062",,,,"0",,
IssuanceOfDebt,"63,126,000","5,122,000","27,224,000","30,780,000","0","9,903,000","138,572,000","23,481,000","16,300,000","0","57,960,000","110,327,000","31,532,000","1,440,000","36,176,000","50,485,000","3,073,000","8,760,000","9,995,000","70,089,000","51,101,000","35,900,000","19,500,000","12,140,000","20,982,000","18,231,000","2,751,000","15,840,196","15,597,600","22,752,680","32,675,000","24,113,600",,,"13,565,000","0",,,"0","10,507,000",,,"1,200,000","2,808,000"
RepaymentOfDebt,"-31,861,000","-12,910,000","-5,108,000","-12,209,000","-1,634,000","-4,973,000","-17,614,000","-11,511,000","-2,200,000","-4,388,000","-27,850,000","-7,439,000","-15,697,000","-3,450,000","-16,455,000","-27,423,000","-2,659,000","-16,718,000","-4,243,000","-46,545,000","-19,837,000","-2,231,000","-2,221,098","-2,186,434","-232,358","-187,238","-103,237","13,784,032","-11,803,237","-2,503,238","-3,603,237","-11,100,000","-7,000,000","-1,722,167","0","0","-1,600,000","-1,228,715","-300,000","-2,700,000","-1,205,000","-917,120","0","0"
RepurchaseOfCapitalStock,"-307,000","-59,000","0","-248,000","0","-28,750,000","-3,000","-372,000","-124,000","-185,000","-127,000","-47,000","-153,000","-13,000","0","-2,000","-121,000","-400,000","-299,000",,,,,,,,,,,,,,,,,,,,,,,,,
FreeCashFlow,"26,663,000","4,035,000","9,274,000","2,441,000","10,913,000","3,629,000","7,624,000","358,000","-304,000","814,000","4,152,000","6,221,000","-662,000","-631,000","-3,084,000","-2,239,000","-5,147,000","-1,727,000","-2,929,000","1,178,000","777,000","2,278,000","1,518,679","-1,294,690","-3,986,903","2,367,998","248,532","1,241,797","149,618","-132,758","730,977","677,990","-374,889","-109,540","991,892","-571,659","869,377","-2,561,568","605,491","108,102","455,440","-31,256","626,892","671,446"
