name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014
TotalRevenue,"688,069,000","122,904,000","270,761,000","145,277,000","149,127,000","133,419,000","255,960,000","135,531,000","137,375,000","109,917,000","259,649,000","119,768,000","121,963,000","114,244,000","250,541,000","106,701,000","110,653,000","100,207,000","217,805,000","83,729,000","86,226,000","83,687,000","174,653,000","67,008,000","65,823,000","68,632,000","140,377,000","55,296,000","51,677,000","56,807,000","110,131,092","42,566,000"
	OperatingRevenue,"688,069,000","122,904,000","270,761,000","145,277,000","149,127,000","133,419,000","255,960,000","135,531,000","137,375,000","109,917,000","259,649,000","119,768,000","121,963,000","114,244,000","250,541,000","106,701,000","110,653,000","100,207,000","217,805,000","83,729,000","86,226,000","83,687,000","174,653,000","67,008,000","65,823,000","68,632,000","140,377,000","55,296,000","51,677,000","56,807,000","110,131,092","42,566,000"
CostOfRevenue,"310,225,000","55,841,000","125,056,000","61,627,000","67,701,000","66,876,000","120,275,000","64,494,000","64,903,000","57,585,000","122,587,000","54,403,000","57,159,000","53,326,000","119,290,000","45,730,000","48,413,000","44,267,000","101,779,000","36,302,000","37,303,000","35,044,000","77,868,000","28,260,000","26,901,000","28,941,000","61,585,000","23,692,000","21,215,000","24,144,000","48,832,240","18,628,000"
GrossProfit,"377,844,000","67,063,000","145,705,000","83,650,000","81,426,000","66,543,000","135,685,000","71,037,000","72,472,000","52,332,000","137,062,000","65,365,000","64,804,000","60,918,000","131,251,000","60,971,000","62,240,000","55,940,000","116,026,000","47,427,000","48,923,000","48,643,000","96,785,000","38,748,000","38,922,000","39,691,000","78,792,000","31,604,000","30,462,000","32,663,000","61,298,852","23,938,000"
OperatingExpense,"336,571,000","67,994,000","121,446,000","78,792,000","68,339,000","64,648,000","105,136,000","68,189,000","62,680,000","71,306,000","103,913,000","64,037,000","61,069,000","70,609,000","101,146,000","63,534,000","52,344,000","56,197,000","86,480,000","48,039,000","41,534,000","47,894,000","73,930,000","37,929,000","32,936,000","34,350,000","59,797,000","29,958,000","24,707,000","29,909,000","47,288,224","20,830,000"
	SellingGeneralAndAdministration,"336,571,000","67,994,000","121,446,000","78,792,000","68,339,000","64,648,000","105,136,000","68,189,000","62,680,000","71,306,000","103,913,000","64,037,000","61,069,000","70,609,000","101,146,000","63,534,000","52,344,000","56,197,000","86,480,000","48,039,000","41,534,000","47,894,000","73,930,000","37,929,000","32,936,000","34,350,000","59,797,000","29,958,000","24,707,000","29,909,000","47,288,224","20,830,000"
OperatingIncome,"41,273,000","-931,000","24,259,000","4,858,000","13,087,000","1,895,000","30,549,000","2,848,000","9,792,000","-18,974,000","33,149,000","1,328,000","3,735,000","-9,691,000","30,105,000","-2,563,000","9,896,000","-257,000","29,546,000","-612,000","7,389,000","749,000","22,855,000","819,000","5,986,000","5,341,000","18,995,000","1,646,000","5,755,000","2,754,000","14,010,628","3,108,000"
NetNonOperatingInterestIncomeExpense,"-4,285,000","-876,000","-1,327,000","-900,000","-1,182,000","-1,308,000","-1,492,000","-1,643,000","-1,778,000","-1,350,000","-1,340,000","-1,500,000","-1,203,000","-841,000","-2,311,000","-1,583,000","-1,234,000","-821,000","-789,000","-661,000","-372,000","-166,000","-86,000","-33,000","-37,000","-38,000","-80,000","-114,000","-60,000","-52,000","-82,086","-132,000"
	InterestExpenseNonOperating,"4,285,000","876,000","1,327,000","900,000","1,182,000","1,308,000","1,492,000","1,643,000","1,778,000","1,350,000","1,340,000","1,500,000","1,203,000","841,000","2,311,000","1,583,000","1,234,000","821,000","789,000","661,000","372,000","166,000","86,000","33,000","37,000","38,000","80,000","114,000","60,000","52,000","82,086","132,000"
OtherIncomeExpense,"85,000","46,000","248,000","-265,000","56,000","16,000","169,000","87,000","-250,000","59,000","37,000","58,000","-8,000","204,000","215,000","3,000","2,000","163,000","246,000","73,000","45,000","57,000","84,000","33,000","60,000","70,000","62,000","44,000","26,000","49,000","305,117","42,000"
	OtherNonOperatingIncomeExpenses,"85,000","46,000","248,000","-265,000","56,000","16,000","169,000","87,000","-250,000","59,000","37,000","58,000","-8,000","204,000","215,000","3,000","2,000","163,000","246,000","73,000","45,000","57,000","84,000","33,000","60,000","70,000","62,000","44,000","26,000","49,000","305,117","42,000"
PretaxIncome,"37,073,000","-1,761,000","23,180,000","3,693,000","11,961,000","603,000","29,226,000","1,292,000","7,764,000","-20,265,000","31,846,000","-114,000","2,524,000","-10,328,000","28,009,000","-4,143,000","8,664,000","-915,000","29,003,000","-1,200,000","7,062,000","640,000","22,853,000","819,000","6,009,000","5,373,000","18,977,000","1,576,000","5,721,000","2,751,000","14,233,659","3,018,000"
TaxProvision,"9,344,000","-438,000","5,839,000","930,000","3,014,000","105,000","7,464,000","393,000","1,866,000","-5,086,000","7,638,000","-203,000","678,000","-2,683,000","7,537,000","-1,067,000","2,212,000","-232,000","9,398,000","-454,000","2,709,000","225,000","8,834,000","305,000","2,325,000","2,061,000","1,339,000",,,,,"0"
NetIncomeCommonStockholders,"27,864,000","-1,294,000","17,359,000","2,806,000","8,992,000","544,000","21,831,000","940,000","5,941,000","-15,135,000","24,374,000","182,000","1,936,000","-7,572,000","20,620,000","-3,150,000","6,377,000","-691,000","19,528,000","-816,000","4,284,000","355,000","13,993,000","462,000","3,619,000","3,241,000","17,540,000","1,509,000","5,699,000","2,691,000","13,899,314","2,994,000"
	NetIncome,"27,864,000","-1,294,000","17,359,000","2,806,000","8,992,000","544,000","21,831,000","940,000","5,941,000","-15,135,000","24,374,000","182,000","1,936,000","-7,572,000","20,620,000","-3,150,000","6,377,000","-691,000","19,528,000","-816,000","4,284,000","355,000","13,993,000","462,000","3,619,000","3,241,000","17,540,000","1,509,000","5,699,000","2,691,000","13,899,314","2,994,000"
		NetIncomeIncludingNoncontrollingInterests,"27,729,000","-1,323,000","17,341,000","2,763,000","8,947,000","498,000","21,762,000","899,000","5,898,000","-15,179,000","24,208,000","89,000","1,846,000","-7,645,000","20,472,000","-3,076,000","6,452,000","-683,000","19,605,000","-746,000","4,353,000","415,000","14,019,000","514,000","3,684,000","3,312,000","17,638,000","1,576,000","5,721,000","2,751,000","14,233,659","3,018,000"
			NetIncomeContinuousOperations,"27,729,000","-1,323,000","17,341,000","2,763,000","8,947,000","498,000","21,762,000","899,000","5,898,000","-15,179,000","24,208,000","89,000","1,846,000","-7,645,000","20,472,000","-3,076,000","6,452,000","-683,000","19,605,000","-746,000","4,353,000","415,000","14,019,000","514,000","3,684,000","3,312,000","17,638,000","1,576,000","5,721,000","2,751,000","14,233,659","3,018,000"
		MinorityInterests,"135,000","29,000","18,000","43,000","45,000","46,000","69,000","41,000","43,000","44,000","166,000","93,000","90,000","73,000","148,000","-74,000","-75,000","-8,000","-77,000","-70,000","-69,000","-60,000","-26,000","-52,000","-65,000","-71,000","-98,000","-67,000","-22,000","-60,000","-334,345","-24,000"
DilutedNIAvailtoComStockholders,"27,864,000","-1,294,000","17,359,000","2,806,000","8,992,000","544,000","21,831,000","940,000","5,941,000","-15,135,000","24,374,000","182,000","1,936,000","-7,572,000","20,620,000","-3,150,000","6,377,000","-691,000","19,528,000","-816,000","4,284,000","355,000","13,993,000","462,000","3,619,000","3,241,000","17,540,000","1,509,000","5,699,000","2,691,000","13,899,314","2,994,000"
BasicEPS,,"-0.04","0.53","0.09","0.276","0.02","0.67","0.03","0.18","-0.47","0.75","0.01","0.06","-0.23","0.65","-0.1","0.2","-0.02","0.61","-0.03","0.13","0.01","0.44","0.01","0.11","0.1","0.59","0.048","0.182","0.086",,"0.096"
DilutedEPS,,"-0.04","0.53","0.09","0.274","0.02","0.67","0.03","0.18","-0.47","0.75","0.01","0.06","-0.23","0.64","-0.1","0.2","-0.02","0.6","-0.03","0.13","0.01","0.43","0.01","0.11","0.1","0.58","0.048","0.182","0.086",,"0.096"
BasicAverageShares,,"32,714,000","32,660,000","32,649,000","32,624,000","32,540,000","32,494,000","32,476,000","32,445,000","32,372,000","32,336,000","32,322,000","32,288,000","32,281,000","32,130,000","32,098,000","32,065,000","32,046,000","31,901,000","31,861,000","31,828,000","31,822,000","31,549,000","31,520,000","31,520,000","31,520,000","29,557,000","31,292,611","31,292,611","31,292,611",,"31,292,611"
DilutedAverageShares,,"32,714,000","32,809,000","32,761,000","32,813,000","32,720,000","32,665,000","32,606,000","32,445,000","32,372,000","32,336,000","32,322,000","32,399,000","32,281,000","32,344,000","32,098,000","32,414,000","32,046,000","32,311,000","31,861,000","32,318,000","32,320,000","32,274,000","32,294,000","32,263,000","32,253,000","30,240,000","31,292,611","31,292,611","31,292,611",,"31,292,611"
TotalOperatingIncomeAsReported,"41,273,000","-931,000","24,259,000","4,858,000","13,087,000","1,895,000","30,549,000","2,848,000","9,792,000","-18,974,000","33,149,000","1,328,000","3,735,000","-9,691,000","30,105,000","-2,563,000","9,896,000","-257,000","29,546,000","-612,000","7,389,000","749,000","22,855,000","819,000","5,986,000","5,341,000","18,995,000","1,646,000","5,755,000","2,754,000","14,010,628","3,108,000"
TotalExpenses,"646,796,000","123,835,000","246,502,000","140,419,000","136,040,000","131,524,000","225,411,000","132,683,000","127,583,000","128,891,000","226,500,000","118,440,000","118,228,000","123,935,000","220,436,000","109,264,000","100,757,000","100,464,000","188,259,000","84,341,000","78,837,000","82,938,000","151,798,000","66,189,000","59,837,000","63,291,000","121,382,000","53,650,000","45,922,000","54,053,000","96,120,464","39,458,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"27,864,000","-1,294,000","17,359,000","2,806,000","8,992,000","544,000","21,831,000","940,000","5,941,000","-15,135,000","24,374,000","182,000","1,936,000","-7,572,000","20,620,000","-3,150,000","6,377,000","-691,000","19,528,000","-816,000","4,284,000","355,000","13,993,000","462,000","3,619,000","3,241,000","17,540,000","1,509,000","5,699,000","2,691,000","13,899,314","2,994,000"
NormalizedIncome,"27,864,000","-1,294,000","17,359,000","2,806,000","8,992,000","544,000","21,831,000","940,000","5,941,000","-15,135,000","24,374,000","182,000","1,936,000","-7,572,000","20,620,000","-3,150,000","6,377,000","-691,000","19,528,000","-816,000","4,284,000","355,000","13,993,000","462,000","3,619,000","3,241,000","17,540,000","1,509,000","5,699,000","2,691,000","13,899,314","2,994,000"
