name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"334,116,000","36,424,000","179,423,000","59,827,000","58,442,000","61,568,000","77,426,000","43,742,000","38,529,000","183,054,000","103,028,000","137,369,000","163,618,000","83,806,000","246,047,000","139,718,000","109,309,000","114,494,000","95,442,000","89,111,000","120,524,000","124,582,000","56,712,000","99,171,000","40,569,000","64,381,000","100,040,000","137,020,000","64,803,000","91,061,000","169,177,000","132,795,000","118,937,000","127,412,000"
	OperatingRevenue,"572,728,000","156,444,000","160,974,000","137,388,000","117,922,000","89,450,000","81,066,000","64,828,000","57,703,000","93,043,000","120,277,000","113,079,000","134,431,000","124,989,000","163,022,000","158,232,000","142,656,000","130,827,000","103,927,000","98,452,000","98,521,000","101,857,000","80,881,000","91,358,000","71,302,000","53,755,000","67,202,000","80,590,000","83,430,000","71,414,000","132,180,000","124,113,000","121,285,000","133,407,000"
CostOfRevenue,"121,773,000","28,027,000","32,258,000","32,559,000","28,929,000","30,138,000","35,199,000","32,888,000","32,041,000","39,385,000","44,433,000","47,608,000","48,024,000","47,717,000","57,591,000","51,143,000","48,955,000","47,743,000","46,585,000","45,322,000","44,911,000","42,470,000","39,572,000","42,966,000","40,497,000","33,672,000","35,444,000","36,387,000","47,695,000","42,319,000","51,471,000","55,283,000","39,486,000","38,589,000"
GrossProfit,"212,343,000","8,397,000","147,165,000","27,268,000","29,513,000","31,430,000","42,227,000","10,854,000","6,488,000","143,669,000","58,595,000","89,761,000","115,594,000","36,089,000","188,456,000","88,575,000","60,354,000","66,751,000","48,857,000","43,789,000","75,613,000","82,112,000","17,140,000","56,205,000","72,000","30,709,000","64,596,000","100,633,000","17,108,000","48,742,000","117,706,000","77,512,000","79,451,000","88,823,000"
OperatingExpense,"50,829,000","14,145,000","11,599,000","12,598,000","12,487,000","14,217,000","10,541,000","9,671,000","11,802,000","12,129,000","13,916,000","14,528,000","14,928,000","21,495,000","17,740,000","22,395,000","26,830,000","18,793,000","25,844,000","17,573,000","17,780,000","18,021,000","21,140,000","16,889,000","18,963,000","17,683,000","26,086,000","21,076,000","19,987,000","15,089,000","17,331,000","16,232,000","14,660,000","15,598,000"
	SellingGeneralAndAdministration,"49,657,000","13,763,000","11,387,000","12,320,000","12,187,000","12,852,000","10,245,000","9,381,000","11,501,000","11,856,000","13,603,000","14,189,000","14,347,000","21,214,000","16,296,000","22,083,000","19,812,000","18,521,000","25,576,000","17,305,000","17,481,000","17,212,000","20,926,000","16,677,000","18,134,000","17,401,000","23,645,000","18,994,000","19,718,000","14,818,000","17,158,000","15,644,000","14,512,000","15,451,000"
		GeneralAndAdministrativeExpense,"49,657,000","13,763,000","11,387,000","12,320,000","12,187,000","12,852,000","10,245,000","9,381,000","11,501,000","11,856,000","13,603,000","14,189,000","14,347,000","21,214,000","16,296,000","22,083,000","19,812,000","18,521,000","25,576,000","17,305,000","17,481,000","17,212,000","20,926,000","16,677,000","18,134,000","17,401,000","23,645,000","18,994,000","19,718,000","14,818,000","17,158,000","15,644,000","14,512,000","15,451,000"
			OtherGandA,"49,657,000","13,763,000","11,387,000","12,320,000","12,187,000","12,852,000","10,245,000","9,381,000","11,501,000","11,856,000","13,603,000","14,189,000","14,347,000","21,214,000","16,296,000","22,083,000","19,812,000","18,521,000","25,576,000","17,305,000","17,481,000","17,212,000","20,926,000","16,677,000","18,134,000","17,401,000","23,645,000","18,994,000","19,718,000","14,818,000","17,158,000","15,644,000","14,512,000","15,451,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,"30,051,000","29,204,000","28,900,000","26,379,000","22,833,000","28,731,000","29,202,000","21,721,000","20,884,000","23,288,000","32,235,000","27,891,000","27,904,000","37,065,000","23,859,000","23,134,000"
	OtherOperatingExpenses,"1,172,000","382,000","212,000","278,000","300,000","1,365,000","296,000","290,000","301,000","273,000","313,000","339,000","581,000","281,000","1,444,000","312,000","7,018,000","272,000","268,000","268,000","299,000","809,000","214,000","212,000","829,000","282,000","2,441,000","2,082,000","269,000","271,000","173,000","588,000","148,000","147,000"
OperatingIncome,"161,514,000","-5,748,000","135,566,000","14,670,000","17,026,000","17,213,000","31,686,000","1,183,000","-5,314,000","131,540,000","44,679,000","75,233,000","100,666,000","14,594,000","170,716,000","66,180,000","33,524,000","47,958,000","23,013,000","26,216,000","57,833,000","64,091,000","-4,000,000","39,316,000","-18,891,000","13,026,000","38,510,000","79,557,000","-2,879,000","33,653,000","100,375,000","61,280,000","64,791,000","73,225,000"
NetNonOperatingInterestIncomeExpense,"-5,636,000","-1,209,000","-1,440,000","-1,359,000","-1,628,000","-1,210,000","-1,353,000","-1,663,000","-2,961,000","-4,396,000","-4,841,000","-5,351,000","-5,605,000","-5,479,000","-5,377,000","-5,465,000","-5,243,000","-4,488,000","-4,015,000","-4,181,000","-3,948,000","-3,501,000","-2,769,000","-1,822,000","-1,405,000","-895,000","-876,000","-852,000","-1,688,000","-2,944,000","-3,216,000","-3,437,000","-3,417,000","-3,411,000"
	InterestIncomeNonOperating,,,"1,000","0","0","0","0","1,000","3,000","31,000","22,000","44,000","47,000","46,000","60,000","53,000","37,000","33,000","19,000","-9,000","33,000","6,000","5,000","460,000","38,000","153,000","12,000","18,000","27,000","1,000","1,000","3,000","2,000","22,000"
	InterestExpenseNonOperating,"5,637,000","1,209,000","1,441,000","1,359,000","1,628,000","1,210,000","1,353,000","1,664,000","2,964,000","4,427,000","4,863,000","5,395,000","5,652,000","5,525,000","5,437,000","5,518,000","5,280,000","4,521,000","4,034,000","4,181,000","3,981,000","3,507,000","2,774,000","2,282,000","1,443,000","1,048,000","888,000","870,000","1,715,000","2,945,000","3,217,000","3,440,000","3,419,000","3,433,000"
OtherIncomeExpense,"2,921,000","-45,000","68,000","2,867,000","31,000","183,000","12,000","24,213,000","-96,000","-51,032,000","179,000","365,000","26,000","-98,000","-1,201,000","60,000","409,000","-1,513,000","362,000","-1,000","289,000","993,000","-517,000","41,000","-514,000","-1,382,000","-87,364,000","-24,813,000","-118,199,000","-13,410,000","-117,872,000","62,000","737,000","70,000"
	GainOnSaleOfSecurity,,,,,,,"-3,640,000","-21,086,000","-19,174,000","90,011,000","-17,249,000","24,290,000","29,187,000","-41,183,000","83,025,000","-18,514,000","-33,347,000","-16,333,000","-8,485,000","-9,341,000","22,003,000","22,725,000","-24,169,000","7,813,000","-30,733,000","10,626,000","32,838,000","56,430,000","-18,627,000","19,647,000","36,997,000","8,682,000","-2,348,000","-5,995,000"
	SpecialIncomeCharges,,,"0","2,850,000","0","0","0","24,045,000","0","-51,031,000","0","0","0","0","1,000","0",,"2,000","0","0","7,000","924,000","21,000","41,000","-587,000","-1,416,000","-88,033,000","-24,858,000","-118,345,000","-13,460,000","-117,962,000","0","0","0"
		ImpairmentOfCapitalAssets,,,"0","0","0","0","0","0","0","51,031,000",,,,,,,,,,"0","0","0","0",,"679,000","6,096,000","92,886,000","24,854,000","118,362,000","13,467,000","117,930,000","0","0","0"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,"1,000","-289,000","-1,240,000","-7,150,000","-41,000","-165,000","-4,714,000","-5,522,000","-41,000","-163,000","-57,000","-58,000","-62,000","-737,000","-70,000"
		GainOnSaleOfPPE,,,"0","2,850,000",,,"0","24,045,000",,,"0","0","0","0","1,000","0",,"2,000","0","0","7,000","924,000","21,000",,"92,000","4,680,000","4,853,000","-4,000","17,000","7,000","-32,000","0","0","0"
	OtherNonOperatingIncomeExpenses,"71,000","-45,000","68,000","17,000","31,000","183,000","12,000","168,000","-96,000","-1,000","179,000","365,000","26,000","-98,000","-1,202,000","60,000","409,000","-1,515,000","362,000","-1,000","282,000","69,000","-538,000","41,000","73,000","34,000","669,000","45,000","146,000","50,000","90,000","62,000","737,000","70,000"
